id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,bp_issued_date,co_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect,construction_status,milestone_achieved
759,1440 Parker,,,1,0,completed,,,,,2021-07-29,,,,,,,,CO Issued
760,1505 Tyler,,,1,0,completed,,,,,2021-05-03,,,,,,,,CO Issued
762,1522 Alcatraz,,,1,0,completed,,,,,2021-06-18,,,,,,,,CO Issued
763,1536 Dwight,,,1,0,completed,,,,,2021-06-18,,,,,,,,CO Issued
764,1730 Francisco,,,1,0,completed,,,,,2021-01-07,,,,,,,,CO Issued
765,1814 Virginia,,,1,0,completed,,,,,2021-06-17,,,,,,,,CO Issued
766,2407 Tenth,,,1,0,completed,,,,,2021-09-02,,,,,,,,CO Issued
767,2425 Grant,,,1,0,completed,,,,,2021-02-01,,,,,,,,CO Issued
768,2725 Mathews,,,1,0,completed,,,,,2021-05-07,,,,,,,,CO Issued
769,0 Queens,,,1,0,completed,,,,,2021-09-14,,,,,,,,CO Issued
770,1641 Seventh,,,1,0,completed,,,,,2021-08-20,,,,,,,,CO Issued
771,2031 Prince,,,1,0,completed,,,,,2021-07-21,,,,,,,,CO Issued
772,1039 Mariposa,,,1,0,completed,,,,,2021-05-03,,,,,,,,CO Issued
773,1107 Colusa,,,1,0,completed,,,,,2021-10-14,,,,,,,,CO Issued
774,1412 Harmon,,,1,0,completed,,,,,2021-09-14,,,,,,,,CO Issued
776,2131 Derby,,,1,0,completed,,,,,2021-05-14,,,,,,,,CO Issued
777,2148 Ward,,,1,0,completed,,,,,2021-05-06,,,,,,,,CO Issued
778,2915 Harper,,,1,0,completed,,,,,2021-11-01,,,,,,,,CO Issued
780,3130 Lewiston,,,1,0,completed,,,,,2021-07-12,,,,,,,,CO Issued
781,50 Northgate,,,1,0,completed,,,,,2021-01-29,,,,,,,,CO Issued
782,773 Neilson,,,1,0,completed,,,,,2021-04-29,,,,,,,,CO Issued
784,1212 Colusa,,,1,0,completed,,,,,2021-06-09,,,,,,,,CO Issued
785,1227 Neilson,,,1,0,completed,,,,,2021-06-16,,,,,,,,CO Issued
786,1423 Stannage,,,1,0,completed,,,,,2021-03-05,,,,,,,,CO Issued
787,1445 Euclid,,,1,0,completed,,,,,2021-02-10,,,,,,,,CO Issued
788,1534 Dwight,,,1,0,completed,,,,,2021-04-20,,,,,,,,CO Issued
789,1595 Holly,,,1,0,completed,,,,,2021-10-12,,,,,,,,CO Issued
790,1610 Oregon,,,1,0,completed,,,,,2021-01-20,,,,,,,,CO Issued
791,1624 Posen,,,1,0,completed,,,,,2021-09-09,,,,,,,,CO Issued
793,2317 Sixth,,,1,0,completed,,,,,2021-11-15,,,,,,,,CO Issued
794,2702 Shasta,,,1,0,completed,,,,,2021-03-09,,,,,,,,CO Issued
795,2851 Buena Vista,,,1,0,completed,,,,,2021-07-12,,,,,,,,CO Issued
798,1248 Haskell,,,1,0,completed,,,,,2021-06-04,,,,,,,,CO Issued
799,1315 Ordway,,,1,0,completed,,,,,2021-07-16,,,,,,,,CO Issued
801,1821 Sacramento,,,1,0,completed,,,,,2021-06-10,,,,,,,,CO Issued
802,2207 Rose,,,1,0,completed,,,,,2021-12-22,,,,,,,,CO Issued
803,2223 Mckinley,,,1,0,completed,,,,,2021-12-09,,,,,,,,CO Issued
804,2820 Piedmont,,,1,0,completed,,,,,2021-07-20,,,,,,,,CO Issued
805,1325 Grizzly Peak,,,1,0,completed,,,,,2021-05-17,,,,,,,,CO Issued
903,2421 NINTH St,,,1,0,completed,,,,,2021-04-21,,,,,,,,CO Issued
180,2065 Kittredge St,,,189,0,entitled,,,2021-07-22,,,,,,,,,,Entitled
