building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_0585,060-2489-033-00,(housing-singleton),1,housing_singleton,B2025-03812,,high,B2025-03812,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0586,054-1792-031-00,(housing-singleton),1,housing_singleton,B2017-05026,,high,B2017-05026,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0587,057-2089-016-01,(housing-singleton),1,housing_singleton,B2019-05503,,high,B2019-05503,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0589,060-2399-008-00,(housing-singleton),1,housing_singleton,B2022-01168,,high,B2022-01168,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0590,059-2254-015-01,(housing-singleton),1,housing_singleton,B2024-05383,,high,B2024-05383,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0591,058-2130-033-00,(housing-singleton),1,housing_singleton,B2017-03440,,high,B2017-03440,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0593,060-2435-049-00,(housing-singleton),1,housing_singleton,B2021-01873,,high,B2021-01873,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0594,062-2867-030-00,(housing-singleton),1,housing_singleton,B2024-04151,,high,B2024-04151,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0597,059-2288-022-00,(housing-singleton),1,housing_singleton,B2024-04075,,high,B2024-04075,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0598,064-4245-017-00,(housing-singleton),1,xref/base,B2018-02206,,high,B2018-02206,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0599,060-2487-032-00,(housing-singleton),1,housing_singleton,B2024-01587,,high,B2024-01587,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0601,054-1726-009-00,(housing-singleton),1,housing_singleton,B2022-04991,,high,B2022-04991,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0602,059-2286-033-00,(housing-singleton),1,housing_singleton,B2023-04820,,high,B2023-04820,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0603,055-1909-026-00,(housing-singleton),1,housing_singleton,B2022-03622,,high,B2022-03622,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0604,056-1919-046-00,(housing-singleton),1,housing_singleton,B2025-01534,,high,B2025-01534,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0606,052-1565-094-00,(housing-singleton),1,housing_singleton,B2025-04812,,high,B2025-04812,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0607,061-2570-008-00,(housing-singleton),1,housing_singleton,B2024-06088,,high,B2024-06088,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0608,055-1898-011-00,(housing-singleton),1,housing_singleton,B2025-03206,,high,B2025-03206,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0609,060-2469-019-00,(housing-singleton),1,housing_singleton,B2023-03915,,high,B2023-03915,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0611,052-1583-013-00,(housing-singleton),1,housing_singleton,B2023-00031,,high,B2023-00031,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0612,053-1624-030-01,(housing-singleton),1,housing_singleton,B2018-02461,,high,B2018-02461,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0613,059-2331-005-00,(housing-singleton),1,housing_singleton,B2021-02085,,high,B2021-02085,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_0614,059-2286-141-00,(housing-singleton),1,housing_singleton,B2023-01657,,high,B2023-01657,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0615,053-1703-005-00,(housing-singleton),1,housing_singleton,B2024-00021,,high,B2024-00021,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0616,054-1742-058-00,(housing-singleton),1,housing_singleton,B2025-00109,,high,B2025-00109,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0617,052-1517-015-00,(housing-singleton),1,housing_singleton,B2021-02542,,high,B2021-02542,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0618,064-4251-032-00,(housing-singleton),1,housing_singleton,B2025-01063,,high,B2025-01063,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0619,059-2270-025-00,(housing-singleton),1,housing_singleton,B2022-04594,,high,B2022-04594,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0620,054-1702-075-00,(housing-singleton),1,housing_singleton,B2023-06498,,high,B2023-06498,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0622,061-2587-010-03,(housing-singleton),1,housing_singleton,B2023-05057,,high,B2023-05057,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0623,052-1517-025-00,(housing-singleton),1,housing_singleton,B2025-03771,,high,B2025-03771,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0624,058-2245-009-03,(housing-singleton),1,housing_singleton,B2020-03077,,high,B2020-03077,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0628,059-2291-037-01,(housing-singleton),1,housing_singleton,B2016-05136,,high,B2016-05136,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0629,061-2611-015-00,(housing-singleton),1,housing_singleton,B2024-02069,,high,B2024-02069,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0630,058-2211-015-02,(housing-singleton),1,housing_singleton,B2024-04051,,high,B2024-04051,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0631,060-2417-057-00,(housing-singleton),1,housing_singleton,B2023-00645,,high,B2023-00645,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0632,052-1438-004-00,(housing-singleton),1,housing_singleton,B2025-00879,,high,B2025-00879,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0633,060-2462-015-00,(housing-singleton),1,housing_singleton,B2023-02600,,high,B2023-02600,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0634,054-1795-021-00,(housing-singleton),1,housing_singleton,B2024-04073,,high,B2024-04073,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0635,063-3100-009-00,(housing-singleton),1,housing_singleton,B2023-04285,,high,B2023-04285,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0636,056-1994-049-01,(housing-singleton),1,housing_singleton,B2025-01650,,high,B2025-01650,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0637,054-1742-083-00,(housing-singleton),1,housing_singleton,B2025-03300,,high,B2025-03300,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0638,060-2474-001-02,(housing-singleton),1,housing_singleton,B2018-04067,,high,B2018-04067,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0639,062-2867-012-00,(housing-singleton),1,housing_singleton,B2025-04811,,high,B2025-04811,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0640,060-2492-012-01,(housing-singleton),1,housing_singleton,B2025-03850,,high,B2025-03850,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0642,060-2408-019-00,(housing-singleton),1,housing_singleton,B2021-03896,,high,B2021-03896,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0643,060-2486-020-00,(housing-singleton),1,housing_singleton,B2025-00310,,high,B2025-00310,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0644,054-1734-002-00,(housing-singleton),1,housing_singleton,B2024-03724,,high,B2024-03724,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0645,058-2145-032-00,(housing-singleton),1,housing_singleton,B2024-00501,,high,B2024-00501,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0646,054-1814-008-00,(housing-singleton),1,housing_singleton,B2023-02789,,high,B2023-02789,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0647,062-2942-055-00,(housing-singleton),1,housing_singleton,B2025-03257,,high,B2025-03257,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0651,063-2974-041-00,(housing-singleton),1,housing_singleton,B2019-01780,,high,B2019-01780,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0652,058-2154-031-00,(housing-singleton),1,housing_singleton,B2022-04278,,high,B2022-04278,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0653,063-2979-027-00,(housing-singleton),1,housing_singleton,B2023-01670,,high,B2023-01670,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0655,058-2152-009-00,(housing-singleton),1,housing_singleton,B2024-02141,,high,B2024-02141,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0656,062-2923-024-00,(housing-singleton),1,housing_singleton,B2019-00524,,high,B2019-00524,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0658,053-1607-014-00,(housing-singleton),1,housing_singleton,B2022-03033,,high,B2022-03033,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0659,055-1848-058-00,(housing-singleton),1,housing_singleton,B2023-01390,,high,B2023-01390,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0660,062-2867-021-00,(housing-singleton),1,housing_singleton,B2024-03875,,high,B2024-03875,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0661,060-2493-062-00,(housing-singleton),1,housing_singleton,B2024-01576,,high,B2024-01576,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0663,063-2963-015-00,(housing-singleton),1,housing_singleton,B2023-02288,,high,B2023-02288,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0664,056-1924-032-00,(housing-singleton),1,housing_singleton,B2023-05793,,high,B2023-05793,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0665,060-2482-023-00,(housing-singleton),1,housing_singleton,B2013-06041,,high,B2013-06041,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0667,062-2891-005-00,(housing-singleton),1,housing_singleton,B2025-02938,,high,B2025-02938,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0669,063-2975-033-00,(housing-singleton),1,housing_singleton,B2025-00205,,high,B2025-00205,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0670,060-2493-010-00,(housing-singleton),1,housing_singleton,B2019-05318,1.0,high,B2019-05318,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0671,064-4243-020-00,(housing-singleton),1,housing_singleton,B2022-04248,,high,B2022-04248,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0672,060-2478-006-00,(housing-singleton),1,housing_singleton,B2022-03693,,high,B2022-03693,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0673,059-2283-024-00,(housing-singleton),1,housing_singleton,B2023-04610,,high,B2023-04610,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0674,057-2018-027-00,(housing-singleton),1,housing_singleton,B2020-03753,,high,B2020-03753,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0675,060-2423-041-00,(housing-singleton),1,housing_singleton,B2022-01069,,high,B2022-01069,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0676,059-2325-003-01,(housing-singleton),1,housing_singleton,B2021-01330,,high,B2021-01330,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0678,055-1903-002-00,(housing-singleton),1,housing_singleton,B2022-02918,,high,B2022-02918,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0679,052-1547-009-00,(housing-singleton),1,housing_singleton,B2024-04226,,high,B2024-04226,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0680,056-1983-018-02,(housing-singleton),1,housing_singleton,B2017-04122,,high,B2017-04122,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0681,054-1787-023-00,(housing-singleton),1,housing_singleton,B2019-01241,,high,B2019-01241,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0682,060-2433-014-00,(housing-singleton),1,housing_singleton,B2023-01117,,high,B2023-01117,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0683,059-2253-057-00,(housing-singleton),1,housing_singleton,B2024-06052,,high,B2024-06052,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0684,058-2168-030-00,(housing-singleton),1,housing_singleton,B2025-02440,,high,B2025-02440,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0686,060-2492-010-01,(housing-singleton),1,housing_singleton,B2025-04012,,high,B2025-04012,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0687,061-2560-025-00,(housing-singleton),1,housing_singleton,B2024-05611,,high,B2024-05611,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0689,056-1939-006-00,(housing-singleton),1,housing_singleton,B2023-00880,,high,B2023-00880,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0690,063-2959-001-00,(housing-singleton),1,housing_singleton,B2024-02821,,high,B2024-02821,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0691,057-2068-022-00,(housing-singleton),1,housing_singleton,B2025-04002,,high,B2025-04002,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0692,063-3140-052-00,(housing-singleton),1,housing_singleton,B2025-04353,1.0,high,B2025-04353,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0693,058-2242-016-24,(housing-singleton),1,housing_singleton,B2018-00857,,high,B2018-00857,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0694,053-1615-016-00,(housing-singleton),1,housing_singleton,B2025-03906,,high,B2025-03906,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0695,056-1995-013-00,(housing-singleton),1,housing_singleton,B2024-04213,,high,B2024-04213,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0696,058-2118-024-00,(housing-singleton),1,housing_singleton,B2024-03018,,high,B2024-03018,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0697,059-2271-033-00,(housing-singleton),1,housing_singleton,B2019-04272,,high,B2019-04272,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0699,061-2617-004-00,(housing-singleton),1,housing_singleton,B2023-03231,,high,B2023-03231,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0700,055-1882-007-00,(housing-singleton),1,housing_singleton,B2023-06328,,high,B2023-06328,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0701,063-2963-059-00,(housing-singleton),1,housing_singleton,B2025-05057,,high,B2025-05057,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0702,054-1780-011-00,(housing-singleton),1,housing_singleton,B2022-02109,,high,B2022-02109,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0703,061-2606-003-00,(housing-singleton),1,housing_singleton,B2023-06468,,high,B2023-06468,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0704,059-2272-010-00,(housing-singleton),1,housing_singleton,B2022-03725,,high,B2022-03725,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0706,055-1910-029-00,(housing-singleton),1,housing_singleton,B2020-03762,,high,B2020-03762,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0707,059-2286-036-00,(housing-singleton),1,housing_singleton,B2022-04334,,high,B2022-04334,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0708,061-2564-007-00,(housing-singleton),1,housing_singleton,B2024-05866,,high,B2024-05866,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0709,056-1928-004-00,(housing-singleton),1,housing_singleton,B2024-02620,,high,B2024-02620,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0711,053-1671-009-00,(housing-singleton),1,housing_singleton,B2024-00699,,high,B2024-00699,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0713,060-2489-003-00,(housing-singleton),1,housing_singleton,B2024-01580,,high,B2024-01580,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0714,054-1737-013-00,(housing-singleton),1,housing_singleton,B2022-03318,,high,B2022-03318,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0716,053-1693-036-00,(housing-singleton),1,housing_singleton,B2024-05982,,high,B2024-05982,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0717,054-1796-002-00,(housing-singleton),1,housing_singleton,B2024-04774,,high,B2024-04774,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0719,062-2888-032-00,(housing-singleton),1,housing_singleton,B2023-02777,,high,B2023-02777,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0720,053-1672-008-00,(housing-singleton),1,housing_singleton,B2023-05525,,high,B2023-05525,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0721,053-1701-018-00,(housing-singleton),1,housing_singleton,B2025-01928,,high,B2025-01928,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0723,062-2885-005-00,(housing-singleton),1,housing_singleton,B2023-05893,,high,B2023-05893,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0724,061-2584-018-00,(housing-singleton),1,housing_singleton,B2025-05729,,high,B2025-05729,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0725,063-2978-032-01,(housing-singleton),1,housing_singleton,B2025-00754,,high,B2025-00754,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0726,063-2974-035-00,(housing-singleton),1,housing_singleton,B2024-04637,,high,B2024-04637,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0728,055-1863-002-00,(housing-singleton),1,housing_singleton,B2023-03056,,high,B2023-03056,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0730,061-2563-002-00,(housing-singleton),1,housing_singleton,B2024-03335,,high,B2024-03335,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0732,054-1806-014-00,(housing-singleton),1,xref/base,B2025-04086,,high,B2025-04086,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0734,057-2075-022-00,(housing-singleton),1,housing_singleton,B2024-06025,,high,B2024-06025,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0735,056-1995-030-00,(housing-singleton),1,housing_singleton,B2023-04908,,high,B2023-04908,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0736,058-2243-001-07,(housing-singleton),1,housing_singleton,B2023-01634,,high,B2023-01634,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0737,060-2487-050-00,(housing-singleton),1,housing_singleton,B2025-04537,,high,B2025-04537,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0739,059-2278-012-00,(housing-singleton),1,housing_singleton,B2022-02825,,high,B2022-02825,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0741,061-2577-030-00,(housing-singleton),1,housing_singleton,B2024-00374,,high,B2024-00374,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0742,058-2160-029-00,(housing-singleton),1,housing_singleton,B2023-05787,,high,B2023-05787,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0743,062-2870-023-00,(housing-singleton),1,housing_singleton,B2024-05342,,high,B2024-05342,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0744,060-2469-069-02,(housing-singleton),1,housing_singleton,B2017-01399,,high,B2017-01399,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0745,063-2963-005-00,(housing-singleton),1,housing_singleton,B2019-01428,,high,B2019-01428,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0746,059-2285-038-00,(housing-singleton),1,housing_singleton,B2021-02467,,high,B2021-02467,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0747,063-2958-006-00,(housing-singleton),1,housing_singleton,B2025-03423,,high,B2025-03423,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0748,052-1565-121-00,(housing-singleton),1,housing_singleton,B2025-04420,,high,B2025-04420,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0749,055-1829-019-00,(housing-singleton),1,housing_singleton,B2023-01099,,high,B2023-01099,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0750,063-2973-049-00,(housing-singleton),1,housing_singleton,B2023-00294,,high,B2023-00294,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0751,056-1935-013-00,(housing-singleton),1,housing_singleton,B2024-00549,,high,B2024-00549,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0752,057-2081-001-00,(housing-singleton),1,housing_singleton,B2022-03063,,high,B2022-03063,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0754,053-1591-009-00,(housing-singleton),1,housing_singleton,B2025-02861,,high,B2025-02861,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0755,063-2951-009-00,(housing-singleton),1,housing_singleton,B2025-04326,,high,B2025-04326,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0756,058-2135-003-00,(housing-singleton),1,housing_singleton,B2021-02473,,high,B2021-02473,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0760,054-1808-016-00,(housing-singleton),1,housing_singleton,B2024-01648,,high,B2024-01648,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0761,053-1613-023-00,(housing-singleton),1,housing_singleton,B2022-04528,,high,B2022-04528,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0762,052-1410-037-00,(housing-singleton),1,housing_singleton,B2025-01793,,high,B2025-01793,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0763,053-1614-018-00,Building 10,1,building_label,B2025-02378-REV01,,high,B2025-02378-REV01,high,single,revision,multi,revision_family,22
B3_0764,053-1614-018-00,Building 6,1,building_label,B2025-02378,,high,B2025-02378,high,single,ancillary,multi,-,22
B3_0766,060-2403-015-00,(housing-singleton),1,housing_singleton,B2025-00270,,high,B2025-00270,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0767,063-2958-006-00,(housing-singleton),1,housing_singleton,B2024-00735,,high,B2024-00735,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0768,054-1790-025-00,(housing-singleton),1,housing_singleton,B2019-04237,,high,B2019-04237,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0769,054-1800-020-00,(housing-singleton),1,housing_singleton,B2015-04752,,high,B2015-04752,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0771,055-1833-031-00,(housing-singleton),1,housing_singleton,B2024-05347,,high,B2024-05347,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0772,063-2983-013-01,(housing-singleton),1,housing_singleton,B2024-05807,,high,B2024-05807,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0773,052-1563-168-00,(housing-singleton),1,housing_singleton,B2022-04548,,high,B2022-04548,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0774,061-2614-016-00,(housing-singleton),1,housing_singleton,B2023-02888,,high,B2023-02888,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0775,055-1913-046-00,(housing-singleton),1,housing_singleton,B2024-04633,,high,B2024-04633,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0776,056-2010-003-00,(housing-singleton),1,housing_singleton,B2018-03979,,high,B2018-03979,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0778,060-2438-024-00,(housing-singleton),1,housing_singleton,B2022-04416,,high,B2022-04416,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0779,056-1979-004-00,(housing-singleton),1,housing_singleton,B2024-02060,,high,B2024-02060,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0780,055-1906-015-00,(housing-singleton),1,housing_singleton,B2019-00501,,high,B2019-00501,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0783,059-2313-007-00,(housing-singleton),1,housing_singleton,B2023-00351,,high,B2023-00351,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0784,059-2333-013-03,(housing-singleton),1,housing_singleton,B2023-03683,,high,B2023-03683,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0785,052-1545-012-00,(housing-singleton),1,housing_singleton,B2024-00961,,high,B2024-00961,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_0786,058-2181-018-00,(housing-singleton),1,housing_singleton,B2022-01040,,high,B2022-01040,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0789,058-2165-025-00,(housing-singleton),1,housing_singleton,B2017-05402,,high,B2017-05402,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0790,055-1820-018-00,(housing-singleton),1,housing_singleton,B2022-04755,,high,B2022-04755,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0791,057-2013-025-00,(housing-singleton),1,housing_singleton,B2024-04685,,high,B2024-04685,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0792,060-2484-012-00,(housing-singleton),1,housing_singleton,B2024-01611,,high,B2024-01611,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0793,058-2152-007-00,(housing-singleton),1,housing_singleton,B2022-05104,,high,B2022-05104,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0794,059-2289-035-00,(housing-singleton),1,housing_singleton,B2024-04842,,high,B2024-04842,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0795,055-1853-055-00,(housing-singleton),1,housing_singleton,B2025-00019,,high,B2025-00019,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0796,059-2274-001-00,(housing-singleton),1,housing_singleton,B2024-00765,,high,B2024-00765,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0797,059-2327-011-00,(housing-singleton),1,housing_singleton,B2023-04602,,high,B2023-04602,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0798,064-4240-017-00,(housing-singleton),1,housing_singleton,B2019-04140,,high,B2019-04140,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0799,059-2286-030-00,(housing-singleton),1,housing_singleton,B2025-00238,,high,B2025-00238,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0800,058-2244-002-09,(housing-singleton),1,housing_singleton,B2025-00432,,high,B2025-00432,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0801,062-2889-009-00,(housing-singleton),1,housing_singleton,B2025-02690,,high,B2025-02690,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0803,059-2249-030-01,(housing-singleton),1,housing_singleton,B2023-05699,,high,B2023-05699,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0804,052-1433-003-00,(housing-singleton),1,housing_singleton,B2025-03318,,high,B2025-03318,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0805,060-2487-026-00,(housing-singleton),1,housing_singleton,B2025-03836,,high,B2025-03836,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0806,061-2603-024-00,(housing-singleton),1,housing_singleton,B2013-03040,,high,B2013-03040,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0807,056-1994-014-00,(housing-singleton),1,housing_singleton,B2020-00981,,high,B2020-00981,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0809,063-2992-003-00,(housing-singleton),1,housing_singleton,B2022-03914,,high,B2022-03914,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0810,060-2489-025-00,(housing-singleton),1,housing_singleton,B2024-01603,,high,B2024-01603,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0811,052-1564-022-00,(housing-singleton),1,housing_singleton,B2017-04165,,high,B2017-04165,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0812,061-2603-026-00,(housing-singleton),1,housing_singleton,B2023-00845,,high,B2023-00845,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0813,059-2337-011-00,(housing-singleton),1,housing_singleton,B2025-00430,,high,B2025-00430,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_0814,052-1526-009-00,(housing-singleton),1,housing_singleton,B2023-05812,,high,B2023-05812,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0817,057-2071-002-00,(housing-singleton),1,housing_singleton,B2017-01987,,high,B2017-01987,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0818,058-2127-001-00,(housing-singleton),1,housing_singleton,B2022-04043,,high,B2022-04043,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_0819,059-2253-038-00,(housing-singleton),1,housing_singleton,B2022-01379,,high,B2022-01379,high,single,completion,housing_singleton,housing_singleton_kept,22
