building_id,apns,label,n,signal,members,inferred_units,grouping_confidence,representative,representative_confidence,representative_status,roles,kind,flag_notes,sort_key
B3_2831,061-2565-006-00,(housing-singleton),1,housing_singleton,B2025-00158,,high,B2025-00158,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2832,061-2605-011-00,(housing-singleton),1,housing_singleton,B2024-01093,,high,B2024-01093,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2833,060-2483-003-00,(housing-singleton),1,housing_singleton,B2025-01759,,high,B2025-01759,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2834,060-2429-035-00,(housing-singleton),1,housing_singleton,B2023-04831,,high,B2023-04831,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2835,054-1783-023-00,(housing-singleton),1,housing_singleton,B2022-04417,,high,B2022-04417,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2837,056-1926-030-00,(housing-singleton),1,housing_singleton,B2024-04052,,high,B2024-04052,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2838,056-2005-026-00,(housing-singleton),1,housing_singleton,B2024-00957,,high,B2024-00957,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2839,058-2118-024-00,(housing-singleton),1,housing_singleton,B2024-03021,,high,B2024-03021,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2840,061-2590-001-00,(housing-singleton),1,housing_singleton,B2024-04381,,high,B2024-04381,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2841,053-1610-020-00,(housing-singleton),1,housing_singleton,B2023-00837,,high,B2023-00837,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2842,056-1936-036-00,(housing-singleton),1,housing_singleton,B2021-05438,,high,B2021-05438,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2843,060-2403-026-00,(housing-singleton),1,housing_singleton,B2025-03416,,high,B2025-03416,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2844,058-2168-011-00,(housing-singleton),1,housing_singleton,B2018-00804,,high,B2018-00804,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2845,052-1571-013-00,(housing-singleton),1,housing_singleton,B2023-03127,,high,B2023-03127,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2846,059-2254-004-00,(housing-singleton),1,housing_singleton,B2024-05293,,high,B2024-05293,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2847,061-2588-025-00,(housing-singleton),1,housing_singleton,B2020-04459,,high,B2020-04459,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2848,060-2401-006-00,(housing-singleton),1,housing_singleton,B2024-02394,,high,B2024-02394,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2850,057-2086-063-00,(housing-singleton),1,housing_singleton,B2024-03424,,high,B2024-03424,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2851,055-1853-015-00,(housing-singleton),1,housing_singleton,B2024-05444,,high,B2024-05444,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2852,058-2179-018-00,(housing-singleton),1,housing_singleton,B2022-04916,,high,B2022-04916,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2853,060-2492-002-03,(housing-singleton),1,housing_singleton,B2024-04764,,high,B2024-04764,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2854,063-2983-019-02,(housing-singleton),1,housing_singleton,B2025-00020,,high,B2025-00020,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2855,061-2574-018-00,(housing-singleton),1,housing_singleton,B2025-00688,,high,B2025-00688,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2856,056-1921-008-00,(housing-singleton),1,housing_singleton,B2024-02820,,high,B2024-02820,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2857,059-2334-008-01,Building 1416,1,building_label,B2020-04430,,high,B2020-04430,high,single,completion,label_singleton,labeled_singleton,22
B3_2858,062-2903-029-00,(housing-singleton),1,housing_singleton,B2024-02348,,high,B2024-02348,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2859,058-2161-014-00,(housing-singleton),1,housing_singleton,B2025-02854,,high,B2025-02854,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2861,059-2259-007-00,(housing-singleton),1,housing_singleton,B2025-01265,,high,B2025-01265,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2862,060-2402-003-00,(housing-singleton),1,housing_singleton,B2021-04660,,high,B2021-04660,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2863,055-1904-015-00,(housing-singleton),1,housing_singleton,B2022-05926,,high,B2022-05926,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2864,060-2409-024-00,(housing-singleton),1,housing_singleton,B2023-04616,,high,B2023-04616,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2865,053-1614-018-00,Building 11,1,building_label,B2025-02380,,high,B2025-02380,high,single,ancillary,label_singleton,labeled_singleton,22
B3_2866,059-2286-081-00,(housing-singleton),1,housing_singleton,B2022-01078,,high,B2022-01078,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2867,058-2194-004-00,(housing-singleton),1,housing_singleton,B2024-03400,,high,B2024-03400,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2868,060-2489-028-00,(housing-singleton),1,housing_singleton,B2025-03841,,high,B2025-03841,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2869,063-2963-032-00,(housing-singleton),1,housing_singleton,B2021-03618,,high,B2021-03618,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2870,058-2169-020-00,(housing-singleton),1,housing_singleton,B2023-03071,,high,B2023-03071,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2871,062-2922-032-00,(housing-singleton),1,housing_singleton,B2018-03583,,high,B2018-03583,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2872,052-1516-001-00,(housing-singleton),1,housing_singleton,B2022-03173,,high,B2022-03173,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2873,052-1573-021-00,(housing-singleton),1,housing_singleton,B2024-05681,,high,B2024-05681,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2874,058-2195-024-00,(housing-singleton),1,housing_singleton,B2024-03995,,high,B2024-03995,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2875,063-2963-061-00,(housing-singleton),1,housing_singleton,B2024-03923,,high,B2024-03923,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2876,062-2869-033-00,(housing-singleton),1,housing_singleton,B2018-03598,,high,B2018-03598,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2877,060-2453-033-00,(housing-singleton),1,housing_singleton,B2025-05135,,high,B2025-05135,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2878,056-1919-028-00,(housing-singleton),1,housing_singleton,B2021-01081,,high,B2021-01081,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2879,055-1821-011-00,(housing-singleton),1,housing_singleton,B2022-04155,,high,B2022-04155,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2880,055-1853-015-00,(housing-singleton),1,housing_singleton,B2025-03171,,high,B2025-03171,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2881,060-2423-052-00,(housing-singleton),1,housing_singleton,B2024-04246,,high,B2024-04246,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2882,056-1971-009-00,(housing-singleton),1,housing_singleton,B2022-02350,,high,B2022-02350,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2883,058-2195-041-00,(housing-singleton),1,housing_singleton,B2022-02814,,high,B2022-02814,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2884,055-1845-010-00,(housing-singleton),1,housing_singleton,B2024-05766,,high,B2024-05766,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2885,059-2325-004-00,(housing-singleton),1,housing_singleton,B2021-05043,,high,B2021-05043,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2886,060-2436-007-00,(housing-singleton),1,housing_singleton,B2020-01359,,high,B2020-01359,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2887,063-2963-038-00,(housing-singleton),1,housing_singleton,B2025-00176,,high,B2025-00176,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2888,059-2286-135-00,(housing-singleton),1,housing_singleton,B2020-01791,,high,B2020-01791,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2889,054-1785-022-00,(housing-singleton),1,housing_singleton,B2017-03353,,high,B2017-03353,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2890,060-2446-024-00,(housing-singleton),1,housing_singleton,B2020-04438,,high,B2020-04438,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2891,058-2242-075-09,(housing-singleton),1,housing_singleton,B2017-01002,,high,B2017-01002,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2892,062-2872-016-00,(housing-singleton),1,housing_singleton,B2019-05458,,high,B2019-05458,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2893,060-2451-014-00,(housing-singleton),1,housing_singleton,B2022-03410,,high,B2022-03410,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2894,054-1744-004-00,(housing-singleton),1,housing_singleton,B2022-05546,,high,B2022-05546,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2895,053-1685-003-00,(housing-singleton),1,housing_singleton,B2024-01885,,high,B2024-01885,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2896,054-1792-024-00,(housing-singleton),1,housing_singleton,B2023-06010,,high,B2023-06010,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2897,058-2129-002-00,(housing-singleton),1,housing_singleton,B2021-02937,,high,B2021-02937,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2898,054-1710-020-00,(housing-singleton),1,housing_singleton,B2024-02413,,high,B2024-02413,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2901,060-2494-009-00,(housing-singleton),1,housing_singleton,B2023-00322,,high,B2023-00322,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2902,054-1740-027-00,(housing-singleton),1,housing_singleton,B2024-04342,,high,B2024-04342,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2903,053-1627-018-00,(housing-singleton),1,housing_singleton,B2022-02837,,high,B2022-02837,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2904,060-2455-102-00,(housing-singleton),1,housing_singleton,B2025-04898,,high,B2025-04898,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2905,059-2284-039-00,(housing-singleton),1,housing_singleton,B2022-03313,,high,B2022-03313,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2906,052-1516-024-00,Building 2,1,building_label,B2018-01347,1.0,high,B2018-01347,high,single,completion,label_singleton,labeled_singleton,22
B3_2907,061-2558-010-00,(housing-singleton),1,housing_singleton,B2025-01930,,high,B2025-01930,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2908,060-2493-009-00,(housing-singleton),1,housing_singleton,B2025-03822,,high,B2025-03822,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2909,057-2022-020-00,(housing-singleton),1,housing_singleton,B2023-05527,,high,B2023-05527,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2910,056-2008-009-00,(housing-singleton),1,housing_singleton,B2024-03341,,high,B2024-03341,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2912,060-2493-016-02,(housing-singleton),1,housing_singleton,B2024-01613,,high,B2024-01613,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2913,063-3140-002-04,(housing-singleton),1,housing_singleton,B2021-02226,,high,B2021-02226,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2914,063-2971-054-00,(housing-singleton),1,housing_singleton,B2022-00125,,high,B2022-00125,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2915,053-1671-018-00,(housing-singleton),1,housing_singleton,B2023-00416,,high,B2023-00416,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2916,053-1586-021-00,(housing-singleton),1,housing_singleton,B2024-01421,,high,B2024-01421,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2917,058-2182-002-00,(housing-singleton),1,housing_singleton,B2024-04823,,high,B2024-04823,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2918,062-2849-009-00,(housing-singleton),1,housing_singleton,B2024-04894,,high,B2024-04894,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2919,064-4251-019-00,(housing-singleton),1,housing_singleton,B2025-01096,,high,B2025-01096,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2920,053-1671-030-00,(housing-singleton),1,housing_singleton,B2024-06034,,high,B2024-06034,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2921,054-1740-020-00,(housing-singleton),1,housing_singleton,B2022-05856,,high,B2022-05856,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2922,056-1972-040-00,(housing-singleton),1,housing_singleton,B2023-03155,,high,B2023-03155,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2923,060-2485-014-01,(housing-singleton),1,housing_singleton,B2025-03372,,high,B2025-03372,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2924,056-1974-002-00,(housing-singleton),1,housing_singleton,B2017-00432,,high,B2017-00432,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2925,056-1916-010-00,(housing-singleton),1,housing_singleton,B2024-04571,,high,B2024-04571,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2926,053-1680-005-00,(housing-singleton),1,housing_singleton,B2024-05149,,high,B2024-05149,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2927,061-2556-001-00,(housing-singleton),1,housing_singleton,B2024-02941,,high,B2024-02941,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2928,060-2416-061-00,(housing-singleton),1,housing_singleton,B2025-01246,,high,B2025-01246,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2929,052-1516-024-00,Building 1,1,building_label,B2018-01346,1.0,high,B2018-01346,high,single,completion,label_singleton,labeled_singleton,22
B3_2930,055-1837-003-00,Building 25,1,building_label,B2017-01850,,high,B2017-01850,high,single,sitework,label_singleton,labeled_singleton,22
B3_2931,053-1688-015-00,(housing-singleton),1,housing_singleton,B2022-03805,,high,B2022-03805,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2932,052-1563-104-00,(housing-singleton),1,housing_singleton,B2023-05730,,high,B2023-05730,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2933,062-2907-009-00,(housing-singleton),1,housing_singleton,B2023-02950,,high,B2023-02950,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2934,063-2972-061-00,(housing-singleton),1,housing_singleton,B2022-03394,,high,B2022-03394,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2935,061-2564-007-00,(housing-singleton),1,housing_singleton,B2024-02221,,high,B2024-02221,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2936,060-2479-014-00,(housing-singleton),1,housing_singleton,B2025-02229,,high,B2025-02229,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2937,060-2445-038-00,(housing-singleton),1,housing_singleton,B2022-04000,,high,B2022-04000,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2938,059-2286-140-00,(housing-singleton),1,housing_singleton,B2022-05393,,high,B2022-05393,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2939,060-2482-042-00,(housing-singleton),1,housing_singleton,B2024-03987,,high,B2024-03987,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2940,059-2278-022-00,(housing-singleton),1,housing_singleton,B2025-01043,,high,B2025-01043,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2941,063-2974-024-00,(housing-singleton),1,housing_singleton,B2025-01481,,high,B2025-01481,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2942,056-1985-028-00,(housing-singleton),1,housing_singleton,B2024-04856,,high,B2024-04856,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2943,057-2049-005-00,(housing-singleton),1,housing_singleton,B2018-02647,,high,B2018-02647,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2944,054-1740-006-00,(housing-singleton),1,housing_singleton,B2017-02460,,high,B2017-02460,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2945,058-2145-015-00,(housing-singleton),1,housing_singleton,B2023-00248,,high,B2023-00248,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2946,059-2290-021-00,(housing-singleton),1,housing_singleton,B2025-01201,,high,B2025-01201,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2947,058-2176-006-00,(housing-singleton),1,housing_singleton,B2025-05795,,high,B2025-05795,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2948,053-1669-026-00,(housing-singleton),1,housing_singleton,B2023-03761,1.0,high,B2023-03761,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2950,056-1984-009-00,(housing-singleton),1,housing_singleton,B2023-01389,,high,B2023-01389,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2951,060-2408-016-00,(housing-singleton),1,housing_singleton,B2025-00250,,high,B2025-00250,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2952,059-2250-023-00,(housing-singleton),1,housing_singleton,B2022-01994,,high,B2022-01994,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2953,052-1545-029-00,(housing-singleton),1,housing_singleton,B2025-03021,,high,B2025-03021,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2954,058-2186-011-00,(housing-singleton),1,housing_singleton,B2024-01215,,high,B2024-01215,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2955,058-2196-022-00,(housing-singleton),1,housing_singleton,B2024-03725,,high,B2024-03725,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2956,062-2860-009-00,(housing-singleton),1,housing_singleton,B2022-05851,,high,B2022-05851,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2957,054-1702-098-00,(housing-singleton),1,housing_singleton,B2023-02198,,high,B2023-02198,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2958,055-1896-015-00,(housing-singleton),1,housing_singleton,B2024-05201,,high,B2024-05201,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2959,060-2450-009-00,(housing-singleton),1,housing_singleton,B2025-00692,,high,B2025-00692,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2960,058-2145-040-00,(housing-singleton),1,housing_singleton,B2025-00331,,high,B2025-00331,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2961,060-2492-027-00,(housing-singleton),1,housing_singleton,B2024-01713,,high,B2024-01713,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2963,053-1624-002-00,(housing-singleton),1,xref/base,B2020-00137,,high,B2020-00137,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2964,061-2603-026-00,(housing-singleton),1,housing_singleton,B2024-00016,,high,B2024-00016,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2965,061-2605-021-00,(housing-singleton),1,housing_singleton,B2024-05044,,high,B2024-05044,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2966,057-2078-004-00,(housing-singleton),1,housing_singleton,B2025-01777,,high,B2025-01777,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2967,052-1581-004-00,(housing-singleton),1,housing_singleton,B2025-03689,,high,B2025-03689,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2968,061-2598-025-00,(housing-singleton),1,housing_singleton,B2022-02554,,high,B2022-02554,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2969,056-1919-006-00,(housing-singleton),1,housing_singleton,B2020-03458,,high,B2020-03458,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2970,060-2465-008-01,(housing-singleton),1,housing_singleton,B2023-02899,,high,B2023-02899,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2971,058-2191-012-01,(housing-singleton),1,housing_singleton,B2024-04187,,high,B2024-04187,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2972,064-4234-005-00,(housing-singleton),1,housing_singleton,B2022-05971,,high,B2022-05971,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2974,060-2462-009-01,(housing-singleton),1,housing_singleton,B2024-00483,,high,B2024-00483,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2975,055-1844-027-00,(housing-singleton),1,housing_singleton,B2023-04522,,high,B2023-04522,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2976,064-4295-043-00,(housing-singleton),1,housing_singleton,B2024-02823,,high,B2024-02823,high,single,sitework,housing_singleton,housing_singleton_kept,22
B3_2977,054-1742-071-00,(housing-singleton),1,housing_singleton,B2024-04863,,high,B2024-04863,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2978,057-2024-013-00,(housing-singleton),1,housing_singleton,B2021-03950,72.0,high,B2021-03950,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2979,055-1908-002-00,(housing-singleton),1,housing_singleton,B2024-03887,,high,B2024-03887,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2980,060-2482-038-00,(housing-singleton),1,housing_singleton,B2022-04475,,high,B2022-04475,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2981,057-2068-037-00,(housing-singleton),1,housing_singleton,B2024-06039,,high,B2024-06039,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2982,059-2288-006-00,(housing-singleton),1,housing_singleton,B2021-02335,,high,B2021-02335,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2983,062-2944-026-00,(housing-singleton),1,housing_singleton,B2023-01434,,high,B2023-01434,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2984,059-2255-019-00,(housing-singleton),1,housing_singleton,B2024-00975,,high,B2024-00975,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2985,052-1518-001-00,(housing-singleton),1,housing_singleton,B2025-02659,,high,B2025-02659,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2986,061-2587-010-03,(housing-singleton),1,housing_singleton,B2023-04962,,high,B2023-04962,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2987,059-2249-023-01,(housing-singleton),1,housing_singleton,B2018-05114,,high,B2018-05114,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2988,062-2888-026-00,(housing-singleton),1,housing_singleton,B2024-00598,,high,B2024-00598,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2990,054-1807-028-00,(housing-singleton),1,housing_singleton,B2022-03023,,high,B2022-03023,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_2991,054-1719-009-00,(housing-singleton),1,housing_singleton,B2018-03289,,high,B2018-03289,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2992,48H-7663-038-00,(housing-singleton),1,housing_singleton,B2023-04283,,high,B2023-04283,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2993,055-1820-024-00,(housing-singleton),1,housing_singleton,B2024-02275,,high,B2024-02275,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2994,064-4245-014-00,(housing-singleton),1,housing_singleton,B2024-05095,,high,B2024-05095,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2995,053-1663-003-00,(housing-singleton),1,housing_singleton,B2016-04519,,high,B2016-04519,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2996,058-2136-019-01,Building A,1,building_label,B2022-05137,,high,B2022-05137,high,single,completion,label_singleton,labeled_singleton,22
B3_2998,052-1559-006-00,(housing-singleton),1,housing_singleton,B2019-05629,,high,B2019-05629,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_2999,055-1909-006-02,(housing-singleton),1,housing_singleton,B2022-03149,,high,B2022-03149,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3000,061-2557-001-00,(housing-singleton),1,housing_singleton,B2024-00132,,high,B2024-00132,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3001,055-1835-009-01,(housing-singleton),1,housing_singleton,B2021-02225,45.0,high,B2021-02225,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3003,056-1928-001-00,(housing-singleton),1,housing_singleton,B2024-00143,,high,B2024-00143,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3004,054-1800-011-00,(housing-singleton),1,housing_singleton,B2016-03120,,high,B2016-03120,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3005,061-2616-026-00,(housing-singleton),1,housing_singleton,B2023-04410,,high,B2023-04410,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3006,055-1825-024-01,(housing-singleton),1,housing_singleton,B2024-06030,,high,B2024-06030,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_3007,062-2871-023-00,(housing-singleton),1,housing_singleton,B2024-02580,,high,B2024-02580,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3008,061-2618-032-00,(housing-singleton),1,housing_singleton,B2025-05565,,high,B2025-05565,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_3009,060-2490-024-00,(housing-singleton),1,housing_singleton,B2025-03856,,high,B2025-03856,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_3011,059-2336-002-00,(housing-singleton),1,housing_singleton,B2023-03907,,high,B2023-03907,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3012,052-1527-024-00,(housing-singleton),1,housing_singleton,B2024-05521,,high,B2024-05521,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3013,061-2618-021-03,(housing-singleton),1,housing_singleton,B2018-04302,,high,B2018-04302,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3014,060-2469-041-00,(housing-singleton),1,housing_singleton,B2024-03721,,high,B2024-03721,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3015,056-1945-007-04,Building C,1,building_label,B2019-02824,4.0,high,B2019-02824,high,single,completion,label_singleton,labeled_singleton,22
B3_3016,058-2181-030-00,(housing-singleton),1,housing_singleton,B2018-01295,,high,B2018-01295,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3017,054-1733-007-00,(housing-singleton),1,housing_singleton,B2020-00475,,high,B2020-00475,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3018,059-2332-017-00,(housing-singleton),1,housing_singleton,B2020-03820,,high,B2020-03820,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3019,060-2481-004-00,(housing-singleton),1,housing_singleton,B2022-03238,,high,B2022-03238,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3020,060-2489-038-01,(housing-singleton),1,housing_singleton,B2023-01721,,high,B2023-01721,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3021,060-2492-026-00,(housing-singleton),1,housing_singleton,B2024-01731,,high,B2024-01731,high,single,ancillary,housing_singleton,housing_singleton_kept,22
B3_3022,057-2076-026-00,(housing-singleton),1,housing_singleton,B2024-06061,,high,B2024-06061,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3023,054-1805-021-00,(housing-singleton),1,housing_singleton,B2024-00785,,high,B2024-00785,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3024,058-2123-022-00,(housing-singleton),1,housing_singleton,B2024-03379,,high,B2024-03379,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3025,055-1841-002-00,(housing-singleton),1,housing_singleton,B2024-03669,,high,B2024-03669,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3026,059-2315-027-00,(housing-singleton),1,housing_singleton,B2019-00047,,high,B2019-00047,high,single,completion,housing_singleton,housing_singleton_kept,22
B3_3027,061-2560-012-00,(housing-singleton),1,housing_singleton,B2017-01688,,high,B2017-01688,high,single,completion,housing_singleton,housing_singleton_kept,22
