hcd_row_id,cpra_permit_number,address_hcd,address_cpra,tracking_id,co_units_hcd,co_units_d5,bp_units_hcd,bp_units_d5,agree_co,agree_bp,units_agree,match_tier,in_c1,cpra_year
403,B2020-03080,1821 Ward,1821 WARD St,B2020-03080,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
404,B2021-00336,1894 Harmon,1894 HARMON St,B2021-00336,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
405,B2021-02411,2304 Russell,2304 RUSSELL St,B2021-02411,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
406,B2018-02534,2314 Ellsworth,2314 ELLSWORTH St,B2018-02534,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
407,B2020-01236,2629 Woolsey,2629 WOOLSEY St,B2020-01236,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2021
408,B2020-02678,2335 California,2335 CALIFORNIA St,B2020-02678,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
409,B2020-01409,2325 Sixth,2325 SIXTH St,B2020-01409,0.0,0.0,2.0,1.0,True,False,False,tier_1_tracking_id,True,2021
412,B2020-03911,2023 Shattuck,2023 SHATTUCK Ave,B2020-03911,0.0,0.0,48.0,0.0,True,False,False,tier_1_tracking_id,True,2021
413,B2020-00441,1275 Hearst,1275 HEARST Ave,B2020-00441,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2021
414,B2021-00975,1279 Alcatraz,1279 ALCATRAZ Ave,B2021-00975,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
415,B2020-03702,1315 Milvia,1315 MILVIA St,B2020-03702,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
416,B2021-01569,1430 Stannage,1430 STANNAGE Ave,B2021-01569,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
417,B2020-03794,1601 Lincoln,1601 LINCOLN St,B2020-03794,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2021
418,B2017-04866,1611 Stannage,1611 STANNAGE Ave,B2017-04866,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
419,B2021-03710,1614 Grant,1614 GRANT St,B2021-03710,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
420,B2021-03071,1677 Arch,1677 ARCH St,B2021-03071,0.0,0.0,1.0,2.0,True,False,False,tier_1_tracking_id,True,2021
421,B2020-02547,2911 Lorina,2911 LORINA St,B2020-02547,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
422,B2019-02948,3109 Lewiston,3109 LEWISTON Ave,B2019-02948,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
423,B2018-01758,59 The Plaza,59 THE PLAZA Dr,B2018-01758,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
424,B2021-01552,620 San Miguel,620 SAN MIGUEL Ave,B2021-01552,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
425,B2020-04204,652 Peralta,652 PERALTA Ave,B2020-04204,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
431,B2019-05530,1632 Prince,1632 PRINCE St,B2019-05530,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
432,B2019-00478,2580 Bancroft,2580 BANCROFT Way,B2019-00478,122.0,117.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2021
433,B2020-01885,1031 Channing,1031 CHANNING Way,B2020-01885,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2021
434,B2020-00013,1071 Euclid,1071 EUCLID Ave,B2020-00013,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2021
435,B2020-01013,1204 Carleton,1204 CARLETON St,B2020-01013,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2021
436,B2021-00369,1208 Peralta,1208 PERALTA Ave,B2021-00369,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
437,B2020-03209,1253 Carrison,1253 CARRISON St,B2020-03209,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
439,B2020-01422,1315 Blake,1315 BLAKE St,B2020-01422,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
440,B2020-03973,1315 Sixty-Sixth,1315 SIXTY-SIXTH St,B2020-03973,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
441,B2019-04237,1334 Blake,1334 BLAKE St,B2019-04237,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
442,B2021-00868,1335 Delaware,1335 DELAWARE St,B2021-00868,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
443,B2020-02776,1407 Kains,1407 KAINS Ave,B2020-02776,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
445,B2021-01026,1825 Sonoma,1825 SONOMA Ave,B2021-01026,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2021
446,B2020-04509,1535 Juanita,1535 JUANITA Way,B2020-04509,1.0,0.0,1.0,0.0,False,False,False,tier_1_tracking_id,True,2021
447,B2020-01658,1628 Jaynes,1628 JAYNES St,B2020-01658,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
448,B2020-01101,1712 M L King Jr,1712 M L KING JR Way,B2020-01101,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2021
449,B2020-01556,1775 Sonoma,1775 SONOMA Ave,B2020-01556,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
451,B2020-00103,2117 Eighth,2117 EIGHTH St,B2020-00103,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2021
452,B2020-01827,2210 M L King Jr,2210 M L KING JR Way,B2020-01827,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
453,B2019-05135,2310 Tenth,2310 TENTH St,B2019-05135,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
454,B2021-01872,2322 Ward,2322 WARD St,B2021-01872,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
455,B2020-04487,2336 Bonar,2336 BONAR St,B2020-04487,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
457,B2020-04057,2804 Acton,2804 ACTON St,B2020-04057,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
458,B2021-00982,30 El Camino Real,30 EL CAMINO REAL,B2021-00982,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
464,B2021-01939,2433 Acton,2433 ACTON St,B2021-01939,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2021
465,B2019-04085,1943 Haste,1943 HASTE St,B2019-04085,1.0,1.0,0.0,1.0,True,False,False,tier_1_tracking_id,True,2021
466,B2020-03715,2718 Durant,2718 DURANT Ave,B2020-03715,0.0,0.0,2.0,2.0,True,True,True,tier_1_tracking_id,True,2021
