project_id,address,units,v2_status,v2_co_date,inspection_co_date,classification,delta_days,n_permits_with_inspections,n_permits_with_approved_final,multi_permit,per_permit,final_results_seen
673,1710 Chestnut,1,Completed,2020-07-02,2020-07-02,agrees,0,1,1,0,B2019-00801=2020-07-02,Approved;Partially Approved
665,2312 Spaulding,1,Completed,2020-12-10,2020-12-10,agrees,0,1,1,0,B2019-00959=2020-12-10,Approved;Cancelled;Disapproved
667,3034 Acton,1,Completed,2020-02-20,2020-02-20,agrees,0,1,1,0,B2019-00978=2020-02-20,Approved;Disapproved
547,1472 Tenth,1,Completed,2019-11-15,2019-11-15,agrees,0,1,1,0,B2019-01023=2019-11-15,Approved;Disapproved
647,1118 Park Hills,1,Completed,2020-03-03,2020-03-03,agrees,0,1,1,0,B2019-01052=2020-03-03,Approved;Disapproved
639,857 Neilson,1,Completed,2020-08-06,2020-08-06,agrees,0,1,1,0,B2019-01118=2020-08-06,Approved;Disapproved
751,1444 Fifth [B2019-01349],1,Completed,2021-03-16,2021-03-16,agrees,0,1,1,0,B2019-01349=2021-03-16,Approved
693,2341 Carleton,1,Completed,2020-05-08,2020-05-08,agrees,0,1,1,0,B2019-01469=2020-05-08,Approved;Cancelled
94,2145 GRANT St,1,Entitled,2021-09-30,2021-09-30,agrees,0,1,1,0,B2019-01597=2021-09-30,Approved;Disapproved;Partially Approved;Rescheduled
669,1331 Sixty-Seventh,1,Completed,2020-11-05,2020-11-05,agrees,0,1,1,0,B2019-01663=2020-11-05,Approved;Cancelled;Disapproved
429,116 The Uplands,1,Completed,2023-03-03,2023-03-03,agrees,0,1,1,0,B2019-01781=2023-03-03,Approved;Disapproved
629,1416 Oxford,1,Completed,2020-05-26,2020-05-26,agrees,0,1,1,0,B2019-01817=2020-05-26,Approved;Disapproved
701,2959 California,1,Completed,2020-03-12,2020-03-12,agrees,0,1,1,0,B2019-01859=2020-03-12,Approved;Disapproved
633,1873 San Ramon,1,Completed,2020-07-10,2020-07-16,agrees,6,1,1,0,B2019-01938=2020-07-16,Approved;Disapproved
739,929 Colusa,1,Completed,2021-03-17,2021-03-17,agrees,0,1,1,0,B2019-02327=2021-03-17,Approved;Disapproved
730,1442 Campus,1,Completed,2021-06-08,2021-06-08,agrees,0,1,1,0,B2019-02404=2021-06-08,Approved
641,1612 Buena,1,Completed,2020-07-16,2020-07-16,agrees,0,1,1,0,B2019-02435=2020-07-16,Approved;Disapproved;Rescheduled
644,2436 Bonar,1,Completed,2020-12-29,2020-12-29,agrees,0,1,1,0,B2019-02468=2020-12-29,Approved;Disapproved;Rescheduled
682,2422 Bonar,1,Completed,2020-08-10,2020-08-10,agrees,0,1,1,0,B2019-02641=2020-08-10,Approved;Disapproved
679,1534 Beverly,1,Completed,2020-10-23,2020-10-23,agrees,0,1,1,0,B2019-02804=2020-10-23,Approved
711,3109 Lewiston,1,Completed,2021-10-08,2021-10-08,agrees,0,1,1,0,B2019-02948=2021-10-08,Approved;Disapproved
683,2431 Mckinley,1,Completed,2020-03-05,2020-03-05,agrees,0,1,1,0,B2019-03192=2020-03-05,Approved;Cancelled;Disapproved;Partially Approved
869,1711 M L KING JR,1,Completed,2022-01-14,2022-01-14,agrees,0,1,1,0,B2019-03245=2022-01-14,Approved;Disapproved
230,1446 Campus Dr,1,Completed,2024-08-02,2024-08-02,agrees,0,1,1,0,B2019-03338=2024-08-02,Approved;Cancelled;Disapproved;Rescheduled
790,1610 Oregon,1,Completed,2021-01-20,2021-01-20,agrees,0,1,1,0,B2019-03475=2021-01-20,Approved;Disapproved
770,1641 Seventh,1,Completed,2021-08-20,2021-08-20,agrees,0,1,1,0,B2019-03539=2021-08-20,Approved;Cancelled;Disapproved
676,1422 Kains,1,Completed,2020-11-17,2020-11-17,agrees,0,1,1,0,B2019-03603=2020-11-17,Approved
432,1620 Dwight Way,1,Completed,2023-01-05,2023-01-05,agrees,0,1,1,0,B2019-03683=2023-01-05,Approved;Cancelled;Disapproved
799,1315 Ordway,1,Completed,2021-07-16,2021-07-16,agrees,0,1,1,0,B2019-03691=2021-07-16,Approved;Disapproved
740,1444 Fifth,1,Completed,2021-03-17,2021-03-17,agrees,0,1,1,0,B2019-03783=2021-03-17,Approved
655,1008 Bancroft,1,Completed,2020-11-13,2020-11-09,agrees,-4,1,1,0,B2019-03999=2020-11-09,Approved
726,1943 Haste,1,Completed,2021-10-22,2021-10-22,agrees,0,1,1,0,B2019-04085=2021-10-22,Approved;Disapproved
458,20 Oakvale Ave,1,Completed,2023-05-05,2023-05-05,agrees,0,1,1,0,B2019-04140=2023-05-05,Approved
658,1615 Francisco,1,Completed,2020-05-04,2020-05-04,agrees,0,1,1,0,B2019-04236=2020-05-04,Approved
719,1334 Blake,1,Completed,2021-10-12,2021-10-12,agrees,0,1,1,0,B2019-04237=2021-10-12,Approved;Disapproved
727,1015 Mariposa,1,Completed,2021-08-19,2021-08-19,agrees,0,1,1,0,B2019-04275=2021-08-19,Approved;Disapproved
757,1414 Holly,1,Completed,2021-10-26,2021-10-26,agrees,0,1,1,0,B2019-04410=2021-10-26,Approved;Disapproved;Rescheduled
671,1606 Chestnut,1,Completed,2020-12-23,2020-12-23,agrees,0,1,1,0,B2019-04441=2020-12-23,Approved;Disapproved
646,2955 Piedmont,1,Completed,2020-07-15,2020-07-15,agrees,0,1,1,0,B2019-04476=2020-07-15,Approved;Disapproved
732,1612 Spruce,1,Completed,2021-05-10,2021-05-10,agrees,0,1,1,0,B2019-04885=2021-05-10,Approved;Disapproved;Partially Approved
412,2238 Curtis St,1,Completed,2023-07-07,2023-07-07,agrees,0,1,1,0,B2019-05017=2023-07-07,Approved;Disapproved;Rescheduled
394,2310 Tenth St,1,Completed,2023-05-15,2023-05-15,agrees,0,1,1,0,B2019-05135=2023-05-15,Approved;Cancelled;Disapproved;Site Cancellation
772,1039 Mariposa,1,Completed,2021-05-03,2021-05-03,agrees,0,1,1,0,B2019-05173=2021-05-03,Approved
434,1925 Hopkins St,1,Completed,2023-03-29,2023-03-29,agrees,0,1,1,0,B2019-05420=2023-03-29,Approved;Disapproved
317,2418 ACTON St,1,Completed,2025-04-04,2025-04-04,agrees,0,1,1,0,B2019-05445=2025-04-04,Approved;Disapproved
714,1632 Prince,1,Completed,2021-11-09,2021-11-09,agrees,0,1,1,0,B2019-05530=2021-11-09,Approved;Disapproved;Rescheduled
737,3020 Acton,1,Completed,2021-03-31,2021-03-31,agrees,0,1,1,0,B2019-05560=2021-03-31,Approved
462,3129 Lewiston Ave,1,Completed,2023-01-24,2023-01-24,agrees,0,1,1,0,B2019-05564=2023-01-24,Approved;Disapproved;Rescheduled
684,2441 Woolsey,1,Completed,2020-11-19,2020-11-19,agrees,0,1,1,0,B2019-05629=2020-11-19,Approved;Disapproved
729,1132 Amador,1,Completed,2021-04-05,2021-04-05,agrees,0,1,1,0,B2020-00059=2021-04-05,Approved
725,2117 Eighth,1,Completed,2021-10-13,2021-10-13,agrees,0,1,1,0,B2020-00103=2021-10-13,Approved;Partially Approved
472,3004 Acton St,1,Completed,2023-10-27,2023-10-27,agrees,0,1,1,0,B2020-00137=2023-10-27,Approved;Disapproved
785,1227 Neilson,1,Completed,2021-06-16,2021-06-16,agrees,0,1,1,0,B2020-00258=2021-06-16,Approved;Disapproved;Rescheduled
854,1632 STUART,1,Completed,2022-06-22,2022-06-22,agrees,0,1,1,0,B2020-00314=2022-06-22,Approved;Cancelled;Disapproved;Rescheduled
798,1248 Haskell,1,Completed,2021-06-04,2021-06-04,agrees,0,1,1,0,B2020-00446=2021-06-04,Approved;Disapproved;Site Cancellation
734,2748 California,1,Completed,2021-02-04,2021-02-04,agrees,0,1,1,0,B2020-00475=2021-02-04,Approved;Cancelled;Disapproved;Rescheduled
304,605 NEILSON St,1,Completed,2023-04-20,2023-04-20,agrees,0,1,1,0,B2020-00481=2023-04-20,Approved;Disapproved
718,1315 Blake,1,Completed,2021-03-16,2021-03-16,agrees,0,1,1,0,B2020-01422=2021-03-16,Approved;Disapproved
878,790 HILLDALE,1,Completed,2022-10-03,2022-10-03,agrees,0,1,1,0,B2020-01468=2022-10-03,Approved;Disapproved;Rescheduled
778,2915 Harper,1,Completed,2021-11-01,2021-11-01,agrees,0,1,1,0,B2020-01503=2021-11-01,Approved;Disapproved
789,1595 Holly,1,Completed,2021-10-12,2021-10-12,agrees,0,1,1,0,B2020-01517=2021-10-12,Approved;Disapproved;Partially Approved
733,1620 Delaware,1,Completed,2021-09-23,2021-09-23,agrees,0,1,1,0,B2020-01519=2021-09-23,Approved;Cancelled;Disapproved
817,1516 WARD,1,Completed,2022-05-06,2022-05-06,agrees,0,1,1,0,B2020-01536=2022-05-06,Approved;Disapproved
637,3140 Harper,1,Completed,2020-10-29,2020-10-29,agrees,0,1,1,0,B2020-01549=2020-10-29,Approved;Disapproved
724,1775 Sonoma,1,Completed,2021-07-15,2021-07-15,agrees,0,1,1,0,B2020-01556=2021-07-15,Approved
686,2808 Garber,1,Completed,2020-12-09,2020-12-09,agrees,0,1,1,0,B2020-01569=2020-12-09,Approved;Disapproved
782,773 Neilson,1,Completed,2021-04-29,2021-04-29,agrees,0,1,1,0,B2020-01576=2021-04-29,Approved;Disapproved
723,1628 Jaynes,1,Completed,2021-01-27,2021-01-27,agrees,0,1,1,0,B2020-01658=2021-01-27,Approved
768,2725 Mathews,1,Completed,2021-05-07,2021-05-07,agrees,0,1,1,0,B2020-01744=2021-05-07,Approved
835,2949 SHASTA,1,Completed,2022-07-25,2022-07-25,agrees,0,1,1,0,B2020-01774=2022-07-25,Approved;Cancelled;Disapproved;Rescheduled
843,994 WILDCAT CANYON,1,Completed,2022-06-13,2022-06-13,agrees,0,1,1,0,B2020-01793=2022-06-13,Approved
362,2210 M L KING JR Way,1,Completed,2025-03-26,2025-03-26,agrees,0,1,1,0,B2020-01827=2025-03-26,Approved;Cancelled;Disapproved;Partially Approved
788,1534 Dwight,1,Completed,2021-04-20,2021-04-20,agrees,0,1,1,0,B2020-01851=2021-04-20,Approved;Disapproved
747,2236 Eighth,1,Completed,2021-07-21,2021-07-21,agrees,0,1,1,0,B2020-01864=2021-07-21,Approved
715,1031 Channing,1,Completed,2021-11-10,2021-11-10,agrees,0,1,1,0,B2020-01889=2021-11-10,Approved
77,1420 FIFTH St,1,Completed,2021-12-09,2021-12-09,agrees,0,1,1,0,B2020-01978=2021-12-09,Approved;Disapproved
741,1112 Fresno,1,Completed,2021-02-18,2021-02-18,agrees,0,1,1,0,B2020-02014=2021-02-18,Approved
834,2543 PIEDMONT,1,Completed,2022-04-13,2022-04-13,agrees,0,1,1,0,B2020-02125=2022-04-13,Approved;Disapproved
849,1859 YOSEMITE,1,Completed,2022-03-08,2022-03-08,agrees,0,1,1,0,B2020-02167=2022-03-08,Approved;Disapproved
859,2821 WALLACE,1,Completed,2022-02-16,2022-02-16,agrees,0,1,1,0,B2020-02188=2022-02-16,Approved;Disapproved
735,2847 Prince,1,Completed,2021-07-22,2021-07-22,agrees,0,1,1,0,B2020-02202=2021-07-22,Approved
780,3130 Lewiston,1,Completed,2021-07-12,2021-07-12,agrees,0,1,1,0,B2020-02258=2021-07-12,Approved;Disapproved
271,3136 Ellis St,1,Completed,2024-11-15,2024-11-15,agrees,0,1,1,0,B2020-02422=2024-11-15,Approved;Disapproved
870,2114 EIGHTH,1,Completed,2022-03-16,2022-03-16,agrees,0,1,1,0,B2020-02428=2022-03-16,Approved;Disapproved
710,2911 Lorina,1,Completed,2021-09-15,2021-09-15,agrees,0,1,1,0,B2020-02547=2021-09-15,Approved;Disapproved
793,2317 Sixth,1,Completed,2021-11-15,2021-11-15,agrees,0,1,1,0,B2020-02676=2021-11-15,Approved;Disapproved
706,2335 California,1,Completed,2021-05-26,2021-05-26,agrees,0,1,1,0,B2020-02678=2021-05-26,Approved;Disapproved
773,1107 Colusa,1,Completed,2021-10-14,2021-10-14,agrees,0,1,1,0,B2020-02775=2021-10-14,Approved;Disapproved
820,1407 KAINS,1,Completed,2022-01-12,2022-01-12,agrees,0,1,1,0,B2020-02776=2022-01-12,Approved;Disapproved;Rescheduled
831,1332 OXFORD,1,Completed,2022-01-24,2022-01-24,agrees,0,1,1,0,B2020-02794=2022-01-24,Approved;Disapproved;Rescheduled
263,1231 NEILSON,1,Completed,2024-09-19,2024-09-19,agrees,0,1,1,0,B2020-02816=2024-09-19,Approved;Disapproved
703,1821 Ward,1,Completed,2021-11-16,2021-11-16,agrees,0,1,1,0,B2020-03080=2021-11-16,Approved
871,2220 MCGEE,1,Completed,2022-08-25,2022-08-25,agrees,0,1,1,0,B2020-03174=2022-08-25,Approved;Disapproved;Partially Approved
454,1253 Carrison St,1,Completed,2023-04-26,2023-04-26,agrees,0,1,1,0,B2020-03209=2023-04-26,Approved;Disapproved
804,2820 Piedmont,1,Completed,2021-07-20,2021-07-20,agrees,0,1,1,0,B2020-03267=2021-07-20,Approved;Rescheduled
848,1623 RUSSELL,1,Completed,2022-08-04,2022-08-04,agrees,0,1,1,0,B2020-03294=2022-08-04,Approved;Disapproved
777,2148 Ward,1,Completed,2021-05-06,2021-05-06,agrees,0,1,1,0,B2020-03619=2021-05-06,Approved;Disapproved
738,831 Page,1,Completed,2021-12-01,2021-12-01,agrees,0,1,1,0,B2020-03633=2021-12-01,Approved;Disapproved
803,2223 Mckinley,1,Completed,2021-12-09,2021-12-09,agrees,0,1,1,0,B2020-03753=2021-12-09,Approved;Disapproved;Partially Approved
201,2419 Jefferson Ave,1,Completed,2024-06-26,2024-06-26,agrees,0,1,1,0,B2020-03762=2024-06-26,Approved;Cancelled;Disapproved
277,1325 ALCATRAZ,1,Completed,2024-10-31,2024-10-31,agrees,0,1,1,0,B2020-03772=2024-10-31,Approved;Disapproved
248,1071 Page St,1,Completed,2024-05-24,2024-05-24,agrees,0,1,1,0,B2020-03820=2024-05-24,Approved;Disapproved
776,2131 Derby,1,Completed,2021-05-14,2021-05-14,agrees,0,1,1,0,B2020-03928=2021-05-14,Approved;Disapproved
280,2804 ACTON St,1,Completed,2025-04-23,2025-04-23,agrees,0,1,1,0,B2020-04057=2025-04-23,Approved;Cancelled;Disapproved
821,1431 ACTON,1,Completed,2022-01-13,2022-01-13,agrees,0,1,1,0,B2020-04073=2022-01-13,Approved;Disapproved
809,2321 CALIFORNIA,1,Completed,2022-01-19,2022-01-19,agrees,0,1,1,0,B2020-04134=2022-01-19,Approved;Disapproved;Partially Approved
857,1628 TYLER,1,Completed,2022-11-17,2022-11-17,agrees,0,1,1,0,B2020-04188=2022-11-17,Approved;Disapproved
839,2662 HILGARD,1,Completed,2022-04-29,2022-04-29,agrees,0,1,1,0,B2020-04271=2022-04-29,Approved
395,2336 Bonar St,1,Completed,2023-05-30,2023-05-30,agrees,0,1,1,0,B2020-04487=2023-05-30,Approved;Disapproved;Rescheduled
802,2207 Rose,1,Completed,2021-12-22,2021-12-22,agrees,0,1,1,0,B2021-00048=2021-12-22,Approved;Disapproved;Rescheduled
823,1428 CORNELL,1,Completed,2022-07-12,2022-07-12,agrees,0,1,1,0,B2021-00065=2022-07-12,Approved;Disapproved;Partially Approved
411,1894 Harmon St,1,Completed,2023-09-01,2023-09-01,agrees,0,1,1,0,B2021-00336=2023-09-01,Approved;Cancelled;Disapproved;Site Cancellation
811,1208 PERALTA,1,Completed,2022-01-21,2022-01-21,agrees,0,1,1,0,B2021-00369=2022-01-21,Approved;Cancelled;Disapproved;Rescheduled
813,1530 LINCOLN,1,Completed,2022-08-15,2022-08-15,agrees,0,1,1,0,B2021-00628=2022-08-15,Approved;Disapproved
374,1921 Parker St,1,Completed,2023-06-28,2023-06-28,agrees,0,1,1,0,B2021-00733=2023-06-28,Approved;Cancelled;Disapproved
872,1813 PARKER,1,Completed,2022-04-18,2022-04-18,agrees,0,1,1,0,B2021-00818=2022-04-18,Approved;Cancelled;Disapproved
720,1335 Delaware,1,Completed,2021-10-19,2021-10-19,agrees,0,1,1,0,B2021-00868=2021-10-19,Approved;Cancelled;Disapproved
814,1279 ALCATRAZ,1,Completed,2022-03-31,2022-03-31,agrees,0,1,1,0,B2021-00975=2022-03-31,Approved;Cancelled;Disapproved;Partially Approved;Rescheduled
845,30 EL CAMINO REAL,1,Completed,2022-01-06,2022-01-06,agrees,0,1,1,0,B2021-00982=2022-01-06,Approved;Disapproved
881,2425 ACTON,1,Completed,2022-03-22,2022-03-22,agrees,0,1,1,0,B2021-01081=2022-03-22,Approved;Cancelled;Disapproved
815,1879 CATALINA,1,Completed,2022-03-10,2022-03-10,agrees,0,1,1,0,B2021-01114=2022-03-10,Approved;Disapproved;Site Cancellation
422,2806 Kelsey St,1,Completed,2023-09-07,2023-09-07,agrees,0,1,1,0,B2021-01297=2023-09-07,Approved
438,2473 Prince St,1,Completed,2023-05-31,2023-05-31,agrees,0,1,1,0,B2021-01398=2023-05-31,Approved;Rescheduled
388,1441 Cornell Ave,1,Completed,2023-10-27,2023-10-27,agrees,0,1,1,0,B2021-01449=2023-10-27,Approved;Site Cancellation
405,1362 Hopkins St,1,Completed,2023-08-14,2023-08-14,agrees,0,1,1,0,B2021-01537=2023-08-14,Approved;Disapproved
873,620 SAN MIGUEL,1,Completed,2022-07-01,2022-07-01,agrees,0,1,1,0,B2021-01552=2022-07-01,Approved;Disapproved
884,1430 STANNAGE,1,Completed,2022-11-03,2022-11-03,agrees,0,1,1,0,B2021-01569=2022-11-03,Approved;Partially Approved
449,1575 Portland Ave,1,Completed,2023-03-09,2023-03-09,agrees,0,1,1,0,B2021-01628=2023-03-09,Approved;Disapproved
417,2624 Regent St,1,Completed,2023-08-28,2023-08-28,agrees,0,1,1,0,B2021-01738=2023-08-28,Approved;Disapproved
241,1570 POSEN Ave,1,Completed,2024-01-08,2024-01-08,agrees,0,1,1,0,B2021-01799=2024-01-08,Approved;Cancelled;Disapproved
461,3020 Benvenue Ave,1,Completed,2023-09-08,2023-09-08,agrees,0,1,1,0,B2021-01835=2023-09-08,Approved;Disapproved
846,2322 WARD,1,Completed,2022-09-29,2022-09-29,agrees,0,1,1,0,B2021-01872=2022-09-29,Approved;Disapproved
874,1215 MONTEREY,1,Completed,2022-06-14,2022-06-14,agrees,0,1,1,0,B2021-01873=2022-06-14,Approved;Disapproved
268,2433 Acton St,1,Completed,2024-08-23,2024-08-23,agrees,0,1,1,0,B2021-01939=2024-08-23,Approved;Disapproved
875,1512 SPRUCE,1,Completed,2022-10-20,2022-10-20,agrees,0,1,1,0,B2021-01987=2022-10-20,Approved
425,911 Regal Rd,1,Completed,2023-12-14,2023-12-14,agrees,0,1,1,0,B2021-02006=2023-12-14,Approved
416,2523 Piedmont Ave,1,Completed,2023-05-02,2023-05-02,agrees,0,1,1,0,B2021-02219=2023-05-02,Approved;Disapproved;Rescheduled
882,1131 CEDAR,1,Completed,2022-11-17,2022-11-17,agrees,0,1,1,0,B2021-02335=2022-11-17,Approved;Disapproved
375,2304 Russell St,1,Completed,2023-06-23,2023-06-23,agrees,0,1,1,0,B2021-02411=2023-06-23,Approved;Disapproved
292,1521 SACRAMENTO St,1,Completed,2025-04-14,2025-04-14,agrees,0,1,1,0,B2021-02467=2025-04-14,Approved;Cancelled;Site Cancellation
847,1262 FRANCISCO,1,Completed,2022-07-22,2022-07-22,agrees,0,1,1,0,B2021-02473=2022-07-22,Approved;Disapproved
265,1305 SIXTY-SIXTH,1,Completed,2024-09-06,2024-09-06,agrees,0,1,1,0,B2021-02542=2024-09-06,Approved;Disapproved
885,1635 WOOLSEY,1,Completed,2022-12-13,2022-12-13,agrees,0,1,1,0,B2021-02985=2022-12-13,Approved;Disapproved
832,40 HILLCREST,1,Completed,2022-12-20,2022-12-20,agrees,0,1,1,0,B2021-03087=2022-12-20,Approved;Disapproved
338,1824 CURTIS St,1,Completed,2025-02-06,2025-02-06,agrees,0,1,1,0,B2021-03122=2025-02-06,Approved;Disapproved
829,2312 ROSE,1,Completed,2022-06-29,2022-06-29,agrees,0,1,1,0,B2021-03186=2022-06-29,Approved;Disapproved
469,1516 Hopkins St,1,Completed,2023-04-21,2023-04-21,agrees,0,1,1,0,B2021-03341=2023-04-21,Approved;Cancelled;Disapproved
430,1414 Seventh St,1,Completed,2023-01-13,2023-01-13,agrees,0,1,1,0,B2021-03412=2023-01-13,Approved;Disapproved;Site Cancellation
254,1380 GILMAN,1,Completed,2024-07-29,2024-07-29,agrees,0,1,1,0,B2021-03801=2024-07-29,Approved;Disapproved;Partially Approved
246,2631 WEBSTER St,1,Completed,2024-01-31,2024-01-31,agrees,0,1,1,0,B2021-03815=2024-01-31,Approved;Cancelled;Disapproved
827,1259 CORNELL,1,Completed,2022-08-11,2022-08-11,agrees,0,1,1,0,B2021-03896=2022-08-11,Approved;Disapproved
825,1433 ADA,1,Completed,2022-12-29,2022-12-29,agrees,0,1,1,0,B2021-03915=2022-12-29,Approved;Disapproved
423,2877 California St,1,Completed,2023-01-05,2023-01-05,agrees,0,1,1,0,B2021-04004=2023-01-05,Approved;Cancelled;Disapproved
436,2237 Derby St,1,Completed,2023-06-06,2023-06-06,agrees,0,1,1,0,B2021-04253=2023-06-06,Approved;Disapproved
459,2424 Edwards St,1,Completed,2023-02-24,2023-02-24,agrees,0,1,1,0,B2021-04271=2023-02-24,Approved
401,1240 Cornell Ave,1,Completed,2023-06-20,2023-06-20,agrees,0,1,1,0,B2021-04272=2023-06-20,Approved;Cancelled;Disapproved;Rescheduled
447,1301 Blake St,1,Completed,2023-08-21,2023-08-21,agrees,0,1,1,0,B2021-04281=2023-08-21,Approved;Disapproved
836,1306 CORNELL,1,Completed,2022-06-14,2022-06-14,agrees,0,1,1,0,B2021-04660=2022-06-14,Approved;Disapproved;Site Cancellation
818,1815 SIXTY-SECOND,1,Completed,2022-10-20,2022-10-20,agrees,0,1,1,0,B2021-04761=2022-10-20,Approved;Cancelled
376,1438 Fifth St,1,Completed,2023-06-22,2023-06-22,agrees,0,1,1,0,B2021-05050=2023-06-22,Approved
435,2022 Dwight Way,1,Completed,2023-05-18,2023-05-18,agrees,0,1,1,0,B2021-05070=2023-05-18,Approved;Disapproved
837,772 PERALTA,1,Completed,2022-05-16,2022-05-16,agrees,0,1,1,0,B2021-05113=2022-05-16,Approved;Disapproved
371,1325 California St,1,Completed,2023-06-12,2023-06-12,agrees,0,1,1,0,B2021-05114=2023-06-12,Approved;Rescheduled
373,1907 Curtis St,1,Completed,2023-12-05,2023-12-04,agrees,-1,1,1,0,B2021-05343=2023-12-04,Approved;Disapproved;Rescheduled
463,734 Peralta Ave,1,Completed,2023-03-01,2023-03-01,agrees,0,1,1,0,B2021-05544=2023-03-01,Approved;Cancelled;Disapproved;Partially Approved
387,1346 Haskell St,1,Completed,2023-04-11,2023-04-11,agrees,0,1,1,0,B2021-05573=2023-04-11,Approved;Cancelled;Disapproved;Rescheduled
238,956 INDIAN ROCK Ave,1,Completed,2024-03-01,2024-03-01,agrees,0,1,1,0,B2022-00005=2024-03-01,Approved;Cancelled;Disapproved;Rescheduled
322,1176 MILLER Ave,1,Completed,2025-01-27,2025-01-27,agrees,0,1,1,0,B2022-00059=2025-01-27,Approved;Cancelled;Disapproved;Site Cancellation
279,1428 DELAWARE St,1,Completed,2024-02-07,2024-02-07,agrees,0,1,1,0,B2022-00248=2024-02-07,Approved;Cancelled;Disapproved;Rescheduled
433,1625 Chestnut St,1,Completed,2023-08-14,2023-08-14,agrees,0,1,1,0,B2022-00304=2023-08-14,Approved;Disapproved
407,1917 Napa Ave,1,Completed,2023-04-26,2023-04-26,agrees,0,1,1,0,B2022-00343=2023-04-26,Approved;Disapproved
194,626 Peralta Ave,1,Completed,2024-12-12,2024-12-12,agrees,0,1,1,0,B2022-00430=2024-12-12,Approved;Disapproved
281,1408 EDITH St,1,Completed,2025-06-27,2025-06-27,agrees,0,1,1,0,B2022-00473=2025-06-27,Approved
452,2842 Fulton St,1,Completed,2023-05-18,2023-05-18,agrees,0,1,1,0,B2022-00877=2023-05-18,Approved;Cancelled;Disapproved
197,0 Cragmont Ave,1,Completed,2024-10-24,2024-10-24,agrees,0,1,1,0,B2022-01436=2024-10-24,Approved;Cancelled;Disapproved
300,1182 EUCLID Ave,1,Completed,2025-05-06,2025-05-06,agrees,0,1,1,0,B2022-01596=2025-05-06,Approved;Disapproved
406,1510 Russell St,1,Completed,2023-10-11,2023-10-11,agrees,0,1,1,0,B2022-01691=2023-10-11,Approved
193,2818 Webster St,1,Completed,2024-09-24,2024-09-24,agrees,0,1,1,0,B2022-01755=2024-09-24,Approved;Disapproved
301,1426 SPRUCE St,1,Completed,2025-06-25,2025-06-25,agrees,0,1,1,0,B2022-02002=2025-06-25,Approved
264,1242 Kains Ave,1,Completed,2024-06-10,2024-06-10,agrees,0,1,1,0,B2022-02055=2024-06-10,Approved;Disapproved;Site Cancellation
456,1615 Tyler St,1,Completed,2023-08-21,2023-08-21,agrees,0,1,1,0,B2022-02366=2023-08-21,Approved;Disapproved
312,1134 WARD St,1,Completed,2025-04-15,2025-04-15,agrees,0,1,1,0,B2022-02658=2025-04-15,Approved;Disapproved
363,680 PERALTA Ave,1,Completed,2025-09-10,2025-09-10,agrees,0,1,1,0,B2022-02710=2025-09-10,Approved;Cancelled;Disapproved
386,1525 Ada St,1,Completed,2023-09-07,2023-09-07,agrees,0,1,1,0,B2022-02784=2023-09-07,Approved;Disapproved
191,2422 CALIFORNIA St,1,Completed,2024-03-29,2024-03-29,agrees,0,1,1,0,B2022-02858=2024-03-29,Approved
470,1621 Eighth St,1,Completed,2023-05-30,2023-05-30,agrees,0,1,1,0,B2022-02980=2023-05-30,Approved;Cancelled;Disapproved
457,1901 Chestnut St,1,Completed,2023-12-01,2023-12-01,agrees,0,1,1,0,B2022-03063=2023-12-01,Approved;Partially Approved
199,1709 Sacramento St,1,Completed,2024-09-24,2024-09-24,agrees,0,1,1,0,B2022-03086=2024-09-24,Approved;Cancelled;Rescheduled;Site Cancellation
383,1016 Bancroft Way,1,Completed,2023-01-09,2023-01-09,agrees,0,1,1,0,B2022-03219=2023-01-09,Approved;Cancelled;Disapproved
293,1966 YOSEMITE Rd,1,Completed,2025-01-24,2025-01-24,agrees,0,1,1,0,B2022-03233=2025-01-24,Approved;Cancelled;Disapproved
278,1332 MILVIA,1,Completed,2024-07-30,2024-07-30,agrees,0,1,1,0,B2022-03410=2024-07-30,Approved;Disapproved
393,1876 San Pedro Ave,1,Completed,2023-06-12,2023-06-12,agrees,0,1,1,0,B2022-03481=2023-06-12,Approved;Disapproved
353,2410 SACRAMENTO St,1,Completed,2025-04-21,2025-04-21,agrees,0,1,1,0,B2022-03559=2025-04-21,Approved;Disapproved;Site Cancellation
272,1216 Haskell St,1,Completed,2024-07-31,2024-07-31,agrees,0,1,1,0,B2022-03577=2024-07-31,Approved;Disapproved
413,2331 Jefferson Ave,1,Completed,2023-07-07,2023-07-07,agrees,0,1,1,0,B2022-03622=2023-07-07,Approved;Disapproved;Partially Approved
83,1136 KEITH Ave,1,Completed,2025-11-10,2025-11-10,agrees,0,6,4,1,B2024-02569=2025-09-15;B2024-02570=2025-11-10;B2024-02712=2025-08-18;B2025-02220=2025-10-14,Approved;Disapproved;Approved;Disapproved;Site Cancellation
212,1625 SEVENTH St,1,Completed,2024-04-24,2024-04-24,agrees,0,1,1,0,B2022-03940=2024-04-24,Approved;Disapproved
368,3134 CALIFORNIA St,1,Completed,2025-03-19,2025-03-19,agrees,0,1,1,0,B2022-04102=2025-03-19,Approved;Disapproved
270,2830 Cherry St,1,Completed,2024-09-23,2024-09-23,agrees,0,1,1,0,B2022-04111=2024-09-23,Approved
392,1919 Parker St,1,Completed,2023-03-24,2023-03-24,agrees,0,1,1,0,B2022-04253=2023-03-24,Approved
