owner_class,owner_name,apn,apn_normalized,situs,usecode,zone_class,lot_sqft,lot_acres,bldg_sqft_taxable,imps,has_building,lat,lon
city_of_berkeley,CITY OF BERKELEY,57-2022-6,057-2022-006-00,1947 CENTER ST BERKELEY 94704,0300,C-DMU Buffer,18750.0,0.43,116142.0,0.0,True,37.87018820,-122.27132976
city_of_berkeley,CITY OF BERKELEY,60-2468-1-2,060-2468-001-02,EUCLID AVE BERKELEY 94709,0300,R-1H,18400.0,0.422,0.0,0.0,False,37.88445981,-122.26193638
city_of_berkeley,CITY OF BERKELEY,60-2383-2,060-2383-002-00,1100 4TH ST BERKELEY 94710,0300,MULI,18276.0,0.42,3158.0,0.0,True,37.88091504,-122.30448224
city_of_berkeley,CITY OF BERKELEY,61-2578-21,061-2578-021-00,INDIAN ROCK AVE BERKELEY 94707,0300,R-1H,17798.0,0.409,0.0,0.0,False,37.89211547,-122.27296366
city_of_berkeley,CITY OF BERKELEY,60-2513-1-1,060-2513-001-01,EASTSHORE FWY BERKELEY 94710,0300,U,17749.0,0.407,0.0,0.0,False,37.85595294,-122.29835140
city_of_berkeley,CITY OF BERKELEY,61-2605-35,061-2605-035-00,1170 THE ALAMEDA BERKELEY 94707,0300,R-1,17668.0,0.406,10591.0,0.0,True,37.88559021,-122.27545548
city_of_berkeley,CITY OF BERKELEY,52-1529-26-1,052-1529-026-01,FAIRVIEW ST BERKELEY 94703,0300,C-AC,17661.0,0.405,0.0,0.0,False,37.85036278,-122.26969130
city_of_berkeley,CITY OF BERKELEY,55-1819-3-1,055-1819-003-01,2680 SHATTUCK AVE BERKELEY 94704,0300,C-AC,17300.0,0.397,9302.0,0.0,True,37.86062152,-122.26747639
city_of_berkeley,CITY OF BERKELEY,64-4232-11,064-4232-011-00,THE UPLANDS BERKELEY 94705,0300,R-1H,17201.0,0.395,0.0,0.0,False,37.85476815,-122.23947785
city_of_berkeley,CITY OF BERKELEY,61-2582-45,061-2582-045-00,SANTA BARBARA RD BERKELEY 94707,0300,R-1H,16975.0,0.39,0.0,0.0,False,37.89336562,-122.26866358
city_of_berkeley,CITY OF BERKELEY,64-4244-42,064-4244-042-00,PARKSIDE DR BERKELEY 94705,0300,R-1H,16767.0,0.385,0.0,0.0,False,37.85408580,-122.24226225
city_of_berkeley,CITY OF BERKELEY,54-1793-27,054-1793-027-00,DERBY ST BERKELEY 94702,0300,R-1,16448.0,0.378,0.0,0.0,False,37.85892489,-122.28199936
city_of_berkeley,CITY OF BERKELEY,58-2157-1,058-2157-001-00,MCGEE AVE BERKELEY 94703,0300,R-2,16009.0,0.368,885.0,0.0,True,37.87510193,-122.27826380
city_of_berkeley,CITY OF BERKELEY,54-1735-20,054-1735-020-00,WARD ST BERKELEY 94702,0300,R-1,15686.0,0.36,0.0,0.0,False,37.85810705,-122.28143236
city_of_berkeley,CITY OF BERKELEY,56-1966-1,056-1966-001-00,830 UNIVERSITY AVE BERKELEY 94710,0300,C-W,14821.0,0.34,0.0,0.0,False,37.86777560,-122.29712704
city_of_berkeley,CITY OF BERKELEY,59-2293-20-1,059-2293-020-01,ROSE ST BERKELEY 94702,0300,R-2,14673.0,0.337,0.0,0.0,False,37.87752251,-122.28821425
city_of_berkeley,CITY OF BERKELEY,57-2028-5,057-2028-005-00,2031 BANCROFT WAY BERKELEY 94704,0300,C-DMU Buffer,14137.0,0.325,30000.0,0.0,True,37.86771439,-122.26895618
city_of_berkeley,CITY OF BERKELEY,54-1794-28,054-1794-028-00,CARLETON ST BERKELEY 94702,0300,R-1,14113.0,0.324,0.0,0.0,False,37.85976819,-122.28252918
city_of_berkeley,CITY OF BERKELEY,58-2175-26,058-2175-026-00,2034 VIRGINIA ST BERKELEY 94709,0300,C-C,13978.0,0.321,0.0,0.0,False,37.87623273,-122.26960434
city_of_berkeley,CITY OF BERKELEY,60-2527-1-1,060-2527-001-01,UNIVERSITY AVE BERKELEY 94720,0300,SP,13802.0,0.317,0.0,0.0,False,37.86475653,-122.31145115
city_of_berkeley,CITY OF BERKELEY,53-1678-1-1,053-1678-001-01,GRANT ST BERKELEY 94703,0300,R-2,13756.0,0.316,0.0,0.0,False,37.85674909,-122.27263579
city_of_berkeley,CITY OF BERKELEY,53-1679-16-1,053-1679-016-01,1901 RUSSELL ST BERKELEY 94703,0300,R-2A,13348.0,0.306,8656.0,0.0,True,37.85643338,-122.27094496
city_of_berkeley,CITY OF BERKELEY,60-2417-76-2,060-2417-076-02,NORTHSIDE AVE BERKELEY 94702,0300,R-2,12833.0,0.295,0.0,0.0,False,37.87924606,-122.28891752
city_of_berkeley,CITY OF BERKELEY,61-2573-26,061-2573-026-00,MONTEREY AVE BERKELEY 94707,0300,R-1H,12623.0,0.29,5442.0,0.0,True,37.88861418,-122.27619526
city_of_berkeley,CITY OF BERKELEY,52-1573-87-6,052-1573-087-06,WEBSTER ST BERKELEY 94705,0300,R-3,12518.0,0.287,0.0,0.0,False,37.85581701,-122.25790380
city_of_berkeley,CITY OF BERKELEY,53-1669-30,053-1669-030-00,2850 SACRAMENTO ST BERKELEY 94702,0300,C-SA,12423.0,0.285,0.0,0.0,False,37.85544058,-122.27978503
city_of_berkeley,CITY OF BERKELEY,54-1811-3,054-1811-003-00,2640 M L KING JR WAY BERKELEY 94704,0300,R-2,12350.0,0.284,11194.0,0.0,True,37.85991937,-122.27212623
city_of_berkeley,CITY OF BERKELEY,56-1996-24-1,056-1996-024-01,1450 UNIVERSITY AVE BERKELEY 94702,0300,C-U,12285.0,0.282,22125.0,0.0,True,37.86989993,-122.28290967
city_of_berkeley,CITY OF BERKELEY,58-2139-31-8,058-2139-031-08,VIRGINIA GDNS BERKELEY 94702,0300,R-1,12184.0,0.28,0.0,0.0,False,37.87561746,-122.28686640
city_of_berkeley,CITY OF BERKELEY,61-2583-51,061-2583-051-00,INDIAN ROCK AVE BERKELEY 94707,0300,R-1H,12023.0,0.276,0.0,0.0,False,37.89325349,-122.27235201
city_of_berkeley,CITY OF BERKELEY,57-2085-11,057-2085-011-00,1125 UNIVERSITY AVE BERKELEY 94702,0300,C-U,12000.0,0.275,9400.0,0.0,True,37.86953848,-122.29088990
city_of_berkeley,CITY OF BERKELEY,54-1752-1,054-1752-001-00,GRAYSON ST BERKELEY 94703,0300,U,11978.0,0.275,0.0,0.0,False,37.85489476,-122.29721390
city_of_berkeley,CITY OF BERKELEY,52-1574-59-6,052-1574-059-06,COLBY ST BERKELEY 94705,0300,R-1,11629.0,0.267,0.0,0.0,False,37.85457757,-122.25707173
city_of_berkeley,CITY OF BERKELEY,54-1790-28,054-1790-028-00,PARKER ST BERKELEY 94702,0300,R-1,11202.0,0.257,0.0,0.0,False,37.86068599,-122.28319024
city_of_berkeley,CITY OF BERKELEY,60-2411-18-2,060-2411-018-02,SANTA FE AVE BERKELEY 94706,0300,C-N,10946.0,0.251,0.0,0.0,False,37.88210044,-122.29018232
city_of_berkeley,CITY OF BERKELEY,52-1568-3,052-1568-003-00,2642 RUSSELL ST BERKELEY 94705,0300,C-E,10844.0,0.249,0.0,0.0,False,37.85812346,-122.25361746
city_of_berkeley,CITY OF BERKELEY,63-2983-49,063-2983-049-00,STERLING AVE BERKELEY 94708,0300,R-1H,10692.0,0.245,0.0,0.0,False,37.89027924,-122.25588312
city_of_berkeley,CITY OF BERKELEY,62-2920-23,062-2920-023-00,YOSEMITE RD BERKELEY 94707,0300,R-1H,10450.0,0.24,0.0,0.0,False,37.89506689,-122.27543840
city_of_berkeley,CITY OF BERKELEY,57-2089-12-1,057-2089-012-01,1011 UNIVERSITY AVE BERKELEY 94710,0300,C-W,10320.0,0.237,13872.0,0.0,True,37.86916084,-122.29376051
city_of_berkeley,CITY OF BERKELEY,56-1939-19-2,056-1939-019-02,2442 8TH ST BERKELEY 94710,0300,R-2,10260.0,0.236,5260.0,0.0,True,37.86064555,-122.29338548
city_of_berkeley,CITY OF BERKELEY,53-1676-1-1,053-1676-001-01,1742 OREGON ST BERKELEY 94703,0300,R-2,10140.0,0.233,0.0,0.0,False,37.85654761,-122.27315568
city_of_berkeley,CITY OF BERKELEY,56-1948-3,056-1948-003-00,3RD ST BERKELEY 94710,0300,U,10047.0,0.231,0.0,0.0,False,37.85978809,-122.29893812
city_of_berkeley,CITY OF BERKELEY,64-4242-1,064-4242-001-00,DOMINGO AVE BERKELEY 94705,0300,R-1H,9893.0,0.227,0.0,0.0,False,37.85690250,-122.24361714
city_of_berkeley,CITY OF BERKELEY,60-2423-96,060-2423-096-00,ROSE ST BERKELEY 94702,0300,R-2,9879.0,0.227,0.0,0.0,False,37.87774534,-122.28816473
city_of_berkeley,CITY OF BERKELEY,61-2571-2,061-2571-002-00,HOPKINS ST BERKELEY 94707,0300,C-N(H),9831.0,0.226,0.0,0.0,False,37.88927958,-122.27251201
city_of_berkeley,CITY OF BERKELEY,52-1527-24-1,052-1527-024-01,1890 ALCATRAZ AVE BERKELEY 94703,0300,C-AC,9403.0,0.216,4425.0,0.0,True,37.84865192,-122.26954762
city_of_berkeley,CITY OF BERKELEY,52-1567-26-1,052-1567-026-01,2712 RUSSELL ST BERKELEY 94705,0300,C-E,9359.0,0.215,5100.0,0.0,True,37.85820046,-122.25254778
city_of_berkeley,CITY OF BERKELEY,57-2099-15,057-2099-015-00,1817 4TH ST BERKELEY 94710,0300,C-W,9287.0,0.213,10070.0,0.0,True,37.86961235,-122.30006665
city_of_berkeley,CITY OF BERKELEY,53-1603-21,053-1603-021-00,2939 ELLIS ST BERKELEY 94703,0300,R-2A,9195.0,0.211,0.0,0.0,False,37.85427216,-122.27285574
city_of_berkeley,CITY OF BERKELEY,53-1603-22,053-1603-022-00,ELLIS ST BERKELEY 94703,0300,R-2A,9078.0,0.208,0.0,0.0,False,37.85447192,-122.27285536
city_of_berkeley,CITY OF BERKELEY,63-2976-12-3,063-2976-012-03,REGAL RD BERKELEY 94708,0300,R-1H,8566.0,0.197,0.0,0.0,False,37.89209272,-122.26162390
city_of_berkeley,CITY OF BERKELEY,59-2286-1-3,059-2286-001-03,1314 ROSE ST BERKELEY 94702,0300,R-2,8334.0,0.191,0.0,0.0,False,37.87653156,-122.28786944
city_of_berkeley,CITY OF BERKELEY,53-1601-4-2,053-1601-004-02,ASHBY AVE BERKELEY 94703,0300,C-SA,8298.0,0.19,0.0,0.0,False,37.85410156,-122.27153751
city_of_berkeley,CITY OF BERKELEY,52-1522-11,052-1522-011-00,1615 63RD ST BERKELEY 94703,0300,R-2A,8295.0,0.19,0.0,0.0,False,37.84770415,-122.27508491
city_of_berkeley,CITY OF BERKELEY,61-2566-6,061-2566-006-00,SUTTER ST BERKELEY 94707,0300,R-1,8260.0,0.19,0.0,0.0,False,37.88578985,-122.27157134
city_of_berkeley,CITY OF BERKELEY,54-1783-35,054-1783-035-00,DWIGHT WAY BERKELEY 94702,0300,R-1,7787.0,0.179,0.0,0.0,False,37.86138570,-122.28361675
city_of_berkeley,CITY OF BERKELEY,56-1993-6,056-1993-006-00,2218 ACTON ST BERKELEY 94702,0300,R-2,7737.0,0.178,1920.0,0.0,True,37.86634635,-122.28430252
city_of_berkeley,CITY OF BERKELEY,56-2005-2,056-2005-002-00,CALIFORNIA ST BERKELEY 94704,0300,R-2,7500.0,0.172,0.0,0.0,False,37.86808313,-122.27924891
city_of_berkeley,CITY OF BERKELEY,61-2576-56,061-2576-056-00,CONTRA COSTA AVE BERKELEY 94707,0300,R-1H,7470.0,0.171,0.0,0.0,False,37.89220050,-122.27609948
city_of_berkeley,CITY OF BERKELEY,60-2417-19,060-2417-019-00,TEVLIN ST BERKELEY 94706,0300,R-2,7438.0,0.171,0.0,0.0,False,37.88197406,-122.28790130
city_of_berkeley,CITY BERKELEY,63-3160-37,063-3160-037-00,BERKELEY 94708,0300,R-1H,7430.0,0.171,0.0,0.0,False,37.89100057,-122.25163351
city_of_berkeley,CITY OF BERKELEY,56-1996-6,056-1996-006-00,1435 ADDISON ST BERKELEY 94702,0300,C-U,7393.0,0.17,7297.0,0.0,True,37.86964153,-122.28247711
city_of_berkeley,CITY OF BERKELEY,60-2465-9,060-2465-009-00,2428 EUNICE ST BERKELEY 94708,0300,R-1H,7299.0,0.168,0.0,0.0,False,37.88634332,-122.26261370
city_of_berkeley,CITY OF BERKELEY,52-1530-18,052-1530-018-00,1812 FAIRVIEW ST BERKELEY 94703,0300,C-AC,7262.0,0.167,3607.0,0.0,True,37.85016997,-122.27218150
city_of_berkeley,CITY OF BERKELEY,52-1520-8,052-1520-008-00,1521 ALCATRAZ AVE  A&B BERKELEY 94703,0300,R-2A,7193.0,0.165,4708.0,0.0,True,37.84826081,-122.27692704
city_of_berkeley,CITY OF BERKELEY,54-1730-14,054-1730-014-00,1605 STUART ST  ABC BERKELEY 94703,0300,R-2,7062.0,0.162,3531.0,0.0,True,37.85752364,-122.27731424
city_of_berkeley,CITY OF BERKELEY,55-1907-11,055-1907-011-00,2424 ROOSEVELT AVE BERKELEY 94703,0300,R-2,6845.0,0.157,0.0,0.0,False,37.86366810,-122.27595571
city_of_berkeley,CITY OF BERKELEY,56-1996-4-1,056-1996-004-01,1473 ADDISON ST BERKELEY 94702,0300,C-U,6792.0,0.156,8040.0,0.0,True,37.86954228,-122.28225386
city_of_berkeley,CITY OF BERKELEY,53-1606-10,053-1606-010-00,PRINCE ST BERKELEY 94703,0300,R-2A,6750.0,0.155,0.0,0.0,False,37.85218080,-122.27521747
city_of_berkeley,CITY OF BERKELEY,58-2175-25,058-2175-025-00,VIRGINIA ST BERKELEY 94709,0300,R-2A,6720.0,0.154,0.0,0.0,False,37.87615016,-122.26990529
city_of_berkeley,CITY OF BERKELEY,62-2939-23-1,062-2939-023-01,SPRUCE ST BERKELEY 94707,0300,R-1H,6644.0,0.153,0.0,0.0,False,37.90086328,-122.27032644
city_of_berkeley,CITY OF BERKELEY,56-1970-15-7,056-1970-015-07,2235 8TH ST BERKELEY 94710,0300,R-2,6620.0,0.152,0.0,0.0,False,37.86452945,-122.29397531
city_of_berkeley,CITY OF BERKELEY,52-1573-17,052-1573-017-00,2950 BENVENUE AVE BERKELEY 94705,0300,R-1,6563.0,0.151,7092.0,0.0,True,37.85638615,-122.25446012
city_of_berkeley,CITY OF BERKELEY,57-2089-15,057-2089-015-00,1925 9TH ST BERKELEY 94710,0300,C-W,6500.0,0.149,0.0,0.0,False,37.86921951,-122.29414687
city_of_berkeley,CITY OF BERKELEY,52-1568-6-1,052-1568-006-01,COLLEGE AVE BERKELEY 94705,0300,C-E,6495.0,0.149,0.0,0.0,False,37.85775221,-122.25357442
city_of_berkeley,CITY OF BERKELEY,58-2137-18,058-2137-018-00,WEST ST BERKELEY 94702,0300,R-1,6401.0,0.147,0.0,0.0,False,37.87478361,-122.28714831
city_of_berkeley,CITY OF BERKELEY,60-2383-1-2,060-2383-001-02,711 HARRISON ST BERKELEY 94710,0300,MULI,6000.0,0.138,6486.0,0.0,True,37.88076188,-122.30481804
city_of_berkeley,CITY OF BERKELEY,52-1529-21,052-1529-021-00,3209 ADELINE ST BERKELEY 94703,0300,C-AC,5936.0,0.136,0.0,0.0,False,37.85037832,-122.27014385
city_of_berkeley,CITY OF BERKELEY,60-2391-75-2,060-2391-075-02,GILMAN ST BERKELEY 94702,0300,C-N,5924.0,0.136,0.0,0.0,False,37.88097593,-122.28970260
city_of_berkeley,CITY OF BERKELEY,52-1529-23,052-1529-023-00,3201 ADELINE ST BERKELEY 94703,0300,C-AC,5806.0,0.133,8000.0,0.0,True,37.85058594,-122.27016641
city_of_berkeley,CITY OF BERKELEY,53-1633-4,053-1633-004-00,ASHBY AVE BERKELEY 94710,0300,MULI,5795.0,0.133,0.0,0.0,False,37.85150490,-122.28887514
city_of_berkeley,CITY OF BERKELEY,52-1532-6,052-1532-006-00,ADELINE ST BERKELEY 94703,0300,,5581.0,0.128,0.0,0.0,False,37.84798882,-122.27133591
city_of_berkeley,CITY OF BERKELEY,58-2136-24,058-2136-024-00,WEST ST BERKELEY 94702,0300,R-1,5566.0,0.128,0.0,0.0,False,37.87373890,-122.28702715
city_of_berkeley,CITY OF BERKELEY,58-2135-19,058-2135-019-00,WEST ST BERKELEY 94702,0300,R-2,5564.0,0.128,0.0,0.0,False,37.87287121,-122.28691719
city_of_berkeley,CITY OF BERKELEY,57-2117-11,057-2117-011-00,1631 5TH ST BERKELEY 94710,0300,MUR,5422.0,0.124,0.0,0.0,False,37.87272057,-122.30008567
city_of_berkeley,CITY OF BERKELEY,56-1996-10,056-1996-010-00,1425 ADDISON ST BERKELEY 94702,0300,C-U,5358.0,0.123,0.0,0.0,False,37.86956562,-122.28301244
city_of_berkeley,CITY OF BERKELEY,52-1529-22,052-1529-022-00,3205 ADELINE ST BERKELEY 94703,0300,C-AC,5355.0,0.123,0.0,0.0,False,37.85046446,-122.27017148
city_of_berkeley,CITY OF BERKELEY,52-1573-16,052-1573-016-00,2940 BENVENUE AVE BERKELEY 94705,0300,R-1,5318.0,0.122,7434.0,0.0,True,37.85658930,-122.25435692
city_of_berkeley,REDEVELOPMENT AGENCY OF THE CITY OF BERKELEY,57-2116-23,057-2116-023-00,1654 5TH ST BERKELEY 94710,0300,MULI,5300.0,0.122,0.0,0.0,False,37.87213712,-122.30065533
city_of_berkeley,CITY OF BERKELEY,63-2976-11,063-2976-011-00,POPPY LN BERKELEY 94708,0300,R-1H,5287.0,0.121,0.0,0.0,False,37.89252205,-122.26142661
city_of_berkeley,CITY OF BERKELEY,60-2410-2,060-2410-002-00,1100 KAINS AVE BERKELEY 94706,0300,C-W,5197.0,0.119,0.0,0.0,False,37.88293449,-122.29589634
city_of_berkeley,CITY OF BERKELEY,56-1996-28,056-1996-028-00,SACRAMENTO ST BERKELEY 94702,0300,C-U,5157.0,0.118,9310.0,0.0,True,37.86988928,-122.28223222
city_of_berkeley,CITY OF BERKELEY,53-1602-6,053-1602-006-00,3016 HARPER ST BERKELEY 94703,0300,R-2A,5076.0,0.117,0.0,0.0,False,37.85351023,-122.27245732
city_of_berkeley,CITY OF BERKELEY,53-1626-6-1,053-1626-006-01,1255 HASKELL ST BERKELEY 94702,0300,R-2A,5061.0,0.116,0.0,0.0,False,37.85118659,-122.28363438
city_of_berkeley,CITY OF BERKELEY,52-1528-15-4,052-1528-015-04,ALCATRAZ AVE BERKELEY 94703,0300,C-AC,4897.0,0.112,0.0,0.0,False,37.84899204,-122.27083827
city_of_berkeley,CITY OF BERKELEY,56-1984-30,056-1984-030-00,2213 BYRON ST BERKELEY 94702,0300,R-2,4708.0,0.108,3173.0,0.0,True,37.86609932,-122.28952934
city_of_berkeley,CITY OF BERKELEY,56-1996-9,056-1996-009-00,1429 ADDISON ST BERKELEY 94702,0300,C-U,4591.0,0.105,0.0,0.0,False,37.86954492,-122.28287935
city_of_berkeley,CITY OF BERKELEY,64-4247-16,064-4247-016-00,HILLCREST RD BERKELEY 94705,0300,R-1H,4427.0,0.102,0.0,0.0,False,37.85204597,-122.24723448
city_of_berkeley,CITY OF BERKELEY,57-2067-7,057-2067-007-00,1547 HEARST AVE BERKELEY 94703,0300,R-2,4213.0,0.097,0.0,0.0,False,37.87256707,-122.28022627
city_of_berkeley,CITY OF BERKELEY,60-2409-69-2,060-2409-069-02,SANTA FE AVE BERKELEY 94706,0300,R-2,3923.0,0.09,0.0,0.0,False,37.88301575,-122.29061091
city_of_berkeley,CITY OF BERKELEY,53-1603-23,053-1603-023-00,2931 ELLIS ST BERKELEY 94703,0300,R-2A,3833.0,0.088,0.0,0.0,False,37.85461832,-122.27289000
city_of_berkeley,CITY OF BERKELEY,52-1568-5-1,052-1568-005-01,COLLEGE AVE BERKELEY 94705,0300,C-E,3665.0,0.084,0.0,0.0,False,37.85797882,-122.25355171
city_of_berkeley,CITY OF BERKELEY,54-1783-36,054-1783-036-00,DWIGHT WAY BERKELEY 94702,0300,R-1,3307.0,0.076,0.0,0.0,False,37.86112733,-122.28348466
city_of_berkeley,CITY OF BERKELEY,57-2099-14,057-2099-014-00,1819 4TH ST BERKELEY 94710,0300,C-W,3226.0,0.074,0.0,0.0,False,37.86945808,-122.30009766
city_of_berkeley,CITY OF BERKELEY,56-1996-2,056-1996-002-00,2020 SACRAMENTO ST BERKELEY 94702,0300,C-U,3174.0,0.073,1076.0,0.0,True,37.86977496,-122.28225402
city_of_berkeley,CITY OF BERKELEY,52-1529-11,052-1529-011-00,1907 HARMON ST BERKELEY 94703,0300,R-2A,3100.0,0.071,0.0,0.0,False,37.85004770,-122.26946180
city_of_berkeley,CITY OF BERKELEY,54-1752-2-1,054-1752-002-01,851 GRAYSON ST BERKELEY 94710,0300,U,3072.0,0.071,0.0,0.0,False,37.85453428,-122.29709431
city_of_berkeley,CITY OF BERKELEY,56-1996-3,056-1996-003-00,2030 SACRAMENTO ST BERKELEY 94702,0300,C-U,3021.0,0.069,1150.0,0.0,True,37.86969242,-122.28220688
city_of_berkeley,CITY OF BERKELEY,60-2473-38,060-2473-038-00,TAMALPAIS RD BERKELEY 94708,0300,R-1H,3011.0,0.069,0.0,0.0,False,37.88626753,-122.26015858
city_of_berkeley,CITY OF BERKELEY,60-2414-31-2,060-2414-031-02,NEILSON ST BERKELEY 94702,0300,R-2,2908.0,0.067,0.0,0.0,False,37.88017250,-122.28934458
city_of_berkeley,CITY OF BERKELEY,52-1568-8-1,052-1568-008-01,COLLEGE AVE BERKELEY 94703,0300,C-E,2836.0,0.065,0.0,0.0,False,37.85759495,-122.25366071
city_of_berkeley,CITY OF BERKELEY,63-2984-8-5,063-2984-008-05,TWAIN AVE BERKELEY 94708,0300,R-1H,2820.0,0.065,0.0,0.0,False,37.89016024,-122.25707430
city_of_berkeley,CITY OF BERKELEY,52-1529-10-2,052-1529-010-02,1909 HARMON ST BERKELEY 94703,0300,R-2A,2745.0,0.063,0.0,0.0,False,37.85008872,-122.26936850
city_of_berkeley,CITY OF BERKELEY,53-1633-3,053-1633-003-00,ASHBY AVE BERKELEY 94710,0300,MULI,2740.0,0.063,0.0,0.0,False,37.85141958,-122.28901517
city_of_berkeley,CITY OF BERKELEY,60-2469-55,060-2469-055-00,EL PORTAL CT BERKELEY 94708,0300,R-1H,2587.0,0.059,0.0,0.0,False,37.88500233,-122.25593498
city_of_berkeley,CITY OF BERKELEY,56-2005-3,056-2005-003-00,2002 CALIFORNIA ST BERKELEY 94703,0300,R-2,2542.0,0.058,0.0,0.0,False,37.86898559,-122.27938150
city_of_berkeley,CITY OF BERKELEY,58-2204-1,058-2204-001-00,LE CONTE AVE BERKELEY 94709,0300,R-2AH,2498.0,0.057,0.0,0.0,False,37.87731919,-122.25686288
city_of_berkeley,CITY OF BERKELEY,60-2416-77,060-2416-077-00,HOPKINS ST BERKELEY 94702,0300,R-2,2155.0,0.049,0.0,0.0,False,37.87836728,-122.28854775
city_of_berkeley,CITY OF BERKELEY,60-2469-43,060-2469-043-00,EL PORTAL CT BERKELEY 94708,0300,R-1H,2071.0,0.048,0.0,0.0,False,37.88500065,-122.25560114
city_of_berkeley,CITY OF BERKELEY,56-1990-4-3,056-1990-004-03,BONAR ST BERKELEY 94702,0300,R-2,1983.0,0.046,0.0,0.0,False,37.86764356,-122.28654616
city_of_berkeley,CITY OF BERKELEY,57-2051-16-2,057-2051-016-02,1901 HENRY ST BERKELEY 94704,0300,C-DMU Buffer,1552.0,0.036,0.0,0.0,False,37.87365831,-122.26955854
city_of_berkeley,CITY OF BERKELEY,60-2416-58,060-2416-058-00,HOPKINS ST BERKELEY 94702,0300,R-2,1349.0,0.031,0.0,0.0,False,37.87827494,-122.28860300
city_of_berkeley,CITY OF BERKELEY,64-4243-14,064-4243-014-00,EL CAMINO REAL BERKELEY 94705,0300,R-1H,1287.0,0.03,0.0,0.0,False,37.85489755,-122.24061499
