id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect
30,2001 CENTER St,057 202301300,"ZP2025-0107, PLN2025-0039",58.0,0.0,Under Review,2025-11-26,2026-01-09,,1,1,1,1,,
31,2712 TELEGRAPH Ave,054 171400501,ZP2025-0105,57.0,0.0,Under Review,2025-11-26,2026-01-15,,1,1,1,1,,SDT Architects
114,2727 HASTE St,055 186800500,ZP2026-0007,45.0,0.0,Under Review,,2026-02-24,,1,1,1,1,,
25,2455 TELEGRAPH Ave,055 187502900,PLN2025-0066,68.0,7.0,Under Review,2026-03-09,2026-03-17,,1,1,1,1,,
115,2455 TELEGRAPH Ave,055 187502900,ZP2026-0015,68.0,7.0,Under Review,2026-03-09,2026-03-17,,1,1,1,1,,
