id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,bp_issued_date,co_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect,construction_status,milestone_achieved
467,2100 San Pablo Ave,,,96,0,completed,,,,,2023-05-02,,,,,,,,CO Issued
404,2590 Bancroft Way,,,87,0,completed,,,,,2023-11-15,,,,,,,,CO Issued
168,3000 SAN PABLO Ave,,,78,0,completed,,,,,2023-06-05,,,,,,,,CO Issued
182,2072 Addison St,,,66,0,completed,,,2017-11-30,,2023-07-18,,,,,,,,CO Issued
466,2067 University Ave,,,50,0,completed,,,,,2023-08-10,,,,,,,,CO Issued
380,2023 Shattuck Ave,,,48,0,completed,,,,,2023-08-16,,,,,,,,CO Issued
91,2009 ADDISON St,,,45,0,completed,2024-01-01,,,,2023-04-04,,,,,,,,CO Issued
403,2028 Bancroft Way,,,37,0,completed,,,,,2023-07-28,,,,,,,,CO Issued
428,1717 University Ave,,,15,0,completed,,,,,2023-04-04,,,,,,,,CO Issued
379,1173 Hearst Ave,,,2,0,completed,,,,,2023-03-15,,,,,,,,CO Issued
396,2519 College Ave,,,2,0,completed,,,,,2023-05-11,,,,,,,,CO Issued
400,2718 Durant Ave,,,2,0,completed,,,,,2023-01-05,,,,,,,,CO Issued
402,131 Avenida Dr,,,2,0,completed,,,,,2023-08-15,,,,,,,,CO Issued
420,2339 Oregon St,,,2,0,completed,,,,,2023-03-10,,,,,,,,CO Issued
427,2422 Fifth St,,,2,0,completed,,,,,2023-03-13,,,,,,,,CO Issued
445,1434 Fifth St,,,2,0,completed,,,,,2023-09-20,,,,,,,,CO Issued
455,1333 Blake St,,,2,0,completed,,,,,2023-07-28,,,,,,,,CO Issued
468,1506 Bonita Ave,,,2,0,completed,,,,,2023-01-31,,,,,,,,CO Issued
304,605 NEILSON St,,,1,0,completed,,,,,2023-04-20,,,,,,,,CO Issued
370,1044 Page St,,,1,0,completed,,,,,2023-01-20,,,,,,,,CO Issued
371,1325 California St,,,1,0,completed,,,,,2023-06-12,,,,,,,,CO Issued
372,1437 Stannage Ave,,,1,0,completed,,,,,2023-04-03,,,,,,,,CO Issued
373,1907 Curtis St,,,1,0,completed,,,,,2023-12-05,,,,,,,,CO Issued
374,1921 Parker St,,,1,0,completed,,,,,2023-06-28,,,,,,,,CO Issued
375,2304 Russell St,,,1,0,completed,,,,,2023-06-23,,,,,,,,CO Issued
376,1438 Fifth St,,,1,0,completed,,,,,2023-06-22,,,,,,,,CO Issued
377,0 Grizzly Peak Blvd,,,1,0,completed,,,,,2023-03-23,,,,,,,,CO Issued
378,764 Page St,,,1,0,completed,,,,,2023-01-19,,,,,,,,CO Issued
382,1010 Wildcat Canyon Rd,,,1,0,completed,,,,,2023-03-07,,,,,,,,CO Issued
383,1016 Bancroft Way,,,1,0,completed,,,,,2023-01-09,,,,,,,,CO Issued
384,1118 Carleton St,,,1,0,completed,,,,,2023-10-06,,,,,,,,CO Issued
385,1222 Carleton St,,,1,0,completed,,,,,2023-10-23,,,,,,,,CO Issued
386,1525 Ada St,,,1,0,completed,,,,,2023-09-07,,,,,,,,CO Issued
387,1346 Haskell St,,,1,0,completed,,,,,2023-04-11,,,,,,,,CO Issued
388,1441 Cornell Ave,,,1,0,completed,,,,,2023-10-27,,,,,,,,CO Issued
389,1607 Fifth St,,,1,0,completed,,,,,2023-04-28,,,,,,,,CO Issued
390,1608 Ward St,,,1,0,completed,,,,,2023-10-11,,,,,,,,CO Issued
392,1919 Parker St,,,1,0,completed,,,,,2023-03-24,,,,,,,,CO Issued
393,1876 San Pedro Ave,,,1,0,completed,,,,,2023-06-12,,,,,,,,CO Issued
394,2310 Tenth St,,,1,0,completed,,,,,2023-05-15,,,,,,,,CO Issued
395,2336 Bonar St,,,1,0,completed,,,,,2023-05-30,,,,,,,,CO Issued
397,3107 Lewiston Ave,,,1,0,completed,,,,,2023-06-22,,,,,,,,CO Issued
398,1919 Ninth St,,,1,0,completed,,,,,2023-06-29,,,,,,,,CO Issued
401,1240 Cornell Ave,,,1,0,completed,,,,,2023-06-20,,,,,,,,CO Issued
405,1362 Hopkins St,,,1,0,completed,,,,,2023-08-14,,,,,,,,CO Issued
406,1510 Russell St,,,1,0,completed,,,,,2023-10-11,,,,,,,,CO Issued
407,1917 Napa Ave,,,1,0,completed,,,,,2023-04-26,,,,,,,,CO Issued
408,1404 Blake St,,,1,0,completed,,,,,2023-07-06,,,,,,,,CO Issued
409,1827 Sixty-Second St,,,1,0,completed,,,,,2023-07-18,,,,,,,,CO Issued
410,1884 Thousand Oaks Blvd,,,1,0,completed,,,,,2023-08-02,,,,,,,,CO Issued
411,1894 Harmon St,,,1,0,completed,,,,,2023-09-01,,,,,,,,CO Issued
412,2238 Curtis St,,,1,0,completed,,,,,2023-07-07,,,,,,,,CO Issued
413,2331 Jefferson Ave,,,1,0,completed,,,,,2023-07-07,,,,,,,,CO Issued
415,2445 Ashby Ave,,,1,0,completed,,,,,2023-06-27,,,,,,,,CO Issued
416,2523 Piedmont Ave,,,1,0,completed,,,,,2023-05-02,,,,,,,,CO Issued
417,2624 Regent St,,,1,0,completed,,,,,2023-08-28,,,,,,,,CO Issued
418,842 The Alameda,,,1,0,completed,,,,,2023-08-15,,,,,,,,CO Issued
419,2804 M L King Jr Way,,,1,0,completed,,,,,2023-09-22,,,,,,,,CO Issued
422,2806 Kelsey St,,,1,0,completed,,,,,2023-09-07,,,,,,,,CO Issued
423,2877 California St,,,1,0,completed,,,,,2023-01-05,,,,,,,,CO Issued
424,6450 Mystic St,,,1,0,completed,,,,,2023-02-23,,,,,,,,CO Issued
425,911 Regal Rd,,,1,0,completed,,,,,2023-12-14,,,,,,,,CO Issued
429,116 The Uplands,,,1,0,completed,,,,,2023-03-03,,,,,,,,CO Issued
430,1414 Seventh St,,,1,0,completed,,,,,2023-01-13,,,,,,,,CO Issued
431,1462 San Pablo Ave,,,1,0,completed,,,,,2023-06-08,,,,,,,,CO Issued
432,1620 Dwight Way,,,1,0,completed,,,,,2023-01-05,,,,,,,,CO Issued
433,1625 Chestnut St,,,1,0,completed,,,,,2023-08-14,,,,,,,,CO Issued
434,1925 Hopkins St,,,1,0,completed,,,,,2023-03-29,,,,,,,,CO Issued
435,2022 Dwight Way,,,1,0,completed,,,,,2023-05-18,,,,,,,,CO Issued
436,2237 Derby St,,,1,0,completed,,,,,2023-06-06,,,,,,,,CO Issued
438,2473 Prince St,,,1,0,completed,,,,,2023-05-31,,,,,,,,CO Issued
439,2724 Alcatraz Ave,,,1,0,completed,,,,,2023-03-28,,,,,,,,CO Issued
440,30 Alamo Ave,,,1,0,completed,,,,,2023-07-12,,,,,,,,CO Issued
