id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,bp_issued_date,co_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect,construction_status,milestone_achieved
441,3005 Harper St,,,1,0,completed,,,,,2023-08-08,,,,,,,,CO Issued
442,3038 Benvenue Ave,,,1,0,completed,,,,,2023-01-25,,,,,,,,CO Issued
444,808 Camelia St,,,1,0,completed,,,,,2023-08-16,,,,,,,,CO Issued
446,1074 Spruce St,,,1,0,completed,,,,,2023-03-30,,,,,,,,CO Issued
447,1301 Blake St,,,1,0,completed,,,,,2023-08-21,,,,,,,,CO Issued
448,1417 Northside Ave,,,1,0,completed,,,,,2023-05-31,,,,,,,,CO Issued
449,1575 Portland Ave,,,1,0,completed,,,,,2023-03-09,,,,,,,,CO Issued
450,2429 Ninth St,,,1,0,completed,,,,,2023-02-28,,,,,,,,CO Issued
451,2633 Etna St,,,1,0,completed,,,,,2023-04-25,,,,,,,,CO Issued
452,2842 Fulton St,,,1,0,completed,,,,,2023-05-18,,,,,,,,CO Issued
453,1071 Euclid Ave,,,1,0,completed,,,,,2023-10-25,,,,,,,,CO Issued
454,1253 Carrison St,,,1,0,completed,,,,,2023-04-26,,,,,,,,CO Issued
456,1615 Tyler St,,,1,0,completed,,,,,2023-08-21,,,,,,,,CO Issued
457,1901 Chestnut St,,,1,0,completed,,,,,2023-12-01,,,,,,,,CO Issued
458,20 Oakvale Ave,,,1,0,completed,,,,,2023-05-05,,,,,,,,CO Issued
459,2424 Edwards St,,,1,0,completed,,,,,2023-02-24,,,,,,,,CO Issued
460,2605 Ashby Ave,,,1,0,completed,,,,,2023-08-23,,,,,,,,CO Issued
461,3020 Benvenue Ave,,,1,0,completed,,,,,2023-09-08,,,,,,,,CO Issued
462,3129 Lewiston Ave,,,1,0,completed,,,,,2023-01-24,,,,,,,,CO Issued
463,734 Peralta Ave,,,1,0,completed,,,,,2023-03-01,,,,,,,,CO Issued
464,956 Jones St,,,1,0,completed,,,,,2023-12-13,,,,,,,,CO Issued
469,1516 Hopkins St,,,1,0,completed,,,,,2023-04-21,,,,,,,,CO Issued
470,1621 Eighth St,,,1,0,completed,,,,,2023-05-30,,,,,,,,CO Issued
471,2334 Jefferson Ave,,,1,0,completed,,,,,2023-05-03,,,,,,,,CO Issued
472,3004 Acton St,,,1,0,completed,,,,,2023-10-27,,,,,,,,CO Issued
888,2210 M L KING JR Way (basement ADU),,,1,0,completed,,,,,2023-01-11,,,,,,,,CO Issued
465,739 Channing Way,,,0,0,completed,,,,,2023-03-28,,,,,,,,CO Issued
173,2000 DWIGHT Way,,,113,0,completed,2019-05-24,,2020-09-30,2023-08-15,2025-06-17,,,,,Berkeley Ruby WIP Development LLC,Trachtenberg Architects,,BP Issued
153,1701 SAN PABLO Ave,,,110,110,under_construction,2024-01-01,,2013-08-08,2023-06-01,,,,,,,,,BP Issued
96,2099 M L KING JR Way,,,72,0,completed,2025-01-01,,,2023-07-17,2024-05-17,,,,,,,,BP Issued
172,2650 TELEGRAPH Ave,,,45,0,completed,2019-05-18,,2020-06-16,2023-08-02,2025-06-16,,,,,2650 TELEGRAPH LP,Trachtenberg Architects,,BP Issued
158,1367 UNIVERSITY Ave,,,39,39,completed,2024-01-01,,2023-03-13,2023-10-16,2025-05-06,,,,,Panoramic Interests,,,BP Issued
174,1773 OXFORD St,,,24,2,completed,2022-05-10,,2023-02-17,2023-11-13,2025-05-21,,,,,,,,BP Issued
63,1716 SEVENTH St,,,2,0,completed,2025-01-01,,,2023-06-06,,,,,,,,,BP Issued
134,2480 Bancroft Way,,,28,0,completed,2023-09-12,,2023-10-02,,2025-07-10,,,,,,,,Entitled
