"SitusStree","the_geom","DATE_UPDAT","APN","SitusStr_1","SitusUnit","SitusCity","SitusZip","UseCode","BuildingAr","LotSize","SitusAddre","Longitude","Latitude","PARCELID","EXT_MIN_X","EXT_MIN_Y","EXT_MAX_X","EXT_MAX_Y"
"3208","MULTIPOLYGON (((-122.26620506714936 37.85201016935349, -122.26653402737655 37.85196913610153, -122.26653407067133 37.85196935538573, -122.26654445636072 37.852023527478174, -122.26654445633393 37.852023530181896, -122.26653568727384 37.8520246319214, -122.26643018077115 37.85203789427606, -122.26620913141049 37.852065727027096, -122.26619610352235 37.85206736821445, -122.2661889153737 37.8520121840373, -122.26620506714936 37.85201016935349)))","2004-05-10","16-1428-2-2","SHATTUCK AVE",,"BERKELEY","94705","2400","2,395","1,995","3208 SHATTUCK AVE BERKELEY 94705","-122.26636568","37.85201812","016 142800202","564,525.0572","4,189,644.3367","564,556.3459","4,189,655.4693"
"6618","MULTIPOLYGON (((-122.26520034486127 37.85215380090012, -122.26553979394967 37.85209815289988, -122.26554196745352 37.8521085628859, -122.26554322628088 37.85211458327151, -122.26554828532815 37.85213879294569, -122.2655443108068 37.85213931884624, -122.26542523777522 37.85215508690019, -122.2653184752453 37.85216922639345, -122.2652065658621 37.85218404299106, -122.26520562170307 37.85217907547466, -122.26520124439297 37.85215811109461, -122.26520034486127 37.85215380090012)))","2007-03-02","16-1425-57","SHATTUCK AVE",,"BERKELEY","94609","8100","5,000","1,000","6618 SHATTUCK AVE BERKELEY 94609","-122.2653821","37.85214246","016 142505700","564,612.595","4,189,659.3389","564,643.192","4,189,669.0992"
"2320","MULTIPOLYGON (((-122.26080495483338 37.85272464976913, -122.26095538499494 37.852705053523565, -122.26096164870376 37.85273540244976, -122.26097032680832 37.85277747433669, -122.26081994763302 37.852797072723156, -122.26080974615886 37.85274762949394, -122.26080495483338 37.85272464976913)))","2004-05-10","16-1422-22","WOOLSEY ST",,"BERKELEY","94705","9300","0","1,174","2320 WOOLSEY ST BERKELEY 94705","-122.26088766","37.85275106","016 142202200","565,014.7806","4,189,729.858","565,029.3755","4,189,740.162"
"6699","MULTIPOLYGON (((-122.26033584925841 37.85278574812257, -122.26080495483338 37.85272464976913, -122.26080974615886 37.85274762949394, -122.26081994763302 37.852797072723156, -122.26032482022806 37.85286159843067, -122.26033584925841 37.85278574812257)))","2004-05-10","16-1422-20","TELEGRAPH AVE",,"BERKELEY","94609","9300","5,964","3,768","6699 TELEGRAPH AVE BERKELEY 94609","-122.26057139","37.8527926","016 142202000","565,027.9929","4,189,732.137","565,071.4947","4,189,747.6662"
"2314","MULTIPOLYGON (((-122.26095538499494 37.852705053523565, -122.26110576494261 37.85268546938844, -122.26111354663723 37.852723176983034, -122.26112070703476 37.85275787666565, -122.26097032680832 37.85277747433669, -122.26096164870376 37.85273540244976, -122.26095538499494 37.852705053523565)))","2004-05-10","16-1422-24","WOOLSEY ST",,"BERKELEY","94705","9300","0","1,174","2314 WOOLSEY ST BERKELEY 94705","-122.26103804","37.85273147","016 142202400","565,001.5682","4,189,727.5804","565,016.1587","4,189,737.8828"
"2312","MULTIPOLYGON (((-122.26110576494261 37.85268546938844, -122.26125272920763 37.852666325094134, -122.26126061723821 37.85270454708409, -122.26126767040256 37.852738722433635, -122.26112070703476 37.85275787666565, -122.26111354663723 37.852723176983034, -122.26110576494261 37.85268546938844)))","2004-05-10","16-1422-26","WOOLSEY ST",,"BERKELEY","94705","1100","1,268","7,148","2312 WOOLSEY ST BERKELEY 94705","-122.26118672","37.8527121","016 142202600","564,988.656","4,189,725.354","565,002.9463","4,189,735.6037"
"2308","MULTIPOLYGON (((-122.26142146498478 37.852718680730426, -122.26126767040256 37.852738722433635, -122.26126061723821 37.85270454708409, -122.26125272920763 37.852666325094134, -122.26140653149129 37.85264629427343, -122.26141280717341 37.852676714454, -122.26142146498478 37.852718680730426)))","2004-05-10","16-1422-28","WOOLSEY ST",,"BERKELEY","94705","7200","2,770","1,148","2308 WOOLSEY ST BERKELEY 94705","-122.2613371","37.85269251","016 142202800","564,975.1436","4,189,723.0245","564,990.034","4,189,733.3762"
"2304","MULTIPOLYGON (((-122.26140653149129 37.85264629427343, -122.2615569112635 37.85262670415201, -122.26156161484884 37.852649500334614, -122.2615718449996 37.85269908067806, -122.26142146498478 37.852718680730426, -122.26141280717341 37.852676714454, -122.26140653149129 37.85264629427343)))","2004-05-10","16-1422-30","WOOLSEY ST",,"BERKELEY","94705","1100","1,503","1,175","2304 WOOLSEY ST BERKELEY 94705","-122.26148919","37.85267269","016 142203000","564,961.9312","4,189,720.7463","564,976.5209","4,189,731.0455"
"2300","MULTIPOLYGON (((-122.2615569112635 37.85262670415201, -122.2617136999805 37.852606280667636, -122.26171672666102 37.85262113133818, -122.26172846437497 37.85267866963234, -122.2615718449996 37.85269908067806, -122.26156161484884 37.852649500334614, -122.2615569112635 37.85262670415201)))","2004-05-10","16-1422-32","WOOLSEY ST",,"BERKELEY","94705","1100","1,687","1,204","2300 WOOLSEY ST BERKELEY 94705","-122.26164273","37.85265268","016 142203200","564,948.1706","4,189,718.3712","564,963.3085","4,189,728.7662"
"2400","MULTIPOLYGON (((-122.25791566902711 37.85309720632792, -122.25822241189539 37.853056477231036, -122.2582243608257 37.85306560339062, -122.25823140818707 37.85309897312116, -122.25792464353289 37.853139703905775, -122.25791566902711 37.85309720632792)))","2004-05-10","16-1414-43","WOOLSEY ST",,"BERKELEY","94705","1100","1,998","1,412","2400 WOOLSEY ST BERKELEY 94705","-122.25807354","37.85309809","016 141404300","565,255.4519","4,189,770.7557","565,283.2303","4,189,780.198"
"2420","MULTIPOLYGON (((-122.2576513568992 37.85317598886982, -122.25751471746395 37.85319413113795, -122.25750574319702 37.85315163263042, -122.2575073355544 37.85315142185427, -122.25756971318205 37.853143140215835, -122.25764238593844 37.85313349309698, -122.2576513568992 37.85317598886982)))","2004-05-10","16-1414-48","WOOLSEY ST",,"BERKELEY","94705","1100","0","656","2420 WOOLSEY ST BERKELEY 94705","-122.25757855","37.85316381","016 141404800","565,306.4134","4,189,779.7063","565,319.2451","4,189,786.5235"
"3100","MULTIPOLYGON (((-122.25751471746395 37.85319413113795, -122.25734391892503 37.85321680943036, -122.25733494474476 37.853174311812204, -122.25734043889015 37.853173584871, -122.25750574319702 37.85315163263042, -122.25751471746395 37.85319413113795)))","2004-05-10","16-1414-50","COLBY ST",,"BERKELEY","94705","1100","0","850","3100 COLBY ST BERKELEY 94705","-122.25742483","37.85318422","016 141405000","565,318.4181","4,189,781.8145","565,334.2509","4,189,789.1592"
"2412","MULTIPOLYGON (((-122.25779610758579 37.85311307983914, -122.25781580210334 37.853110465845056, -122.25791566902711 37.85309720632792, -122.25792464353289 37.853139703905775, -122.25780508314308 37.853155579234915, -122.25779610758579 37.85311307983914)))","2004-05-10","16-1414-44","WOOLSEY ST",,"BERKELEY","94705","1100","0","560","2412 WOOLSEY ST BERKELEY 94705","-122.25786038","37.85312639","016 141404400","565,282.4033","4,189,775.4891","565,293.7346","4,189,782.043"
"2418","MULTIPOLYGON (((-122.25780508314308 37.853155579234915, -122.2576513568992 37.85317598886982, -122.25764238593844 37.85313349309698, -122.25779610758579 37.85311307983914, -122.25780508314308 37.853155579234915)))","2004-05-10","16-1414-46","WOOLSEY ST",,"BERKELEY","94705","1100","0","731","2418 WOOLSEY ST BERKELEY 94705","-122.25772373","37.85314454","016 141404600","565,292.9075","4,189,777.3339","565,307.2401","4,189,784.415"
"6420","MULTIPOLYGON (((-122.25301954426423 37.85170145290186, -122.25306053548655 37.85169600954269, -122.25307542608859 37.851832884324324, -122.25307539079922 37.851832889508216, -122.2530480741737 37.85183648904569, -122.2530478419969 37.851835391599806, -122.2530416126523 37.85180590862309, -122.25301954426423 37.85170145290186)))","2004-05-10","16-1410-32","BENVENUE AVE",,"BERKELEY","94618","7390","0","499","6420 BENVENUE AVE BERKELEY 94618","-122.25305017","37.85176219","016 141003200","565,710.1682","4,189,623.43","565,715.2011","4,189,639.0252"
"6432","MULTIPOLYGON (((-122.25307653125853 37.851971993390734, -122.25307665760398 37.8519719761663, -122.25309012699162 37.85197020223563, -122.25310532015219 37.8521077431802, -122.25307990253576 37.85198789106271, -122.25307653125853 37.851971993390734)))",,"16-1410-15-1","BENVENUE AVE",,"BERKELEY","94618","2500","0","100","6432 BENVENUE AVE BERKELEY 94618","-122.25309066","37.85201665","016 141001501","565,707.2943","4,189,653.8313","565,709.9475","4,189,669.081"
"2607","MULTIPOLYGON (((-122.25296792542585 37.85129062581408, -122.25301575014434 37.85128427585759, -122.25304560660008 37.85155876588431, -122.2530251133277 37.851561484874274, -122.25296792542585 37.85129062581408)))","2004-05-10","16-1410-22-1","ALCATRAZ AVE",,"BERKELEY","94705","2500","2,511","1,000","2607 ALCATRAZ AVE BERKELEY 94705","-122.2530107","37.85140561","016 141002201","565,713.0349","4,189,577.779","565,720.107","4,189,608.5292"
"6414","MULTIPOLYGON (((-122.25300775868153 37.851645626814594, -122.25300635923548 37.85163899973733, -122.25299095137828 37.85156602158237, -122.2530251133277 37.851561484874274, -122.25304560660008 37.85155876588431, -122.25306053548655 37.85169600954269, -122.25301954426423 37.85170145290186, -122.25300775868153 37.851645626814594)))","2004-05-10","16-1410-18-1","BENVENUE AVE",,"BERKELEY","94618","2600","0","200","6414 BENVENUE AVE BERKELEY 94618","-122.25302864","37.85162732","016 141001801","565,711.5997","4,189,608.2131","565,717.8368","4,189,624.0628"
"2634","MULTIPOLYGON (((-122.2535801748167 37.853716464488016, -122.25347086014754 37.85373097450746, -122.25345936146537 37.853676505845755, -122.25356867493754 37.85366199402636, -122.2535801748167 37.853716464488016)))","2004-05-10","16-1410-2-1","WOOLSEY ST",,"BERKELEY","94705","1100","1,551","644","2634 WOOLSEY ST BERKELEY 94705","-122.25351977","37.85369649","016 141000201","565,664.0919","4,189,841.2017","565,674.7557","4,189,848.924"
"3101","MULTIPOLYGON (((-122.25385858277616 37.85367950942451, -122.2535801748167 37.853716464488016, -122.25356867493754 37.85366199402636, -122.25384708269694 37.85362503898762, -122.25385858277616 37.85367950942451)))","2004-05-10","16-1410-1-1","BENVENUE AVE",,"BERKELEY","94705","1100","2,111","1,639","3101 BENVENUE AVE BERKELEY 94705","-122.25371363","37.85367075","016 141000101","565,639.6322","4,189,836.9057","565,665.1519","4,189,847.2372"
"6451","MULTIPOLYGON (((-122.2489930017352 37.85146944483115, -122.24923165985479 37.85145231083935, -122.2490418772779 37.85151306459567, -122.24901134755967 37.85152324017344, -122.2489930017352 37.85146944483115)))",,"48A-7075-15","MYSTIC ST",,"BERKELEY","94618","1100","0","468","6451 MYSTIC ST BERKELEY 94618","-122.24907857","37.85148158","048A707501500","566,048.6652","4,189,599.0929","566,069.6461","4,189,607.1185"
"6364","MULTIPOLYGON (((-122.2503416749934 37.851398532024824, -122.25048716478845 37.851392220791666, -122.25050242053335 37.85141822377741, -122.25050854292547 37.85142852667778, -122.25050611845779 37.85142930708832, -122.25037776158348 37.85147065164014, -122.25035535204785 37.85142586249849, -122.2503416749934 37.851398532024824)))","2004-05-10","48A-7072-9","MYSTIC ST",,"BERKELEY","94618","1100","1,655","1,000","6364 MYSTIC ST BERKELEY 94618","-122.25042139","37.85142392","048A707200900","565,936.3513","4,189,591.5384","565,951.0584","4,189,600.3177"
"6300","MULTIPOLYGON (((-122.25048716478845 37.851392220791666, -122.25054561104763 37.851384728108485, -122.25051794542561 37.85141741679262, -122.25050854292547 37.85142852667778, -122.25050242053335 37.85141822377741, -122.25048716478845 37.851392220791666)))","2004-05-10","48A-7072-12","CLAREMONT AVE",,"BERKELEY","94618","1100","0","169","6300 CLAREMONT AVE BERKELEY 94618","-122.25051376","37.85140184","048A707201200","565,933.1292","4,189,590.6658","565,938.2644","4,189,595.5515"
"6368","MULTIPOLYGON (((-122.25037776158348 37.85147065164014, -122.25036018426758 37.85147624402717, -122.25024755228213 37.851511947303344, -122.25020925813055 37.85143345496627, -122.25019874945491 37.85141191923883, -122.2503416749934 37.851398532024824, -122.25035535204785 37.85142586249849, -122.25037776158348 37.85147065164014)))","2004-05-10","48A-7072-8","MYSTIC ST",,"BERKELEY","94618","1100","1,799","1,440","6368 MYSTIC ST BERKELEY 94618","-122.2502878","37.85144905","048A707200800","565,947.8194","4,189,592.3414","565,963.6205","4,189,604.9915"
"6400","MULTIPOLYGON (((-122.25005111034746 37.851421577350344, -122.25019111616744 37.85141242042194, -122.25019874945491 37.85141191923883, -122.25020925813055 37.85143345496627, -122.25024755228213 37.851511947303344, -122.25013895195708 37.85154731562782, -122.25011833506002 37.851554486615534, -122.25006101250675 37.85144115522356, -122.25005111034746 37.851421577350344)))","2004-05-10","48A-7072-5","MYSTIC ST",,"BERKELEY","94618","1100","2,071","1,941","6400 MYSTIC ST BERKELEY 94618","-122.25015056","37.85147539","048A707200500","565,959.2379","4,189,593.9277","565,976.6006","4,189,609.8026"
"1","MULTIPOLYGON (((-122.24474640269985 37.865793218284445, -122.2446342744706 37.86472626516458, -122.24463662360544 37.86472611980586, -122.24488693257638 37.86471058646471, -122.2451177605118 37.86439130967933, -122.24526374596124 37.86426270386511, -122.24553845426303 37.86404162379423, -122.2450378110087 37.863360665119586, -122.24502094452475 37.863207452776436, -122.24496299492168 37.86306356582038, -122.24477915280163 37.862860557826785, -122.24443015184536 37.86271913496938, -122.24442621307335 37.86271753693952, -122.2444230475512 37.862716253916, -122.24441860152497 37.86267169797558, -122.24442552376344 37.86267125389762, -122.2453964484492 37.86260852906551, -122.24545626896332 37.86263062996441, -122.24555199699783 37.86264980910618, -122.24564241867989 37.862664265653834, -122.24569443762468 37.86266624288016, -122.24650923035388 37.86261848660358, -122.2465369097855 37.86305824440923, -122.24650700308415 37.863112240476674, -122.2464516327281 37.86318860225397, -122.24652304817133 37.86327887480797, -122.2463793194232 37.86343322493602, -122.2463762191591 37.86343635600737, -122.24637090315102 37.86344160895716, -122.24636757571443 37.86344460878821, -122.24632715774872 37.86356743765756, -122.24632387210745 37.8635750397494, -122.24636952235117 37.86374810323349, -122.24637324457217 37.863759029982134, -122.24654285333861 37.86389935511363, -122.24655171886556 37.86390815076933, -122.24671432719532 37.86397166695741, -122.24682099434632 37.8640140394946, -122.24686645659479 37.86403190188675, -122.24702520574868 37.86407899936962, -122.24702635515794 37.86407542048151, -122.24706717903773 37.86394859043766, -122.24707395728893 37.86394230761853, -122.24715010343124 37.86386564398154, -122.24715116736634 37.863865213658144, -122.24726509338274 37.86381930383457, -122.24728739038972 37.86381005582528, -122.248387439506 37.863369392840454, -122.24838679708556 37.863368171094415, -122.24830764661132 37.86321743940161, -122.24830046974971 37.86320724503749, -122.24818439958801 37.86305994670284, -122.24817186660614 37.863042970158816, -122.24805793668315 37.86298628050413, -122.2479386878613 37.86292486824582, -122.24793326978681 37.86291534483884, -122.24789505210632 37.86283762297714, -122.2476201100975 37.862711919839995, -122.24761622594835 37.862547165025696, -122.24761979202171 37.862546961589175, -122.24983404793423 37.86241953504829, -122.24988295757761 37.862435979781715, -122.24992136312291 37.86244914176876, -122.24995130102097 37.86246930331231, -122.24997434717737 37.86249161739554, -122.24999751509878 37.86251874424724, -122.25000560962098 37.86256875531888, -122.25031566534128 37.86587125812943, -122.24827259021868 37.8659935673896, -122.24631773516595 37.866111091010225, -122.24629009425837 37.86618772029584, -122.2455477927382 37.86624240346133, -122.24520481342523 37.86580286447543, -122.24474640269985 37.865793218284445)))",,"48H-7690-4","TANGLEWOOD RD",,"BERKELEY","94705","0300","0","1,692,476","1 TANGLEWOOD RD BERKELEY 94705","-122.24759682","37.86444624","048H769000400","565,940.4513","4,190,815.4996","566,462.0241","4,191,242.6928"
"2951","MULTIPOLYGON (((-122.24650923035388 37.86261848660358, -122.24651332260278 37.86261629200942, -122.24651273390877 37.862615603260345, -122.24761972832046 37.86254428164171, -122.24761979202171 37.862546961589175, -122.24761622594835 37.862547165025696, -122.2476201100975 37.862711919839995, -122.24789505210632 37.86283762297714, -122.24793326978681 37.86291534483884, -122.2479386878613 37.86292486824582, -122.24805793668315 37.86298628050413, -122.24817186660614 37.863042970158816, -122.24818439958801 37.86305994670284, -122.24830046974971 37.86320724503749, -122.24830764661132 37.86321743940161, -122.24838679708556 37.863368171094415, -122.248387439506 37.863369392840454, -122.24728739038972 37.86381005582528, -122.24726509338274 37.86381930383457, -122.24715116736634 37.863865213658144, -122.24715010343124 37.86386564398154, -122.24707395728893 37.86394230761853, -122.24706717903773 37.86394859043766, -122.24702635515794 37.86407542048151, -122.24702520574868 37.86407899936962, -122.24686645659479 37.86403190188675, -122.24682099434632 37.8640140394946, -122.24671432719532 37.86397166695741, -122.24655171886556 37.86390815076933, -122.24654285333861 37.86389935511363, -122.24637324457217 37.863759029982134, -122.24636952235117 37.86374810323349, -122.24632387210745 37.8635750397494, -122.24632715774872 37.86356743765756, -122.24636757571443 37.86344460878821, -122.24637090315102 37.86344160895716, -122.2463762191591 37.86343635600737, -122.2463793194232 37.86343322493602, -122.24652304817133 37.86327887480797, -122.2464516327281 37.86318860225397, -122.24650700308415 37.863112240476674, -122.2465369097855 37.86305824440923, -122.24650923035388 37.86261848660358)))",,"48H-7690-3","DERBY ST",,"BERKELEY","94705","7500","125,813","149,846","2951 DERBY ST BERKELEY 94705","-122.24721454","37.86325027","048H769000300","566,112.2911","4,190,830.9081","566,293.6221","4,191,001.6096"
"29","MULTIPOLYGON (((-122.2442482166268 37.8610711145238, -122.24429622943346 37.861130089579405, -122.2443181100391 37.86115667932244, -122.24433230557885 37.86117337583004, -122.2443628646509 37.86120553897095, -122.24439451715962 37.86123371459571, -122.2444385624058 37.861264654686, -122.24449975100899 37.86131318892186, -122.24428623316899 37.8614282502519, -122.2442482166268 37.8610711145238)))","2004-05-10","48H-7680-27","TANGLEWOOD RD",,"BERKELEY","94705","1100","0","3,075","29 TANGLEWOOD RD BERKELEY 94705","-122.24434273","37.86127787","048H768002700","566,456.1059","4,190,669.8532","566,478.4494","4,190,709.451"
"97","MULTIPOLYGON (((-122.24443142497447 37.86244679084656, -122.24451300797794 37.862644251074386, -122.24441627055171 37.86264980596647, -122.24438189683889 37.86232692297987, -122.24442139352993 37.86242251237184, -122.24442644020674 37.862434737430675, -122.24443142497447 37.86244679084656)))","2004-05-10","48H-7680-17","STONEWALL RD",,"BERKELEY","94705","1100","0","1,582","97 STONEWALL RD BERKELEY 94705","-122.24443706","37.86254033","048H768001700","566,453.7445","4,190,809.0923","566,465.5624","4,190,844.8923"
"3","MULTIPOLYGON (((-122.2451075114739 37.86238161897863, -122.24513792691262 37.862422372106515, -122.24519641337304 37.86247849915947, -122.24524601546969 37.86252515343845, -122.24529335426644 37.86254916896621, -122.24535133371114 37.86258402220942, -122.24486051348491 37.862616804411765, -122.2448291936638 37.86240633220035, -122.2451075114739 37.86238161897863)))","2004-05-10","48H-7680-1-2","TANGLEWOOD RD",,"BERKELEY","94705","1100","3,317","8,362","3 TANGLEWOOD RD BERKELEY 94705","-122.24503552","37.86250741","048H76800010-","566,380.0571","4,190,814.6445","566,426.1455","4,190,840.9145"
"5","MULTIPOLYGON (((-122.2450973440601 37.86236674827219, -122.2451075114739 37.86238161897863, -122.2448291936638 37.86240633220035, -122.24486051348491 37.862616804411765, -122.24451300797794 37.862644251074386, -122.24443142497447 37.86244679084656, -122.24444441799866 37.86244489228452, -122.24482868228856 37.86238882133041, -122.2450973440601 37.86236674827219)))","2004-05-10","48H-7680-2-1","TANGLEWOOD RD",,"BERKELEY","94705","1100","2,526","8,814","5 TANGLEWOOD RD BERKELEY 94705","-122.24467675","37.86251407","048H76800020-","566,401.686","4,190,813.0018","566,461.0981","4,190,844.2071"
"25","MULTIPOLYGON (((-122.24430675770044 37.861675381886876, -122.2441508228868 37.86150121938522, -122.24428623316899 37.8614282502519, -122.24449975100899 37.86131318892186, -122.24450570887585 37.86131766601277, -122.24452710553062 37.86133432398114, -122.2445481330886 37.86135128060888, -122.24456878146628 37.86136852141084, -122.24458905067281 37.86138604548596, -122.24460892936818 37.86140385005783, -122.24462841197901 37.861421924275376, -122.24464749736843 37.8614402681315, -122.24466617201493 37.86145886982286, -122.24468443819187 37.86147772936421, -122.24470228235005 37.86149683765593, -122.24471970798237 37.86151618660899, -122.24473670140162 37.86153578064223, -122.2447532604905 37.861555604420275, -122.24475724678622 37.86156056095722, -122.24474878730351 37.861601143235994, -122.244748106133 37.86160439433246, -122.24474755120859 37.86160674855215, -122.2447469418211 37.86160909250826, -122.24474628249912 37.861611428032454, -122.24474557549782 37.861613756941736, -122.24474481178746 37.8616160728692, -122.24474399931614 37.861618376767076, -122.24474313581041 37.86162066862078, -122.24474222690797 37.861622952972944, -122.24474126017815 37.8616252225335, -122.24474024697007 37.861627479177834, -122.24473918391024 37.861629719279115, -122.24473807214463 37.861631941943436, -122.24473691158127 37.861634156183094, -122.24473570233972 37.861636350282076, -122.24473444328322 37.86163852423308, -122.24473314004032 37.861640683479955, -122.24473178697328 37.86164282348009, -122.24473038520044 37.86164494604324, -122.2447289415607 37.86164704941069, -122.24472744927955 37.86164912903249, -122.24472591058449 37.86165118942946, -122.24472433003174 37.861653229729455, -122.24472270080076 37.86165524988877, -122.24472102868572 37.86165723912903, -122.24471931807723 37.861659212800404, -122.24471755546307 37.861661158198096, -122.24471575443823 37.861663079915765, -122.24471391389358 37.86166497524246, -122.24471203270159 37.861666843269624, -122.24471010853351 37.86166868939007, -122.24470813687915 37.86167050996969, -122.24470613258988 37.86167229789343, -122.24470408763487 37.86167406032011, -122.24470200545196 37.8616757945679, -122.2446998860687 37.86167749793308, -122.24469772945757 37.8616791731194, -122.24469553336341 37.86168081830972, -122.24469330234244 37.86168243263206, -122.24469103866822 37.86168401610097, -122.2446887366845 37.861685565976266, -122.24458864640548 37.86175108588003, -122.24458449359587 37.86175386675993, -122.24458039477072 37.86175670476744, -122.24457636015167 37.861759600869426, -122.24457238979383 37.86176254965847, -122.24456848368813 37.861765552035834, -122.24456464746304 37.861768613445385, -122.24456087783713 37.86177172124799, -122.24455717243569 37.86177488534265, -122.24455354384587 37.86177809769845, -122.24454998748378 37.86178136189121, -122.24454649998522 37.86178467339285, -122.24454308590637 37.861788031331365, -122.24453974751158 37.861791436622546, -122.24453648481004 37.861794888365154, -122.2445332966834 37.861798384749484, -122.24453018540517 37.86180192579008, -122.24452715442243 37.86180550790395, -122.2445242014709 37.86180913017524, -122.24452133220674 37.86181279534413, -122.24451854099216 37.86181649886801, -122.24451583237426 37.861820240776034, -122.2445132052438 37.86182401835724, -122.24451066527548 37.861827832549324, -122.2445082056579 37.8618316824073, -122.24450582985652 37.861835562545664, -122.24450354465516 37.86183947661309, -122.24450134551596 37.86184342367921, -122.24449923251255 37.86184739653416, -122.24449720444376 37.86185140147925, -122.24449526933135 37.861855432256945, -122.24449342149151 37.86185948883078, -122.24449166433455 37.861863571222614, -122.2444894014464 37.861869196985886, -122.24448664820272 37.861876307635214, -122.24431332190461 37.86168271546724, -122.24430675770044 37.861675381886876)))","2004-05-10","48H-7680-32-1","TANGLEWOOD RD",,"BERKELEY","94705","1100","4,850","18,652","25 TANGLEWOOD RD BERKELEY 94705","-122.24447493","37.8615701","048H768003201","566,433.2334","4,190,696.5327","566,486.6302","4,190,759.0211"
"19","MULTIPOLYGON (((-122.24442815751904 37.86207913482186, -122.24442717790771 37.862075649549645, -122.24442671511461 37.86207376648538, -122.24442629217262 37.8620718773678, -122.24442590905413 37.86206998490063, -122.24442556919699 37.86206808640201, -122.24442526801738 37.8620661854477, -122.24442501239105 37.86206427667412, -122.24442479768814 37.862062368163166, -122.24442462394548 37.86206045630987, -122.24442449684686 37.86205854115074, -122.24442440613382 37.86205662532383, -122.24442436090042 37.86205470888746, -122.24442435774563 37.86205279091854, -122.24442439209473 37.86205087409159, -122.24442447532458 37.86204895757831, -122.24442459603996 37.862047044009465, -122.24442476337171 37.862045129838464, -122.24442496702464 37.862043221308305, -122.24442521727556 37.86204131397847, -122.24442550839467 37.86203941231864, -122.24442584154632 37.862037513632416, -122.24442621220184 37.86203561608815, -122.24442662937258 37.862033727855284, -122.24442708741147 37.862031845292435, -122.2444275874369 37.86202997020937, -122.2444281249294 37.862028099873186, -122.24442870778189 37.86202624064358, -122.24442932921984 37.86202438797063, -122.24448664820272 37.861876307635214, -122.2444894014464 37.861869196985886, -122.24449166433455 37.861863571222614, -122.24449342149151 37.86185948883078, -122.24449526933135 37.861855432256945, -122.24449720444376 37.86185140147925, -122.24449923251255 37.86184739653416, -122.24450134551596 37.86184342367921, -122.24450354465516 37.86183947661309, -122.24450582985652 37.861835562545664, -122.2445082056579 37.8618316824073, -122.24451066527548 37.861827832549324, -122.2445132052438 37.86182401835724, -122.24451583237426 37.861820240776034, -122.24451854099216 37.86181649886801, -122.24452133220674 37.86181279534413, -122.2445242014709 37.86180913017524, -122.24452715442243 37.86180550790395, -122.24453018540517 37.86180192579008, -122.2445332966834 37.861798384749484, -122.24453648481004 37.861794888365154, -122.24453974751158 37.861791436622546, -122.24454308590637 37.861788031331365, -122.24454649998522 37.86178467339285, -122.24454998748378 37.86178136189121, -122.24455354384587 37.86177809769845, -122.24455717243569 37.86177488534265, -122.24456087783713 37.86177172124799, -122.24456464746304 37.861768613445385, -122.24456848368813 37.861765552035834, -122.24457238979383 37.86176254965847, -122.24457636015167 37.861759600869426, -122.24458039477072 37.86175670476744, -122.24458449359587 37.86175386675993, -122.24458864640548 37.86175108588003, -122.2446887366845 37.861685565976266, -122.24469103866822 37.86168401610097, -122.24469330234244 37.86168243263206, -122.24469553336341 37.86168081830972, -122.24469772945757 37.8616791731194, -122.2446998860687 37.86167749793308, -122.24470200545196 37.8616757945679, -122.24470408763487 37.86167406032011, -122.24470613258988 37.86167229789343, -122.24470813687915 37.86167050996969, -122.24471010853351 37.86166868939007, -122.24471203270159 37.861666843269624, -122.24471391389358 37.86166497524246, -122.24471575443823 37.861663079915765, -122.24471755546307 37.861661158198096, -122.24471931807723 37.861659212800404, -122.24472102868572 37.86165723912903, -122.24472270080076 37.86165524988877, -122.24472433003174 37.861653229729455, -122.24472591058449 37.86165118942946, -122.24472744927955 37.86164912903249, -122.2447289415607 37.86164704941069, -122.24473038520044 37.86164494604324, -122.24473178697328 37.86164282348009, -122.24473314004032 37.861640683479955, -122.24473444328322 37.86163852423308, -122.24473570233972 37.861636350282076, -122.24473691158127 37.861634156183094, -122.24473807214463 37.861631941943436, -122.24473918391024 37.861629719279115, -122.24474024697007 37.861627479177834, -122.24474126017815 37.8616252225335, -122.24474222690797 37.861622952972944, -122.24474313581041 37.86162066862078, -122.24474399931614 37.861618376767076, -122.24474481178746 37.8616160728692, -122.24474557549782 37.861613756941736, -122.24474628249912 37.861611428032454, -122.2447469418211 37.86160909250826, -122.24474755120859 37.86160674855215, -122.244748106133 37.86160439433246, -122.24474878730351 37.861601143235994, -122.24475724678622 37.86156056095722, -122.24476938529477 37.86157565343716, -122.24478506107319 37.86159592399333, -122.24480029133696 37.86161640619728, -122.24481506588263 37.861637097279846, -122.24482938480189 37.86165798822887, -122.2448432401648 37.86167907628981, -122.2448566286803 37.861700349724906, -122.24486955033888 37.86172180943552, -122.24488199386465 37.86174344633662, -122.2448939617055 37.86176524331944, -122.24490544697616 37.86178720664908, -122.24491644748552 37.861809328199975, -122.24492695996088 37.86183159443187, -122.24493697984558 37.861854006216994, -122.24494650380255 37.86187655632372, -122.24495435488079 37.86189626834976, -122.24446722013853 37.86207893304012, -122.24442815751904 37.86207913482186)))","2004-05-10","48H-7680-14","TANGLEWOOD RD",,"BERKELEY","94705","1100","2,201","13,300","19 TANGLEWOOD RD BERKELEY 94705","-122.24468823","37.86185443","048H768001400","566,415.5937","4,190,723.7958","566,462.0736","4,190,781.5668"
