"SitusStree","the_geom","DATE_UPDAT","APN","SitusStr_1","SitusUnit","SitusCity","SitusZip","UseCode","BuildingAr","LotSize","SitusAddre","Longitude","Latitude","PARCELID","EXT_MIN_X","EXT_MIN_Y","EXT_MAX_X","EXT_MAX_Y"
"3014","MULTIPOLYGON (((-122.27691987576833 37.85290849422792, -122.27726015522059 37.85286902910798, -122.27727970006576 37.85296212843444, -122.27693954168971 37.85300707692757, -122.27691987576833 37.85290849422792)))",,"53-1612-4","CALIFORNIA ST",,"BERKELEY","94703","1100","1,352","3,400","3014 CALIFORNIA ST BERKELEY 94703","-122.27709824","37.8529369","053 161200400","563,579.8156","4,189,736.8225","563,611.5169","4,189,752.3575"
"1534","MULTIPOLYGON (((-122.27734985504702 37.85314236368846, -122.27733031936795 37.85305064070914, -122.27746845041177 37.85303207899182, -122.27754653736179 37.85339965723886, -122.2774083700896 37.85341615575821, -122.27734985504702 37.85314236368846)))",,"53-1612-28","ASHBY AVE",,"BERKELEY","94703","1100","1,268","5,400","1534 ASHBY AVE BERKELEY 94703","-122.27743845","37.85322454","053 161202800","563,555.9652","4,189,754.7713","563,575.2864","4,189,797.4261"
"1505","MULTIPOLYGON (((-122.27856107043948 37.85251225902938, -122.27864916846833 37.8525020048458, -122.27873227397906 37.852861961111635, -122.27864252668581 37.85287566351963, -122.27856107043948 37.85251225902938)))",,"53-1612-18","TYLER ST",,"BERKELEY","94703","1300","1,031","3,578","1505 TYLER ST BERKELEY 94703","-122.27864638","37.85268878","053 161201800","563,452.1126","4,189,695.1556","563,467.4739","4,189,736.6181"
"1508","MULTIPOLYGON (((-122.2784042449564 37.85290673036825, -122.27855625330413 37.85288934568361, -122.27857352083181 37.85288701708038, -122.27860090518534 37.853017761735, -122.27865157867377 37.853252532284436, -122.27847895597336 37.85327779787759, -122.2784042449564 37.85290673036825)))",,"53-1612-21","ASHBY AVE",,"BERKELEY","94703","1100","1,220","6,750","1508 ASHBY AVE BERKELEY 94703","-122.27852693","37.85308195","053 161202100","563,458.8769","4,189,737.9247","563,480.9323","4,189,781.3467"
"3000","MULTIPOLYGON (((-122.27697683039405 37.85318917724539, -122.2771063457889 37.85317280637453, -122.27716135464156 37.85344458968227, -122.27703014965417 37.85346305385887, -122.27697683039405 37.85318917724539)))",,"53-1612-1","CALIFORNIA ST",,"BERKELEY","94703","2400","3,020","3,600","3000 CALIFORNIA ST BERKELEY 94703","-122.27706867","37.85331778","053 161200100","563,589.8125","4,189,770.6318","563,606.2652","4,189,802.8871"
"1527","MULTIPOLYGON (((-122.27746126166852 37.85266000024464, -122.27758553256298 37.85264163904775, -122.27765659880095 37.85300520757564, -122.27760654135228 37.85301214509553, -122.27753748508862 37.85302211244839, -122.27746126166852 37.85266000024464)))",,"53-1612-9","TYLER ST",,"BERKELEY","94703","1100","1,453","4,725","1527 TYLER ST BERKELEY 94703","-122.27755996","37.85283088","053 161200900","563,546.6213","4,189,711.3717","563,564.1023","4,189,753.6185"
"3007","MULTIPOLYGON (((-122.27857352083181 37.85288701708038, -122.27864252668581 37.85287566351963, -122.27873227397906 37.852861961111635, -122.27876328537745 37.85299951740049, -122.27860090518534 37.853017761735, -122.27857352083181 37.85288701708038)))",,"53-1612-19","SACRAMENTO ST",,"BERKELEY","94702","3100","1,932","2,400","3007 SACRAMENTO ST BERKELEY 94702","-122.27866821","37.8529415","053 161201900","563,449.2665","4,189,735.0368","563,466.0573","4,189,752.4124"
"1529","MULTIPOLYGON (((-122.27727970006576 37.85296212843444, -122.27726015522059 37.85286902910798, -122.27724053489216 37.85277318757512, -122.2772210863085 37.85268420955005, -122.27746126166852 37.85266000024464, -122.27753748508862 37.85302211244839, -122.27746845041177 37.85303207899182, -122.27733031936795 37.85305064070914, -122.27729924148558 37.85305453554108, -122.27727970006576 37.85296212843444)))",,"53-1612-8-1","TYLER ST",,"BERKELEY","94703","2400","3,114","4,725","1529 TYLER ST BERKELEY 94703","-122.27737945","37.85285548","053 161200801","563,557.0857","4,189,713.4935","563,585.2108","4,189,757.3781"
"1526","MULTIPOLYGON (((-122.2778758305059 37.852973747819526, -122.27789308775552 37.85297142826622, -122.27801742888029 37.85295581599574, -122.27808869111267 37.85332762419001, -122.27795050127536 37.85334343191542, -122.2778758305059 37.852973747819526)))",,"53-1612-24","ASHBY AVE",,"BERKELEY","94703","2100","1,737","5,400","1526 ASHBY AVE BERKELEY 94703","-122.27798299","37.85314929","053 161202400","563,508.3318","4,189,745.9362","563,527.3616","4,189,788.9883"
"1528","MULTIPOLYGON (((-122.27774116600042 37.852992254668756, -122.27777569635755 37.852987622906774, -122.2778758305059 37.852973747819526, -122.27795050127536 37.85334343191542, -122.27781582676785 37.853361265517776, -122.27774116600042 37.852992254668756)))",,"53-1612-25","ASHBY AVE",,"BERKELEY","94703","1100","1,676","5,400","1528 ASHBY AVE BERKELEY 94703","-122.27784585","37.85316767","053 161202500","563,520.4753","4,189,748.0221","563,539.1927","4,189,791.0586"
"1530","MULTIPOLYGON (((-122.27760654135228 37.85301214509553, -122.27765659880095 37.85300520757564, -122.27774116600042 37.852992254668756, -122.27781582676785 37.853361265517776, -122.27768289413697 37.853379745964986, -122.27760654135228 37.85301214509553)))",,"53-1612-26","ASHBY AVE",,"BERKELEY","94703","1100","1,428","5,400","1530 ASHBY AVE BERKELEY 94703","-122.27771158","37.85318602","053 161202600","563,532.3078","4,189,750.1671","563,551.0191","4,189,793.1995"
"1540","MULTIPOLYGON (((-122.2771063457889 37.85317280637453, -122.27722722553845 37.853157257511604, -122.2772788302568 37.853431849035644, -122.27716135464156 37.85344458968227, -122.2771063457889 37.85317280637453)))",,"53-1612-30","ASHBY AVE",,"BERKELEY","94703","1100","1,248","3,700","1540 ASHBY AVE BERKELEY 94703","-122.27719338","37.85330088","053 161203000","563,579.4887","4,189,768.8243","563,594.8853","4,189,800.7491"
"1500","MULTIPOLYGON (((-122.27860090518534 37.853017761735, -122.27876328537745 37.85299951740049, -122.27882080615542 37.85323144387416, -122.27865157867377 37.853252532284436, -122.27860090518534 37.853017761735)))",,"53-1612-20","ASHBY AVE",,"BERKELEY","94703","3300","3,750","4,165","1500 ASHBY AVE BERKELEY 94703","-122.27870923","37.85312619","053 161202000","563,444.0074","4,189,750.2778","563,463.5361","4,189,778.4261"
"1510","MULTIPOLYGON (((-122.2782333085679 37.85292921192581, -122.27825922503466 37.85292608916571, -122.27838696148609 37.85290836124676, -122.2784042449564 37.85290673036825, -122.27847895597336 37.85327779787759, -122.27830966430486 37.85329682143723, -122.2782333085679 37.85292921192581)))",,"53-1612-22","ASHBY AVE",,"BERKELEY","94703","1100","1,442","6,750","1510 ASHBY AVE BERKELEY 94703","-122.2783566","37.85310214","053 161202200","563,474.0415","4,189,740.227","563,495.951","4,189,783.5725"
"1528","MULTIPOLYGON (((-122.27789099515594 37.853895758003596, -122.27800486725302 37.8538812279997, -122.27800493344158 37.85388155106902, -122.27801345413778 37.85392351982181, -122.27807925765494 37.854247643052226, -122.27796538932449 37.854262196581686, -122.27789099515594 37.853895758003596)))","2009-08-14 10:41:04","53-1611-36","JULIA ST",,"BERKELEY","94703","7390","2,860","4,500","1528 JULIA ST BERKELEY 94703","-122.27798513","37.85407171","053 161103600","563,508.3724","4,189,848.6206","563,525.2363","4,189,890.9165"
"1524","MULTIPOLYGON (((-122.27800493344158 37.85388155106902, -122.27802869306092 37.85387851518039, -122.27802888768204 37.85387849023614, -122.27802914376106 37.85387845755706, -122.2780629712842 37.85387413505429, -122.27815551381067 37.853862310503416, -122.27816461201779 37.85386114862868, -122.27816465869053 37.853861141704414, -122.27816486907588 37.85386218128552, -122.2782388812902 37.854227241981256, -122.27807925765494 37.854247643052226, -122.27801345413778 37.85392351982181, -122.27800493344158 37.85388155106902)))","2015-12-18 16:20:14","53-1611-40","JULIA ST",,"BERKELEY","94703","1690","0","6,305","1524 JULIA ST BERKELEY 94703","-122.27812193","37.85405438","053 161104000","563,494.3474","4,189,846.2833","563,515.225","4,189,889.2243"
"1528","MULTIPOLYGON (((-122.27789099515594 37.853895758003596, -122.27800486725302 37.8538812279997, -122.27800493344158 37.85388155106902, -122.27801345413778 37.85392351982181, -122.27807925765494 37.854247643052226, -122.27796538932449 37.854262196581686, -122.27789099515594 37.853895758003596)))",,"53-1611-32","JULIA ST",,"BERKELEY","94703","7300","715","0","1528 JULIA ST BERKELEY 94703","-122.27798513","37.85407171","053 161103200","563,508.3724","4,189,848.6206","563,525.2363","4,189,890.9165"
"1528","MULTIPOLYGON (((-122.27789099515594 37.853895758003596, -122.27800486725302 37.8538812279997, -122.27800493344158 37.85388155106902, -122.27801345413778 37.85392351982181, -122.27807925765494 37.854247643052226, -122.27796538932449 37.854262196581686, -122.27789099515594 37.853895758003596)))",,"53-1611-33","JULIA ST",,"BERKELEY","94703","7300","715","0","1528 JULIA ST BERKELEY 94703","-122.27798513","37.85407171","053 161103300","563,508.3724","4,189,848.6206","563,525.2363","4,189,890.9165"
"1528","MULTIPOLYGON (((-122.27789099515594 37.853895758003596, -122.27800486725302 37.8538812279997, -122.27800493344158 37.85388155106902, -122.27801345413778 37.85392351982181, -122.27807925765494 37.854247643052226, -122.27796538932449 37.854262196581686, -122.27789099515594 37.853895758003596)))",,"53-1611-34","JULIA ST",,"BERKELEY","94703","7300","715","0","1528 JULIA ST BERKELEY 94703","-122.27798513","37.85407171","053 161103400","563,508.3724","4,189,848.6206","563,525.2363","4,189,890.9165"
"1528","MULTIPOLYGON (((-122.27789099515594 37.853895758003596, -122.27800486725302 37.8538812279997, -122.27800493344158 37.85388155106902, -122.27801345413778 37.85392351982181, -122.27807925765494 37.854247643052226, -122.27796538932449 37.854262196581686, -122.27789099515594 37.853895758003596)))",,"53-1611-35","JULIA ST",,"BERKELEY","94703","7300","715","0","1528 JULIA ST BERKELEY 94703","-122.27798513","37.85407171","053 161103500","563,508.3724","4,189,848.6206","563,525.2363","4,189,890.9165"
"1524","MULTIPOLYGON (((-122.27800493344158 37.85388155106902, -122.27802869306092 37.85387851518039, -122.27802888768204 37.85387849023614, -122.27802914376106 37.85387845755706, -122.2780629712842 37.85387413505429, -122.27815551381067 37.853862310503416, -122.27816461201779 37.85386114862868, -122.27816465869053 37.853861141704414, -122.27816486907588 37.85386218128552, -122.2782388812902 37.854227241981256, -122.27807925765494 37.854247643052226, -122.27801345413778 37.85392351982181, -122.27800493344158 37.85388155106902)))",,"53-1611-38","JULIA ST",,"BERKELEY","94703","1600","1,610","0","1524 JULIA ST BERKELEY 94703","-122.27812193","37.85405438","053 161103800","563,494.3474","4,189,846.2833","563,515.225","4,189,889.2243"
"1526","MULTIPOLYGON (((-122.27800493344158 37.85388155106902, -122.27802869306092 37.85387851518039, -122.27802888768204 37.85387849023614, -122.27802914376106 37.85387845755706, -122.2780629712842 37.85387413505429, -122.27815551381067 37.853862310503416, -122.27816461201779 37.85386114862868, -122.27816465869053 37.853861141704414, -122.27816486907588 37.85386218128552, -122.2782388812902 37.854227241981256, -122.27807925765494 37.854247643052226, -122.27801345413778 37.85392351982181, -122.27800493344158 37.85388155106902)))",,"53-1611-39","JULIA ST",,"BERKELEY","94703","1600","912","0","1526 JULIA ST BERKELEY 94703","-122.27812193","37.85405438","053 161103900","563,494.3474","4,189,846.2833","563,515.225","4,189,889.2243"
"1540","MULTIPOLYGON (((-122.27752892023042 37.85418275522133, -122.2775054446623 37.8540704883384, -122.27748968628423 37.85399106781185, -122.27748004865056 37.853950014193586, -122.27761992545203 37.85393211105083, -122.27769448233605 37.85429700056421, -122.27755634312524 37.85431488110466, -122.27752892023042 37.85418275522133)))",,"53-1611-30","JULIA ST",,"BERKELEY","94703","2100","1,679","5,400","1540 JULIA ST BERKELEY 94703","-122.27758779","37.85412326","053 161103000","563,542.1797","4,189,854.5281","563,561.3419","4,189,897.0403"
"1516","MULTIPOLYGON (((-122.27830021880396 37.853842216260254, -122.27843835120873 37.85382364260528, -122.27851643101258 37.85419054506981, -122.27837827069287 37.85420841563172, -122.27830021880396 37.853842216260254)))",,"53-1611-24","JULIA ST",,"BERKELEY","94703","2700","2,828","5,400","1516 JULIA ST BERKELEY 94703","-122.27840833","37.85401618","053 161102400","563,469.9621","4,189,841.9366","563,489.2816","4,189,884.6686"
"1514","MULTIPOLYGON (((-122.27843835120873 37.85382364260528, -122.27857479095707 37.853807171052125, -122.27859436288291 37.853900950796785, -122.27865110339606 37.85417271787128, -122.27851643101258 37.85419054506981, -122.27843835120873 37.85382364260528)))",,"53-1611-23","JULIA ST",,"BERKELEY","94703","2100","2,272","5,400","1514 JULIA ST BERKELEY 94703","-122.27854505","37.8539982","053 161102300","563,458.1299","4,189,840.0163","563,477.1456","4,189,882.5919"
"1515","MULTIPOLYGON (((-122.27836377838177 37.85345807474846, -122.278500288663 37.85344502863005, -122.27853784394674 37.85363879734945, -122.27857095217726 37.853791435263425, -122.27857479095707 37.853807171052125, -122.27843835120873 37.85382364260528, -122.27836377838177 37.85345807474846)))",,"53-1611-15","ASHBY AVE",,"BERKELEY","94703","1100","1,569","5,400","1515 ASHBY AVE BERKELEY 94703","-122.2784686","37.85363358","053 161101500","563,465.1567","4,189,799.8867","563,484.0195","4,189,841.9366"
"2962","MULTIPOLYGON (((-122.27710914843745 37.853869079075324, -122.27745440324921 37.85381992800676, -122.27747208648638 37.85390686993748, -122.27712498756618 37.85395124459028, -122.27710914843745 37.853869079075324)))",,"53-1611-5","CALIFORNIA ST",,"BERKELEY","94703","1100","1,049","3,000","2962 CALIFORNIA ST BERKELEY 94703","-122.27729183","37.85388657","053 161100500","563,562.0794","4,189,842.1939","563,594.0406","4,189,856.988"
"1508","MULTIPOLYGON (((-122.27859436288291 37.853900950796785, -122.27873080270712 37.8538844826691, -122.27878750022678 37.854154179143556, -122.27865110339606 37.85417271787128, -122.27859436288291 37.853900950796785)))",,"53-1611-22","JULIA ST",,"BERKELEY","94703","1100","1,300","4,000","1508 JULIA ST BERKELEY 94703","-122.27869087","37.85402816","053 161102200","563,446.1466","4,189,848.4881","563,463.3545","4,189,880.5224"
"1525","MULTIPOLYGON (((-122.2779545616325 37.8535129966494, -122.2780892923618 37.853497232607005, -122.27812113606049 37.85365098771013, -122.27816463805213 37.853861043336785, -122.27816465869053 37.853861141704414, -122.27816461201779 37.85386114862868, -122.27815551381067 37.853862310503416, -122.2780629712842 37.85387413505429, -122.27802914376106 37.85387845755706, -122.27802888768204 37.85387849023614, -122.27802881946619 37.853878141918166, -122.2779545616325 37.8535129966494)))",,"53-1611-12","ASHBY AVE",,"BERKELEY","94703","1100","1,611","5,400","1525 ASHBY AVE BERKELEY 94703","-122.27805937","37.85368777","053 161101200","563,501.191","4,189,805.9583","563,519.9726","4,189,848.3005"
"1549","MULTIPOLYGON (((-122.27740704258781 37.85357824274709, -122.27743245084818 37.8536987187919, -122.27708536314037 37.8537430906982, -122.27705653849401 37.85362470894479, -122.27740704258781 37.85357824274709)))",,"53-1611-7","ASHBY AVE",,"BERKELEY","94703","2200","1,789","4,500","1549 ASHBY AVE BERKELEY 94703","-122.27724571","37.85366103","053 161100700","563,565.745","4,189,815.4108","563,598.8788","4,189,833.92"
"1505","MULTIPOLYGON (((-122.27861250676229 37.85342960823581, -122.27872992267383 37.853414101503496, -122.27877088762787 37.853605760376844, -122.27865520989295 37.85362192132085, -122.27861250676229 37.85342960823581)))",,"53-1611-17","ASHBY AVE",,"BERKELEY","94703","1100","983","2,516","1505 ASHBY AVE BERKELEY 94703","-122.27869204","37.85351764","053 161101700","563,448.0781","4,189,796.2992","563,462.1624","4,189,819.4079"
"1537","MULTIPOLYGON (((-122.27747208648638 37.85390686993748, -122.27745440324921 37.85381992800676, -122.27743245084818 37.8536987187919, -122.27740704258781 37.85357824274709, -122.27754182625165 37.85356453280632, -122.27761992545203 37.85393211105083, -122.27748004865056 37.853950014193586, -122.27747208648638 37.85390686993748)))",,"53-1611-8","ASHBY AVE",,"BERKELEY","94703","1120","2,172","5,400","1537 ASHBY AVE BERKELEY 94703","-122.27751272","37.85375771","053 161100800","563,549.0519","4,189,813.7979","563,568.0837","4,189,856.6097"
"1527","MULTIPOLYGON (((-122.2779545616325 37.8535129966494, -122.27802881946619 37.853878141918166, -122.27802888768204 37.85387849023614, -122.27802869306092 37.85387851518039, -122.27800493344158 37.85388155106902, -122.27800486725302 37.8538812279997, -122.27789099515594 37.853895758003596, -122.27781292204169 37.85352886687786, -122.2779545616325 37.8535129966494)))",,"53-1611-11","ASHBY AVE",,"BERKELEY","94703","2400","3,864","5,400","1527 ASHBY AVE BERKELEY 94703","-122.27792162","37.85370325","053 161101100","563,513.1203","4,189,807.799","563,532.4195","4,189,850.3102"
"2958","MULTIPOLYGON (((-122.27714427947268 37.85403335468835, -122.27748968628423 37.85399106781185, -122.2775054446623 37.8540704883384, -122.27716187883662 37.8541175616188, -122.27714427947268 37.85403335468835)))",,"53-1611-3","CALIFORNIA ST",,"BERKELEY","94703","1100","1,220","3,000","2958 CALIFORNIA ST BERKELEY 94703","-122.2773236","37.85405333","053 161100300","563,559.0043","4,189,861.1581","563,590.8089","4,189,875.416"
"1509","MULTIPOLYGON (((-122.278500288663 37.85344502863005, -122.27861250676229 37.85342960823581, -122.27865520989295 37.85362192132085, -122.27853784394674 37.85363879734945, -122.278500288663 37.85344502863005)))",,"53-1611-16","ASHBY AVE",,"BERKELEY","94703","1100","1,062","2,516","1509 ASHBY AVE BERKELEY 94703","-122.27857658","37.85353459","053 161101600","563,458.2408","4,189,798.0995","563,472.0214","4,189,821.3601"
"1550","MULTIPOLYGON (((-122.27718540547664 37.854231880227125, -122.27752892023042 37.85418275522133, -122.27755634312524 37.85431488110466, -122.2772110231587 37.8543612777031, -122.27718540547664 37.854231880227125)))",,"53-1611-1","JULIA ST",,"BERKELEY","94703","1100","1,223","5,000","1550 JULIA ST BERKELEY 94703","-122.27737107","37.85427265","053 161100100","563,554.3168","4,189,882.3994","563,587.0204","4,189,902.4232"
"1530","MULTIPOLYGON (((-122.2777563196985 37.853913584315926, -122.27789099515594 37.853895758003596, -122.27796538932449 37.854262196581686, -122.27782920993744 37.85428124311741, -122.2777563196985 37.853913584315926)))",,"53-1611-28","JULIA ST",,"BERKELEY","94703","2200","1,471","5,400","1530 JULIA ST BERKELEY 94703","-122.27786052","37.85408858","053 161102800","563,518.3772","4,189,850.3102","563,537.0688","4,189,893.1224"
"2979","MULTIPOLYGON (((-122.27853784394674 37.85363879734945, -122.27865520989295 37.85362192132085, -122.27877088762787 37.853605760376844, -122.27872992267383 37.853414101503496, -122.27885771703397 37.8533984392004, -122.27893530465808 37.85374473841473, -122.27857095217726 37.853791435263425, -122.27853784394674 37.85363879734945)))",,"53-1611-18-2","SACRAMENTO ST",,"BERKELEY","94702","3100","4,940","8,625","2979 SACRAMENTO ST BERKELEY 94702","-122.27876043","37.85363336","053 161101802","563,433.4947","4,189,794.4746","563,468.5514","4,189,838.273"
"2973","MULTIPOLYGON (((-122.27857479095707 37.853807171052125, -122.27857095217726 37.853791435263425, -122.27893530465808 37.85374473841473, -122.27896395950528 37.85385624180022, -122.2788637957787 37.85386873323713, -122.27873080270712 37.8538844826691, -122.27859436288291 37.853900950796785, -122.27857479095707 37.853807171052125)))",,"53-1611-18-3","SACRAMENTO ST",,"BERKELEY","94702","3200","6,560","4,333","2973 SACRAMENTO ST BERKELEY 94702","-122.27876708","37.85382342","053 161101803","563,430.8783","4,189,832.8443","563,465.5079","4,189,850.408"
"1535","MULTIPOLYGON (((-122.277678237094 37.85354668403346, -122.27781292204169 37.85352886687786, -122.27789099515594 37.853895758003596, -122.2777563196985 37.853913584315926, -122.277678237094 37.85354668403346)))",,"53-1611-10","ASHBY AVE",,"BERKELEY","94703","9400","0","5,400","1535 ASHBY AVE BERKELEY 94703","-122.27778462","37.85372122","053 161101000","563,525.2363","4,189,809.6562","563,544.2529","4,189,852.3797"
"2951","MULTIPOLYGON (((-122.2788637957787 37.85386873323713, -122.27896395950528 37.85385624180022, -122.27902578695097 37.85412311337458, -122.27892217588489 37.854136352555685, -122.2788637957787 37.85386873323713)))",,"53-1611-20","SACRAMENTO ST",,"BERKELEY","94702","3100","1,400","3,000","2951 SACRAMENTO ST BERKELEY 94702","-122.27894409","37.85399688","053 161102000","563,425.2105","4,189,845.1963","563,439.6793","4,189,876.3034"
"1504","MULTIPOLYGON (((-122.27873080270712 37.8538844826691, -122.2788637957787 37.85386873323713, -122.27892217588489 37.854136352555685, -122.27878750022678 37.854154179143556, -122.27873080270712 37.8538844826691)))",,"53-1611-21","JULIA ST",,"BERKELEY","94703","1100","1,218","4,000","1504 JULIA ST BERKELEY 94703","-122.27882607","37.85401129","053 161102100","563,434.3141","4,189,846.6503","563,451.3656","4,189,878.3728"
"1518","MULTIPOLYGON (((-122.27816465869053 37.853861141704414, -122.27830021880396 37.853842216260254, -122.27837827069287 37.85420841563172, -122.2782388812902 37.854227241981256, -122.27816486907588 37.85386218128552, -122.27816465869053 37.853861141704414)))",,"53-1611-25","JULIA ST",,"BERKELEY","94703","7700","3,590","5,400","1518 JULIA ST BERKELEY 94703","-122.2782707","37.85403557","053 161102500","563,482.1011","4,189,844.0913","563,501.191","4,189,886.8522"
"1519","MULTIPOLYGON (((-122.27822564335645 37.85347663568558, -122.27836377838177 37.85345807474846, -122.27843835120873 37.85382364260528, -122.27830021880396 37.853842216260254, -122.27822564335645 37.85347663568558)))",,"53-1611-14","ASHBY AVE",,"BERKELEY","94703","1100","1,370","5,400","1519 ASHBY AVE BERKELEY 94703","-122.278332","37.85365014","053 161101400","563,477.1456","4,189,801.427","563,496.1558","4,189,844.0913"
"2976","MULTIPOLYGON (((-122.27708536314037 37.8537430906982, -122.27743245084818 37.8536987187919, -122.27745440324921 37.85381992800676, -122.27710914843745 37.853869079075324, -122.27708536314037 37.8537430906982)))",,"53-1611-6","CALIFORNIA ST",,"BERKELEY","94703","2200","1,917","4,500","2976 CALIFORNIA ST BERKELEY 94703","-122.27726919","37.85378283","053 161100600","563,563.7097","4,189,828.7605","563,596.2413","4,189,847.8824"
"1521","MULTIPOLYGON (((-122.27816463805213 37.853861043336785, -122.27812113606049 37.85365098771013, -122.2780892923618 37.853497232607005, -122.27822564335645 37.85347663568558, -122.27830021880396 37.853842216260254, -122.27816465869053 37.853861141704414, -122.27816463805213 37.853861043336785)))",,"53-1611-13","ASHBY AVE",,"BERKELEY","94703","7700","3,427","5,400","1521 ASHBY AVE BERKELEY 94703","-122.27819495","37.85366905","053 161101300","563,489.2816","4,189,803.5803","563,508.1334","4,189,846.2833"
"1535","MULTIPOLYGON (((-122.27754182625165 37.85356453280632, -122.277678237094 37.85354668403346, -122.2777563196985 37.853913584315926, -122.27761992545203 37.85393211105083, -122.27754182625165 37.85356453280632)))",,"53-1611-9","ASHBY AVE",,"BERKELEY","94703","9400","1,963","5,400","1535 ASHBY AVE BERKELEY 94703","-122.27764906","37.85373926","053 161100900","563,537.0688","4,189,811.7247","563,556.2381","4,189,854.5281"
"2956","MULTIPOLYGON (((-122.27716187883662 37.8541175616188, -122.2775054446623 37.8540704883384, -122.27752892023042 37.85418275522133, -122.27718540547664 37.854231880227125, -122.27716187883662 37.8541175616188)))",,"53-1611-2","CALIFORNIA ST",,"BERKELEY","94703","1100","1,434","4,000","2956 CALIFORNIA ST BERKELEY 94703","-122.27734491","37.85415075","053 161100200","563,556.8427","4,189,869.9592","563,589.1883","4,189,888.0838"
"1534","MULTIPOLYGON (((-122.27761992545203 37.85393211105083, -122.2777563196985 37.853913584315926, -122.27782920993744 37.85428124311741, -122.27769448233605 37.85429700056421, -122.27761992545203 37.85393211105083)))",,"53-1611-29","JULIA ST",,"BERKELEY","94703","2500","2,721","5,400","1534 JULIA ST BERKELEY 94703","-122.27772496","37.85410549","053 161102900","563,530.3409","4,189,852.3797","563,549.0519","4,189,894.9624"
"2960","MULTIPOLYGON (((-122.27712498756618 37.85395124459028, -122.27747208648638 37.85390686993748, -122.27748004865056 37.853950014193586, -122.27748968628423 37.85399106781185, -122.27714427947268 37.85403335468835, -122.27712498756618 37.85395124459028)))",,"53-1611-4","CALIFORNIA ST",,"BERKELEY","94703","1100","1,136","3,000","2960 CALIFORNIA ST BERKELEY 94703","-122.27730813","37.85397055","053 161100400","563,560.4588","4,189,851.8282","563,592.5766","4,189,866.0851"
"1522","MULTIPOLYGON (((-122.27826358204851 37.854698394581725, -122.27835337183156 37.854686048283355, -122.27839999485944 37.854680541390664, -122.27845903159267 37.85497561294374, -122.27832614887468 37.854996153864796, -122.27826358204851 37.854698394581725)))",,"53-1610-23","RUSSELL ST",,"BERKELEY","94703","1100","1,196","4,360","1522 RUSSELL ST BERKELEY 94703","-122.27836194","37.85483702","053 161002300","563,474.3385","4,189,937.0369","563,491.7703","4,189,972.1048"
"1510","MULTIPOLYGON (((-122.27864687537235 37.85464591757632, -122.27871937442072 37.85463589405993, -122.2787763267035 37.85462748052426, -122.27883866736455 37.854915640276374, -122.27870236766236 37.85493830036869, -122.27864687537235 37.85464591757632)))",,"53-1610-20","RUSSELL ST",,"BERKELEY","94703","1100","836","3,780","1510 RUSSELL ST BERKELEY 94703","-122.27874123","37.85478329","053 161002000","563,440.9927","4,189,930.8939","563,458.0962","4,189,965.4301"
"1514","MULTIPOLYGON (((-122.27853813683085 37.85466266078158, -122.278583029379 37.85465649067624, -122.27859525420432 37.854654457445555, -122.27864687537235 37.85464591757632, -122.27870236766236 37.85493830036869, -122.27859879547266 37.85495290946427, -122.27853813683085 37.85466266078158)))",,"53-1610-21","RUSSELL ST",,"BERKELEY","94703","1100","1,146","3,780","1514 RUSSELL ST BERKELEY 94703","-122.27862138","37.85479888","053 161002100","563,452.9638","4,189,933.0275","563,467.6478","4,189,967.1214"
"1524","MULTIPOLYGON (((-122.27813245422132 37.85471958596242, -122.27824637940839 37.85470276767066, -122.27826358204851 37.854698394581725, -122.27832614887468 37.854996153864796, -122.27818806697853 37.85501678083382, -122.27813245422132 37.85471958596242)))",,"53-1610-24","RUSSELL ST",,"BERKELEY","94703","1100","1,330","4,400","1524 RUSSELL ST BERKELEY 94703","-122.2782279","37.85485933","053 161002400","563,486.0108","4,189,939.1105","563,503.2877","4,189,974.4873"
"1526","MULTIPOLYGON (((-122.2779874205665 37.8547396311067, -122.27802024772596 37.854735703560486, -122.27813245422132 37.85471958596242, -122.27818806697853 37.85501678083382, -122.27805344224049 37.8550366636382, -122.2779874205665 37.8547396311067)))",,"53-1610-25","RUSSELL ST",,"BERKELEY","94703","1100","1,056","4,400","1526 RUSSELL ST BERKELEY 94703","-122.27808997","37.85487653","053 161002500","563,498.1404","4,189,941.5509","563,516.0294","4,189,976.7849"
"1506","MULTIPOLYGON (((-122.2787763267035 37.85462748052426, -122.27885741535387 37.85461389984957, -122.27889195101264 37.85460926148764, -122.27894737084806 37.8548982097944, -122.27883866736455 37.854915640276374, -122.2787763267035 37.85462748052426)))",,"53-1610-19","RUSSELL ST",,"BERKELEY","94703","2400","2,064","3,780","1506 RUSSELL ST BERKELEY 94703","-122.27886324","37.85476098","053 161001900","563,431.4448","4,189,928.7939","563,446.7239","4,189,962.8233"
"2910","MULTIPOLYGON (((-122.27726245898779 37.85462832431082, -122.27747996546866 37.85459757486562, -122.27751964515579 37.854807793806096, -122.27743679820225 37.85482002524644, -122.2773038948625 37.854839884410374, -122.27726245898779 37.85462832431082)))",,"53-1610-2","CALIFORNIA ST",,"BERKELEY","94703","2300","2,064","4,586","2910 CALIFORNIA ST BERKELEY 94703","-122.27739133","37.85471827","053 161000200","563,557.122","4,189,928.4576","563,579.9013","4,189,955.4621"
