OBJECTID,APN,ST_NUM,FEANME,FEATYP,DIRPRE,DIRSUF,MUN,UNIT,UNIT_TYP,SRC_DATE,REV_DATE,SPADID,ADDRESS,CITY,ZIPCODE,ADDRESSLOOKUP,X_CORD,Y_CORD,longitude,latitude
26255,052 156502700,2951.0,ASHBY,AV,,,BE,,,1138924800000,1679519245000,101371136,2951 Ashby Ave,Berkeley,94705,2951 Ashby Ave Berkeley CA 94705,-13608380.3302,4559425.4341,-122.2461604273012,37.85828428995279
26259,058 218203803,1715.0,SPRUCE,ST,,,BE,1,,1138924800000,1679519245000,101015528,1715 Spruce St 1,Berkeley,94709,1715 Spruce St 1 Berkeley CA 94709,-13610495.1213,4562040.0018,-122.26515791897972,37.87682572307675
26271,056 201001200,2128.0,ROOSEVELT,AV,,,BE,,,1138924800000,1679519245000,101371143,2128 Roosevelt Ave,Berkeley,94703,2128 Roosevelt Ave Berkeley CA 94703,-13611758.1717,4560942.1817,-122.27650409376903,37.86904100505052
26292,059 228500500,1410.0,HOLLY,ST,,,BE,,,1138924800000,1679519245000,101015550,1410 Holly St,Berkeley,94703,1410 Holly St Berkeley CA 94703,-13612380.682,4562318.076,-122.28209619893916,37.87879743583151
26294,052 156501902,2900.0,CLAREMONT,AV,,,BE,,,1138924800000,1679519245000,101371151,2900 Claremont Ave,Berkeley,94705,2900 Claremont Ave Berkeley CA 94705,-13608251.518,4559495.7374,-122.24500328762078,37.85878291292718
26304,060 241600700,1218.0,ORDWAY,ST,,,BE,,,1138924800000,1707535431000,101015554,1218 Ordway St,Berkeley,94706,1218 Ordway St Berkeley CA 94706,-13612888.2601,4562734.3226,-122.2866558505903,37.88174877508788
26325,055 182401900,2124.0,BLAKE,ST,,,BE,2,,1138924800000,1679519245000,101015569,2124 Blake St 2,Berkeley,94704,2124 Blake St 2 Berkeley CA 94704,-13610596.4496,4560083.2876,-122.26606816658575,37.86294995424496
26334,053 162900100,2900.0,MABEL,ST,,,BE,,,1138924800000,1679519245000,101015573,2900 Mabel St,Berkeley,94702,2900 Mabel St Berkeley CA 94702,-13612618.6606,4558811.1135,-122.28423399707587,37.85392710538291
26341,048H769000300,2951.0,DERBY,ST,,,BE,132,,1138924800000,1679519245000,101015578,2951 Derby St 132,Berkeley,94705,2951 Derby St 132 Berkeley CA 94705,-13608512.6412,4560113.7272,-122.24734899723678,37.86316583247865
26355,057 205602300,1945.0,BERKELEY,WY,,,BE,303,,1138924800000,1679519245000,101371178,1945 Berkeley Way 303,Berkeley,94704,1945 Berkeley Way 303 Berkeley CA 94704,-13611176.3485,4561486.2119,-122.27127748703688,37.8728988635272
26367,053 158702401,2130.0,ASHBY,AV,,,BE,3,,1138924800000,1679519245000,101371184,2130 Ashby Ave 3,Berkeley,94705,2130 Ashby Ave 3 Berkeley CA 94705,-13610494.3347,4558994.0255,-122.26515085283168,37.85522447012172
26395,055 183200701,2339.0,PARKER,ST,,,BE,4,,1138924800000,1679519245000,101015614,2339 Parker St 4,Berkeley,94704,2339 Parker St 4 Berkeley CA 94704,-13610044.6602,4560120.8903,-122.2611113580694,37.86321663323086
26396,052 151902900,1499.0,ALCATRAZ,AV,,,BE,311,APT,1569619973000,1682025705000,101371194,1499 Alcatraz Av Apt 311,Berkeley,94702,1499 Alcatraz Av Apt 311 Berkeley CA 94702,-13611951.0628,4557976.7228,-122.27823686400204,37.848008619727075
26433,058 215402800,1520.0,CEDAR,ST,,,BE,,,1138924800000,1679519245000,101015638,1520 Cedar St,Berkeley,94703,1520 Cedar St Berkeley CA 94703,-13612319.7671,4561999.9714,-122.28154899108212,37.87654187920083
26434,059 226701200,1580.0,MILVIA,ST,,,BE,,,1138924800000,1679519245000,101015639,1580 Milvia St,Berkeley,94709,1580 Milvia St Berkeley CA 94709,-13611223.6122,4562269.3002,-122.2717020640778,37.87845158999045
26438,055 188201700,2322.0,HASTE,ST,,,BE,2,,1138924800000,1679519245000,101015643,2322 Haste St 2,Berkeley,94704,2322 Haste St 2 Berkeley CA 94704,-13610140.6449,4560416.4165,-122.2619736032999,37.86531247645735
26450,055 186301400,2907.0,CHANNING,WY,,,BE,,,1138924800000,1679519245000,101371214,2907 Channing Way,Berkeley,94704,2907 Channing Way Berkeley CA 94704,-13608824.5354,4560819.5361,-122.25015079050566,37.86817126556251
26455,052 157307400,3001.0,TELEGRAPH,AV,,,BE,410,APT,1582676334000,1679519245000,101371216,3001 Telegraph Ave Apt 410,Berkeley,94705,3001 Telegraph Ave Apt 410 Berkeley CA 94705,-13609851.4144,4559075.0518,-122.25937540151207,37.85579916904686
26485,057 208605300,1129.0,HEARST,AV,,,BE,C,,1138924800000,1679519245000,101371235,1129 Hearst Ave C,Berkeley,94702,1129 Hearst Ave C Berkeley CA 94702,-13613426.3225,4561206.0268,-122.2914893473676,37.87091202393933
26487,056 199705500,7.0,ACTON,CI,,,BE,,,1138924800000,1679519245000,101371236,7 Acton Cir,Berkeley,94702,7 Acton Cir Berkeley CA 94702,-13612501.2828,4560848.3933,-122.28317957435831,37.86837590690003
26495,056 193800200,904.0,BANCROFT,WY,,,BE,,,1138924800000,1679519245000,101371240,904 Bancroft Way,Berkeley,94710,904 Bancroft Way Berkeley CA 94710,-13613792.8376,4560169.7479,-122.29478180852952,37.863563130716976
26496,053 167501900,1709.0,OREGON,ST,,,BE,,,1138924800000,1679519245000,101015672,1709 Oregon St,Berkeley,94703,1709 Oregon St Berkeley CA 94703,-13611572.7319,4559221.4766,-122.2748382597028,37.85683771152497
26497,058 215300100,1628.0,CALIFORNIA,ST,,,BE,,,1138924800000,1679519245000,101015673,1628 California St,Berkeley,94703,1628 California St Berkeley CA 94703,-13612206.3179,4561900.784,-122.28052985957882,37.87583856560158
26501,060 247502601,51.0,DEL MAR,AV,,,BE,,,1138924800000,1679519245000,101371243,51 Del Mar Ave,Berkeley,94708,51 Del Mar Ave Berkeley CA 94708,-13609248.1585,4562912.4872,-122.25395626156003,37.88301199053112
26509,054 171101400,2525.0,STUART,ST,,,BE,301,,1138924800000,1679519245000,101015682,2525 Stuart St 301,Berkeley,94705,2525 Stuart St 301 Berkeley CA 94705,-13609495.2852,4559663.927,-122.25617623847724,37.85997577636822
26520,055 184102800,2615.0,REGENT,ST,,,BE,1,,1138924800000,1679519245000,101015689,2615 Regent St 1,Berkeley,94704,2615 Regent St 1 Berkeley CA 94704,-13609608.012,4560066.5911,-122.25718888055096,37.862831542074495
26535,059 229105400,1639.0,CURTIS,ST,,,BE,,,1138924800000,1679519245000,101015702,1639 Curtis St,Berkeley,94702,1639 Curtis St Berkeley CA 94702,-13613251.4315,4561689.0752,-122.28991827478404,37.87433736780706
26550,058 215401700,1507.0,LINCOLN,ST,,,BE,,,1138924800000,1679519245000,101015714,1507 Lincoln St,Berkeley,94703,1507 Lincoln St Berkeley CA 94703,-13612372.3383,4561939.5265,-122.2820212462068,37.87611327999464
26555,062 287800400,1715.0,PORTLAND,AV,,,BE,,,1138924800000,1679519245000,101371258,1715 Portland Ave,Berkeley,94707,1715 Portland Ave Berkeley CA 94707,-13612579.7207,4564576.1104,-122.28388419400255,37.894806298697134
26562,056 200401301,1615.0,ADDISON,ST,,,BE,B,,1138924800000,1679519245000,101015720,1615 Addison St B,Berkeley,94703,1615 Addison St B Berkeley CA 94703,-13612015.3451,4561089.6596,-122.27881432172794,37.87008682883802
26567,056 199801500,2208.0,SACRAMENTO,ST,,,BE,C,,1138924800000,1679519245000,101015723,2208 Sacramento St C,Berkeley,94702,2208 Sacramento St C Berkeley CA 94702,-13612399.6243,4560616.9751,-122.2822663605152,37.8667347846984
26584,052 158500500,2131.0,PRINCE,ST,,,BE,,,1138924800000,1679519245000,101015731,2131 Prince St,Berkeley,94705,2131 Prince St Berkeley CA 94705,-13610456.7846,4558751.3879,-122.26481353454416,37.853503476578425
26594,061 259802400,761.0,SAN DIEGO,RD,,,BE,,,1138924800000,1679519245000,101015737,761 San Diego Rd,Berkeley,94707,761 San Diego Rd Berkeley CA 94707,-13611403.8031,4564731.4645,-122.27332074647312,37.895907589944606
26605,059 228401300,1533.0,BUENA,AV,,,BE,,,1138924800000,1679519245000,101371284,1533 Buena Ave,Berkeley,94703,1533 Buena Ave Berkeley CA 94703,-13612284.5919,4562264.4459,-122.28123300688434,37.87841717038483
26619,055 187800200,2312.0,TELEGRAPH,AV,,,BE,,,1138924800000,1679519245000,101371294,2312 Telegraph Ave,Berkeley,94704,2312 Telegraph Ave Berkeley CA 94704,-13609848.9653,4560833.7632,-122.25935340087248,37.86827215736154
26633,052 156506000,2940.0,CLAREMONT,AV,,,BE,8,,1138924800000,1679519245000,101371301,2940 Claremont Ave 8,Berkeley,94705,2940 Claremont Ave 8 Berkeley CA 94705,-13608333.949,4559362.2523,-122.24574377789264,37.85783617301714
26646,060 247300600,190.0,TAMALPAIS,RD,,,BE,,,1138924800000,1679519245000,101015761,190 Tamalpais Rd,Berkeley,94708,190 Tamalpais Rd Berkeley CA 94708,-13609811.8346,4563289.9295,-122.25901985011926,37.88568804509193
26649,053 162604000,1216.0,CARRISON,ST,,,BE,,,1138924800000,1682037523000,101371307,1216 Carrison St,Berkeley,94702,1216 Carrison St Berkeley CA 94702,-13612666.0354,4558459.5879,-122.2846595721451,37.851433728003066
26651,052 141002001,3110.0,COLLEGE,AV,,,BE,1,,1138924800000,1679519245000,101371309,3110 College Ave 1,Berkeley,94705,3110 College Ave 1 Berkeley CA 94705,-13609141.6819,4558731.5169,-122.2529997659882,37.85336253265811
26658,055 185902801,345.0,PANORAMIC,WY,,,BE,,,1138924800000,1679519245000,101371313,345 Panoramic Way,Berkeley,94704,345 Panoramic Way Berkeley CA 94704,-13608295.394,4561020.4672,-122.24539743243486,37.86959616016689
26659,059 225900300,2162.0,VINE,ST,,,BE,4,,1138924800000,1679519245000,101015766,2162 Vine St 4,Berkeley,94709,2162 Vine St 4 Berkeley CA 94709,-13610729.0525,4562519.9978,-122.26725935870364,37.88022914934698
26667,058 216802300,1810.0,FRANCISCO,ST,,,BE,1,APT,1138924800000,1679519245000,101015771,1810 Francisco St Apt 1,Berkeley,94703,1810 Francisco St Apt 1 Berkeley CA 94703,-13611615.0733,4561737.3334,-122.27521861897053,37.874679562714945
26675,058 218201901,1862.0,ARCH,ST,,,BE,6,,1138924800000,1679519245000,101015776,1862 Arch St 6,Berkeley,94709,1862 Arch St 6 Berkeley CA 94709,-13610404.6275,4561796.3952,-122.26434499934314,37.87509836289433
26685,058 219000500,2317.0,HEARST,AV,,,BE,,,1138924800000,1679519245000,101371324,2317 Hearst Ave,Berkeley,94709,2317 Hearst Ave Berkeley CA 94709,-13610260.3337,4561768.35,-122.2630487860837,37.87489949802299
26716,054 180102700,1536.0,PARKER,ST,,,BE,,,1138924800000,1679519245000,101015795,1536 Parker St,Berkeley,94703,1536 Parker St Berkeley CA 94703,-13612024.3197,4559724.9378,-122.2788949419314,37.860408482970115
26740,055 185000303,2750.0,DWIGHT,WY,,,BE,8,,1138924800000,1679519245000,101371351,2750 Dwight Way 8,Berkeley,94704,2750 Dwight Way 8 Berkeley CA 94704,-13609011.6738,4560455.9577,-122.25183188335532,37.865592894302104
26746,055 184502300,2631.0,BENVENUE,AV,,,BE,3,,1138924800000,1679519245000,101371354,2631 Benvenue Ave 3,Berkeley,94704,2631 Benvenue Ave 3 Berkeley CA 94704,-13609309.9176,4560006.7458,-122.25451105299466,37.86240711552032
26754,055 184600101,2501.0,BENVENUE,AV,,,BE,7,,1138924800000,1679519245000,101371356,2501 Benvenue Ave 7,Berkeley,94704,2501 Benvenue Ave 7 Berkeley CA 94704,-13609355.4277,4560415.1998,-122.25491987717878,37.8653038478608
26764,060 244701700,1839.0,ROSE,ST,,,BE,,,1138924800000,1679519245000,101015826,1839 Rose St,Berkeley,94703,1839 Rose St Berkeley CA 94703,-13611536.6055,4562710.4129,-122.27451373072998,37.8815792498507
26773,060 239500601,1454.0,KAINS,AV,,,BE,,,1138924800000,1679519245000,101371363,1454 Kains Ave,Berkeley,94702,1454 Kains Ave Berkeley CA 94702,-13613704.5235,4562064.4217,-122.29398846947116,37.876998876918925
26778,057 201400300,1826.0,ALLSTON,WY,,,BE,,,1138924800000,1679519245000,101371367,1826 Allston Way,Berkeley,94703,1826 Allston Way Berkeley CA 94703,-13611499.0314,4560848.3681,-122.27417619684682,37.86837572819408
26782,056 197902603,1150.0,UNIVERSITY,AV,,,BE,1,,1138924800000,1679519245000,101371370,1150 University Ave 1,Berkeley,94702,1150 University Ave 1 Berkeley CA 94702,-13613303.8052,4560935.5101,-122.290388755736,37.86899369376023
26790,055 184602800,2525.0,BENVENUE,AV,,,BE,9,,1138924800000,1679519245000,101371372,2525 Benvenue Ave 9,Berkeley,94704,2525 Benvenue Ave 9 Berkeley CA 94704,-13609334.8042,4560322.3014,-122.25473461312616,37.864645027739655
26818,063 296505300,677.0,GRIZZLY PEAK,BL,,,BE,,,1138924800000,1679519245000,101371384,677 Grizzly Peak Blvd,Berkeley,94708,677 Grizzly Peak Blvd Berkeley CA 94708,-13610492.566,4565279.8062,-122.26513496432923,37.899794603244885
26829,060 241402800,1233.0,HOPKINS,ST,,,BE,,,1138924800000,1679519245000,101015863,1233 Hopkins St,Berkeley,94702,1233 Hopkins St Berkeley CA 94702,-13613306.3491,4562112.7162,-122.29041160797853,37.87734131685376
26832,058 218900600,2317.0,LE CONTE,AV,,,BE,4,,1138924800000,1679519245000,101371396,2317 Le Conte Ave 4,Berkeley,94709,2317 Le Conte Ave 4 Berkeley CA 94709,-13610315.8881,4561826.1783,-122.26354783974988,37.87530955040113
26839,052 156200300,3000.0,COLLEGE,AV,,,BE,2,,1138924800000,1679519245000,101371398,3000 College Ave 2,Berkeley,94705,3000 College Ave 2 Berkeley CA 94705,-13609168.8175,4559090.1673,-122.25324352923045,37.855906378945704
26841,054 171901300,2138.0,DERBY,ST,,,BE,1,,1138924800000,1679519245000,101015869,2138 Derby St 1,Berkeley,94705,2138 Derby St 1 Berkeley CA 94705,-13610483.3261,4559712.6066,-122.2650519608953,37.86032102666482
26850,055 187900601,2431.0,CHANNING,WY,,,BE,BID,,1138924800000,1679519245000,101371406,2431 Channing Way Bid,Berkeley,94704,2431 Channing Way Bid Berkeley CA 94704,-13609855.0999,4560694.0882,-122.25940850892184,37.86728164298409
26857,056 201101800,2009.0,MCGEE,AV,,,BE,2,,1138924800000,1679519245000,101371410,2009 Mcgee Ave 2,Berkeley,94703,2009 Mcgee Ave 2 Berkeley CA 94703,-13611834.1562,4561156.2455,-122.2771866741461,37.870559010777
26861,058 219301100,2420.0,VIRGINIA,ST,,,BE,101,,1138924800000,1679519245000,101015879,2420 Virginia St 101,Berkeley,94709,2420 Virginia St 101 Berkeley CA 94709,-13610146.454,4562114.6592,-122.26202578733307,37.87735509397503
26867,052 156403800,2708.0,WEBSTER,ST,,,BE,,,1138924800000,1679519245000,101015885,2708 Webster St,Berkeley,94705,2708 Webster St Berkeley CA 94705,-13609062.3765,4559038.488,-122.25228735345888,37.85553983187346
26872,063 298600500,1106.0,CRAGMONT,AV,,,BE,,,1138924800000,1679519245000,101371413,1106 Cragmont Ave,Berkeley,94708,1106 Cragmont Ave Berkeley CA 94708,-13610021.6416,4563904.956,-122.2609045784674,37.89004835615671
26887,063 311010400,621.0,VISTAMONT,AV,,,BE,,,1138924800000,1679519245000,101371418,621 Vistamont Ave,Berkeley,94708,621 Vistamont Ave Berkeley CA 94708,-13610283.509,4565641.6256,-122.2632569733457,37.90235930912245
26893,064 423803300,80.0,HAZEL,RD,,,BE,,,1138924800000,1679519245000,101015901,80 Hazel Rd,Berkeley,94705,80 Hazel Rd Berkeley CA 94705,-13608213.3527,4559140.7614,-122.24466044289764,37.85626522722697
26898,056 199400503,1320.0,ADDISON,ST,,,BE,A205,UNIT,1138924800000,1679519245000,101015903,1320 Addison St Unit A205,Berkeley,94702,1320 Addison St Unit A205 Berkeley CA 94702,-13612765.8345,4560847.0645,-122.28555608271382,37.868366483704115
26900,052 156600900,2831.0,ASHBY,AV,,,BE,,,1138924800000,1679519245000,101371425,2831 Ashby Ave,Berkeley,94705,2831 Ashby Ave Berkeley CA 94705,-13608737.779,4559396.8596,-122.24937144450448,37.8580816256403
26924,053 169501100,2834.0,COLLEGE,AV,,,BE,,,1138924800000,1679519245000,101371439,2834 College Ave,Berkeley,94705,2834 College Ave Berkeley CA 94705,-13609196.3949,4559488.2381,-122.2534912612296,37.858729724641925
26928,057 207900101,1300.0,DELAWARE,ST,,,BE,37,,1138924800000,1679519245000,101015921,1300 Delaware St 37,Berkeley,94702,1300 Delaware St 37 Berkeley CA 94702,-13612861.6882,4561366.8075,-122.28641715115133,37.87205215343004
26930,059 226902800,1423.0,MARTIN LUTHER KING JR,WY,,,BE,B5,,1138924800000,1679519245000,101371441,1423 Martin Luther King Jr Way B5,Berkeley,94709,1423 Martin Luther King Jr Way B5 Berkeley CA 94709,-13611443.7204,4562582.4186,-122.27367932968004,37.88067173437693
26952,058 217101400,1628.0,BONITA,AV,,,BE,,,1138924800000,1679519245000,101371454,1628 Bonita Ave,Berkeley,94709,1628 Bonita Ave Berkeley CA 94709,-13611340.1624,4562036.7343,-122.2727490523381,37.8768025542295
26961,055 186701600,2710.0,HASTE,ST,,,BE,3,,1138924800000,1679519245000,101015935,2710 Haste St 3,Berkeley,94704,2710 Haste St 3 Berkeley CA 94704,-13609176.3444,4560568.3625,-122.25331114452356,37.8663900395911
26963,063 298803201,1118.0,KEITH,AV,,,BE,,,1138924800000,1679519245000,101371461,1118 Keith Ave,Berkeley,94708,1118 Keith Ave Berkeley CA 94708,-13610054.9423,4563770.476,-122.2612037237452,37.889094964609626
26967,058 218202400,2255.0,HEARST,AV,,,BE,15,,1138924800000,1679519245000,101371464,2255 Hearst Ave 15,Berkeley,94709,2255 Hearst Ave 15 Berkeley CA 94709,-13610484.4721,4561717.811,-122.26506225558848,37.874541131181395
26969,058 220700300,2704.0,VIRGINIA,ST,,,BE,1,,1138924800000,1679519245000,101015938,2704 Virginia St 1,Berkeley,94709,2704 Virginia St 1 Berkeley CA 94709,-13609520.6861,4562225.0431,-122.25640441864424,37.87813778268205
26984,059 228302100,1710.0,ROSE,ST,,,BE,,,1138924800000,1679519245000,101015950,1710 Rose St,Berkeley,94703,1710 Rose St Berkeley CA 94703,-13612067.2839,4562488.6428,-122.27928089590672,37.88000683056459
26987,057 202500400,2018.0,SHATTUCK,AV,,,BE,170,,1138924800000,1679519245000,101371471,2018 Shattuck Ave 170,Berkeley,94704,2018 Shattuck Ave 170 Berkeley CA 94704,-13610893.482,4561296.1894,-122.26873645403374,37.871551387921315
26994,054 181201700,2609.0,GRANT,ST,,,BE,B,,1138924800000,1679519245000,101015957,2609 Grant St B,Berkeley,94703,2609 Grant St B Berkeley CA 94703,-13611428.2674,4559796.7655,-122.27354051301916,37.860917902963806
27000,057 205003101,2050.0,DELAWARE,ST,,,BE,313,,1138924800000,1679519245000,101015961,2050 Delaware St 313,Berkeley,94709,2050 Delaware St 313 Berkeley CA 94709,-13610928.0355,4561696.7832,-122.26904685340544,37.87439202470472
27009,061 258500400,826.0,SHATTUCK,AV,,,BE,,,1138924800000,1679519245000,101371481,826 Shattuck Ave,Berkeley,94707,826 Shattuck Ave Berkeley CA 94707,-13611204.6286,4564096.4714,-122.27153153149756,37.891406076990926
27025,055 182000300,2037.0,CARLETON,ST,,,BE,,,1138924800000,1679519245000,101015970,2037 Carleton St,Berkeley,94704,2037 Carleton St Berkeley CA 94704,-13610814.5866,4559864.6092,-122.26802772459706,37.86139906420067
27028,055 184201801,2511.0,PARKER,ST,,,BE,3,,1138924800000,1679519245000,101015973,2511 Parker St 3,Berkeley,94704,2511 Parker St 3 Berkeley CA 94704,-13609583.8468,4560181.6463,-122.25697180086593,37.86364751377379
27029,052 156308600,3151.0,COLLEGE,AV,,,BE,3,,1138924800000,1679519245000,101371492,3151 College Ave 3,Berkeley,94705,3151 College Ave 3 Berkeley CA 94705,-13609056.77,4558541.329,-122.25223698941248,37.85201352661456
27038,060 239401000,1456.0,STANNAGE,AV,,,BE,,,1138924800000,1679519245000,101371496,1456 Stannage Ave,Berkeley,94702,1456 Stannage Ave Berkeley CA 94702,-13613606.4682,4562070.7743,-122.29310762372438,37.87704392114388
27047,053 167503203,1730.0,STUART,ST,,,BE,C,,1138924800000,1679519245000,101015986,1730 Stuart St C,Berkeley,94703,1730 Stuart St C Berkeley CA 94703,-13611470.833,4559298.6278,-122.27392288630972,37.85738491347863
27063,053 166302100,2817.0,WALLACE,ST,,,BE,,,1138924800000,1679519245000,101015994,2817 Wallace St,Berkeley,94702,2817 Wallace St Berkeley CA 94702,-13612831.7938,4558876.1003,-122.28614860518702,37.85438804868408
27088,052 155601300,2215.0,WOOLSEY,ST,,,BE,,,1138924800000,1679519245000,101016008,2215 Woolsey St,Berkeley,94705,2215 Woolsey St Berkeley CA 94705,-13610293.5283,4558654.6597,-122.26334697824898,37.8528173861895
27099,058 219700702,2555.0,VIRGINIA,ST,,,BE,201,,1138924800000,1679519245000,101016014,2555 Virginia St 201,Berkeley,94709,2555 Virginia St 201 Berkeley CA 94709,-13609887.9348,4562230.3479,-122.25970346984708,37.87817539671758
27105,058 219800200,1700.0,LE ROY,AV,,,BE,11,,1138924800000,1679519245000,101371526,1700 Le Roy Ave 11,Berkeley,94709,1700 Le Roy Ave 11 Berkeley CA 94709,-13609819.2721,4562168.4367,-122.25908666231852,37.87773641006029
27106,060 241000300,1192.0,KAINS,AV,,,BE,,,1138924800000,1679519245000,101371527,1192 Kains Ave,Berkeley,94706,1192 Kains Ave Berkeley CA 94706,-13613909.5323,4562875.4368,-122.29583009485536,37.882749299067534
27109,054 179301200,1405.0,DERBY,ST,,,BE,,,1138924800000,1679519245000,101016019,1405 Derby St,Berkeley,94702,1405 Derby St Berkeley CA 94702,-13612397.4604,4559486.1946,-122.28224692187078,37.85871523124778
27110,054 170401700,2806.0,DERBY,ST,,,BE,C,,1138924800000,1679519245000,101016020,2806 Derby St C,Berkeley,94705,2806 Derby St C Berkeley CA 94705,-13608889.1693,4559956.6964,-122.25073140670808,37.862052160215505
27118,063 296505900,633.0,GRIZZLY PEAK,BL,,,BE,,,1138924800000,1679519245000,101371531,633 Grizzly Peak Blvd,Berkeley,94708,633 Grizzly Peak Blvd Berkeley CA 94708,-13610569.8128,4565393.5075,-122.26582888414016,37.900600568532305
27138,058 216401700,1617.0,EDITH,ST,,,BE,,,1138924800000,1679519245000,101016036,1617 Edith St,Berkeley,94703,1617 Edith St Berkeley CA 94703,-13611786.5416,4562029.4977,-122.27675894491682,37.876751241677105
27140,061 257101600,1952.0,MARIN,AV,,,BE,,,1138924800000,1679519245000,101371541,1952 Marin Ave,Berkeley,94707,1952 Marin Ave Berkeley CA 94707,-13611492.3274,4563772.5887,-122.27411597379016,37.88910994262235
27154,063 297201200,924.0,REGAL,RD,,,BE,,,1138924800000,1679519245000,101016047,924 Regal Rd,Berkeley,94708,924 Regal Rd Berkeley CA 94708,-13610405.5939,4564465.9862,-122.26435368066204,37.89402562816521
27155,057 201302600,2229.0,ROOSEVELT,AV,,,BE,,,1138924800000,1679519245000,101371547,2229 Roosevelt Ave,Berkeley,94703,2229 Roosevelt Ave Berkeley CA 94703,-13611660.6811,4560697.3607,-122.27562832080864,37.86730485028367
27164,055 188000700,2435.0,HASTE,ST,,,BE,2,,1138924800000,1679519245000,101016052,2435 Haste St 2,Berkeley,94704,2435 Haste St 2 Berkeley CA 94704,-13609847.0484,4560540.8842,-122.25933618106676,37.86619517150824
27165,063 310003300,551.0,GRIZZLY PEAK,BL,,,BE,,,1138924800000,1679519245000,101371552,551 Grizzly Peak Blvd,Berkeley,94708,551 Grizzly Peak Blvd Berkeley CA 94708,-13610680.1576,4565625.34,-122.26682012834378,37.90224387286053
27178,057 201501100,2124.0,MCKINLEY,AV,,,BE,3,,1138924800000,1679519245000,101371559,2124 Mckinley Ave 3,Berkeley,94703,2124 Mckinley Ave 3 Berkeley CA 94703,-13611508.9007,4561003.3554,-122.27426485427716,37.86947481361671
27238,055 190802200,1701.0,CHANNING,WY,,,BE,,,1138924800000,1679519245000,101371578,1701 Channing Way,Berkeley,94703,1701 Channing Way Berkeley CA 94703,-13611770.8919,4560339.4709,-122.2766183612698,37.86476679144375
27241,057 208000800,1820.0,WEST,ST,,,BE,4,,1138924800000,1679519245000,101016101,1820 West St 4,Berkeley,94702,1820 West St 4 Berkeley CA 94702,-13612940.475,4561341.8258,-122.28712490501758,37.87187500414065
27246,055 184101300,2636.0,HILLEGASS,AV,,,BE,,,1138924800000,1679519245000,101371581,2636 Hillegass Ave,Berkeley,94704,2636 Hillegass Ave Berkeley CA 94704,-13609537.9513,4559955.2455,-122.25655951457468,37.8620418702634
27255,055 184102200,2637.0,REGENT,ST,,,BE,204,,1138924800000,1679519245000,101016109,2637 Regent St 204,Berkeley,94704,2637 Regent St 204 Berkeley CA 94704,-13609598.8975,4559950.7583,-122.2571070036044,37.86201004650836
27258,057 204901201,1801.0,SHATTUCK,AV,,,BE,B,UNIT,1579909349000,1679519245000,101371589,1801 Shattuck Ave Unit B,Berkeley,94709,1801 Shattuck Ave Unit B Berkeley CA 94709,-13610835.7705,4561735.7158,-122.26821802280855,37.87466809247277
27261,055 182800900,2231.0,CARLETON,ST,,,BE,,,1138924800000,1679519245000,101016111,2231 Carleton St,Berkeley,94704,2231 Carleton St Berkeley CA 94704,-13610299.2783,4559949.8355,-122.2633986313778,37.86200350189955
27284,052 153002102,3224.0,ADELINE,ST,,,BE,208,APT,1579814835000,1679519245000,101016126,3224 Adeline St Apt 208,Berkeley,94703,3224 Adeline St Apt 208 Berkeley CA 94703,-13611186.0638,4558266.9464,-122.27136476106168,37.850067282623606
27285,052 143500300,1636.0,62ND,ST,,,BE,,,1138924800000,1679519245000,101016127,1636 62nd St,Berkeley,94703,1636 62nd St Berkeley CA 94703,-13611447.7376,4557738.1934,-122.2737154168016,37.84631659980017
27288,061 257402700,949.0,THE ALAMEDA,,,,BE,,,1138924800000,1679519245000,101016129,949 The Alameda,Berkeley,94707,949 The Alameda Berkeley CA 94707,-13611743.9352,4563889.7638,-122.2763762051136,37.8899406521719
27290,064 423600600,28.0,DOMINGO,AV,,,BE,1,,1138924800000,1679519245000,101371602,28 Domingo Ave 1,Berkeley,94705,28 Domingo Ave 1 Berkeley CA 94705,-13608154.1504,4559301.9192,-122.2441286195882,37.857408257944314
27291,063 312004000,831.0,CRESTON,RD,,,BE,,,1138924800000,1679519245000,101016130,831 Creston Rd,Berkeley,94708,831 Creston Rd Berkeley CA 94708,-13610078.202,4565079.7605,-122.26141266918536,37.89837656909702
27297,053 169500500,2814.0,COLLEGE,AV,,,BE,5,,1138924800000,1679519245000,101371605,2814 College Ave 5,Berkeley,94705,2814 College Ave 5 Berkeley CA 94705,-13609215.8537,4559621.5124,-122.25366606260413,37.8596749580088
27309,052 156903000,2901.0,HILLEGASS,AV,,,BE,3,,1138924800000,1679519245000,101371614,2901 Hillegass Ave 3,Berkeley,94705,2901 Hillegass Ave 3 Berkeley CA 94705,-13609407.9808,4559389.3187,-122.25539196970834,37.85802814180089
27330,054 180900700,1735.0,CARLETON,ST,,,BE,D,,1138924800000,1679519245000,101016148,1735 Carleton St D,Berkeley,94703,1735 Carleton St D Berkeley CA 94703,-13611512.403,4559748.4216,-122.27429631597336,37.860575036334254
27334,057 207501300,1415.0,BERKELEY,WY,,,BE,,,1138924800000,1679519245000,101371625,1415 Berkeley Way,Berkeley,94702,1415 Berkeley Way Berkeley CA 94702,-13612568.1859,4561242.266,-122.28378057513116,37.87116900520811
