OBJECTID,APN,ST_NUM,FEANME,FEATYP,DIRPRE,DIRSUF,MUN,UNIT,UNIT_TYP,SRC_DATE,REV_DATE,SPADID,ADDRESS,CITY,ZIPCODE,ADDRESSLOOKUP,X_CORD,Y_CORD,longitude,latitude
17,059 231000205,1080.0,JONES,ST,,,BE,106,APT,1569447631000,1679519245000,101000013,1080 Jones St Apt 106,Berkeley,94710,1080 Jones St Apt 106 Berkeley CA 94710,-13613846.8209,4561903.4617,-122.29526674876428,37.875857552605694
24,053 169302100,2823.0,REGENT,ST,,,BE,,,1138924800000,1679519245000,101000016,2823 Regent St,Berkeley,94705,2823 Regent St Berkeley CA 94705,-13609540.4901,4559518.6198,-122.25658232100312,37.85894520458626
29,063 314011500,1079.0,CRESTON,RD,,,BE,,,1138924800000,1679519245000,101000020,1079 Creston Rd,Berkeley,94708,1079 Creston Rd Berkeley CA 94708,-13609587.3945,4564389.5897,-122.25700367039724,37.89348404845872
33,055 182001500,2605.0,MILVIA,ST,,,BE,,,1138924800000,1679519245000,101000022,2605 Milvia St,Berkeley,94704,2605 Milvia St Berkeley CA 94704,-13610968.5293,4559898.5882,-122.26941061539996,37.86164004895787
44,054 170901900,2793.0,BENVENUE,AV,,,BE,4,,1138924800000,1679519245000,101359659,2793 Benvenue Ave 4,Berkeley,94705,2793 Benvenue Ave 4 Berkeley CA 94705,-13609288.2536,4559698.6604,-122.2543164419715,37.86022211620459
60,059 226101000,1467.0,SHATTUCK,AV,,,BE,,,1138924800000,1679519245000,101359665,1467 Shattuck Ave,Berkeley,94709,1467 Shattuck Ave Berkeley CA 94709,-13610916.8785,4562609.8651,-122.26894662836916,37.88086633869915
64,052 155200400,1924.0,WOOLSEY,ST,,,BE,,,1138924800000,1679519245000,101000039,1924 Woolsey St,Berkeley,94703,1924 Woolsey St Berkeley CA 94703,-13610864.86,4558518.5267,-122.2684793382331,37.85185178785158
67,053 160002800,2913.0,HARPER,ST,,,BE,,,1138924800000,1679519245000,101000041,2913 Harper St,Berkeley,94703,2913 Harper St Berkeley CA 94703,-13611255.4534,4559028.2292,-122.27198809844408,37.855467068807606
82,055 183202000,2529.0,ELLSWORTH,ST,,,BE,3,,1138924800000,1679519245000,101000049,2529 Ellsworth St 3,Berkeley,94704,2529 Ellsworth St 3 Berkeley CA 94704,-13610202.5738,4560165.8102,-122.26252992007392,37.863535204658334
92,064 425001100,145.0,HILLCREST,RD,,,BE,,,1138924800000,1679519245000,101000055,145 Hillcrest Rd,Berkeley,94705,145 Hillcrest Rd Berkeley CA 94705,-13608308.5384,4558690.2337,-122.24551551058904,37.853069712308425
93,055 183800201,2430.0,DWIGHT,WY,,,BE,102,,1138924800000,1679519245000,101359681,2430 Dwight Way 102,Berkeley,94704,2430 Dwight Way 102 Berkeley CA 94704,-13609810.3358,4560276.1201,-122.25900638616976,37.86431751538991
95,059 231000205,1080.0,JONES,ST,,,BE,512,APT,1569447459000,1679519245000,101000058,1080 Jones St Apt 512,Berkeley,94710,1080 Jones St Apt 512 Berkeley CA 94710,-13613861.2831,4561928.9626,-122.29539666491728,37.876038373846576
98,054 171400300,2706.0,TELEGRAPH,AV,,,BE,FRONT,,1138924800000,1679519245000,101359682,2706 Telegraph Ave Front,Berkeley,94705,2706 Telegraph Ave Front Berkeley CA 94705,-13609847.8906,4559835.6849,-122.25934374667808,37.86119392760136
110,064 423901200,3027.0,CLAREMONT,AV,,,BE,,,1138924800000,1679519245000,101359685,3027 Claremont Ave,Berkeley,94705,3027 Claremont Ave Berkeley CA 94705,-13608527.4692,4558944.028,-122.24748219942713,37.85486984834304
122,052 145200200,3218.0,IDAHO,ST,,,BE,,,1138924800000,1682040765000,101359693,3218 Idaho St,Berkeley,94702,3218 Idaho St Berkeley CA 94702,-13612368.0064,4558135.0944,-122.281982332087,37.8491320149456
123,056 199601203,1414.0,UNIVERSITY,AV,,,BE,,,1138924800000,1679519245000,101359694,1414 University Ave,Berkeley,94702,1414 University Ave Berkeley CA 94702,-13612545.9738,4561005.0393,-122.28358104044192,37.86948675482731
130,063 295200200,30.0,ALTA,RD,,,BE,,,1138924800000,1679519245000,101000079,30 Alta Rd,Berkeley,94708,30 Alta Rd Berkeley CA 94708,-13611074.3248,4565665.1842,-122.27036099254636,37.902526297842634
139,055 183002100,2222.0,DWIGHT,WY,,,BE,3,,1138924800000,1679519245000,101359699,2222 Dwight Way 3,Berkeley,94704,2222 Dwight Way 3 Berkeley CA 94704,-13610381.1271,4560247.1755,-122.26413389165808,37.8641122429479
158,058 217700100,1709.0,SHATTUCK,AV,,,BE,222,,1138924800000,1679519245000,101359714,1709 Shattuck Ave 222,Berkeley,94709,1709 Shattuck Ave 222 Berkeley CA 94709,-13610862.7717,4561945.2221,-122.26846057871502,37.87615366613259
164,058 212803500,1644.0,SAN PABLO,AV,,,BE,A,,1138924800000,1679519245000,101359716,1644 San Pablo Ave A,Berkeley,94702,1644 San Pablo Ave A Berkeley CA 94702,-13613718.1711,4561637.6301,-122.2941110679479,37.87397257310421
184,063 296505500,663.0,GRIZZLY PEAK,BL,,,BE,,,1138924800000,1679519245000,101359728,663 Grizzly Peak Blvd,Berkeley,94708,663 Grizzly Peak Blvd Berkeley CA 94708,-13610517.2208,4565310.6178,-122.26535644216594,37.90001301041502
199,056 197300501,1040.0,UNIVERSITY,AV,,,BE,327,,1138924800000,1679519245000,101359733,1040 University Ave 327,Berkeley,94710,1040 University Ave 327 Berkeley CA 94710,-13613648.3108,4560872.6705,-122.29348350219549,37.86854806864747
206,055 189500500,2035.0,CHANNING,WY,,,BE,303,,1138924800000,1679519245000,101359735,2035 Channing Way 303,Berkeley,94704,2035 Channing Way 303 Berkeley CA 94704,-13610849.0662,4560509.2189,-122.26833746011376,37.86597060980446
207,052 155700500,2311.0,WOOLSEY,ST,,,BE,D,,1138924800000,1679519245000,101000117,2311 Woolsey St D,Berkeley,94705,2311 Woolsey St D Berkeley CA 94705,-13610071.0745,4558690.7736,-122.26134864176348,37.853073541808456
215,058 218203600,1729.0,SPRUCE,ST,,,BE,,,1138924800000,1679519245000,101000123,1729 Spruce St,Berkeley,94709,1729 Spruce St Berkeley CA 94709,-13610487.0808,4561996.9489,-122.26508568993928,37.87652044749161
225,056 199400503,1320.0,ADDISON,ST,,,BE,C232,UNIT,1138924800000,1679519245000,101000133,1320 Addison St Unit C232,Berkeley,94702,1320 Addison St Unit C232 Berkeley CA 94702,-13612664.9436,4560839.1936,-122.28464976433882,37.86831066712861
229,052 155701400,2314.0,PRINCE,ST,,,BE,C,,1138924800000,1679519245000,101000137,2314 Prince St C,Berkeley,94705,2314 Prince St C Berkeley CA 94705,-13610052.9458,4558746.8752,-122.26118578888055,37.85347146826686
232,057 206802100,1510.0,HEARST,AV,,,BE,3,,1138924800000,1679519245000,101359740,1510 Hearst Ave 3,Berkeley,94703,1510 Hearst Ave 3 Berkeley CA 94703,-13612314.699,4561356.5383,-122.28150346356524,37.871979332917654
264,055 184600101,2501.0,BENVENUE,AV,,,BE,30,,1138924800000,1679519245000,101359755,2501 Benvenue Ave 30,Berkeley,94704,2501 Benvenue Ave 30 Berkeley CA 94704,-13609355.4277,4560415.1998,-122.25491987717878,37.8653038478608
290,059 228301400,1421.0,MCGEE,AV,,,BE,B,,1138924800000,1679519245000,101359765,1421 Mcgee Ave B,Berkeley,94703,1421 Mcgee Ave B Berkeley CA 94703,-13612073.7346,4562416.5957,-122.27933884353074,37.879495986894675
292,054 174204900,2762.0,MATHEWS,ST,,,BE,,,1138924800000,1679519245000,101000173,2762 Mathews St,Berkeley,94702,2762 Mathews St Berkeley CA 94702,-13612825.3619,4559065.5107,-122.28609082644626,37.85573149668548
294,056 201000800,2112.0,ROOSEVELT,AV,,,BE,A,,1138924800000,1679519245000,101359768,2112 Roosevelt Ave A,Berkeley,94703,2112 Roosevelt Ave A Berkeley CA 94703,-13611763.93,4561017.2967,-122.27655582145805,37.86957367691092
296,055 191402700,2415.0,SACRAMENTO,ST,,,BE,,,1138924800000,1679519245000,101000174,2415 Sacramento St,Berkeley,94702,2415 Sacramento St Berkeley CA 94702,-13612246.5116,4560159.9708,-122.28089092572915,37.86349379177683
299,059 229300106,1290.0,HOPKINS,ST,,,BE,9,,1138924800000,1679519245000,101000177,1290 Hopkins St 9,Berkeley,94702,1290 Hopkins St 9 Berkeley CA 94702,-13613095.1779,4562136.2858,-122.28851462481325,37.8775084403227
310,058 219300102,1708.0,EUCLID,AV,,,BE,2,,1138924800000,1679519245000,101359778,1708 Euclid Ave 2,Berkeley,94709,1708 Euclid Ave 2 Berkeley CA 94709,-13610018.5028,4562121.0171,-122.26087638214726,37.87740017556253
314,061 257000700,1971.0,HOPKINS,ST,,,BE,,,1138924800000,1679519245000,101000184,1971 Hopkins St,Berkeley,94707,1971 Hopkins St Berkeley CA 94707,-13611406.4107,4563598.1005,-122.27334417094248,37.887872896105094
319,055 190700700,2416.0,ROOSEVELT,AV,,,BE,5,,1138924800000,1679519245000,101359780,2416 Roosevelt Ave 5,Berkeley,94703,2416 Roosevelt Ave 5 Berkeley CA 94703,-13611701.2746,4560247.7849,-122.2759929784235,37.86411656476258
336,052 154000600,1453.0,66TH,ST,,,BE,,,1138924800000,1682037523000,101359783,1453 66th St,Berkeley,94702,1453 66th St Berkeley CA 94702,-13612034.0125,4558327.1185,-122.27898201383526,37.850494098299066
341,062 286101200,1545.0,THOUSAND OAKS,BL,,,BE,,,1138924800000,1679519245000,101359788,1545 Thousand Oaks Blvd,Berkeley,94707,1545 Thousand Oaks Blvd Berkeley CA 94707,-13612873.2396,4564856.337,-122.28652091914304,37.89679278792589
343,052 156902000,2925.0,HILLEGASS,AV,,,BE,,,1138924800000,1679519245000,101359789,2925 Hillegass Ave,Berkeley,94705,2925 Hillegass Ave Berkeley CA 94705,-13609388.4644,4559282.2859,-122.25521665090425,37.85726900739488
357,057 207500500,1435.0,BERKELEY,WY,,,BE,,,1138924800000,1679519245000,101359795,1435 Berkeley Way,Berkeley,94702,1435 Berkeley Way Berkeley CA 94702,-13612461.5662,4561259.3546,-122.2828227940702,37.87129018445151
367,055 181603000,1936.0,BLAKE,ST,,,BE,18,,1138924800000,1679519245000,101000215,1936 Blake St 18,Berkeley,94704,1936 Blake St 18 Berkeley CA 94704,-13611058.9265,4560003.5827,-122.27022266726398,37.86238468255223
377,059 226503700,2008.0,ROSE,ST,,,BE,,,1138924800000,1679519245000,101000220,2008 Rose St,Berkeley,94709,2008 Rose St Berkeley CA 94709,-13611146.3801,4562700.0483,-122.27100827631928,37.88150576234678
397,060 246401100,2249.0,GLEN,AV,,,BE,,,1138924800000,1679519245000,101359815,2249 Glen Ave,Berkeley,94709,2249 Glen Ave Berkeley CA 94709,-13610507.3508,4563149.5104,-122.26526777844737,37.88469248925343
428,061 257702700,929.0,MENDOCINO,AV,,,BE,,,1138924800000,1679519245000,101359831,929 Mendocino Ave,Berkeley,94707,929 Mendocino Ave Berkeley CA 94707,-13611475.056,4564029.1919,-122.27396082216418,37.89092911152244
429,058 219400100,1652.0,EUCLID,AV,,,BE,3,,1138924800000,1679519245000,101359832,1652 Euclid Ave 3,Berkeley,94709,1652 Euclid Ave 3 Berkeley CA 94709,-13610033.4248,4562264.0631,-122.26101042875396,37.87841445612566
430,062 288803300,1886.0,SAN PEDRO,AV,,,BE,,,1138924800000,1679519245000,101359833,1886 San Pedro Ave,Berkeley,94707,1886 San Pedro Ave Berkeley CA 94707,-13611858.5161,4564428.5055,-122.277405502851,37.893759925568006
437,053 159100802,2916.0,NEWBURY,ST,,,BE,,,1138924800000,1679519245000,101000251,2916 Newbury St,Berkeley,94703,2916 Newbury St Berkeley CA 94703,-13610783.7278,4559074.9565,-122.26775051528016,37.85579849311087
449,052 157300900,2631.0,WEBSTER,ST,,,BE,,,1138924800000,1679519245000,101000260,2631 Webster St,Berkeley,94705,2631 Webster St Berkeley CA 94705,-13609220.2017,4559136.6686,-122.25370512135268,37.856236198329135
463,056 192701900,2365.0,SAN PABLO,AV,,,BE,,,1138924800000,1679519245000,101359847,2365 San Pablo Ave,Berkeley,94702,2365 San Pablo Ave Berkeley CA 94702,-13613259.0898,4560171.2832,-122.28998707046344,37.86357401901893
485,055 189800700,1931.0,DWIGHT,WY,,,BE,15,,1138924800000,1679519245000,101359860,1931 Dwight Way 15,Berkeley,94704,1931 Dwight Way 15 Berkeley CA 94704,-13611098.1306,4560205.9317,-122.27057484368626,37.863819744722456
490,060 246302300,2290.0,EUNICE,ST,,,BE,,,1138924800000,1679519245000,101000280,2290 Eunice St,Berkeley,94709,2290 Eunice St Berkeley CA 94709,-13610540.198,4563325.3352,-122.26556284986536,37.88593906545171
506,057 206001200,1810.0,BERKELEY,WY,,,BE,4,,1138924800000,1679519245000,101359867,1810 Berkeley Way 4,Berkeley,94703,1810 Berkeley Way 4 Berkeley CA 94703,-13611556.9294,4561355.5999,-122.27469630343002,37.87197267857206
528,055 188500201,2315.0,DURANT,AV,,,BE,307,,1138924800000,1679519245000,101359878,2315 Durant Ave 307,Berkeley,94704,2315 Durant Ave 307 Berkeley CA 94704,-13610176.3743,4560750.1404,-122.262294565961,37.86767914241777
534,052 157403700,3009.0,DANA,ST,,,BE,D,,1138924800000,1679519245000,101000306,3009 Dana St D,Berkeley,94705,3009 Dana St D Berkeley CA 94705,-13609739.8328,4558959.7996,-122.25837304694502,37.85498171317734
545,052 154503100,1632.0,PRINCE,ST,,,BE,C,,1138924800000,1681596184000,101359887,1632 Prince St C,Berkeley,94703,1632 Prince St C Berkeley CA 94703,-13611584.8977,4558503.9813,-122.27494754694362,37.851748615836954
553,054 180401201,1621.0,CARLETON,ST,,,BE,,,1138924800000,1679519245000,101000319,1621 Carleton St,Berkeley,94703,1621 Carleton St Berkeley CA 94703,-13611827.739,4559705.5551,-122.27712902745768,37.860271015415954
555,053 159402400,2030.0,ESSEX,ST,,,BE,A,,1138924800000,1679519245000,101000322,2030 Essex St A,Berkeley,94703,2030 Essex St A Berkeley CA 94703,-13610682.3346,4558754.1369,-122.26683968466747,37.85352297506441
556,058 218600400,1640.0,SCENIC,AV,,,BE,2,,1138924800000,1679519245000,101359889,1640 Scenic Ave 2,Berkeley,94709,1640 Scenic Ave 2 Berkeley CA 94709,-13610267.3426,4562282.138,-122.26311174810364,37.878542616840186
557,057 202200800,1907.0,CENTER,ST,,,BE,1,,1138924800000,1679519245000,101000323,1907 Center St 1,Berkeley,94704,1907 Center St 1 Berkeley CA 94704,-13611286.7436,4561081.3608,-122.2722691830931,37.87002797917772
574,057 207201501,1440.0,BERKELEY,WY,,,BE,,,1138924800000,1679519245000,101359894,1440 Berkeley Way,Berkeley,94702,1440 Berkeley Way Berkeley CA 94702,-13612425.1537,4561205.5536,-122.28249569501736,37.87090866835336
577,052 153803300,3234.0,BAKER,ST,,,BE,,,1138924800000,1682042451000,101359895,3234 Baker St,Berkeley,94702,3234 Baker St Berkeley CA 94702,-13612158.2075,4558094.59,-122.28009767650238,37.84884470212363
578,052 158401600,3042.0,FULTON,ST,,,BE,C,,1138924800000,1679519245000,101000338,3042 Fulton St C,Berkeley,94705,3042 Fulton St C Berkeley CA 94705,-13610311.5136,4558829.1879,-122.26350854294776,37.85405530514662
589,060 245501000,1222.0,SHATTUCK,AV,,,BE,A,,1138924800000,1679519245000,101359900,1222 Shattuck Ave A,Berkeley,94709,1222 Shattuck Ave A Berkeley CA 94709,-13611059.8737,4563156.1762,-122.27023117610636,37.88473974934014
595,059 231000205,1080.0,JONES,ST,,,BE,551,APT,1569447459000,1679519245000,101000349,1080 Jones St Apt 551,Berkeley,94710,1080 Jones St Apt 551 Berkeley CA 94710,-13613798.1539,4561945.2415,-122.29482956566495,37.87615380369332
602,053 161300700,1531.0,PRINCE,ST,,,BE,2,,1138924800000,1681511768000,101359905,1531 Prince St 2,Berkeley,94703,1531 Prince St 2 Berkeley CA 94703,-13611871.1932,4558526.5003,-122.27751938317788,37.85190834535323
617,063 314009500,1064.0,OVERLOOK,RD,,,BE,,,1138924800000,1679519245000,101000363,1064 Overlook Rd,Berkeley,94708,1064 Overlook Rd Berkeley CA 94708,-13609371.3627,4564264.7512,-122.2550630237193,37.89259905172096
625,053 168200100,2870.0,ADELINE,ST,,,BE,602,,1138924800000,1679519245000,101000370,2870 Adeline St 602,Berkeley,94703,2870 Adeline St 602 Berkeley CA 94703,-13610894.636,4559233.4925,-122.2687468205921,37.85692293566353
634,059 228703100,1609.0,SAN PABLO,AV,,,BE,B,,1138924800000,1679519245000,101359915,1609 San Pablo Ave B,Berkeley,94702,1609 San Pablo Ave B Berkeley CA 94702,-13613665.4891,4561762.92,-122.29363781748992,37.87486099453608
640,055 182100700,2037.0,PARKER,ST,,,BE,306,APT,1571357216000,1679519245000,101000381,2037 Parker St Apt 306,Berkeley,94704,2037 Parker St Apt 306 Berkeley CA 94704,-13610804.7873,4559989.9105,-122.26793969598742,37.862287718095075
651,060 248604400,1259.0,QUEENS,RD,,,BE,,,1138924800000,1679519245000,101000389,1259 Queens Rd,Berkeley,94708,1259 Queens Rd Berkeley CA 94708,-13609208.974,4563443.6054,-122.25360426120751,37.88677757474611
658,053 159500200,2008.0,EMERSON,ST,,,BE,3,,1138924800000,1679519245000,101000394,2008 Emerson St 3,Berkeley,94703,2008 Emerson St 3 Berkeley CA 94703,-13610876.768,4558834.8525,-122.26858630961712,37.85409548349568
662,056 197700300,1046.0,ADDISON,ST,,,BE,,,1138924800000,1679519245000,101000395,1046 Addison St,Berkeley,94710,1046 Addison St Berkeley CA 94710,-13613519.3568,4560719.1197,-122.29232508870398,37.86745915647912
674,057 202301701,2002.0,ADDISON,ST,,,BE,2,,1138924800000,1679519245000,101000400,2002 Addison St 2,Berkeley,94704,2002 Addison St 2 Berkeley CA 94704,-13611067.8396,4561185.5078,-122.27030273500355,37.8707665181595
678,055 183002001,2220.0,DWIGHT,WY,,,BE,204,,1138924800000,1679519245000,101359934,2220 Dwight Way 204,Berkeley,94704,2220 Dwight Way 204 Berkeley CA 94704,-13610409.2882,4560242.2948,-122.26438686712356,37.864077629415895
693,059 227802500,1629.0,CEDAR,ST,,,BE,,,1138924800000,1679519245000,101000414,1629 Cedar St,Berkeley,94703,1629 Cedar St Berkeley CA 94703,-13612062.0879,4562111.8195,-122.27923421944456,37.87733495867239
709,058 217700100,1709.0,SHATTUCK,AV,,,BE,311,,1138924800000,1679519245000,101359947,1709 Shattuck Ave 311,Berkeley,94709,1709 Shattuck Ave 311 Berkeley CA 94709,-13610862.7717,4561945.2221,-122.26846057871502,37.87615366613259
726,055 189901700,2409.0,MARTIN LUTHER KING JR,WY,,,BE,,,1138924800000,1679519245000,101359959,2409 Martin Luther King Jr Way,Berkeley,94704,2409 Martin Luther King Jr Way Berkeley CA 94704,-13611253.4339,4560368.0273,-122.2719699569669,37.86496930901207
729,060 248201600,1340.0,QUEENS,RD,,,BE,,,1138924800000,1679519245000,101000429,1340 Queens Rd,Berkeley,94708,1340 Queens Rd Berkeley CA 94708,-13609103.2535,4563228.5085,-122.25265455779756,37.88525257867311
731,059 229000300,1208.0,ROSE,ST,,,BE,,,1138924800000,1679519245000,101000430,1208 Rose St,Berkeley,94702,1208 Rose St Berkeley CA 94702,-13613395.0308,4561972.4737,-122.29120824924382,37.87634690040688
750,057 203201200,2112.0,ADDISON,ST,,,BE,310,,1138924800000,1679519245000,101000443,2112 Addison St 310,Berkeley,94704,2112 Addison St 310 Berkeley CA 94704,-13610706.9664,4561232.941,-122.26706095589168,37.87110287937675
762,055 188100400,2449.0,DWIGHT,WY,,,BE,33,,1138924800000,1679519245000,101359972,2449 Dwight Way 33,Berkeley,94704,2449 Dwight Way 33 Berkeley CA 94704,-13609783.9564,4560415.9548,-122.25876941598769,37.86530920217209
773,062 288502900,1836.0,CAPISTRANO,AV,,,BE,,,1138924800000,1679519245000,101359978,1836 Capistrano Ave,Berkeley,94707,1836 Capistrano Ave Berkeley CA 94707,-13612121.8858,4564478.7709,-122.27977139311984,37.89411625933739
776,052 158403200,3021.0,WHEELER,ST,,,BE,,,1138924800000,1679519245000,101000457,3021 Wheeler St,Berkeley,94705,3021 Wheeler St Berkeley CA 94705,-13610374.1252,4558908.9113,-122.26407099252022,37.85462077193717
780,062 287401100,1561.0,CAPISTRANO,AV,,,BE,,,1138924800000,1679519245000,101359980,1561 Capistrano Ave,Berkeley,94707,1561 Capistrano Ave Berkeley CA 94707,-13612755.1678,4564123.6215,-122.2854602621174,37.89159855168666
783,062 289500100,551.0,SANTA ROSA,AV,,,BE,,,1138924800000,1679519245000,101359981,551 Santa Rosa Ave,Berkeley,94707,551 Santa Rosa Ave Berkeley CA 94707,-13612419.5725,4565085.8426,-122.28244555824472,37.8984196827758
788,056 192002100,1315.0,DWIGHT,WY,,,BE,,,1138924800000,1679519245000,101359983,1315 Dwight Way,Berkeley,94702,1315 Dwight Way Berkeley CA 94702,-13612746.4369,4559988.9971,-122.28538183110828,37.862281240176614
813,052 156103600,3005.0,HILLEGASS,AV,,,BE,,,1138924800000,1679519245000,101359995,3005 Hillegass Ave,Berkeley,94705,3005 Hillegass Ave Berkeley CA 94705,-13609330.6692,4559047.4948,-122.25469746778914,37.85560371476175
829,060 249400301,104.0,HILL,RD,,,BE,,,1138924800000,1679519245000,101000490,104 Hill Rd,Berkeley,94708,104 Hill Rd Berkeley CA 94708,-13608910.9328,4563597.3235,-122.25092691155494,37.887867387461775
833,055 184600500,2504.0,COLLEGE,AV,,,BE,6,,1138924800000,1679519245000,101360003,2504 College Ave 6,Berkeley,94704,2504 College Ave 6 Berkeley CA 94704,-13609262.9111,4560443.5098,-122.25408878642062,37.865504616537685
850,053 160400900,2912.0,ELLIS,ST,,,BE,,,1138924800000,1679519245000,101000501,2912 Ellis St,Berkeley,94703,2912 Ellis St Berkeley CA 94703,-13611439.579,4558986.2889,-122.27364212685085,37.855169596152535
864,056 199100111,2207.0,BONAR,ST,,,BE,D,,1138924800000,1679519245000,101000510,2207 Bonar St D,Berkeley,94702,2207 Bonar St D Berkeley CA 94702,-13612877.1621,4560593.4718,-122.28655615556006,37.866568106966895
873,055 190601200,2426.0,GRANT,ST,,,BE,6,,1138924800000,1679519245000,101000518,2426 Grant St 6,Berkeley,94703,2426 Grant St 6 Berkeley CA 94703,-13611571.0648,4560205.3024,-122.2748232838887,37.86381528176066
882,060 248100300,1224.0,QUEENS,RD,,,BE,,,1138924800000,1679519245000,101000522,1224 Queens Rd,Berkeley,94708,1224 Queens Rd Berkeley CA 94708,-13609234.4124,4563553.0366,-122.25383277824274,37.887553409000624
884,060 242800107,1302.0,ALBINA,AV,,,BE,A,,1138924800000,1679519245000,101360024,1302 Albina Ave A,Berkeley,94706,1302 Albina Ave A Berkeley CA 94706,-13612600.4397,4562768.7996,-122.2840703159463,37.88199322421002
887,057 205001302,2015.0,HEARST,AV,,,BE,,,1138924800000,1679519245000,101360027,2015 Hearst Ave,Berkeley,94709,2015 Hearst Ave Berkeley CA 94709,-13611060.7302,4561634.862,-122.27023887017674,37.87395294459053
892,055 189801700,2441.0,MARTIN LUTHER KING JR,WY,,,BE,,,1138924800000,1679519245000,101360031,2441 Martin Luther King Jr Way,Berkeley,94704,2441 Martin Luther King Jr Way Berkeley CA 94704,-13611247.8026,4560197.2507,-122.2719193701383,37.86375817951277
900,053 167000603,2836.0,SACRAMENTO,ST,,,BE,,,1138924800000,1679519245000,101000529,2836 Sacramento St,Berkeley,94702,2836 Sacramento St Berkeley CA 94702,-13612141.7962,4559131.1665,-122.27995025128617,37.85619717370725
906,060 243003201,1330.0,SACRAMENTO,ST,,,BE,35,,1138924800000,1679519245000,101000533,1330 Sacramento St 35,Berkeley,94702,1330 Sacramento St 35 Berkeley CA 94702,-13612540.9184,4562561.5216,-122.28353562701108,37.880523567725994
908,055 182202600,2030.0,DWIGHT,WY,,,BE,201,,1138924800000,1679519245000,101360037,2030 Dwight Way 201,Berkeley,94704,2030 Dwight Way 201 Berkeley CA 94704,-13610838.0519,4560174.0305,-122.2682385169734,37.863593502784774
909,060 244501500,1312.0,JOSEPHINE,ST,,,BE,6,,1138924800000,1679519245000,101000534,1312 Josephine St 6,Berkeley,94703,1312 Josephine St 6 Berkeley CA 94703,-13611670.2959,4562838.9066,-122.27571469202658,37.88249029496245
912,059 226503200,1408.0,HENRY,ST,,,BE,,,1138924800000,1679519245000,101000536,1408 Henry St,Berkeley,94709,1408 Henry St Berkeley CA 94709,-13611143.1928,4562653.8928,-122.27097964431624,37.881178507873464
914,059 225500900,1530.0,ARCH,ST,,,BE,1,,1138924800000,1679519245000,101000538,1530 Arch St 1,Berkeley,94708,1530 Arch St 1 Berkeley CA 94708,-13610480.0372,4562433.1199,-122.26502241620392,37.87961315060466
918,058 218100200,2210.0,VIRGINIA,ST,,,BE,1,,1138924800000,1679519245000,101000542,2210 Virginia St 1,Berkeley,94709,2210 Virginia St 1 Berkeley CA 94709,-13610605.5477,4562035.2728,-122.2661498962086,37.876792191175774
925,052 151504800,1250.0,HASKELL,ST,,,BE,,,1138924800000,1682037523000,101360041,1250 Haskell St,Berkeley,94702,1250 Haskell St Berkeley CA 94702,-13612561.2882,4558370.01,-122.28371861203782,37.850798336871186
957,054 173501501,1437.0,WARD,ST,,,BE,E,,1138924800000,1679519245000,101000571,1437 Ward St E,Berkeley,94702,1437 Ward St E Berkeley CA 94702,-13612218.332,4559385.069,-122.28063778407538,37.85799800078305
960,060 248603601,1345.0,QUEENS,RD,,,BE,,,1138924800000,1679519245000,101000573,1345 Queens Rd,Berkeley,94708,1345 Queens Rd Berkeley CA 94708,-13609110.804,4563281.3773,-122.2527223850931,37.88562741132779
965,057 202601500,2001.0,ALLSTON,WY,,,BE,325,,1138924800000,1679519245000,101360054,2001 Allston Way 325,Berkeley,94704,2001 Allston Way 325 Berkeley CA 94704,-13611032.3322,4560992.0927,-122.26998376660237,37.86939494524181
966,060 246200901,1340.0,ARCH,ST,,,BE,,,1138924800000,1679519245000,101000575,1340 Arch St,Berkeley,94708,1340 Arch St Berkeley CA 94708,-13610510.9855,4562891.2563,-122.265300429513,37.88286146119953
1016,063 296000604,79.0,ROCK,LN,,,BE,,,1138924800000,1679519245000,101000604,79 Rock Ln,Berkeley,94708,79 Rock Ln Berkeley CA 94708,-13610749.5631,4564808.232,-122.2674436085583,37.89645178176774
1018,061 258206000,781.0,SANTA BARBARA,RD,,,BE,,,1138924800000,1679519245000,101000605,781 Santa Barbara Rd,Berkeley,94707,781 Santa Barbara Rd Berkeley CA 94707,-13611095.7902,4564692.1753,-122.27055381951531,37.8956290738947
1036,062 284800400,826.0,NEILSON,ST,,,BE,,,1138924800000,1679519245000,101000620,826 Neilson St,Berkeley,94707,826 Neilson St Berkeley CA 94707,-13612905.9908,4564224.6183,-122.2868151281784,37.892314541992846
1068,055 188201700,2322.0,HASTE,ST,,,BE,17,,1138924800000,1679519245000,101000645,2322 Haste St 17,Berkeley,94704,2322 Haste St 17 Berkeley CA 94704,-13610140.6449,4560416.4165,-122.2619736032999,37.86531247645735
1080,056 196001404,2010.0,5TH,ST,,,BE,378,APT,1580165480000,1679519245000,101000652,2010 5th St Apt 378,Berkeley,94710,2010 5th St Apt 378 Berkeley CA 94710,-13614277.9862,4560637.6104,-122.299139972554,37.86688112319923
1095,055 185002700,2519.0,ETNA,ST,,,BE,U2,,1138924800000,1679519245000,101000662,2519 Etna St U2,Berkeley,94704,2519 Etna St U2 Berkeley CA 94704,-13609069.5032,4560387.3227,-122.25235137369422,37.8651061486869
1117,060 243602500,1225.0,CARLOTTA,AV,,,BE,,,1138924800000,1679519245000,101360111,1225 Carlotta Ave,Berkeley,94707,1225 Carlotta Ave Berkeley CA 94707,-13612170.4364,4563000.4,-122.28020753058016,37.88363529832765
