JURS_TRACKING_ID,STREET_ADDRESS,APN,UNIT_CAT,co_units_d5,bp_units_d5
B2024-00786,769 KEELER Ave,063 296405701,SFD,-1.0,-1.0
B2024-03852,678 CRESTON Rd,063 296501300,ADU,0.0,0.0
B2024-02114,988 CRESTON Rd,063 296801300,SFD,0.0,0.0
B2024-02355,1012 CRESTON Rd,063 296803900,SFD,0.0,-1.0
B2023-00999,1002 GRIZZLY PEAK Blvd,063 296901900,SFD,0.0,0.0
B2024-01677,943 HILLDALE Ave,063 297002301,SFD,0.0,0.0
B2017-00869,928 HILLDALE Ave,063 297101900,SFD,0.0,0.0
B2023-01253,960 HILLDALE Ave,063 297103102,SFD,-1.0,0.0
B2024-02404,917 EUCLID Ave,063 297104400,ADU,0.0,0.0
B2024-02836,911 EUCLID Ave,063 297104704,ADU,0.0,0.0
B2024-01225,2530 MARIN Ave,063 297105100,SFD,-1.0,-1.0
B2024-01078,974 EUCLID Ave,063 297202800,SFD,0.0,0.0
B2024-04071,968 EUCLID Ave,063 297206202,ADU,0.0,0.0
B2023-03465,1022 CRAGMONT Ave,063 297402000,ADU,0.0,0.0
B2024-04637,1051 KEITH Ave,063 297403500,ADU,0.0,0.0
B2024-02776,968 REGAL Rd,063 297501300,ADU,0.0,0.0
B2024-00204,1043 CRAGMONT Ave,063 297503000,ADU,0.0,0.0
B2024-03986,975 EUCLID Ave,063 297504403,ADU,0.0,0.0
B2024-03881,20 POPPY Ln,063 297600200,SFD,0.0,-1.0
B2024-06059,970 MILLER Ave,063 297700302,ADU,0.0,0.0
B2021-00402,91 WHITAKER Ave,063 297803600,SFD,0.0,0.0
B2023-02217,1085 STERLING Ave,063 297805200,ADU,0.0,0.0
B2024-05745,1045 KEELER Ave,063 297806700,ADU,0.0,0.0
B2024-00761,69 STEVENSON Ave,063 297902500,ADU,0.0,0.0
B2024-05085,1089 KEELER Ave,063 298001200,ADU,0.0,0.0
B2023-01778,1087 KEELER Ave,063 298001300,SFD,0.0,0.0
B2022-04508,1165 MILLER Ave,063 298202201,SFD,0.0,0.0
B2023-06144,1152 MILLER Ave,063 298300700,SFD,0.0,-1.0
B2024-01506,1183 KEELER Ave,063 298404000,ADU,0.0,0.0
B2023-04629,1153 KEELER Ave,063 298405000,ADU,0.0,0.0
B2024-04669,1148 CRAGMONT Ave,063 298601900,ADU,0.0,0.0
B2022-05675,1179 KEITH Ave,063 298604501,SFD,0.0,0.0
B2024-03988,1079 EUCLID Ave,063 298701100,ADU,0.0,0.0
B2024-04646,31 BRET HARTE Rd,063 298703500,ADU,0.0,0.0
B2024-02209,1101 EUCLID Ave,063 298802100,SFD,0.0,0.0
B2022-04840,1120 KEITH Ave,063 298803301,ADU,0.0,0.0
B2023-05334,2800 SHASTA Rd,063 299101000,SFD,0.0,0.0
B2024-03423,2964 SHASTA Rd,063 299302200,ADU,0.0,0.0
B2024-03476,461 GRIZZLY PEAK Blvd,063 310000100,ADU,-1.0,-1.0
B2024-01628,479 GRIZZLY PEAK Blvd,063 310004700,ADU,-1.0,-1.0
B2024-04740,9 ROSEMONT Ave,063 310005103,ADU,0.0,0.0
B2023-05393,570 VISTAMONT Ave,063 310008900,SFD,-1.0,-1.0
B2023-03455,769 CRESTON Rd,063 311002200,ADU,0.0,0.0
B2024-00500,670 WOODMONT Ave,063 311009600,ADU,0.0,0.0
B2016-02874,678 WOODMONT Ave,063 311010000,SFD,0.0,0.0
B2018-03859,678 WOODMONT Ave,063 311010001,SFD,0.0,0.0
B2024-00882,645 CRESTON Rd,063 311011500,ADU,0.0,0.0
B2024-01873,704 WILDCAT CANYON Rd,063 312000405,ADU,-1.0,-1.0
B2024-01911,52 THE CRESCENT,063 314003000,SFD,-1.0,-1.0
B2024-05582,1053 PARK HILLS Rd,063 314004501,ADU,0.0,0.0
B2023-06279,1016 OVERLOOK Rd,063 314008200,SFD,-1.0,0.0
B2022-05292,1050 OVERLOOK Rd,063 314009000,SFD,0.0,0.0
B2021-03888,1125 GRIZZLY PEAK Blvd,063 314010500,SFD,-1.0,0.0
B2024-01360,1119 GRIZZLY PEAK Blvd,063 314010700,ADU,-1.0,-1.0
B2024-01099,16 MUIR Way,063 315006300,SFD,0.0,-1.0
B2024-00657,1145 GRIZZLY PEAK Blvd,063 315006700,SFD,0.0,0.0
B2024-01250,47 ALVARADO Rd,064 422600200,ADU,0.0,0.0
B2023-05550,73 TUNNEL Rd,064 422601700,SFD,-1.0,0.0
B2024-03992,26 ALVARADO Rd,064 422701900,ADU,0.0,0.0
B2022-02167,34 ALVARADO Rd,064 422702000,SFD,-1.0,0.0
B2023-04259,70 VICENTE Rd,064 423100302,SFD,-1.0,0.0
B2023-03721,291 THE UPLANDS,064 423201400,SFD,-1.0,0.0
B2023-06134,34 TUNNEL Rd,064 423401000,ADU,0.0,0.0
B2024-01395,45 OAK RIDGE Rd,064 423401500,ADU,0.0,0.0
B2024-04493,25 HAZEL Rd,064 423700400,ADU,0.0,0.0
B2023-05424,41 OAKVALE Ave,064 423801000,SFD,-1.0,-1.0
B2023-01386,70 HAZEL Rd,064 423803200,SFD,0.0,0.0
B2024-01075,51 OAKVALE Ave,064 423803600,ADU,0.0,0.0
B2024-04290,24 OAKVALE Ave,064 424001800,ADU,0.0,0.0
B2024-04223,73 THE PLAZA Dr,064 424202200,ADU,0.0,0.0
B2024-02174,92 OAK RIDGE Rd,064 424301301,ADU,0.0,0.0
B2024-01691,128 PARKSIDE Dr,064 424400400,ADU,0.0,0.0
B2024-04741,155 PARKSIDE Dr,064 424400800,ADU,0.0,0.0
B2023-03083,131 PARKSIDE Dr,064 424401402,ADU,0.0,0.0
B2024-04734,102 EL CAMINO REAL,064 424402700,ADU,0.0,0.0
B2024-01589,110 EL CAMINO REAL,064 424402900,ADU,0.0,0.0
B2024-05095,117 PARKSIDE Dr,064 424501400,ADU,0.0,0.0
B2024-03792,47 PARKSIDE Dr,064 424601100,ADU,0.0,0.0
B2024-02306,28 THE PLAZA Dr,064 424602000,SFD,-1.0,-1.0
B2024-04000,18 THE UPLANDS,064 424700400,ADU,0.0,0.0
B2024-03215,18 HILLCREST Ct,064 424700600,ADU,0.0,0.0
B2024-05692,56 THE UPLANDS,064 425000800,ADU,0.0,0.0
B2024-00402,185 HILLCREST Rd,064 425101100,ADU,0.0,0.0
B2024-03355,138 THE UPLANDS,064 425103500,ADU,0.0,0.0
B2024-04005,20 ROANOKE Rd,064 425200700,ADU,0.0,0.0
B2023-05775,36 ROANOKE Rd,064 425200900,SFD,-1.0,0.0
B2022-02478,24 EUCALYPTUS Rd,064 425203100,SFD,0.0,0.0
B2021-00261,170 HILLCREST Rd,064 425204200,SFD,0.0,0.0
B2024-01537,30 ROBLE Rd,064 425501400,ADU,0.0,0.0
B2024-03651,38 BROOKSIDE Ave,064 429501800,ADU,0.0,0.0
B2024-02823,6422 MYSTIC St,064 429504300,ADU,0.0,0.0
B2024-03557,2026 WOOLSEY St,52-1428-12-1,ADU,0.0,0.0
