"beso_id","property_building_name","building_address","alternate_addresses","beso_property_type","floor_area","_2024_benchmark_status","_2024_energy_star_score","_2024_site_eui_kbtu_ft2_","_2024_source_eui_kbtu_ft2_","_2024_natural_gas_use_therms_","_2024_electricity_use_grid_purchase_kwh_","_2023_benchmark_status","_2023_energy_star_score","_2023_site_eui_kbtu_ft2_","_2023_source_eui_kbtu_ft2_","_2023_natural_gas_use_kbtu_","_2023_electricity_use_grid_purchase_kwh_","_2022_benchmark_status","_2022_energy_star_score","_2022_site_eui_kbtu_ft2","_2022_source_eui_kbtu_ft2","_2022_natural_gas_use_kbtu_","_2022_electricity_use_grid_purchase_kwh_","_2021_benchmark_status","_2021_energy_star_score","_2021_site_eui_kbtu_ft2","_2021_source_eui_kbtu_ft2","_2021_natural_gas_use_kbtu_","_2021_electricity_use_grid_purchase_kwh_","assessment_requirement","assessment_first_cycle_due_date","assessment_first_cycle_status","assessment_first_cycle_payment_status","assessment_second_cycle_due_date","assessment_second_cycle_status","assessment_second_cycle_payment_status","assessment_third_cycle_due_date","assessment_third_cycle_status","assessment_third_cycle_payment_status"
"7730","2533 DURANT AVE","2533 DURANT AVE",,"Multifamily (5+ Units)","17823","2024 - Complied",,"46.9","57.6","7492.58","25182.1","2023 - Complied",,"38.8","49.2","6046.67","25247.7","2022 - Insufficient Data",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"7750","2530 SAN PABLO AVE","2530 SAN PABLO AVE",,"Commercial","18547","2024 - Did Not Report",,,,,,"2023 - Insufficient Data",,,,,,"2022 - Complied","93","29.4","54.7","2921.2","74018.2","2021 - Complied","94","27.9","51.1","2852.02","67919.7","Time of Sale",,,,,,,,,
"7770","2525 DURANT AVE","2525 DURANT AVE",,"Multifamily (5+ Units)","17802","2024 - Complied","100","22","34.7","3160.6","40264.9","2023 - Complied","94","34.1","48","5590.39","42088.1","2022 - Complied","95","34.6","46.6","5920.1","35615.2","2021 - Complied","96","34.6","43.1","6349.3","23153.4","Time of Sale",,,,,,,,,
"7780","Thornhill Apartments","2524 BENVENUE AVE",,"Multifamily (5+ Units)","22604","2024 - Complied","94","36.9","47.2","7233.89","32244.3","2023 - Complied","91","41.4","52.2","8221.6","33199.1","2022 - Complied","96","36.3","46.4","7132.2","31417.9","2021 - Complied","100","25.8","28.7","5616.96","6168.5","Time of Sale",,,,,,,,,
"7790","Hoyt Hall","2519 RIDGE RD",,"Multifamily (5+ Units)","15614","2024 - Complied",,"45.7","68.3","5332.06","53054.9","2023 - Complied",,"43.1","64.1","5057.36","49183.4","2022 - Complied",,"40.2","61.6","4538.4","50864.9","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"7800","2519 PARKER ST","2519 PARKER ST",,"Multifamily (5+ Units)","17407","2024 - Complied",,"13.9","16.6","2231.35","5684.5","2023 - Complied",,"17.8","21.1","2855.12","7012.4","2022 - Complied",,"16.6","19.7","2668.26","6624.4","2021 - Complied",,"18.7","21.8","3029.51","6383.3","Time of Sale",,,,,,,,,
"7810","2517 TELEGRAPH AVE","2517 TELEGRAPH AVE",,"Mixed Use (Comm/MF)","20450","2024 - Complied",,"24.4","55.6","1480.93","102693.8","2023 - Complied",,"25.5","58.4","1506.17","108397.6","2022 - Complied",,"31.3","62","3003.07","99782","2021 - Complied",,"26.7","46.3","3341.41","62288.9","Time of Sale",,,,,,,,,
"7820","Parker House","2511 PARKER ST","2515 PARKER ST; 2513 PARKER ST","Multifamily (5+ Units)","24006","2024 - Complied","100","27.7","43.8","4649.09","58909.8","2023 - Complied","97","37","54.4","6765.48","62257.9","2022 - Complied","100","28.1","44.5","4674.35","60434.9","2021 - Complied","100","23.1","36.3","3887.23","48610","Time of Sale",,,,,,,,,
"7850","Stranda Apartments","2489 M L KING JR WAY","1901 DWIGHT WAY","Multifamily (5+ Units)","20372","2024 - Complied","96","26.6","55.5","2199.34","94254.5","2023 - Complied","94","28.7","59.3","2441.87","99703.1","2022 - Complied","95","27.8","58.3","2284.4","99131.3","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"7890","2455 PROSPECT ST","2455 PROSPECT ST",,"Multifamily (5+ Units)","15345","2024 - Complied","100","8","22.3","0","35887.5","2023 - Complied","100","9.3","25.9","0","41612.8","2022 - Complied","100","8.7","24.4","0","39190.5","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"7900","2450 WARRING ST","2450 WARRING ST",,"Multifamily (5+ Units)","16893","2024 - Complied","100","11.7","13.5","1859","3365","2023 - Complied","100","11.7","13.4","1860","3255","2022 - Insufficient Data",,,,,,"2021 - Complied","100","10.4","12.1","1643","3293","Time of Sale",,,,,,,,,
"7910","2442 Piedmont Avenue","2442 PIEDMONT AVE",,"Multifamily (5+ Units)","15651","2024 - Complied","100","27","50.8","2213.14","58958.8","2023 - Complied","100","31.3","55.9","2842.94","60326.2","2022 - Complied","100","33.7","56.3","3407.53","54779","2021 - Complied","100","24.3","40.9","2427.22","40309","Time of Sale",,,,,,,,,
"7920","Sather Lane Shops","2433 DURANT AVE","2437 DURANT AVE; 2431 DURANT AVE; 2435 DURANT AVE; 2429 DURANT AVE","Mixed Use (Comm/MF)","18680","2024 - Complied",,"115.1","218.5","11075.61","305564.8","2023 - Complied",,"112.8","213.4","10949.86","296857.4","2022 - Complied",,"106.2","201","10288.98","279981.4","2021 - Complied",,"73.2","148.2","6058.32","223117.8","Time of Sale",,,,,,,,,
"7930","Telegraph-Channing Garage and Shops","2431 CHANNING WAY","2450 DURANT ST","Commercial","173180","2024 - Complied",,"7.6","21.3","12.41","371608.7","2023 - Complied",,"7.9","22","131.39","381477.4","2022 - Complied",,"8.7","23.7","724.2","405383.9","2021 - Did Not Report",,,,,,"Large Building","7/1/2023","Did Not Comply","Due",,,,,,
"7940","2430 PROSPECT ST","2430 PROSPECT ST","Main Building","Multifamily (5+ Units)","19188","2024 - Complied","94","42.8","66.6","5831.34","69735.6","2023 - Complied","89","55","75","8652.1","55610.3","2022 - Complied","85","54","78.1","8015.8","68824.4","2021 - Complied","56","55.5","79.7","8293.49","68844.4","Time of Sale",,,,,,,,,
"7950","2430 DANA ST","2430 DANA ST",,"Commercial","21330","2024 - Complied","77","12.9","24","1477.18","37430.9","2023 - Complied","76","13.3","24.9","1488.74","39267.3","2022 - Complied","80","11.9","23.1","1264.51","37576","2021 - Complied","77","12.9","22.8","1619.27","33086.7","Time of Sale",,,,,,,,,
"7960","2425 PROSPECT ST","2425 PROSPECT ST","2425 PROSPECT ST","Commercial","19420","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"7980","2425 HILLSIDE AVE","2425 HILLSIDE AVE",,"Multifamily (5+ Units)","16660","2024 - Complied",,"14.9","31.2","1007.56","43317.9","2023 - Complied",,"16.6","33.8","1211.02","45551.4","2022 - Complied",,"15.8","33.8","992.15","47993.9","2021 - Complied",,"16.4","34.6","1075.81","48491.4","Time of Sale",,,,,,,,,
"8020","Blake Telegraph Apartments","2423 BLAKE ST",,"Multifamily (5+ Units)","18063","2024 - Complied",,"39.9","54.4","5901.66","38054.6","2023 - Complied",,"39.2","53.4","5823.94","37031.9","2022 - Complied",,"34.1","47.6","4938.55","35699.9","2021 - Complied",,"42.4","57.7","6290.35","39940.2","Time of Sale",,,,,,,,,
"8030","Shattuck Senior Homes","2421 SHATTUCK AVE","2425 SHATTUCK AVE; 2427 SHATTUCK AVE","Multifamily (5+ Units)","19970","2024 - Did Not Report",,,,,,"2023 - Complied","100","10.4","28.5","74.86","58673.6","2022 - Complied","100","10","27.4","63.76","56678","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8040","2421 PIEDMONT AVE","2421 PIEDMONT AVE",,"Multifamily (5+ Units)","18692","2024 - Complied","85","44.3","71.4","5630.77","77817.9","2023 - Complied","85","48.1","75.9","6274.3","79554.7","2022 - Complied","85","49.3","75.5","6678.13","74251.8","2021 - Complied","82","51.3","78.1","7003.19","75819","Time of Sale",,,,,,,,,
"8050","2419 DURANT AVE","2419 DURANT AVE",,"Multifamily (5+ Units)","19590","2024 - Complied","94","45.8","58.8","7767.73","35149.6","2023 - Complied","89","52.6","67.3","8954.32","39567.7","2022 - Complied","95","45.9","60.4","7620.4","40066.8","2021 - Complied","98","40.9","51","7112","26399.4","Time of Sale",,,,,,,,,
"8060","Parker CAL Apartments","2414 PARKER ST",,"Multifamily (5+ Units)","15761","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8070","2409 WARRING ST","2409 WARRING ST",,"Multifamily (5+ Units)","18270","2024 - Complied","86","43.4","67.3","5662.72","66531.7","2023 - Complied","88","44.9","67.8","6061.28","62970.9","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8080","2409 TELEGRAPH AVE","2409 TELEGRAPH AVE","2401 TELEGRAPH AVE; 2403 TELEGRAPH AVE","Mixed Use (Comm/MF)","18170","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8090","2401 PIEDMONT AVE","2401 PIEDMONT AVE","Main House","Multifamily (5+ Units)","19670","2024 - In Progress",,,,,,"2023 - Complied","98","38.3","64.2","5915.28","96380.4","2022 - Complied","97","40.5","66.7","6431.26","96820.8","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8110","2401 LE CONTE AVE","2401 LE CONTE AVE","2403 LE CONTE AVE","Commercial","20672","2024 - Complied",,"4.8","7.9","644.39","10098.8","2023 - Complied",,"17.7","23.1","3120.02","15666.6","2022 - Complied",,"19.1","24.7","3394.31","16119.4","2021 - Complied",,"15.8","21.5","2697.28","16811.5","Time of Sale",,,,,,,,,
"8130","Graduate Theological Union","2400 RIDGE RD",,"Commercial","52263","2024 - Complied",,"36.6","79.1","6939.63","356625.8","2023 - Complied",,"23","51.5","3821.1","239895.8","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2024","Did Not Comply","Due",,,,,,
"8140","2399 SHATTUCK AVE","2399 SHATTUCK AVE","2397 SHATTUCK AVE; 2395 SHATTUCK AVE; 2389 SHATTUCK AVE; 2107 CHANNING WAY","Mixed Use (Comm/MF)","19044","2024 - Complied",,"55.1","95.4","6399.53","119898.3","2023 - Complied",,"58.2","99.4","6926.92","122067.7","2022 - Complied",,"55.9","98.4","6317.46","126634.1","2021 - Complied",,"66.6","112.9","7993.92","137191.8","Time of Sale",,,,,,,,,
"8150","Wesley House","2398 BANCROFT WAY",,"Commercial","20422","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8160","2375 TELEGRAPH AVE","2375 TELEGRAPH AVE","2379 TELEGRAPH AVE; 2383 TELEGRAPH AVE; 2391 TELEGRAPH AVE; 2387 TELEGRAPH AVE; 2399 TELEGRAPH AVE; 2505 CHANNING WAY; 2395 TELEGRAPH AVE; 2381 TELEGRAPH AVE","Mixed Use (Comm/MF)","18416","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8170","2350 TELEGRAPH AVE","2350 TELEGRAPH AVE",,"Mixed Use (Comm/MF)","15699","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8180","2340 LE CONTE AVE","2340 LE CONTE AVE",,"Multifamily (5+ Units)","21767","2024 - Complied",,"30.6","40","5676.43","28858","2023 - Complied",,"33.4","45.4","5980.03","37751","2022 - Complied",,"33.8","44.9","6180.33","34486","2021 - Complied",,"32.4","35.6","6843.47","5991.8","Time of Sale",,,,,,,,,
"8210","2335 DWIGHT WAY","2335 DWIGHT WAY",,"Multifamily (5+ Units)","21319","2024 - Complied","100","10.3","18.6","1231.57","28041.1","2023 - Complied","100","10.5","18.9","1290.93","27943.3","2022 - Complied","100","9.1","14.4","1343.48","17340.4","2021 - Complied","100","7.7","12.4","1115.05","15442.1","Time of Sale",,,,,,,,,
"8220","2333 SHATTUCK AVE","2333 SHATTUCK AVE",,"Commercial","17911","2024 - Complied","78","41.2","100.4","1537.63","171343.9","2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8230","2333 CHANNING WAY","2333 CHANNING WAY","2333 CHANNING WAY","Multifamily (5+ Units)","17450","2024 - Complied","97","46.3","61.6","6776.09","37993.1","2023 - Complied","96","47.6","65.6","6758.8","45500.9","2022 - Complied",,"43.4","62.1","5923.2","48335.4","2021 - Complied",,"42.2","57.3","6053.75","38159.5","Time of Sale",,,,,,,,,
"8250","2328 PIEDMONT AVE","2328 PIEDMONT AVE",,"Multifamily (5+ Units)","19584","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8260","2327 WARRING ST","2327 WARRING ST",,"Multifamily (5+ Units)","17147","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8310","2322 HASTE ST","2322 HASTE ST",,"Multifamily (5+ Units)","15418","2024 - Complied","83","59.8","70.2","8572.79","19033.9","2023 - Complied","64","73.5","85.5","10608.74","21395.2","2022 - Complied","62","75.9","87.3","11048.2","19390.9","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8320","Webster Poolside Apartments","2321 WEBSTER ST",,"Multifamily (5+ Units)","16652","2024 - Complied",,"21.6","39.3","2016.11","46373.6","2023 - Insufficient Data",,,,,,"2022 - Complied",,"24.4","42.3","2462.45","46673","2021 - Complied",,"22.2","40.1","2113.94","46621.9","Time of Sale",,,,,,,,,
"8340","Elsmere Apartments","2321 DWIGHT WAY","2321 DWIGHT WAY","Multifamily (5+ Units)","15579","2024 - Complied","99","31","46","3628.29","35112.1","2023 - Complied","98","34.7","52.7","3961.93","42355.5","2022 - Complied","97","35.7","53.2","4163.94","41061.9","2021 - Complied","88","49.1","63.3","6594.5","30728.6","Time of Sale",,,,,,,,,
"8360","2310 FOURTH ST","2310 FOURTH ST","2316 FOURTH ST","Commercial","23836","2024 - Exempt",,,,,,"2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8370","2315 PARKER ST","2315 PARKER ST",,"Multifamily (5+ Units)","18007","2024 - Complied","96","35.9","53.1","4895.06","46201.6","2023 - Complied","97","36.7","54.1","5007.27","46843.8","2022 - Complied","96","38.1","55.5","5265.94","46739.5","2021 - Complied","96","35.9","52.4","4944.73","44357.2","Time of Sale",,,,,,,,,
"8380","2311 WARRING ST","2311 WARRING ST","2310 PROSPECT ST","Multifamily (5+ Units)","16546","2024 - Complied",,"60.3","86.1","7828.03","63134.1","2023 - Complied",,"68.8","97.5","9000.03","69988.5","2022 - Complied",,"44.7","70.8","5131.11","66299.7","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8390","Delta Sigma Sorority","2311 PROSPECT ST",,"Multifamily (5+ Units)","17168","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8400","The Berk on Arch","2311 LE CONTE AVE",,"Multifamily (5+ Units)","18464","2024 - Did Not Report",,,,,,"2023 - Complied","97","33.2","47.5","4792.16","39037.4","2022 - Complied","98","32.3","46","4689.85","37275.6","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8410","2310 PIEDMONT AVE","2310 PIEDMONT AVE",,"Multifamily (5+ Units)","19909","2024 - Complied",,"25.8","44.6","3138.14","58517.9","2023 - Complied",,"26","44.4","3228.62","57124.8","2022 - Complied",,"24.1","41.5","2962.13","53919.1","2021 - Complied",,"21.2","37.3","2492.57","50392.6","Time of Sale",,,,,,,,,
"8420","2308 WARRING ST","2308 WARRING ST",,"Multifamily (5+ Units)","18602","2024 - Complied",,"17.7","26","2504.32","23070.3","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"15.5","23.4","2141.95","21986","Time of Sale",,,,,,,,,
"8430","Western Dominican Province","2301 VINE ST",,"Commercial","15021","2024 - Complied",,"18.9","34.2","1592.19","36334.6","2023 - Complied",,"23.6","42","2072.73","43332.7","2022 - Complied",,"20.4","39.3","1524.08","45034.2","2021 - Complied",,"12","22.9","929.95","25727.8","Time of Sale",,,,,,,,,
"8440","2 PANORAMIC WAY","2 PANORAMIC WAY","#101","Commercial","15587","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8450","2300 WARRING ST","2300 WARRING ST",,"Multifamily (5+ Units)","17822","2024 - Complied","87","42.2","66.5","5272.43","66134","2023 - Complied","83","45.1","74.7","5265.75","81482.3","2022 - Complied","79","52.5","82.1","6618.98","80494.4","2021 - Complied","78","48.5","79","5789.54","83724.3","Time of Sale",,,,,,,,,
"8480","Channing Apartments","2236 CHANNING WAY","2234 CHANNING WAY","Multifamily (5+ Units)","17878","2024 - Complied",,"71.3","90.6","11135.2","47124.5","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"84.7","104.7","13523.63","47214.1","Time of Sale",,,,,,,,,
"8510","2231 SHATTUCK AVE","2231 SHATTUCK AVE","2237 SHATTUCK AVE; 2233 SHATTUCK AVE","Mixed Use (Comm/MF)","24000","2024 - Did Not Report",,,,,,"2023 - Complied",,"41.6","63.3","7303.63","78802.2","2022 - Complied",,"42.6","64.2","7557.72","78215.3","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"8520","Durant Park Apartment","2230 DURANT AVE",,"Multifamily (5+ Units)","15096","2024 - Complied","100","22.2","24.8","3230.56","3658.8","2023 - Complied","100","24.9","28.6","3561.67","5977.1","2022 - Complied","100","23.9","28.1","3340.2","7680.9","2021 - Complied","100","23.5","26.9","3343.67","5833.7","Time of Sale",,,,,,,,,
"8530","All Souls Parish Episcopal Church","2220 CEDAR ST",,"Commercial","15956","2024 - Complied",,"10.6","15.6","1293","11789.1","2023 - Complied",,"15.7","18.1","2352","4361","2022 - Complied",,"17.7","19.8","2713.28","3242","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8550","2211 CARLETON ST","2211 CARLETON ST",,"Multifamily (5+ Units)","22244","2024 - Complied","100","16","27.9","2165.38","41161.1","2023 - Complied","100","19.3","35.7","2351.07","57186","2022 - Complied","100","21.1","38.7","2580.62","61651.9","2021 - Complied","100","18.2","32.7","2323.54","50639.4","Time of Sale",,,,,,,,,
"8570","Garden Village","2201 DWIGHT WAY",,"Multifamily (5+ Units)","63972","2024 - In Progress",,,,,,"2023 - Exempt",,,,,,"2022 - Exempt",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming",,,
"8590","The Rapa-Nui","2150 CHANNING WAY",,"Multifamily (5+ Units)","18894","2024 - Complied","100","32.6","48.2","4667.03","43970.4","2023 - Complied","100","36.8","52.8","5419.25","44859.2","2022 - Complied","100","37","52.8","5479.8","44146.2","2021 - Complied","100","35.2","51.4","5096.91","45583.1","Time of Sale",,,,,,,,,
"8610","2142 CENTER ST","2142 CENTER ST","2138 CENTER ST; 2154 CENTER ST; 2150 CENTER ST; 2152 CENTER ST; 2148 CENTER ST; 2144 CENTER ST; 2140 CENTER ST; 2134 CENTER ST; 2146 CENTER ST; 2132 CENTER ST","Mixed Use (Comm/MF)","20764","2024 - Exempt",,,,,,"2023 - Exempt",,,,,,"2022 - Exempt",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8630","2130 CENTER ST","2130 CENTER ST","2128 CENTER ST","Commercial","19127","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8640","2125 JEFFERSON AVE","2125 JEFFERSON AVE",,"Commercial","17997","2024 - Complied","97","31.8","45.4","4483.92","36163.2","2023 - Complied","99","21.9","39.6","2228.18","50028.3","2022 - Complied",,"32.3","44","4784.63","30234.1","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"8650","URSA Apartments","2124 BANCROFT WAY","2121 DURANT AVE","Multifamily (5+ Units)","50965","2024 - Complied","100","10.8","16.2","4124.24","40826.5","2023 - Complied","100","10.9","16.4","4127.38","42158.5","2022 - Complied","100","10.8","16","4120.16","39989.6","2021 - Complied","100","8.1","10.5","3538.59","17306.9","Large Building","7/1/2023","Deferred","Deferred",,,,,,
"8660","Residence Inn Hotel Dwtn.","2121 Center St","2125 CENTER ST; 2129 SHATTUCK AVE","Commercial","234141","2024 - Complied","89","62.7","119.2","75235","2094732.7","2023 - Complied","80","77.2","137","105929.57","2192765.9","2022 - Exempt",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2032","Upcoming","Upcoming",,,,,,
"8670","Heywood Apartments","2119 ADDISON ST",,"Multifamily (5+ Units)","21407","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8680","2109 KALA BAGAI WAY","2109 KALA BAGAI WAY","2115 KALA BAGAI WAY; 2117 KALA BAGAI WAY; 2111 KALA BAGAI WAY; 2119 KALA BAGAI WAY","Multifamily (5+ Units)","28804","2024 - Complied","94","33.3","50.8","7000.44","76203.2","2023 - Complied","86","37.1","60.5","7148.42","103784","2022 - Complied","82","40.5","63.9","8126.78","103327.6","2021 - Complied","81","39.2","62.1","7838.17","101072.6","Large Building","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming",,,
"8690","2108 BERKELEY WAY","2108 BERKELEY WAY",,"Commercial","17247","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8720","2057 UNIVERSITY AVE","2057 UNIVERSITY AVE","2057 UNIVERSITY AVE; 2059 UNIVERSITY AVE; 2051 UNIVERSITY AVE","Mixed Use (Comm/MF)","17328","2024 - Exempt",,,,,,"2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"8730","Koerber Building","2054 UNIVERSITY AVE","2050 UNIVERSITY AVE","Commercial","20201","2024 - Did Not Report",,,,,,"2023 - Insufficient Data",,,,,,"2022 - Insufficient Data",,,,,,"2021 - Complied","99","8.8","24.8",,"52382","Time of Sale",,,,,,,,,
"8750","Nash Hotel","2041 UNIVERSITY AVE","2045 UNIVERSITY AVE; 2049 UNIVERSITY AVE; 2043 UNIVERSITY AVE; 2047 UNIVERSITY AVE","Commercial","22056","2024 - Complied",,"53.1","77.5","8958.44","80403.8","2023 - Complied",,"64","86.7","11661.33","72049.8","2022 - Complied",,"64.9","88.6","11738.41","75579.6","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"8760","2041 FRANCISCO ST","2041 FRANCISCO ST",,"Multifamily (5+ Units)","19933","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied","100","23","34.1","3462.79","33156.6","Time of Sale",,,,,,,,,
"8770","2037 KALA BAGAI WAY","2037 KALA BAGAI WAY","2039 SHATTUCK AVE; 2045 KALA BAGAI WAY; 2039 KALA BAGAI WAY; 2107 ADDISON ST","Commercial","20670","2024 - In Progress",,,,,,"2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied","87","48","84.7","5872.47","118656.6","Time of Sale",,,,,,,,,
"8780","Historic Kress Bldg","2036 SHATTUCK AVE","2087 ADDISON ST","Commercial","23500","2024 - Complied","91","31.7","58.1","4114.88","97780.9","2023 - Did Not Report",,,,,,"2022 - Complied",,"45.5","94.7","4394.68","184539.3","2021 - Complied",,"41.8","89.6","3709.03","179519.3","Time of Sale",,,,,,,,,
"8790","Channing Walk Apartments","2035 CHANNING WAY",,"Multifamily (5+ Units)","20424","2024 - Complied","99","25.2","38.8","3699.66","42264.1","2023 - Complied","98","28.3","44.2","4091.45","49444.6","2022 - Complied","99","27.3","41.8","4042","44832.9","2021 - Complied","99","24.8","38.9","3569.94","43883.4","Time of Sale",,,,,,,,,
"8820","Sierra Design","2025 FOURTH ST","2027 FOURTH ST; 2039 FOURTH ST; 731 ADDISON ST; 2029 FOURTH ST; 2031 FOURTH ST; 2037 FOURTH ST; 2035 FOURTH ST; 2033 FOURTH ST; 2023 FOURTH ST","Mixed Use (Comm/MF)","19683","2024 - Complied","92","17.9","44.6","613.88","85239.6","2023 - Complied","89","21.2","50.9","936.87","94554.4","2022 - Complied","89","21.5","52.2","886.13","97851.1","2021 - Complied","87","21.4","53","774.93","100714.5","Time of Sale",,,,,,,,,
"8840","Channing Campus Apartments","2020 CHANNING WAY",,"Multifamily (5+ Units)","22448","2024 - Complied",,"35.7","52.1","6124.95","55079.1","2023 - Complied",,"31.4","48.4","5078.59","57940","2022 - Complied",,"32.5","49.6","5310.47","58183.7","2021 - Complied",,"41.3","58.5","7323.11","56977.6","Time of Sale",,,,,,,,,
"8860","2013 SECOND ST","2013 SECOND ST",,"Multifamily (5+ Units)","26500","2024 - Complied",,"16.7","31.2","2343.14","60669.6","2023 - Complied",,"19.2","35.1","2826.38","66359.7","2022 - Complied",,"19.8","37.1","2782.9","72339.3","2021 - Complied",,"7.9","13.5","1319.26","23039.1","Large Building","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming",,,
"8880","1970 SAN PABLO AVE","1970 SAN PABLO AVE","1968 SAN PABLO AVE; 1966 SAN PABLO AVE; 1085 UNIVERSITY AVE","Mixed Use (Comm/MF)","20451","2024 - Complied","95","43.5","73.1","5701.21","93871.8","2023 - Complied","93","44.9","77.6","5613.86","104417.8","2022 - Complied","87","49.5","85.7","6164.63","115763.9","2021 - Complied","86","48.5","84.4","6001.51","114792.9","Time of Sale",,,,,,,,,
"8890","Chestnut Apartments","1955 CHESTNUT ST",,"Multifamily (5+ Units)","17688","2024 - Complied","94","37.9","54.5","5215.52","43606.3","2023 - Complied","88","44.2","60.5","6392.64","41829","2022 - Complied","87","46.2","61.6","6854.92","38625","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8910","1951 CHESTNUT ST","1951 CHESTNUT ST","1951 CHESTNUT ST","Multifamily (5+ Units)","19378","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"8930","1942 CHANNING WAY","1942 CHANNING WAY",,"Multifamily (5+ Units)","15597","2024 - Complied",,"58.3","73.8","7964.17","32890.9","2023 - Complied",,"63.1","79.4","8669.66","34344.1","2022 - Complied",,"66.4","84","9094.34","37163.4","2021 - Complied",,"67.4","85.6","9181.2","38862.5","Time of Sale",,,,,,,,,
