"beso_id","property_building_name","building_address","alternate_addresses","beso_property_type","floor_area","_2024_benchmark_status","_2024_energy_star_score","_2024_site_eui_kbtu_ft2_","_2024_source_eui_kbtu_ft2_","_2024_natural_gas_use_therms_","_2024_electricity_use_grid_purchase_kwh_","_2023_benchmark_status","_2023_energy_star_score","_2023_site_eui_kbtu_ft2_","_2023_source_eui_kbtu_ft2_","_2023_natural_gas_use_kbtu_","_2023_electricity_use_grid_purchase_kwh_","_2022_benchmark_status","_2022_energy_star_score","_2022_site_eui_kbtu_ft2","_2022_source_eui_kbtu_ft2","_2022_natural_gas_use_kbtu_","_2022_electricity_use_grid_purchase_kwh_","_2021_benchmark_status","_2021_energy_star_score","_2021_site_eui_kbtu_ft2","_2021_source_eui_kbtu_ft2","_2021_natural_gas_use_kbtu_","_2021_electricity_use_grid_purchase_kwh_","assessment_requirement","assessment_first_cycle_due_date","assessment_first_cycle_status","assessment_first_cycle_payment_status","assessment_second_cycle_due_date","assessment_second_cycle_status","assessment_second_cycle_payment_status","assessment_third_cycle_due_date","assessment_third_cycle_status","assessment_third_cycle_payment_status"
"0000","BUILDING NAME","1 BUILDING ADDRESS",,"Other","123456","2024 - Complied",,,,,,"2023 - Complied",,,,,,"2022 - Complied",,,,,,"2021 - Complied",,,,,,"Large Building","7/1/2030","Upcoming","Upcoming",,,,,,
"1020","Redwood Gardens Apartments","2951 DERBY ST","2951 DERBY ST","Multifamily (5+ Units)","125813","2024 - Complied","98","22.8","44.8","13595.48","440584.7","2023 - Complied","97","24.8","49.3","14130.73","478396.8","2022 - Complied","97","24.7","48.9","14197.45","472191.7","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due","7/1/2023","Pending","Due",,,
"1030","LifeLong Over 60 Health Center; Mable Howard","3250 SACRAMENTO ST","1499 ALCATRAZ AVE; 3250 SACRAMENTO ST; 3260 SACRAMENTO ST; 1497 ALCATRAZ AVE","Multifamily (5+ Units)","45453","2024 - Complied",,"31.6","73.7","3865.21","308242.1","2023 - Complied",,"37.2","86","4726.25","358012.4","2022 - Complied",,"35.3","83.2","4093.21","351433.1","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due","7/1/2023","Pending","Due",,,
"1040","Telegraph Medical","3120 TELEGRAPH AVE","3120 TELEGRAPH AVE","Mixed Use (Comm/MF)","25982","2024 - Complied","100","6","15.5","214.51","39741.3","2023 - Complied","100","6.5","16.7","227.19","42988.6","2022 - Complied","100","5.2","13.3","173.5","34382.7","2021 - Complied","100","3.6","8.8","186.93","21793.8","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"1050","Regent Street Medical Office Building and Care Center","2999 REGENT ST","2999 REGENT ST","Commercial","63000","2024 - Complied","54","83.1","165.6","24184.44","826266.9","2023 - Complied","39","98.8","188.5","31763.26","893664.5","2022 - Complied","8","145","263.1","51490.39","1168824.2","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"1060","Telegraph Gardens","3001 TELEGRAPH AVE","3001 TELEGRAPH AVE","Multifamily (5+ Units)","42194","2024 - In Progress",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"1070","Alta Bates Summit Medical Center - Ashby","2450 ASHBY AVE","3001 COLBY ST","Commercial","457073","2024 - Complied","24","259.4","430.2","773480.59","12079011","2023 - Complied","17","275.2","452.6","830770.89","12521558.2","2022 - Complied","14","282.8","465","853908.69","12861684.4","2021 - Complied","11","290.6","473.2","889365.65","12864542.4","Large Building","7/1/2018","Exempt","Exempt","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"1080","3000 Colby St","3000 COLBY ST","3000 COLBY ST; 3010 COLBY ST","Commercial","47252","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report","100",,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"1090","3000 Telegraph Ave","3000 TELEGRAPH AVE","3000 TELEGRAPH AVE","Commercial","24500","2024 - Complied",,"338.8","664.3","39817","1265970","2023 - Complied",,"339","678.2","37948","1322114.9","2022 - Complied","37","331.9","665","36985.01","1299007.2","2021 - Complied","37","334.6","658.2","39005","1259137.5","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"1120","William Byron Rumford Plaza","3012 SACRAMENTO ST","3012 SACRAMENTO ST; 3017 STANTON ST","Multifamily (5+ Units)","36500","2024 - Complied","84","46.2","71.9","12016.71","142487.4","2023 - Complied","77","51.2","77.7","13724.56","145919.3","2022 - Complied","77","50.3","78.1","13089.92","154632.4","2021 - Exempt",,,,,,"Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"1130","Higby","3015 SAN PABLO AVE","3015 SAN PABLO AVE; 1200 ASHBY AVE","Mixed Use (Comm/MF)","82921","2024 - Complied","67","42.4","85.8","15613.57","572916.1","2023 - Complied","74","42.1","83.9","16033","552131.9","2022 - Insufficient Data",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Deferred","Deferred","7/1/2026","Upcoming","Upcoming",,,
"1150","URBAN ORE","900 MURRAY ST","900 MURRAY ST; 927 FOLGER AVE","Industrial","48997","2024 - Complied","100","4.6","8.7",,"32931.7","2023 - Did Not Report",,,,,,"2022 - Complied","100","4.8","9.5",,"37286.7","2021 - Complied","100","3.5","9.8",,"50224","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Exempt","Exempt",,,
"1160","2503 Haste St","2503 HASTE ST","2509 Haste St","Mixed Use (Comm/MF)","92693","2024 - Complied",,"20.3","45.5","5998.43","375397","2023 - Insufficient Data",,,,,,"2022 - Complied",,"11.8","32.8","63.7","317742.9","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"1180","Folger Murray Properties","1047 Folger Ave","1041 FOLGER AVE; 1043 FOLGER AVE; 1028 MURRAY ST; 1040 MURRAY ST; 1051 FOLGER AVE; 1053 FOLGER AVE; 1045 FOLGER AVE; 1027 FOLGER AVE; 1038 MURRAY ST; 1030 MURRAY ST; 1024 MURRAY ST; 1042 MURRAY ST; 1032 MURRAY ST; 1033 FOLGER AVE","Industrial","45103","2024 - Complied",,"2.7","5.9","443.15","23137","2023 - Complied",,"6","13.3","879.77","52950.7","2022 - Complied",,"8.4","19.9","928.45","83684.9","2021 - Complied",,"10.1","23.6","1211.91","97959.9","Large Building","7/1/2019","Complied","Paid","7/1/2026","Upcoming","Upcoming",,,
"1250","2929 FIFTH St","2929 FIFTH ST","808 ANTHONY ST; 2929 FIFTH ST","Commercial","37840","2024 - Complied",,"19.8","50.5","1055.6","188538","2023 - Complied",,"25.4","62.8","1780.68","229050","2022 - Complied",,"24.8","61.8","1663","226415.2","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1260","825 POTTER ST","825 POTTER ST","795 POTTER ST; 825 POTTER ST; 834 POTTER ST; 822 ANTHONY ST;846 ANTHONY ST; 875 POTTER ST; 885 POTTER ST","Commercial","45125","2024 - Complied","72","22.7","63.6","0","300346.6","2023 - Complied","78","21.3","59.6","0","281595.5","2022 - Complied","86","18.3","51.2","0","241749.2","2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1290","800 Heinz Ave","800 HEINZ AVE","800 HEINZ AVE","Commercial","22347","2024 - Complied",,"28.7","72.2","1021.74","157752.4","2023 - Complied",,"32","81.3","1080.16","178225.6","2022 - Complied",,"32.5","81.8","1173.16","178487.3","2021 - Complied","84","34.2","85.7","1299.26","186175.8","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"1320","Berkeley Ironworks","800 POTTER ST","800 POTTER ST","Mixed Use","17000","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"1330","Bishop Berkeley Apartments","2709 DWIGHT WAY","2709 DWIGHT WAY","Multifamily (5+ Units)","43065","2024 - Complied","91","28.5","36.3","10695.64","46068.2","2023 - Complied","81","34.9","43.7","13300.77","50716.2","2022 - Complied","72","59","74","12242.68","47339","2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"1350","Aquatic Shattuck","2640 SHATTUCK AVE","2628 SHATTUCK AVE; 2648 SHATTUCK AVE; 2650 SHATTUCK AVE","Mixed Use (Comm/MF)","74681","2024 - Complied",,"5.2","14.7",,"114685.9","2023 - Complied","100","12.2","22.3","5082.91","118698.4","2022 - Complied","100","12.4","22.5","5204.64","118981.2","2021 - Exempt",,,,,,"Large Building","7/1/2031","Upcoming","Upcoming",,,,,,
"1360","Berkeley Business Center","2942 SAN PABLO AVE","1020-1060 Heinz Ave; 1099 ASHBY AVE; 2900-2998 San Pablo Avenue","Mixed Use (Comm/Ind)","263943","2024 - Complied",,"29.8","64.9","28082.69","1484719.9","2023 - Complied",,"31.1","65.9","32070.05","1467525.6","2022 - Complied",,"29.1","65.6","23838.5","1550146.7","2021 - Complied",,"25.5","59.9","17282.1","1463674.6","Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"1370","2067 UNIVERSITY AVE","2067 UNIVERSITY AVE",,"Mixed Use (Comm/MF)","29968","2024 - Complied","100","7.9","22.2",,"69623.1","2023 - Exempt",,,,,,"2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2034","Upcoming","Upcoming",,,,,,
"1380","2100 SAN PABLO AVE","2100 San Pablo Ave","2120 SAN PABLO AVE","Mixed Use (Comm/MF)","83207","2024 - Did Not Report",,,,,,"2023 - Exempt",,,,,,"2022 - Exempt",,,,,,,,,,,,"Large Building","7/1/2033","Upcoming","Upcoming",,,,,,
"1421","707 Heinz Ave","707 HEINZ AVE","707 HEINZ AVE","Industrial","17720","2024 - Complied","81","17","30","1791.44","35984.6","2023 - Complied","35","66.7","75.1","11303.81","15003.2","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"1430","Berkeley Arts Complex","729 HEINZ AVE","729 HEINZ AVE","Commercial","35200","2024 - Complied",,"72.2","133.8","13761.95","341772","2023 - Complied",,"69.8","126.6","13825.77","314409.3","2022 - Complied","5","45.8","83.6","15292.5","356734.1","2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"1441","745-809 Heinz Ave","2850 SEVENTH ST","2850 SEVENTH ST","Commercial","27925","2024 - Complied","1","145.9","398.9","1556.58","1148818","2023 - Complied","1","156.8","429.3","1548.29","1237798.2","2022 - Complied","38","61.5","165.1","1147.37","469841.5","2021 - Complied","35","62","166.9","1082.67","475930.4","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1470","Ecole Bilingue de Berkeley","1001 HEINZ AVE","1009 HEINZ AVE; 1001 HEINZ AVE; 1023 HEINZ AVE","Commercial","25000","2024 - Insufficient Data",,,,,,"2023 - Complied","93","22.2","59.2","411","150441","2022 - Complied","91","31.2","64.4","3259.92","132809.2","2021 - Complied","92","31.1","60.6","3770.38","117105.3","Time of Sale",,,,,,,,,
"1480","Rosewood Apartments","1615 RUSSELL ST","1615 RUSSELL ST; 1617 RUSSELL ST","Multifamily (5+ Units)","32412","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"1490","Harriet Tubman Terrace Apartments","2870 ADELINE ST","2870 ADELINE ST","Multifamily (5+ Units)","62823","2024 - Complied","50","49.6","88.2","18207.97","379843.7","2023 - Complied","42","54.2","96.4","19912.91","414821.8","2022 - Complied","49","40.9","75.5","13963.25","343214.5","2021 - Complied","12","58.3","94.8","24570.78","353105.4","Large Building","7/1/2018","Did Not Comply","Paid",,,,,,
"1500","Berkeley Bowl","2020 OREGON ST","2020 OREGON ST","Commercial","44000","2024 - Complied","92","194.5","444.4","25229.5","1769348.3","2023 - Complied","94","182.2","419.7","22742.63","1683039.4","2022 - Complied","96","160.7","385.9","16109.43","1600452.1","2021 - Complied","97","134.6","348","7297.97","1522360.2","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"1520","CalFarm Bldg","2855 TELEGRAPH AVE","2855 TELEGRAPH AVE","Commercial","83557","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"1530","Ed Roberts Campus","3075 ADELINE ST","3075 ADELINE ST","Commercial","88000","2024 - Complied","99","36.5","65.7","18323.79","404161","2023 - Complied","97","46.6","82.8","23939.67","499793.7","2022 - Complied","98","41.5","76.4","19955.97","484671.1","2021 - Complied","98","41","73.1","20935.06","442879.6","Large Building","7/1/2020","Did Not Comply","Due",,,,,,
"1540","Secure Space Storage","2721 SHATTUCK AVE","2711 SHATTUCK AVE","Industrial","45192","2024 - Complied",,"3","8.3",,"39234.3","2023 - Complied",,"2.8","7.7",,"36479.3","2022 - Exempt",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"1550","2009 ADDISON ST","2009 ADDISON ST",,"Mixed Use (Comm/MF)","43140",,,,,,,,,,,,,,,,,,,,,,,,,"Large Building","7/1/2033","Upcoming","Upcoming",,,,,,
"1570","Oregon Park Apartments","1425 OREGON ST","1425 OREGON ST","Multifamily (5+ Units)","38651","2024 - Complied","74","56.9","78.1","17941.31","118933.3","2023 - Complied","1","61.8","85.2","19416.06","131472","2022 - Complied","1","58.7","81.5","18280.14","128629.3","2021 - Complied","1","59","81.9","18379.47","129493.3","Large Building","7/1/2018","Complied","Paid","7/1/2027","Upcoming","Upcoming",,,
"1580","Avenue West","2700 SAN PABLO AVE","2700 SAN PABLO AVE","Multifamily (5+ Units)","39856","2024 - Complied","88","24.8","50.9","4219.94","166068.3","2023 - Complied","82","26.5","55.2","4331.53","182697.2","2022 - Complied","84","25.1","53.8","3783.82","182833.1","2021 - Complied","74","27","56","4456.97","184491.1","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1600","1013 PARDEE ST","1013 PARDEE ST","1013 PARDEE ST; 2714 TENTH ST; 2712 TENTH ST; 1001 PARDEE ST; 1003 PARDEE ST","Industrial","26889","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"27.9","62.9","2354.1","151245.1","Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"1640","1717 UNIVERSITY AVE","1717 UNIVERSITY AVE",,"Mixed Use (Comm/MF)","21927","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"1650","2600 Tenth (ZMC)","2600 TENTH ST","2657 NINTH ST; 1011 CARLETON ST; 2600 TENTH ST","Commercial","121172","2024 - Complied","47","71.8","140.8","41601.52","1329051.1","2023 - Complied","51","66.6","138.4","33322.08","1389138.7","2022 - Complied","73","55.9","127.4","20171.71","1394291.3","2021 - Complied","74","54.9","123.2","20813.31","1315876","Large Building","7/1/2018","Complied","Paid","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"1660","Willig Building","2603 EIGHTH ST","932 PARKER ST; 937 CARLETON ST; 940 PARKER ST; 2603 EIGHTH ST","Mixed Use (Comm/Ind)","65764","2024 - Complied",,"26.5","54.5","7434.77","293322.6","2023 - Complied",,"25.6","53.9","6743.25","296591.5","2022 - Complied",,"21.9","47.7","5144.37","271887.1","2021 - Complied",,"19","45.6","2835.24","282866.8","Large Building","7/1/2018","Pending","Due","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"1670","AIDEN HOTEL-1499 UNIVERSITY AVE","1499 UNIVERSITY AVE",,"Commercial","20520","2024 - Did Not Report",,,,,,"2023 - Complied","91","40.3","86.7","3062.94","152534.8","2022 - Complied","90","40.9","87.7","3156.23","153707.8","2021 - Exempt",,,,,,"Time of Sale",,,,,,,,,
"1710","Bridge Housing - Berkeley Way","2020 BERKELEY WAY",,"Mixed Use (Comm/MF)","104525","2024 - Complied","96","23","48.2","9696.51","420660.5","2023 - Complied","91","29.7","56.7","15857.58","446522.9","2022 - Exempt",,,,,,"2021 - Exempt",,,,,,"Large Building","7/1/2032","Upcoming","Upcoming",,,,,,
"1725","Weatherford BMW","735 ASHBY AVE","735 ASHBY AVE; 740 POTTER ST; 750 POTTER ST","Commercial","87857","2024 - Complied","88","20.9","58.6",,"539271.2","2023 - Complied","90","19.9","55.6",,"511674.4","2022 - Complied",,"19","53.2",,"489346.1","2021 - Complied",,"18.9","53.1",,"487923.2","Large Building","7/1/2018","Exempt","Exempt","7/1/2023","Exempt","Exempt",,,
"1745","2037 Parker St/Parker Apartments","2037 PARKER ST","2037 PARKER ST, 2598 SHATTUCK AVE","Multifamily (5+ Units)","31586","2024 - Complied","39","37.4","78.3","4777.83","206472","2023 - Complied","97","25.6","45.3","4751.73","97496","2022 - Complied","98","25","43.1","4876.54","88776.1","2021 - Complied","100","26.5","46","5142.4","97410.8","Large Building","7/1/2021","Did Not Comply","Due",,,,,,
"1750","915-927 Parker St","927 PARKER ST","905 PARKER ST; 927 PARKER ST; 915 PARKER ST; 921 PARKER ST; 901 PARKER ST; 2536 EIGHTH ST; 2540 EIGHTH ST; 2533 SEVENTH ST","Industrial","44162","2024 - Exempt",,,,,,"2023 - Exempt",,,,,,"2022 - Exempt",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"1780","Parker Plaza","2560 NINTH ST","2560 NINTH ST; 2570 NINTH ST","Commercial","74062","2024 - Complied","97","20.3","48.3","3601.09","334536.8","2023 - Complied","97","21","49.3","3966.89","338515.7","2022 - Complied","98","19.4","45","3964.54","304967.9","2021 - Complied","99","16.5","37.3","3750.81","248138.4","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Did Not Comply","Due",,,
"1781","Parker Plaza (North)","2550 NINTH ST","2550 NINTH ST","Commercial","42043","2024 - Complied","98","18","36.1","3446.8","120825.5","2023 - Complied","99","17.7","34.7","3577.24","113535.5","2022 - Complied","98","19.1","40.5","3140.29","143584.9","2021 - Complied","99","16.6","35.4","2655.69","126545.3","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"1790","Margaret Breland Homes","2577 SAN PABLO AVE","2577 SAN PABLO AVE","Multifamily (5+ Units)","20309","2024 - Complied","92","30.3","63.8","2448.94","108705.3","2023 - Complied","85","32.7","69.7","2541.04","120204.3","2022 - Complied","93","20.7","45.5","1883.11","105759.9","2021 - Exempt",,,,,,"Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Pending","Due",,,
"1800","Sacramento Senior Homes","2517 SACRAMENTO ST","1501 BLAKE ST; 2517 SACRAMENTO ST","Multifamily (5+ Units)","34504","2024 - Complied","100","13.9","38.3","137.9","136696.1","2023 - Complied","99","16.5","45.5","140.74","162638.6","2022 - Complied","97","17.5","48.4","133.93","173460.9","2021 - Complied","93","18.8","51.9","136.3","185897.2","Large Building","7/1/2018","Complied","Paid","7/1/2023","Did Not Comply","Due",,,
"1810","Parker Apartments","2038 PARKER ST","2038 PARKER ST; 2600 SHATTUCK AVE","Mixed Use (Comm/MF)","129851","2024 - Complied","19","53.5","108.3","30843.23","1132932.8","2023 - Complied","21","54.6","110.3","31549.07","1152573.6","2022 - Complied","37","49.9","101","28601.61","1059022.9","2021 - Complied","89","49","105.7","10887.22","547583.3","Large Building","7/1/2018","Deferred","Deferred","7/1/2026","Upcoming","Upcoming",,,
"1820","Parker Villa Apartments","2124 PARKER ST","2124 PARKER ST","Multifamily (5+ Units)","24240","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"1840","2240 Blake","2240 BLAKE ST","2240 BLAKE ST","Multifamily (5+ Units)","40864","2024 - Complied","100","14.3","28.7","2628.31","94060.6","2023 - Complied","100","17.9","35.7","3404.38","115175.5","2022 - Complied","100","16.5","32.4","3190.63","103624.5","2021 - Complied","100","15.3","30.5","2905.98","98375.5","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1850","2216-2220 Dwight Way","2216 DWIGHT WAY","2220 DWIGHT WAY; 2216 DWIGHT WAY","Multifamily (5+ Units)","24500","2024 - Complied","100","17.2","21.2","3783.18","12861.4","2023 - Complied","100","26.3","31.4","5916.7","15409.4","2022 - Complied","100","21.4","25.8","4762.77","13850.4","2021 - Complied","100","16.7","29.6","2534.23","52822.8","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"1860","2230 Dwight Way","2230 DWIGHT WAY","2230 DWIGHT WAY","Multifamily (5+ Units)","25210","2024 - Complied","100","24.5","37.9","4434.36","51353.4","2023 - Complied","100","24.6","38.4","4369.97","53371","2022 - Complied","100","30.5","47.2","5482.87","64385.6","2021 - Complied","100","27.4","43.3","4827.29","61213.7","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1880","2309 BLAKE ST","2309 BLAKE ST","2309 BLAKE ST","Multifamily (5+ Units)","35220","2024 - Complied","100","8.9","24.8",,"91489.1","2023 - Complied","100","19.9","38.1","3526.34","101647.7","2022 - Complied","100","21","38.2","4121.98","95463.1","2021 - Complied","100","20.4","37.3","4006.67","93446.8","Large Building","7/1/2019","Complied","Paid","7/1/2024","Deferred","Deferred","7/1/2029","Upcoming","Upcoming"
"1890","Americana Apartments","2324 DWIGHT WAY","2324 DWIGHT WAY; 2334 DWIGHT WAY","Multifamily (5+ Units)","42595","2024 - Complied","100","27","39.6","8785.91","79961.7","2023 - Complied","98","31.9","46.7","10387.18","94077.1","2022 - Complied","99","29.5","43.6","9496.19","89927.1","2021 - Complied","99","27.1","40.8","8537.67","87917.8","Large Building","7/1/2018","Complied","Paid","7/1/2023","Complied","Paid","7/1/2028","Upcoming","Upcoming"
"1900","Berkeley Town House","2550 DANA ST","2550 DANA ST","Multifamily (5+ Units)","65214","2024 - Complied","96","31.9","45.9","16197.78","135314.3","2023 - Complied","96","33.3","47.2","17136.84","133708.8","2022 - Complied","98","30.6","44.7","15302.79","136855","2021 - Complied","93","34.2","48.8","17521.74","140272.4","Large Building","7/1/2018","Deferred","Deferred","7/1/2023","Deferred","Deferred","7/1/2028","Upcoming","Upcoming"
"1910","1601 OXFORD ST","1601 OXFORD ST",,"Multifamily (5+ Units)","36456","2024 - Did Not Report",,,,,,"2023 - Complied","100","2.6","7.2",,"27657.9",,,,,,,,,,,,,"Large Building","7/1/2032","Upcoming","Upcoming",,,,,,
"1920","Glenn Building Apartment","2430 DWIGHT WAY","2430 DWIGHT WAY; 2550 TELEGRAPH AVE; 2548 TELEGRAPH AVE; 2552 TELEGRAPH AVE","Multifamily (5+ Units)","68826","2024 - Complied",,"21.4","32.4","10861.41","113810.7","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied",,"23.2","33.7","12327.3","107003.9","Large Building","7/1/2019","Complied","Paid","7/1/2024","Did Not Comply","Due",,,
"1930","2615 Telegraph Ave","2615 TELEGRAPH AVE",,"Mixed Use (Comm/MF)","17327","2024 - Did Not Report",,,,,,"2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Time of Sale",,,,,,,,,
"1940","Everest Properties","2520 HILLEGASS AVE","2520 HILLEGASS AVE","Multifamily (5+ Units)","52600","2024 - Complied","100","21.9","31.9","8797.51","79206.3","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Complied","100","18.5","26.7","9643.19","82567.1","Large Building","7/1/2018","Pending","Due","7/1/2023","Did Not Comply","Due",,,
"1950","Hillegass Terrace","2530 HILLEGASS AVE","2530 HILLEGASS AVE","Multifamily (5+ Units)","41826","2024 - Complied",,"33.1","52.1","9666.65","121851.1","2023 - Did Not Report",,,,,,"2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2018","Did Not Comply","Due",,,,,,
"1970","2606 Benvenue Ave","2606 BENVENUE AVE","2606 BENVENUE AVE","Multifamily (5+ Units)","29868","2024 - Complied",,"24.5","36.7","5462.47","54638.6","2023 - Complied",,"23.2","35.1","5090.76","53666.6","2022 - Complied",,"25.1","37.5","5615.68","55489.3","2021 - Complied",,"24.7","36","5658.19","50205.6","Large Building","7/1/2019","Complied","Paid","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"1980","Riviera Apartments","2501 BENVENUE AVE","2501 BENVENUE AVE","Multifamily (5+ Units)","22576","2024 - Complied","98","40.3","54.2","7554.05","44965.1","2023 - Complied","95","45.4","62.2","8397.01","54604.4","2022 - Complied","98","41","56","7584.37","48925.6","2021 - Complied","97","42.1","56.6","7925.38","46540.3","Large Building","7/1/2019","Deferred","Deferred","7/1/2024","Did Not Comply","Due",,,
"1990","2520 College","2520 COLLEGE AVE","2520 COLLEGE AVE","Multifamily (5+ Units)","45743","2024 - Complied","100","28.9","49.3","8297.2","144705.4","2023 - Complied","100","30.2","50.9","8794.02","146863.4","2022 - Complied",,"30.3","51","8878.46","146405.3","2021 - Complied",,"25.8","41.7","8011.48","111693.4","Large Building","7/1/2019","Exempt","Exempt","7/1/2024","Did Not Comply","Exempt",,,
"2000","2536 College Ave","2536 COLLEGE AVE","2536 COLLEGE AVE","Multifamily (5+ Units)","22808","2024 - Complied","100","30.7","44.5","5411.61","46751.6","2023 - Complied","100","29.7","42.2","5341.12","41968.5","2022 - Did Not Report",,,,,,"2021 - Did Not Report",,,,,,"Large Building","7/1/2019","Did Not Comply","Due",,,,,,
"2010","2540 College Ave","2540 COLLEGE AVE","2540 COLLEGE AVE","Multifamily (5+ Units)","29468","2024 - Complied","100","30.9","49.1","6297.05","82276","2023 - Complied","100","35","53.5","7514.16","82294.6","2022 - Complied","100","31.2","47.3","6750.08","71855.1","2021 - Insufficient Data","100","12.1","15.8","3053.63","15171","Large Building","7/1/2019","Did Not Comply","Due","7/1/2024","Complied","Paid","7/1/2029","Upcoming","Upcoming"
"2020","2515 Benvenue Avenue","2515 BENVENUE AVE","2515 BENVENUE AVE","Multifamily (5+ Units)","43056","2024 - Complied","100","20.3","31.5","6202.15","73932.4","2023 - Complied","100","20.7","31.8","6432.2","72697.2","2022 - Complied","100","20.6","31.6","6409.1","72197.5","2021 - Complied","100","18.6","28.9","5723.95","67242.9","Large Building","7/1/2019","Complied","Paid","7/1/2024","Pending","Paid","7/1/2029","Upcoming","Upcoming"
