key,lat,lon,type,units,source,addr,status
053-1658-014-00,37.85423249,-122.29126181,ADU,1,v4,,
061-2620-021-00,37.88530588,-122.28215701,ADU,1,v4,,
056-2012-023-00,37.86887496,-122.27575871,ADU,1,v4,,
054-1716-027-00,37.85990621,-122.2608039,ADU,1,v4,,
055-1828-012-00,37.86192738,-122.26374789,ADU,1,v4,,
053-1627-007-00,37.85208773,-122.28410656,ADU,1,v4,,
060-2428-028-00,37.88115141,-122.28492716,ADU,1,v4,,
054-1807-002-00,37.86277438,-122.27452448,ADU,1,v4,,
062-2890-039-00,37.89640458,-122.28298858,ADU,1,v4,,
058-2159-033-00,37.87441366,-122.27648645,ADU,1,v4,,
054-1786-020-00,37.85834604,-122.28771512,ADU,1,v4,,
063-2991-014-00,37.88762102,-122.2562713,ADU,1,v4,,
059-2325-011-00,37.87509746,-122.30150563,ADU,1,v4,,
064-4234-014-00,37.85699031,-122.241796,ADU,1,v4,,
060-2478-014-00,37.88308809,-122.25300696,ADU,1,v4,,
056-1985-012-00,37.86726754,-122.28937914,ADU,1,v4,,
055-1905-012-00,37.86582128,-122.27503999,ADU,1,v4,,
055-1826-011-00,37.8608201,-122.26548428,ADU,1,v4,,
053-1686-005-00,37.857345,-122.26404602,ADU,1,v4,,
054-1785-005-00,37.8589869,-122.2872726,ADU,1,v4,,
058-2165-025-00,37.87640666,-122.27543799,ADU,1,v4,,
053-1692-020-00,37.85903985,-122.2580848,ADU,1,v4,,
061-2609-007-00,37.88681551,-122.27754722,ADU,1,v4,,
060-2392-022-00,37.87895338,-122.29123461,ADU,1,v4,,
060-2433-024-00,37.88058982,-122.28117882,ADU,1,v4,,
062-2886-007-00,37.89303762,-122.2812632,ADU,1,v4,,
055-1830-015-00,37.86396648,-122.2649955,ADU,1,v4,,
061-2570-021-00,37.88691357,-122.27530957,ADU,1,v4,,
055-1869-016-00,37.86814451,-122.25351381,ADU,1,v4,,
060-2404-002-00,37.8804674,-122.29506775,ADU,1,v4,,
055-1848-005-00,37.86338253,-122.25287404,ADU,1,v4,,
062-2945-028-00,37.90222286,-122.27174326,ADU,1,v4,,
060-2417-044-00,37.8783045,-122.28913392,ADU,1,v4,,
060-2391-055-00,37.8791257,-122.29059327,ADU,1,v4,,
053-1673-014-00,37.85598103,-122.27568931,ADU,1,v4,,
056-1919-028-00,37.8628366,-122.28280544,ADU,1,v4,,
061-2611-023-00,37.89046881,-122.27869483,ADU,1,v4,,
062-2882-025-00,37.89409465,-122.28299993,ADU,1,v4,,
063-2958-004-00,37.89924995,-122.26954127,ADU,1,v4,,
057-2013-017-00,37.86686721,-122.27510978,ADU,1,v4,,
064-4295-023-01,37.85217709,-122.24901198,ADU,1,v4,,
058-2124-028-00,37.87375702,-122.2968625,ADU,1,v4,,
063-2963-059-00,37.89699281,-122.26414589,ADU,1,v4,,
060-2404-015-00,37.87912575,-122.29464068,ADU,1,v4,,
056-1987-014-00,37.86572215,-122.2880138,ADU,1,v4,,
061-2556-024-00,37.88639021,-122.26624694,ADU,1,v4,,
058-2232-012-01,37.88155782,-122.25297178,ADU,1,v4,,
053-1619-012-00,37.85359063,-122.28045546,ADU,1,v4,,
055-1849-022-00,37.86274909,-122.25208253,ADU,1,v4,,
059-2327-011-00,37.87580623,-122.2994104,ADU,1,v4,,
052-1515-046-00,37.8508012,-122.28383649,ADU,1,v4,,
053-1695-021-01,37.85913941,-122.25404756,ADU,1,v4,,
058-2163-014-00,37.87668524,-122.27786721,ADU,1,v4,,
053-1688-011-00,37.85841116,-122.26288173,ADU,1,v4,,
053-1689-025-00,37.85898606,-122.26114924,ADU,1,v4,,
056-1924-016-00,37.86382556,-122.28659524,ADU,1,v4,,
055-1914-054-00,37.86458812,-122.28092627,ADU,1,v4,,
058-2120-006-00,37.8736711,-122.29872238,ADU,1,v4,,
054-1791-009-00,37.8594491,-122.28357133,ADU,1,v4,,
054-1702-023-00,37.86127057,-122.24725992,ADU,1,v4,,
054-1740-006-00,37.85769668,-122.28553743,ADU,1,v4,,
060-2406-033-00,37.88224723,-122.29508786,ADU,1,v4,,
054-1785-025-00,37.85928005,-122.28749061,ADU,1,v4,,
052-1563-037-00,37.85462349,-122.25218095,ADU,1,v4,,
059-2282-029-00,37.88021775,-122.27836809,ADU,1,v4,,
060-2435-049-00,37.88429001,-122.28107661,ADU,1,v4,,
054-1813-013-00,37.86159121,-122.27332335,ADU,1,v4,,
054-1741-014-00,37.85627937,-122.28252003,ADU,1,v4,,
060-2474-001-02,37.88347596,-122.25943573,ADU,1,v4,,
064-4231-012-00,37.85406404,-122.23468269,ADU,1,v4,,
056-1917-026-00,37.86448516,-122.28400046,ADU,1,v4,,
054-1730-021-02,37.85797531,-122.277116,ADU,1,v4,,
055-1851-022-00,37.86495763,-122.25111998,ADU,1,v4,,
053-1676-012-00,37.85592766,-122.27480835,ADU,1,v4,,
060-2416-052-00,37.87891435,-122.28790541,ADU,1,v4,,
053-1697-014-00,37.85902593,-122.25184783,ADU,1,v4,,
053-1701-018-00,37.86080299,-122.2479011,ADU,1,v4,,
060-2437-008-00,37.88449557,-122.27721661,ADU,1,v4,,
054-1781-004-00,37.86072751,-122.28751242,ADU,1,v4,,
053-1594-022-00,37.85345026,-122.26708174,ADU,1,v4,,
059-2311-002-00,37.87576023,-122.29632039,ADU,1,v4,,
054-1792-031-00,37.85889034,-122.28346518,ADU,1,v4,,
056-1931-014-00,37.86237448,-122.28626419,ADU,1,v4,,
052-1521-009-00,37.8487077,-122.2742899,ADU,1,v4,,
060-2466-030-00,37.88523895,-122.26678096,ADU,1,v4,,
052-1548-011-00,37.85075161,-122.27173823,ADU,1,v4,,
052-1563-072-00,37.8528227,-122.25186614,ADU,1,v4,,
059-2252-025-00,37.88056979,-122.26444463,ADU,1,v4,,
052-1563-182-00,37.85137261,-122.25125506,ADU,1,v4,,
053-1689-009-00,37.85871243,-122.2603428,ADU,1,v4,,
060-2391-029-00,37.87762599,-122.29081992,ADU,1,v4,,
059-2277-022-00,37.8783669,-122.2782998,ADU,1,v4,,
055-1825-024-01,37.86203968,-122.26556585,ADU,1,v4,,
052-1556-024-00,37.85309825,-122.26352173,ADU,1,v4,,
060-2402-003-00,37.880677,-122.29334942,ADU,1,v4,,
060-2485-011-00,37.88613597,-122.25182164,ADU,1,v4,,
060-2423-085-00,37.87826849,-122.28749218,ADU,1,v4,,
064-4247-021-00,37.85323221,-122.24820237,ADU,1,v4,,
056-1998-047-00,37.86645828,-122.28344622,ADU,1,v4,,
060-2465-006-00,37.88623992,-122.26313042,ADU,1,v4,,
060-2423-001-00,37.88044531,-122.28643777,ADU,1,v4,,
058-2209-016-00,37.87837606,-122.25794501,ADU,1,v4,,
053-1628-032-00,37.85295532,-122.2857097,ADU,1,v4,,
053-1680-024-00,37.85767981,-122.27079386,ADU,1,v4,,
060-2490-024-00,37.88215513,-122.24926793,ADU,1,v4,,
054-1800-017-00,37.86066512,-122.28020298,ADU,1,v4,,
054-1784-011-00,37.85973088,-122.2881379,ADU,1,v4,,
058-2162-014-00,37.87579445,-122.27676072,ADU,1,v4,,
056-1988-002-03,37.86663914,-122.28746212,ADU,1,v4,,
056-1931-012-00,37.86256304,-122.28634201,ADU,1,v4,,
054-1733-007-00,37.85737258,-122.27789566,ADU,1,v4,,
055-1867-010-00,37.86605299,-122.25298084,ADU,1,v4,,
052-1579-014-00,37.8572445,-122.26130329,ADU,1,v4,,
060-2394-016-00,37.87734032,-122.29351195,ADU,1,v4,,
064-4242-025-00,37.85563234,-122.24314975,ADU,1,v4,,
053-1696-012-00,37.85887551,-122.2524826,ADU,1,v4,,
056-2000-005-00,37.86909358,-122.28112828,ADU,1,v4,,
054-1783-013-00,37.86110962,-122.28468615,ADU,1,v4,,
053-1694-014-00,37.85844871,-122.25494845,ADU,1,v4,,
052-1584-024-00,37.85371608,-122.26389946,ADU,1,v4,,
062-2889-021-00,37.89390467,-122.28110009,ADU,1,v4,,
052-1520-017-00,37.84864481,-122.27700032,ADU,1,v4,,
060-2466-044-00,37.88562842,-122.26728844,ADU,1,v4,,
056-1922-009-00,37.86426473,-122.28539286,ADU,1,v4,,
052-1564-058-00,37.85567592,-122.24908359,ADU,1,v4,,
052-1435-006-00,37.84617529,-122.27416891,ADU,1,v4,,
063-2972-070-00,37.89393802,-122.26577499,ADU,1,v4,,
062-2874-008-00,37.89197477,-122.28511608,ADU,1,v4,,
061-2609-023-00,37.88678341,-122.27796126,ADU,1,v4,,
060-2445-045-00,37.88183237,-122.27922953,ADU,1,v4,,
058-2160-013-00,37.87483286,-122.27749839,ADU,1,v4,,
052-1535-028-00,37.84987022,-122.27460158,ADU,1,v4,,
060-2417-063-00,37.87902229,-122.28925173,ADU,1,v4,,
053-1669-024-00,37.85541808,-122.27995618,ADU,1,v4,,
052-1569-024-00,37.85778367,-122.25522583,ADU,1,v4,,
059-2336-005-00,37.87738246,-122.29989502,ADU,1,v4,,
054-1726-012-00,37.85807992,-122.27264879,ADU,1,v4,,
061-2605-017-00,37.8858359,-122.27612929,ADU,1,v4,,
055-1887-010-00,37.86638892,-122.26495994,ADU,1,v4,,
055-1849-013-00,37.86277734,-122.25162206,ADU,1,v4,,
056-1937-014-00,37.86253706,-122.29270938,ADU,1,v4,,
060-2484-004-03,37.88342285,-122.25108126,ADU,1,v4,,
055-1816-012-00,37.86195875,-122.27077905,ADU,1,v4,,
058-2121-013-00,37.87325622,-122.29742291,ADU,1,v4,,
060-2394-030-00,37.87693389,-122.29308369,ADU,1,v4,,
053-1602-021-00,37.85262996,-122.27269365,ADU,1,v4,,
055-1902-024-00,37.86397406,-122.27297563,ADU,1,v4,,
057-2018-007-00,37.86819855,-122.27301157,ADU,1,v4,,
054-1800-005-00,37.86105151,-122.27878484,ADU,1,v4,,
061-2611-013-00,37.88979934,-122.27822262,ADU,1,v4,,
052-1517-011-00,37.84993738,-122.28209592,ADU,1,v4,,
058-2129-017-00,37.87314657,-122.29153493,ADU,1,v4,,
055-1912-034-00,37.86527052,-122.27880043,ADU,1,v4,,
058-2181-023-00,37.87505126,-122.2661138,ADU,1,v4,,
059-2313-008-00,37.87524211,-122.29793603,ADU,1,v4,,
056-2006-010-00,37.86878259,-122.27758958,ADU,1,v4,,
058-2172-003-01,37.87793111,-122.27164138,ADU,1,v4,,
059-2292-021-00,37.87531284,-122.28898696,ADU,1,v4,,
052-1563-079-00,37.85191732,-122.25179834,ADU,1,v4,,
055-1913-029-00,37.86503311,-122.27994539,ADU,1,v4,,
056-1934-008-00,37.86381924,-122.29204414,ADU,1,v4,,
052-1563-171-00,37.85328361,-122.250356,ADU,1,v4,,
056-1971-024-00,37.86648907,-122.29451918,ADU,1,v4,,
052-1537-016-00,37.84912391,-122.27947541,ADU,1,v4,,
055-1830-022-00,37.86409318,-122.26384973,ADU,1,v4,,
057-2078-024-00,37.87223458,-122.2853487,ADU,1,v4,,
058-2153-028-00,37.87563794,-122.28103478,ADU,1,v4,,
058-2179-008-00,37.87778105,-122.26705623,ADU,1,v4,,
055-1832-014-00,37.86300613,-122.26221389,ADU,1,v4,,
054-1789-009-00,37.85996924,-122.28628319,ADU,1,v4,,
056-1935-030-00,37.86188199,-122.29177548,ADU,1,v4,,
062-2869-025-00,37.89335501,-122.28620135,ADU,1,v4,,
052-1582-005-00,37.8568243,-122.26400281,ADU,1,v4,,
060-2466-053-00,37.88289927,-122.26656215,ADU,1,v4,,
059-2332-021-00,37.87771814,-122.29579366,ADU,1,v4,,
056-1919-041-00,37.86350818,-122.28158549,ADU,1,v4,,
060-2449-003-00,37.88494188,-122.27380614,ADU,1,v4,,
052-1552-010-00,37.85141762,-122.2691348,ADU,1,v4,,
060-2392-054-00,37.87794546,-122.29194361,ADU,1,v4,,
062-2887-012-00,37.89354,-122.27864287,ADU,1,v4,,
060-2493-013-03,37.88596157,-122.24822971,ADU,1,v4,,
055-1847-020-00,37.86410722,-122.25353479,ADU,1,v4,,
060-2391-057-01,37.87923122,-122.29055389,ADU,1,v4,,
055-1822-027-00,37.86359766,-122.26897043,ADU,1,v4,,
056-1927-026-00,37.86360709,-122.28885741,ADU,1,v4,,
062-2923-004-00,37.90240022,-122.27729017,ADU,1,v4,,
053-1673-020-00,37.85565662,-122.27696119,ADU,1,v4,,
060-2435-010-00,37.88394589,-122.28067724,ADU,1,v4,,
058-2137-001-00,37.87492246,-122.28832637,ADU,1,v4,,
053-1689-006-02,37.85882932,-122.25993503,ADU,1,v4,,
054-1803-009-00,37.8594242,-122.2767237,ADU,1,v4,,
064-4240-002-00,37.85520844,-122.24381334,ADU,1,v4,,
053-1696-001-00,37.85967042,-122.25300379,ADU,1,v4,,
052-1515-026-00,37.85051156,-122.28523861,ADU,1,v4,,
060-2438-020-00,37.88082512,-122.27921453,ADU,1,v4,,
055-1901-016-00,37.8654927,-122.27310414,ADU,1,v4,,
056-1926-004-00,37.86430282,-122.28880316,ADU,1,v4,,
056-2011-004-00,37.87052125,-122.27543567,ADU,1,v4,,
052-1545-031-00,37.85165334,-122.27488811,ADU,1,v4,,
058-2153-026-00,37.87562495,-122.28132232,ADU,1,v4,,
057-2063-011-00,37.8725459,-122.27418841,ADU,1,v4,,
052-1560-013-00,37.85454225,-122.25516177,ADU,1,v4,,
053-1688-010-00,37.85842968,-122.26273753,ADU,1,v4,,
052-1563-047-00,37.85472998,-122.2508078,ADU,1,v4,,
056-1919-025-00,37.86254803,-122.28277876,ADU,1,v4,,
061-2575-023-00,37.89266494,-122.27659255,ADU,1,v4,,
054-1795-015-00,37.86043876,-122.2825978,ADU,1,v4,,
056-1998-031-00,37.86576004,-122.28313493,ADU,1,v4,,
054-1783-006-00,37.86118036,-122.2838362,ADU,1,v4,,
061-2612-008-00,37.89019883,-122.27932257,ADU,1,v4,,
060-2397-009-00,37.87812052,-122.29342998,ADU,1,v4,,
063-3140-049-00,37.89292357,-122.25418929,ADU,1,v4,,
055-1840-007-00,37.86262918,-122.25790192,ADU,1,v4,,
061-2615-023-00,37.8895348,-122.28094935,ADU,1,v4,,
052-1438-023-00,37.84779603,-122.27708728,ADU,1,v4,,
054-1736-010-00,37.85788328,-122.28200559,ADU,1,v4,,
052-1566-047-00,37.85663565,-122.25018069,ADU,1,v4,,
060-2445-043-00,37.88167865,-122.27909554,ADU,1,v4,,
060-2396-009-00,37.87798455,-122.29427009,ADU,1,v4,,
063-2969-034-35,37.89391408,-122.25891224,ADU,1,v4,,
058-2153-012-00,37.87521796,-122.28155338,ADU,1,v4,,
060-2484-007-01,37.88342122,-122.25044404,ADU,1,v4,,
062-2886-002-00,37.89334249,-122.28108005,ADU,1,v4,,
060-2398-009-00,37.87831354,-122.29262698,ADU,1,v4,,
060-2432-003-03,37.87971056,-122.28126484,ADU,1,v4,,
056-1935-026-03,37.86145698,-122.29163296,ADU,1,v4,,
056-1997-052-00,37.86810224,-122.28301942,ADU,1,v4,,
055-1853-004-00,37.86859624,-122.24964527,ADU,1,v4,,
055-1817-010-00,37.86109202,-122.27060415,ADU,1,v4,,
052-1559-012-00,37.85349722,-122.25750657,ADU,1,v4,,
053-1677-008-00,37.85778628,-122.27182428,ADU,1,v4,,
055-1884-005-00,37.86667817,-122.26240838,ADU,1,v4,,
060-2484-005-00,37.88345301,-122.25077718,ADU,1,v4,,
052-1566-014-00,37.85789707,-122.25039119,ADU,1,v4,,
053-1624-006-00,37.85246284,-122.28158274,ADU,1,v4,,
054-1742-043-00,37.85629514,-122.28618226,ADU,1,v4,,
054-1739-017-00,37.85759709,-122.28423645,ADU,1,v4,,
056-1934-004-00,37.86408677,-122.29212092,ADU,1,v4,,
060-2490-022-01,37.88214449,-122.2496609,ADU,1,v4,,
063-2964-044-00,37.89680395,-122.26246929,ADU,1,v4,,
058-2184-014-00,37.87795254,-122.2649965,ADU,1,v4,,
059-2337-004-00,37.87725041,-122.3013218,ADU,1,v4,,
056-2008-011-01,37.86734878,-122.27743036,ADU,1,v4,,
063-3110-048-00,37.9015234,-122.26544569,ADU,1,v4,,
052-1425-020-00,37.8524206,-122.26406346,ADU,1,v4,,
054-1795-018-00,37.8607983,-122.28266257,ADU,1,v4,,
061-2608-011-00,37.88621464,-122.27905255,ADU,1,v4,,
061-2575-064-00,37.89425279,-122.27666253,ADU,1,v4,,
052-1433-010-00,37.84670398,-122.27042825,ADU,1,v4,,
060-2429-041-00,37.88165708,-122.28313645,ADU,1,v4,,
058-2167-022-00,37.87546356,-122.27514481,ADU,1,v4,,
061-2559-020-00,37.88906405,-122.26997031,ADU,1,v4,,
054-1736-009-00,37.85789918,-122.28188472,ADU,1,v4,,
052-1565-057-00,37.85774066,-122.24631434,ADU,1,v4,,
060-2450-025-01,37.88455434,-122.27293633,ADU,1,v4,,
057-2062-010-00,37.87225035,-122.27658352,ADU,1,v4,,
055-1841-024-00,37.86231473,-122.25705972,ADU,1,v4,,
056-1976-020-00,37.86462897,-122.29164243,ADU,1,v4,,
053-1599-009-00,37.8554823,-122.27039964,ADU,1,v4,,
061-2558-012-00,37.88828832,-122.26858498,ADU,1,v4,,
060-2423-018-00,37.87995272,-122.28659132,ADU,1,v4,,
055-1870-008-00,37.86849294,-122.25404664,ADU,1,v4,,
055-1852-006-00,37.86359192,-122.25056268,ADU,1,v4,,
054-1729-017-00,37.85776419,-122.27487194,ADU,1,v4,,
058-2171-019-00,37.87631026,-122.27277463,ADU,1,v4,,
052-1526-024-00,37.8478326,-122.26954447,ADU,1,v4,,
061-2550-004-00,37.88704436,-122.26290119,ADU,1,v4,,
054-1794-027-00,37.86014275,-122.2809513,ADU,1,v4,,
055-1910-029-00,37.86376243,-122.27746742,ADU,1,v4,,
056-1919-011-00,37.862956,-122.28243828,ADU,1,v4,,
060-2409-055-00,37.8825507,-122.2916049,ADU,1,v4,,
055-1912-013-00,37.86554254,-122.27837524,ADU,1,v4,,
061-2570-025-00,37.88680525,-122.27553869,ADU,1,v4,,
056-1994-033-00,37.86781187,-122.2845526,ADU,1,v4,,
055-1913-015-00,37.86474658,-122.27947423,ADU,1,v4,,
054-1786-009-00,37.85798971,-122.28779551,ADU,1,v4,,
062-2869-015-00,37.89330095,-122.2859167,ADU,1,v4,,
060-2451-009-00,37.88279666,-122.27239803,ADU,1,v4,,
060-2447-010-00,37.88219143,-122.27454287,ADU,1,v4,,
060-2465-003-00,37.88616331,-122.26367139,ADU,1,v4,,
055-1911-007-00,37.8639337,-122.27822885,ADU,1,v4,,
052-1428-008-00,37.8520199,-122.26688054,ADU,1,v4,,
052-1545-008-00,37.85138825,-122.2745548,ADU,1,v4,,
054-1784-004-00,37.85985275,-122.28720126,ADU,1,v4,,
052-1563-137-00,37.85392624,-122.24998598,ADU,1,v4,,
053-1625-006-00,37.85176585,-122.28132698,ADU,1,v4,,
054-1720-029-00,37.85940806,-122.26481659,ADU,1,v4,,
054-1789-016-00,37.86031467,-122.28678821,ADU,1,v4,,
052-1517-007-00,37.85001553,-122.28156503,ADU,1,v4,,
054-1797-023-00,37.86204691,-122.27958058,ADU,1,v4,,
060-2487-027-00,37.8846797,-122.24971529,ADU,1,v4,,
063-2983-025-00,37.88851862,-122.25294562,ADU,1,v4,,
053-1660-024-00,37.85437404,-122.2889596,ADU,1,v4,,
059-2312-001-00,37.87549878,-122.29760954,ADU,1,v4,,
063-2983-011-00,37.89009394,-122.25464594,ADU,1,v4,,
052-1548-008-00,37.85122217,-122.27173595,ADU,1,v4,,
052-1564-034-00,37.8553454,-122.25250806,ADU,1,v4,,
053-1606-021-00,37.8524556,-122.27597647,ADU,1,v4,,
055-1894-016-00,37.86714035,-122.26868615,ADU,1,v4,,
055-1887-011-00,37.86633723,-122.26515274,ADU,1,v4,,
053-1628-037-00,37.85306127,-122.28512681,ADU,1,v4,,
053-1667-003-00,37.85542045,-122.28234697,ADU,1,v4,,
053-1600-027-00,37.85535716,-122.27194763,ADU,1,v4,,
062-2914-034-00,37.89731549,-122.27058612,ADU,1,v4,,
053-1688-028-00,37.85872438,-122.26286839,ADU,1,v4,,
061-2577-006-00,37.89221248,-122.27461795,ADU,1,v4,,
061-2565-006-00,37.88734063,-122.27293883,ADU,1,v4,,
052-1544-002-00,37.85055683,-122.27664601,ADU,1,v4,,
058-2164-016-00,37.87665844,-122.276762,ADU,1,v4,,
059-2249-030-02,37.8815426,-122.26336195,ADU,1,v4,,
054-1800-011-00,37.8608828,-122.27943994,ADU,1,v4,,
060-2485-027-00,37.88531943,-122.25060928,ADU,1,v4,,
060-2429-009-00,37.88404988,-122.28183085,ADU,1,v4,,
060-2485-039-00,37.88369173,-122.25038476,ADU,1,v4,,
052-1561-013-00,37.85452209,-122.25416185,ADU,1,v4,,
056-1924-005-00,37.86489475,-122.2869118,ADU,1,v4,,
060-2394-002-01,37.8777117,-122.29329609,ADU,1,v4,,
060-2492-010-01,37.88263083,-122.24749772,ADU,1,v4,,
056-2009-006-00,37.86799711,-122.27632083,ADU,1,v4,,
055-1912-018-00,37.86501157,-122.27836903,ADU,1,v4,,
064-4245-012-00,37.85448064,-122.24268412,ADU,1,v4,,
063-2964-052-00,37.89724597,-122.26300409,ADU,1,v4,,
060-2451-023-00,37.88179575,-122.27283668,ADU,1,v4,,
055-1832-026-01,37.86350694,-122.26133053,ADU,1,v4,,
052-1562-038-00,37.85572717,-122.25367693,ADU,1,v4,,
064-4246-010-00,37.85424254,-122.24584935,ADU,1,v4,,
053-1616-036-00,37.8528808,-122.28096627,ADU,1,v4,,
054-1742-081-00,37.85631414,-122.28526223,ADU,1,v4,,
059-2315-002-00,37.87488056,-122.30067723,ADU,1,v4,,
054-1790-025-00,37.86066639,-122.28370327,ADU,1,v4,,
053-1594-023-00,37.8534828,-122.26697985,ADU,1,v4,,
053-1610-020-00,37.85473486,-122.27872175,ADU,1,v4,,
063-2974-004-00,37.89108164,-122.26686428,ADU,1,v4,,
059-2330-006-00,37.87704356,-122.29611285,ADU,1,v4,,
060-2438-028-00,37.88041279,-122.27956109,ADU,1,v4,,
052-1565-124-00,37.85633758,-122.2487013,ADU,1,v4,,
052-1563-038-00,37.85463102,-122.25205261,ADU,1,v4,,
060-2437-018-00,37.88389574,-122.27813606,ADU,1,v4,,
058-2184-006-00,37.87862184,-122.26480128,ADU,1,v4,,
055-1909-023-00,37.86467445,-122.27766182,ADU,1,v4,,
057-2086-009-00,37.87114938,-122.28996888,ADU,1,v4,,
058-2119-009-00,37.8718332,-122.2981257,ADU,1,v4,,
060-2433-002-00,37.88064744,-122.28092481,ADU,1,v4,,
054-1742-035-00,37.85691395,-122.28667489,ADU,1,v4,,
057-2066-027-00,37.87317112,-122.27899025,ADU,1,v4,,
059-2282-037-00,37.88027577,-122.27767835,ADU,1,v4,,
059-2287-020-00,37.87365904,-122.29298223,ADU,1,v4,,
061-2563-013-00,37.88878546,-122.27121578,ADU,1,v4,,
056-1915-007-00,37.86548222,-122.28173777,ADU,1,v4,,
057-2014-019-01,37.86737222,-122.27443639,ADU,1,v4,,
052-1526-009-00,37.84728817,-122.27024159,ADU,1,v4,,
058-2209-005-00,37.87871821,-122.25801653,ADU,1,v4,,
056-1940-002-00,37.86158815,-122.29521205,ADU,1,v4,,
059-2278-015-00,37.87773188,-122.27919489,ADU,1,v4,,
052-1556-006-00,37.8528349,-122.26215334,ADU,1,v4,,
052-1547-006-00,37.85081969,-122.27320012,ADU,1,v4,,
052-1573-009-00,37.8562236,-122.25371534,ADU,1,v4,,
057-2064-003-00,37.87377226,-122.27354994,ADU,1,v4,,
053-1588-020-00,37.85644021,-122.26536833,ADU,1,v4,,
062-2849-004-00,37.89419911,-122.28681947,ADU,1,v4,,
060-2448-016-00,37.88169911,-122.27348218,ADU,1,v4,,
060-2489-033-00,37.88373755,-122.24928497,ADU,1,v4,,
057-2082-049-00,37.87188723,-122.28940562,ADU,1,v4,,
056-1938-008-00,37.86336116,-122.29428193,ADU,1,v4,,
052-1563-126-00,37.85287239,-122.25122044,ADU,1,v4,,
062-2888-008-00,37.89304442,-122.27799426,ADU,1,v4,,
053-1698-015-00,37.85886494,-122.25077304,ADU,1,v4,,
060-2429-002-00,37.88482091,-122.28168108,ADU,1,v4,,
053-1609-008-00,37.85488005,-122.27535763,ADU,1,v4,,
062-2899-030-00,37.89700136,-122.27907443,ADU,1,v4,,
055-1845-010-00,37.86283546,-122.25408974,ADU,1,v4,,
056-1929-022-00,37.86177023,-122.28856435,ADU,1,v4,,
061-2620-003-00,37.88569668,-122.28228429,ADU,1,v4,,
060-2466-059-00,37.88260518,-122.26687452,ADU,1,v4,,
055-1913-043-00,37.86342918,-122.27934008,ADU,1,v4,,
052-1522-003-00,37.84780653,-122.2737989,ADU,1,v4,,
053-1697-008-00,37.85921428,-122.25149543,ADU,1,v4,,
056-1994-014-00,37.86833863,-122.28428137,ADU,1,v4,,
063-3150-082-00,37.89095498,-122.25274602,ADU,1,v4,,
053-1590-018-00,37.85608795,-122.26722135,ADU,1,v4,,
053-1667-017-00,37.8548953,-122.28259903,ADU,1,v4,,
055-1852-023-00,37.86373285,-122.25102438,ADU,1,v4,,
052-1516-010-00,37.8507545,-122.28150846,ADU,1,v4,,
059-2284-037-00,37.87704756,-122.28136479,ADU,1,v4,,
055-1863-008-00,37.86814629,-122.25046958,ADU,1,v4,,
063-2952-016-00,37.90126658,-122.26903892,ADU,1,v4,,
060-2393-001-00,37.87783291,-122.29277332,ADU,1,v4,,
059-2270-029-01,37.88062246,-122.27475542,ADU,1,v4,,
059-2327-004-00,37.87630682,-122.2997101,ADU,1,v4,,
052-1559-006-00,37.85360462,-122.25648268,ADU,1,v4,,
059-2292-005-00,37.87635949,-122.28918258,ADU,1,v4,,
062-2868-001-00,37.89642894,-122.28608418,ADU,1,v4,,
054-1792-017-00,37.85841416,-122.28434791,ADU,1,v4,,
058-2121-026-00,37.87348779,-122.29789964,ADU,1,v4,,
058-2207-005-01,37.87812625,-122.25587788,ADU,1,v4,,
055-1848-024-00,37.86315024,-122.25328167,ADU,1,v4,,
060-2417-018-00,37.88109787,-122.28806501,ADU,1,v4,,
054-1708-009-00,37.86167329,-122.2524,ADU,1,v4,,
058-2134-018-00,37.87244052,-122.28917439,ADU,1,v4,,
060-2434-004-00,37.88070156,-122.28214081,ADU,1,v4,,
055-1850-006-00,37.86484581,-122.25186804,ADU,1,v4,,
056-1963-004-00,37.86486184,-122.29720581,ADU,1,v4,,
057-2080-014-00,37.87155574,-122.28754377,ADU,1,v4,,
053-1691-024-00,37.85850556,-122.2577004,ADU,1,v4,,
059-2285-038-00,37.87828418,-122.28242822,ADU,1,v4,,
054-1725-021-00,37.85871259,-122.27124688,ADU,1,v4,,
058-2183-015-00,37.87720996,-122.26632426,ADU,1,v4,,
058-2128-016-00,37.87342245,-122.29436508,ADU,1,v4,,
054-1702-075-00,37.86171582,-122.24550623,ADU,1,v4,,
060-2469-038-01,37.88587778,-122.25500343,ADU,1,v4,,
061-2560-012-00,37.88672047,-122.27030023,ADU,1,v4,,
055-1828-011-00,37.86194197,-122.26363564,ADU,1,v4,,
057-2013-025-00,37.8672266,-122.27555755,ADU,1,v4,,
060-2406-011-00,37.88167208,-122.2945992,ADU,1,v4,,
062-2923-024-00,37.8995539,-122.27805696,ADU,1,v4,,
062-2899-008-00,37.89685076,-122.2797587,ADU,1,v4,,
055-1906-015-00,37.86341589,-122.2748118,ADU,1,v4,,
059-2338-010-00,37.87652761,-122.30195954,ADU,1,v4,,
052-1562-023-00,37.85399959,-122.25347328,ADU,1,v4,,
061-2609-014-00,37.8857249,-122.27722079,ADU,1,v4,,
055-1839-015-01,37.86449722,-122.25797579,ADU,1,v4,,
052-1569-017-00,37.85703301,-122.25519991,ADU,1,v4,,
060-2433-001-00,37.88070703,-122.2812082,ADU,1,v4,,
