JURS_TRACKING_ID,STREET_ADDRESS,APN,UNIT_CAT,co_units_d5,bp_units_d5
B2016-05764,1605 CHANNING Way,055 191202700,SFD,0.0,0.0
B2018-01473,2439 SACRAMENTO St,055 191402000,SFD,0.0,0.0
B2018-01580,2305 EDWARDS St,056 191500100,SFD,0.0,0.0
B2018-04105,1458 BANCROFT Way,056 191500400,SFD,0.0,0.0
B2018-02537,2326 ACTON St,056 191701400,SFD,0.0,0.0
B2017-02451,2487 WEST St,056 192101400,SFD,0.0,0.0
B2017-03905,2327 CURTIS St,056 192502600,SFD,0.0,1.0
B2018-02138,2446 BYRON St,056 192801700,SFD,0.0,0.0
B2017-04551,2434 NINTH St,056 193601400,SFD,0.0,0.0
B2018-03222,931 CHANNING Way,056 193701900,SFD,0.0,0.0
B2011-01647,2455 SEVENTH ST,056 193902400,SFD,0.0,0.0
B2017-05272,2229 SEVENTH St,056 196902800,SFD,0.0,0.0
B2017-05256,2115 NINTH St,056 197402800,SFD,0.0,0.0
B2018-00371,1012 ALLSTON Way,056 197500300,SFD,0.0,0.0
B2017-03960,1117 COWPER St,056 198201200,SFD,0.0,0.0
B2017-02080,2109 BYRON St,056 198503000,SFD,0.0,0.0
B2018-01282,2146 SACRAMENTO St,056 199702700,SFD,0.0,0.0
B2014-02802,1429 ALLSTON WAY,056 199703300,SFD,0.0,0.0
B2017-01024,1461 ACTON Cres,056 199705000,SFD,0.0,0.0
B2017-05394,1583 ALLSTON Way,056 200201900,SFD,0.0,0.0
B2016-05241,1537 ADDISON St,056 200300600,SFD,0.0,0.0
B2017-01603,1631 ALLSTON Way,056 200601700,SFD,0.0,0.0
B2016-02374,1716 UNIVERSITY Ave,056 201102100,SFD,0.0,0.0
B2018-04001,1930 WALNUT St,057 204600804,SFD,0.0,-6.0
B2016-03910,1947 M L KING JR Way,057 205901100,SFD,0.0,0.0
B2018-01313,1931 GRANT St,057 206000900,SFD,0.0,0.0
B2016-02723-DEF01,1911 MCGEE Ave,057 206201600,SFD,0.0,0.0
B2018-03239,1636 HEARST Ave,057 206902300,SFD,0.0,0.0
B2017-04517,1365 BERKELEY Way,057 207400700,SFD,0.0,0.0
B2017-00476,1910 SACRAMENTO St,057 207500202,SFD,0.0,0.0
B2018-02049,1912 SACRAMENTO St,057 207500300,SFD,0.0,0.0
B2017-01701,1282 HEARST Ave,057 208100600,SFD,0.0,0.0
B2018-00235,835 HEARST Ave,057 209500904,SFD,0.0,0.0
B2012-01526,1819 FIFTH ST,057 209801604,2-4,2.0,0.0
B2016-03432,827 DELAWARE St,058 211901900,SFD,0.0,0.0
B2017-02426,955 VIRGINIA St,058 212401900,SFD,0.0,0.0
B2018-02810,1260 VIRGINIA St,058 213300500,SFD,0.0,0.0
B2018-02027,1517 LINCOLN St,058 215401400,SFD,0.0,0.0
B2017-00718,1609 VIRGINIA St,058 215601600,SFD,0.0,0.0
B2018-01124,1726 VIRGINIA St,058 216002700,SFD,0.0,0.0
B2018-01199,1732 VIRGINIA St,058 216002900,SFD,0.0,0.0
B2018-00554,1638 GRANT St,058 216200700,SFD,0.0,0.0
B2017-00453,1641 JOSEPHINE St,058 216602500,SFD,0.0,0.0
B2018-01188,1920 FRANCISCO St,058 216902801,SFD,0.0,0.0
B2018-01295,1749 OXFORD St,058 218103000,SFD,0.0,0.0
B2017-02430,2893 BUENA VISTA Way,058 224201200,SFD,0.0,0.0
B2016-05690,2902 BUENA VISTA Way,058 224206702,SFD,0.0,0.0
B2017-01002,2850 BUENA VISTA Way,058 224207509,SFD,0.0,0.0
B2012-03064,1420 LA LOMA AVE,058 224300200,SFD,0.0,0.0
B2017-05540,2574 BUENA VISTA Way,058 224502100,SFD,0.0,0.0
B2018-02299,2525 HILL Ct,058 224601700,ADU,0.0,0.0
B2017-04677,1351 SCENIC Ave,059 224904402,SFD,0.0,0.0
B2014-03976,1531 HAWTHORNE TER,059 225003300,SFD,0.0,0.0
B2018-00079,1545 SCENIC Ave,059 225102600,SFD,0.0,0.0
B2018-02140,1524 SPRUCE St,059 225601000,SFD,0.0,0.0
B2016-05765,1528 WALNUT St,059 226000900,SFD,0.0,0.0
B2016-04746,2007 CEDAR St,059 226402000,SFD,0.0,0.0
B2018-03324,,059 226700300,SFD,0.0,0.0
B2018-01029,1564 MILVIA St,059 226700900,SFD,0.0,0.0
B2018-02205,1518 M L KING JR Way,059 227100900,SFD,0.0,0.0
B2017-01331,1506 JOSEPHINE St,059 227200400,SFD,0.0,0.0
B2016-05936,1503 CEDAR St,059 228502500,SFD,0.0,0.0
B2018-03008,1491 CEDAR St,059 228611400,SFD,0.0,0.0
B2018-01475,1606 CHESTNUT St,059 229201900,SFD,0.0,0.0
B2018-01399,1041 CEDAR St,059 231000400,SFD,0.0,0.0
B2016-01076,1016 JONES St,059 231100500,SFD,0.0,0.0
B2017-02630,1481 SIXTH St,059 232702000,SFD,0.0,0.0
B2018-02936,1419 TENTH St,059 233202300,SFD,0.0,0.0
B2018-00436,1029 PAGE St,059 233300900,SFD,0.0,0.0
B2017-01577,835 PAGE St,059 233601300,SFD,0.0,0.0
B2017-03769,1415 FIFTH St,059 233701800,SFD,0.0,0.0
B2016-03693,1140 PAGE St,060 239400100,SFD,0.0,0.0
B2015-01822,1460 KAINS AVE,060 239500800,SFD,0.0,0.0
B2016-04480,1420 STANNAGE Ave,060 239700800,SFD,0.0,0.0
B2016-03410,1400 SANTA FE Ave,060 239900300,SFD,0.0,0.0
B2017-02205,1330 KAINS Ave,060 240401200,SFD,0.0,0.0
B2016-00245,1215 SAN PABLO Ave,060 240502800,SFD,0.0,0.0
B2016-05786,1232 STANNAGE Ave,060 240601400,SFD,0.0,0.0
B2018-02688,1201 GILMAN St,060 240801800,SFD,0.0,0.0
B2017-00507,1200 MASONIC Ave,060 240903100,SFD,0.0,0.0
B2018-00722,1224 MASONIC Ave,060 240903800,SFD,0.0,0.0
B2018-01707,1209 MASONIC Ave,060 240906802,SFD,0.0,0.0
B2017-00847-REV01,1344 ORDWAY St,060 241604900,SFD,0.0,0.0
B2018-00148,1204 PERALTA Ave,060 241700400,SFD,0.0,0.0
B2016-04953,1314 PERALTA Ave,060 241702800,SFD,0.0,0.0
B2014-01621,1320 PERALTA AVE,060 241703002,SFD,0.0,0.0
B2016-02117,1350 PERALTA Ave,060 241703702,SFD,0.0,0.0
B2017-04304,1411 NORTHSIDE Ave,060 241705700,SFD,0.0,0.0
B2016-03981,1321 ORDWAY St,060 242301600,SFD,0.0,0.0
B2016-01338,1379 ROSE St,060 242307000,SFD,0.0,0.0
B2013-04300,1310 ACTON ST,060 242700400,SFD,0.0,0.0
B2016-04522,1418 HOPKINS St,060 243002300,SFD,0.0,0.0
B2016-03825-REV05,1231 MONTEREY Ave,060 243504400,SFD,0.0,1.0
B2018-01484,1238 JOSEPHINE St,060 244501000,SFD,0.0,0.0
B2018-01842,1333 GRANT St,060 244503000,SFD,0.0,0.0
B2017-02014,1225 THE ALAMEDA,060 244902600,SFD,0.0,0.0
B2018-02804,1943 ROSE St,060 245101800,SFD,0.0,0.0
B2017-00897,1344 OXFORD St,060 246608300,SFD,-1.0,0.0
B2017-04712,3030 BUENA VISTA Way,060 247600600,SFD,0.0,0.0
B2013-06041,1400 QUEENS RD,060 248202300,SFD,0.0,0.0
B2017-01325,1460 OLYMPUS Ave,060 248300200,SFD,0.0,0.0
B2015-04002,43 FAIRLAWN DR,060 248602600,SFD,0.0,0.0
B2017-04982,199 FAIRLAWN Dr,060 248703900,SFD,0.0,0.0
B2016-01810,1457 SUMMIT Rd,060 249201500,SFD,0.0,0.0
B2018-01505,2285 EUNICE St,061 255602000,SFD,0.0,0.0
B2017-04963,1022 SHATTUCK Ave,061 255900700,SFD,0.0,0.0
B2018-00014,1069 MARIPOSA Ave,061 256002200,SFD,0.0,0.0
B2017-01941,2031 DEL NORTE St,061 257200300,SFD,0.0,0.0
B2017-03138,1907 MARIN Ave,061 257402000,SFD,0.0,0.0
B2017-02369,900 ARLINGTON Ave,061 257700801,SFD,0.0,0.0
B2017-00708,901 ARLINGTON Ave,061 257803600,SFD,0.0,0.0
B2017-03516,824 SAN DIEGO Rd,061 257900400,SFD,0.0,0.0
B2018-03157,790 SAN LUIS Rd,061 258001100,SFD,0.0,0.0
B2016-05212,797 SAN DIEGO Rd,061 258003600,SFD,0.0,0.0
B2018-01728,44 MONTROSE Rd,061 258100200,SFD,0.0,0.0
B2016-00441,798 SANTA BARBARA Rd,061 258100700,SFD,0.0,0.0
B2016-05947,2229 MARIN Ave,061 258300500,SFD,0.0,0.0
B2015-03917,107 SOUTHAMPTON AVE,061 259800500,SFD,0.0,0.0
B2016-03335,969 TULARE Ave,061 261802900,SFD,0.0,0.0
B2018-04375,1728 SONOMA Ave,061 262900800,SFD,0.0,0.0
B2016-01392,1730 SONOMA Ave,061 262900900,SFD,0.0,0.0
B2010-04613,634 NEILSON ST,062 286000600,SFD,0.0,0.0
B2017-04647,539 NEILSON St,062 286702600,SFD,0.0,0.0
B2016-05432,1575 CAPISTRANO Ave,062 287401000,SFD,0.0,0.0
B2016-05277,704 ENSENADA Ave,062 287600500,SFD,0.0,0.0
B2018-00766,740 ENSENADA Ave,062 287600900,SFD,0.0,0.0
B2016-02520,753 PERALTA Ave,062 287601500,SFD,0.0,0.0
B2018-01128,1655 PORTLAND Ave,062 287700700,SFD,0.0,0.0
B2016-05523,1836 CAPISTRANO Ave,062 288502900,SFD,0.0,0.0
B2017-04073,691 VINCENTE Ave,062 289001300,SFD,0.0,0.0
B2016-02968,629 SANTA ROSA Ave,062 289303800,SFD,0.0,0.0
B2017-04059,581 SANTA ROSA Ave,062 289501600,SFD,0.0,0.0
B2016-03582,1891 THOUSAND OAKS Blvd,062 289700300,SFD,0.0,0.0
B2017-04218,590 VINCENTE Ave,062 290201400,SFD,0.0,0.0
B2016-05744,524 THE ALAMEDA,062 290300300,SFD,0.0,0.0
B2017-04407,703 SANTA BARBARA Rd,062 291403900,SFD,0.0,0.0
B2015-06164,1940 SAN ANTONIO Ave,062 291605700,SFD,0.0,0.0
B2017-03775,478 VERMONT Ave,062 294202200,SFD,0.0,0.0
B2017-02483,431 SPRUCE St,063 295101900,SFD,0.0,0.0
B2018-04568,829 REGAL Rd,063 295903600,SFD,0.0,0.0
B2018-01138,750 HILLDALE Ave,063 296200700,SFD,0.0,0.0
B2018-03586,2582 MARIN Ave,063 296305000,SFD,0.0,-1.0
B2016-04984,735 HILLDALE Ave,063 296307000,SFD,0.0,0.0
B2013-05561,699 HILLDALE AVE,063 296307700,SFD,0.0,0.0
B2018-01123,2620 MARIN Ave,063 296402600,SFD,0.0,0.0
B2017-00463,933 KEELER Ave,063 296403600,SFD,0.0,0.0
B2015-04829,1033 MILLER AVE,063 296903415,SFD,0.0,0.0
B2018-00616,70 FOREST Ln,063 297000702,SFD,0.0,0.0
B2017-00869,928 HILLDALE Ave,063 297101900,SFD,0.0,0.0
B2017-04863,930 EUCLID Ave,063 297201300,SFD,0.0,0.0
B2018-00682,915 SPRUCE St,063 297304900,SFD,0.0,0.0
B2018-01246,970 SANTA BARBARA Rd,063 297400200,SFD,0.0,0.0
B2018-00539,1106 MILLER Ave,063 297802900,SFD,0.0,0.0
B2017-00468,1023 KEELER Ave,063 297807300,SFD,0.0,0.0
B2018-00699,1060 GRIZZLY PEAK Blvd,063 297900700,SFD,0.0,0.0
B2016-02986,2991 SHASTA Rd,063 298201600,SFD,0.0,0.0
B2016-04690,20 STEVENSON Ave,063 298202500,SFD,0.0,0.0
B2018-02947,1186 MILLER Ave,063 298301600,SFD,0.0,0.0
B2017-00721,1092 KEITH Ave,063 298700600,SFD,0.0,0.0
B2016-05761,1149 EUCLID Ave,063 298800700,SFD,0.0,0.0
B2017-03270,1196 KEITH Ave,063 298805801,SFD,0.0,0.0
B2016-02874,678 WOODMONT Ave,063 311010000,SFD,0.0,0.0
B2018-03859,678 WOODMONT Ave,063 311010001,SFD,0.0,0.0
B2016-03649,889 CRESTON Rd,063 312004500,SFD,0.0,0.0
B2018-02324,311 THE SPIRAL,063 313000800,SFD,0.0,0.0
B2017-02295,966 MIDDLEFIELD Rd,063 313001002,SFD,0.0,0.0
B2017-02191,986 OVERLOOK Rd,063 313004700,SFD,0.0,0.0
B2016-04051,1120 HILLVIEW Rd,063 315001900,SFD,0.0,0.0
B2016-02499,270 ALVARADO Rd,064 422202500,SFD,0.0,0.0
B2016-02377,151 ALVARADO Rd,064 422300900,SFD,0.0,0.0
B2018-02675,45 VICENTE Rd,064 423000700,SFD,0.0,0.0
B2016-04877,30 HAZEL Rd,064 423802600,SFD,0.0,0.0
B2017-03861,24 THE PLAZA Dr,064 424601900,SFD,0.0,0.0
B2016-04613,42 THE UPLANDS,064 425000500,SFD,0.0,0.0
B2018-01336,156 HILLCREST Rd,064 425203800,SFD,0.0,0.0
B2017-01466,24 ROBLE Ct,064 425501000,SFD,0.0,0.0
B2016-05945,190 THE UPLANDS,064 425900200,SFD,0.0,0.0
B2018-01227,6450 MYSTIC St,064 429504600,SFD,0.0,0.0
