GEOID20,corridor,acres,parcels,units_per_block,headroom_mh_byright,headroom_mh_bonus,headroom_corridor_est,headroom_hillside,headroom_total
060014220001060,,0.47666628085016194,1,0,0,0,0,0,0
060014213002014,Solano,7.064989961527724,9,2,7,11,75,0,82
060014222003010,,1.7003321298755647,4,37,0,0,171,0,171
060014211001001,,4.451109236368049,22,21,0,0,0,0,0
060014212003011,,4.790879135885401,29,29,0,0,0,0,0
060014213001006,,1.5016594031759638,13,14,90,142,0,0,90
060014219002011,,2.609432828293266,2,0,14,22,0,0,14
060014238003014,,6.12129450970462,54,51,361,569,0,0,361
060014224003007,,4.7958212435147445,32,149,212,340,0,0,212
060014240014004,,0.3612680677049957,1,0,0,0,17,0,17
060014239012001,,5.5415852847826494,38,73,254,406,0,0,254
060014231001005,University,5.4343415492259,24,182,0,0,517,0,517
060014236011001,,5.520334221976474,32,78,216,344,0,0,216
060014215001021,,8.17770549427437,38,36,0,0,0,0,0
060014216002004,,3.5877230335217734,13,11,0,0,0,0,0
060014222003000,,3.2002617953812584,30,36,202,322,0,0,202
060014217001017,,4.5855345638861875,23,30,0,0,0,0,0
060014228001002,Telegraph,3.2170649613210256,10,111,0,0,222,0,222
060014224003000,,5.105938497256037,37,78,198,314,130,0,328
060014237003004,College–Southside,4.215123597066906,27,69,178,286,0,0,178
060014231002004,,4.6777048711734395,32,42,214,342,0,0,214
060014239012008,,4.787666765926328,33,60,222,354,0,0,222
060014212001010,,2.6148691466855434,13,13,0,0,0,0,0
060014225001006,,2.8345458308098537,35,73,0,0,0,0,0
060014223002014,,2.5469151667820733,5,6,33,53,0,0,33
060014218002004,,1.5466325826029879,5,5,6,10,82,0,88
060014234002008,,3.863245533857663,32,43,188,300,0,0,188
060014220002014,,2.258296081228424,8,0,0,0,168,0,168
060014232001000,,1.5152501991566578,6,0,0,0,138,0,138
060014220001047,,1.1774571426910427,4,24,0,0,79,0,79
060014230003015,,2.2382805453295838,17,30,74,118,68,0,142
060014225002001,,3.519274842855369,18,21,0,0,0,7,7
060014215003012,,5.554928975381877,11,13,0,0,0,0,0
060014216002009,,10.386827604590827,28,28,0,0,0,0,0
060014215003007,,4.237115976017484,26,27,0,0,0,0,0
060014228002003,Telegraph,1.433458317891026,5,110,0,0,129,0,129
060014232002010,,4.9319763087031525,35,69,211,339,21,0,232
060014215001020,,6.48478652584282,32,30,0,0,0,0,0
060014212002014,,1.3543845958215333,5,4,0,0,0,0,0
060014239011000,,0.6849761174269823,4,5,0,0,59,0,59
060014231001002,University,4.293950213754932,21,138,0,0,450,0,450
060014232002002,,4.855126535066865,37,75,239,387,0,0,239
060014240012002,,2.2891842539118197,23,35,155,247,0,0,155
060014240022001,,4.414043429147974,35,48,234,374,0,0,234
060014223003002,,4.572685084049894,23,51,160,252,0,0,160
060014231001010,,3.572155394489342,13,18,90,142,0,0,90
060014228002002,,3.3322160690847245,1,80,0,0,319,0,319
060014220001011,University,80.29244581088896,32,1,0,0,2457,0,2457
060014211002012,,1.625953410053948,11,11,0,0,0,0,0
060014215003008,,1.451249905356662,8,7,0,0,0,0,0
060014223002012,,0.790737220694929,6,9,40,64,0,0,40
060014240013005,,0.29430250932739394,0,0,0,0,0,0,0
060014240013008,,5.093583228182679,36,66,238,382,0,0,238
060014235001013,,5.037490306589633,1,0,7,11,0,0,7
060014235003005,,0.3785654444076973,0,0,0,0,0,0,0
060014235003001,,3.0045543332592635,1,1,0,0,252,0,252
060014239012006,,3.759955484404388,33,51,125,201,154,0,279
060014234003009,,3.7807123364476296,25,48,166,266,0,0,166
060014220001048,,1.6281773584871524,12,12,42,66,85,0,127
060014220001061,,2.164396036270901,6,0,0,0,32,0,32
060014233003001,,13.9248824564377,1,0,7,11,0,0,7
060014234004006,,3.8924039688707883,29,53,128,204,103,0,231
060014240022000,,3.9954469129425965,27,38,98,158,143,0,241
060014238003004,,2.5110848864693343,10,10,69,109,0,0,69
060014238002014,,9.494035861349959,54,53,0,0,0,0,0
060014229022006,,2.146110238042331,1,0,0,0,336,0,336
060014235001011,,5.350819930289998,27,170,118,190,281,0,399
060014223003012,,0.5920644939953281,0,0,0,0,0,0,0
060014224002013,,0.5110139288740979,0,0,0,0,0,0,0
060014230002013,,5.073567692283839,37,72,252,400,0,0,252
060014229023000,,5.246788564692322,16,98,0,0,929,0,929
060014230003006,,0.7857951130655858,0,0,0,0,0,0,0
060014217001006,,5.802034356849042,31,59,210,334,0,0,210
060014224003003,,0.28960750707951777,0,0,0,0,0,0,0
060014217002000,,4.9408721024359705,39,71,14,22,0,23,37
060014231004004,,5.379237049158722,34,65,238,374,0,0,238
060014223003013,,0.2651440743142684,0,0,0,0,0,0,0
060014237001009,,4.564283501080011,19,19,133,209,0,0,133
060014239012002,,5.642157175039786,38,77,251,403,0,0,251
060014239021004,,5.4775849909826535,36,75,237,381,0,0,237
060014222001001,,5.0229110890830695,27,26,185,293,0,0,185
060014218002007,,3.644063060496287,23,25,157,249,0,0,157
060014223001012,,0.3212369959073149,0,0,0,0,0,0,0
060014240022011,,0.2604490720663923,0,12,0,0,0,0,0
060014234003002,,4.927528411836744,36,50,246,390,0,0,246
060014220002027,,3.4859156163573015,1,0,0,0,0,0,0
060014219001004,,4.457039765523261,33,35,229,361,0,0,229
060014234004007,,5.696026148199628,35,94,229,369,0,0,229
060014234004001,,5.3676230962297655,17,24,116,184,0,0,116
060014240011007,,5.671315610052911,34,100,228,364,0,0,228
060014238001010,,8.323003458577062,17,13,0,0,0,0,0
060014221002032,,0.3150593613706358,0,0,0,0,0,0,0
060014240011002,,4.62803668949854,1,0,7,11,0,0,7
060014240014009,Adeline,3.5667190760970646,17,33,0,0,320,0,320
060014235002006,Adeline,3.3591505556646455,5,43,0,0,284,0,284
060014235003007,Adeline,5.32363833832861,32,74,7,11,392,0,399
060014235003008,,1.2664150800192224,0,0,0,0,0,0,0
060014239011012,,0.37535307444862415,0,0,0,0,0,0,0
060014234002009,,4.888238656183464,31,53,211,335,0,0,211
060014234003000,,3.7774999664885565,27,54,177,285,0,0,177
060014240012003,,5.554187659237475,37,103,250,398,0,0,250
060014238001001,,3.648263851981229,10,10,0,0,0,0,0
060014238001011,,1.5384781050145713,3,1,0,0,0,0,0
060014238002007,,3.9942113860352606,22,22,0,0,0,0,0
060014222003005,,3.270192618336466,25,29,173,273,0,0,173
060014231003007,,0.5337476239690772,0,0,0,0,0,0,0
060014222001006,,3.0282764498801114,17,29,113,181,0,0,113
060014216001003,,9.071485659041107,56,58,0,0,0,0,0
060014216004002,,3.421174006412904,17,18,0,0,0,0,0
060014225003009,,3.853361318598976,2,3,0,0,300,0,300
060014225002007,,2.603749404519521,11,1,0,0,133,0,133
060014228001013,,2.0151443858647333,0,93,0,0,0,0,0
060014236023002,,5.77954776713553,39,135,260,416,0,0,260
060014232002014,,0.3014685653899417,0,1,0,0,0,0,0
060014220001027,,5.021428456794267,2,1,0,0,390,0,390
060014219001007,,4.724654893652201,39,38,235,375,27,0,262
060014220002070,,0.26267302049959673,0,0,0,0,0,0,0
060014220001020,,4.715017783774981,4,0,0,0,79,0,79
060014222003003,,0.3224725228146508,0,0,0,0,0,0,0
060014215001004,,2.2113460587496627,8,8,0,0,0,0,0
060014215003001,,7.1230597261725075,31,29,0,0,0,0,0
060014220002053,,4.798539402710883,7,7,0,0,352,0,352
060014220002001,,1.6239765670022106,5,1,0,0,105,0,105
060014221001014,,1.79052559411108,12,11,0,0,130,0,130
060014219002016,,0.8950156916740728,8,9,55,87,0,0,55
060014215003000,,5.505260793706976,28,22,0,0,0,0,0
060014221001004,,3.2385631295086688,19,46,91,147,46,0,137
060014221001020,,1.512779145341986,13,14,91,143,0,0,91
060014219004004,,3.837793679566545,31,34,212,336,0,0,212
060014219003008,,0.45936890414746034,0,0,0,0,0,0,0
060014219003004,,2.5550696443704894,18,20,121,193,0,0,121
060014222001024,,0.566365534322743,0,0,0,0,0,0,0
060014221002024,University,3.6346730560005347,26,27,97,153,126,0,223
060014219002009,,0.29380829856445956,0,0,0,0,0,0,0
060014227002002,,4.53290111763368,11,54,0,0,246,0,246
060014222001014,,6.0399968392019225,3,0,0,0,1025,0,1025
060014222001000,,0.2646498635513341,0,0,0,0,0,0,0
060014223003010,University,4.602831940588889,53,219,7,11,1686,0,1693
060014229021004,,18.933708538777143,4,11,0,0,1330,0,1330
060014240022008,,3.8852379128082406,30,93,127,203,281,0,408
060014237001006,,0.41019493323549444,0,0,0,0,0,0,0
060014217001007,,4.815342568650651,29,43,193,309,0,0,193
060014219004011,,0.5547515813937862,0,0,0,0,0,0,0
060014220002008,,5.16054878656028,1,0,0,0,388,0,388
060014216002008,,4.926045779547941,25,24,0,0,0,0,0
060014212002015,,3.2081691675882076,13,14,0,0,0,0,0
060014214001007,,0.5347360454949458,0,3,0,0,0,0,0
060014234004005,,0.6091147653165625,0,0,0,0,0,0,0
060014240011005,,0.6985669134076764,0,1,0,0,0,0,0
060014240013006,,0.3565730654571196,1,0,0,0,7,0,7
060019821001005,,22.92816703019387,2,11,0,0,38,0,38
060014240014006,,0.2866422425019118,0,0,0,0,0,0,0
060014240013003,,5.215900392008926,29,109,186,302,0,0,186
060014240014007,,0.3222254174331836,0,0,0,0,0,0,0
060014240011001,,4.585040353123253,34,61,211,339,0,0,211
060014240012001,,2.267686085724176,17,29,111,179,0,0,111
060014240013002,,2.258543186609891,15,39,102,162,0,0,102
060014240013001,,2.3087055790477256,15,31,85,137,27,0,112
060014240012006,,2.8483837321720147,19,34,73,117,90,0,163
060014240013000,Adeline,4.096265908581199,21,59,7,11,291,0,298
060014240014008,,4.855620745829799,29,68,71,115,317,0,388
060014240014000,Adeline,3.0611414656152443,20,7,0,0,280,0,280
060014235002004,,5.112610342555651,2,12,14,22,0,0,14
060014235002005,,5.081227959109321,32,48,219,347,0,0,219
060014235001014,,5.270510681313169,3,0,7,11,51,0,58
060014235002003,,4.893427869194275,3,0,0,0,395,0,395
060014235002013,Adeline,2.4426366958029293,13,32,40,64,240,0,280
060014235002014,,5.036501885063764,37,64,250,398,0,0,250
060014235003004,,4.994741075595813,24,51,143,231,14,0,157
060014234004010,,4.63495564017962,32,84,149,237,127,0,276
060014240011000,,4.568978503327887,28,46,7,11,356,0,363
060014239011011,,0.9123130683767744,0,0,0,0,0,0,0
060014235002001,,2.1129981169257306,10,35,7,11,123,0,130
060014235002009,,6.243858778912333,45,57,250,398,212,0,462
060014235002008,Adeline,0.8878496356115251,1,1,0,0,33,0,33
060014235002010,,0.898228061633146,0,0,0,0,0,0,0
060014235002011,Adeline,2.008966751328054,1,0,0,0,143,0,143
060014235003003,Adeline,1.3548788065844675,1,91,0,0,79,0,79
060014235003002,,0.790737220694929,0,0,0,0,0,0,0
060014239011001,Adeline,3.9405895182568855,23,68,0,0,270,0,270
060014235003011,,1.3832959254531916,3,0,0,0,138,0,138
060014239012004,,0.35163095782777626,0,0,0,0,0,0,0
060014240012000,,2.271886877209118,16,31,7,11,158,0,165
060014239011008,,0.3570672762200539,0,0,0,0,0,0,0
060014239011023,,0.6797869044161718,0,0,0,0,0,0,0
060014240012007,Adeline,1.6882239661836735,7,54,0,0,84,0,84
060014239011020,,0.4255154668864587,0,1,0,0,0,0,0
060014239011017,,0.6147981890903074,4,4,0,0,53,0,53
060014239012005,,3.6359085829078706,26,37,107,171,116,0,223
060014239012007,,3.799492345439134,33,45,113,181,195,0,308
060014233003008,,2.8147774002924804,23,31,160,252,0,0,160
060014220001065,,9.326251307333754,30,5,0,0,593,0,593
060014233001011,,4.870199963336361,34,40,231,367,0,0,231
060014233002001,,4.998200550936353,35,50,238,378,0,0,238
060014233001008,,4.985351071100061,30,50,178,286,0,0,178
060014233001010,,4.8958989230089465,28,54,191,303,0,0,191
060014233002000,,4.927775517218211,25,45,171,271,0,0,171
060014233003000,,4.133331715801274,36,41,244,388,0,0,244
060014233003011,,1.7534597868910051,13,15,90,142,0,0,90
060014233002008,,4.798786508092351,30,46,209,329,0,0,209
060014234002006,,0.3419938479505568,0,0,0,0,0,0,0
060014234003004,,0.31753041518530745,0,0,0,0,0,0,0
060014233002009,,7.119106040069033,40,128,202,322,144,0,346
060014232002011,,5.092347701275343,31,77,183,295,30,0,213
060014233002014,,2.977125635916408,22,61,149,237,0,0,149
060014233002013,,1.9291517131141598,13,29,81,129,3,0,84
060014234003005,,0.3125883075559642,0,0,0,0,0,0,0
060014234004004,,0.3862257112331794,0,0,0,0,0,0,0
060014233003010,,1.1468160753891143,9,10,62,98,0,0,62
060014240021009,,4.728855685137143,44,56,274,434,0,0,274
060014240022002,,1.0810860439188483,8,9,54,86,0,0,54
060014240021001,,4.0221342941410505,32,44,207,327,23,0,230
060014234004012,,4.4763139852777,36,50,162,258,153,0,315
060014240011006,,4.31940206804605,28,74,91,147,233,0,324
060014240022005,,2.938330091026063,23,33,157,249,0,0,157
060014240022014,,0.26119038821079377,0,0,0,0,0,0,0
060014240022006,,3.2706868290994002,27,36,66,106,199,0,265
060014240022007,,3.3519844996020978,23,26,82,130,145,0,227
060014237002008,,3.491351934749579,25,39,166,266,0,0,166
060014237002006,,9.073215396711376,45,52,305,485,0,0,305
060014237002007,,3.3477837081171558,26,40,173,277,0,0,173
060014238003008,College–Elmwood,12.56852101756443,87,132,567,899,8,0,575
060014238003003,,4.0495629914839055,32,33,222,350,0,0,222
060014237002012,,4.99152870563674,20,21,137,217,0,0,137
060014237002018,,7.312589553757824,38,62,256,404,13,0,269
060014238003002,,2.923009557375099,28,26,196,308,0,0,196
060014238003011,,2.9526622031511587,25,28,172,272,0,0,172
060014238003009,,7.660019720100658,30,31,209,329,0,0,209
060014238002008,,6.674316353428136,36,37,252,396,0,0,252
060014238003016,College–Elmwood,2.1982494735319027,13,22,47,75,38,0,85
060014238003015,,0.6911537519636615,5,6,21,33,0,0,21
060014238002004,,17.64283002599267,72,72,0,0,0,0,0
060014238002011,,3.5447266971464866,14,15,0,0,0,0,0
060014237002014,,3.715229410358831,15,14,105,165,0,0,105
060014238003010,,1.6108799817844508,11,21,68,108,9,0,77
060014238002000,,0.6872000658601868,1,0,0,0,0,0,0
060014231004000,,3.97246611246615,36,47,130,206,150,0,280
060014230003017,,0.8208840772339232,0,0,0,0,0,0,0
060014230003009,,5.207993019801976,35,45,240,380,0,0,240
060014230003010,,5.020934246031333,37,43,251,399,0,0,251
060014234001004,,0.35385490626098076,0,0,0,0,0,0,0
060014234001002,,4.757519909387334,28,81,191,303,0,0,191
060014218001006,,5.033042409723223,34,58,233,369,0,0,233
060014218001001,,2.4428838011843963,17,18,117,185,0,0,117
060014214002011,,1.6902008092354108,8,9,55,87,0,0,55
060014217001005,,4.253919141957251,5,0,35,55,0,0,35
060014217001011,,4.983621333429791,48,63,264,424,0,0,264
060014217002008,,5.04465636265218,41,63,274,438,0,0,274
060014223001003,,2.5402433214824596,23,42,153,245,0,0,153
060014223001004,,2.605973352952726,17,40,112,180,0,0,112
060014223001002,,5.071590849232101,36,68,244,388,0,0,244
060014223001008,,2.3981577271388397,17,24,114,182,0,0,114
060014223001009,,2.4468374872878713,17,42,113,181,0,0,113
060014223002001,,4.120482235964982,32,71,181,289,33,0,214
060014217001003,,5.274464367416644,41,45,0,0,0,24,24
060014217001012,,4.440483704964961,51,61,352,556,0,0,352
060014217002007,,5.061953739354882,39,96,257,409,18,0,275
060014217003005,,4.971018958974965,32,89,216,344,0,0,216
060014217002006,,3.877083435219824,7,13,0,0,275,0,275
060014217002004,,0.9091006984177012,1,0,0,0,20,0,20
060014217003004,,5.030571355908552,16,25,7,11,433,0,440
060014217001016,,4.273687572474625,29,47,6,10,0,3,9
060014217002001,,5.080980853727853,46,63,313,497,0,0,313
060014224003001,,5.027358985949479,36,96,239,383,0,0,239
060014224003005,,5.127683770825148,32,87,153,245,138,0,291
060014224003008,,4.780994920626715,31,87,167,267,132,0,299
060014224002001,,2.479949608404471,10,16,64,104,0,0,64
060014232001013,,2.3116708436253317,12,27,13,21,158,0,171
060014231001007,,0.5856397540771818,0,0,0,0,0,0,0
060014222001007,,2.8973105977025133,22,37,146,234,0,0,146
060014213003013,,5.2581554122398115,32,45,158,250,81,0,239
060014219001000,,13.036785715444708,78,99,493,785,0,0,493
060014213004010,,3.9235392469356514,24,24,168,264,0,0,168
060014218002010,,1.1564531852663338,6,11,42,66,0,0,42
060014213003010,,8.344748732146174,47,69,248,392,143,0,391
060014213003009,,4.801010456525555,30,38,204,324,0,0,204
060014213003006,,5.582851883487666,33,35,230,362,0,0,230
060014213003015,,0.3592912246532584,0,0,0,0,0,0,0
060014218002011,,0.892297532477934,6,6,42,66,0,0,42
060014218002005,,5.830451475717766,45,58,312,492,0,0,312
060014219002001,,5.121259030907002,2,0,14,22,0,0,14
060014219002018,,1.1431094946671068,10,10,70,110,0,0,70
060014219002019,,2.981573532782817,23,25,159,251,0,0,159
060014219002020,,3.137002817725664,29,29,203,319,0,0,203
060014223001011,,0.3802951820779674,0,0,0,0,0,0,0
060014222001012,,5.1135987640815195,31,31,216,340,0,0,216
060014222001013,,1.9335996099805688,16,16,112,176,0,0,112
060014218002012,,3.287737100420635,21,25,143,227,0,0,143
060014218002016,,3.3974518897920563,22,22,153,241,0,0,153
060014223001005,,5.089382436697737,33,37,225,357,0,0,225
060014218002017,,3.9195855608321764,25,25,174,274,0,0,174
060014218002006,,2.9855272188862916,24,27,166,262,0,0,166
060014218002019,,3.009990651651541,22,24,153,241,0,0,153
060014218002020,,2.3801190342917367,18,19,125,197,0,0,125
060014220002068,,0.4242799399791229,0,0,0,0,0,0,0
060014220002060,,3.459969551303249,13,45,119,187,0,0,119
060014221002005,,4.981397384996586,36,44,201,321,0,0,201
060014221002010,,5.254943042280738,1,0,7,11,0,0,7
060014221002027,,0.2950438254717954,0,0,0,0,0,0,0
060014220001015,University,5.563824769114695,8,137,0,0,395,0,395
060014221002030,,0.3135767290818328,0,0,0,0,0,0,0
060014220001013,,19.87270898835237,10,1,0,0,693,0,693
060014220001018,,4.106891439984288,49,44,337,533,0,0,337
060014220001014,,14.834477365618337,9,1,0,0,696,0,696
060014220001023,,4.7038980416089595,11,0,0,0,314,0,314
060014220001024,,4.710569886908573,37,27,7,11,1058,0,1065
060014220001012,,7.386474062816506,1,0,0,0,0,0,0
060014221002011,,4.820284676279994,30,49,204,324,0,0,204
060014221002020,,3.519274842855369,22,51,143,231,0,0,143
060014221002031,,0.30888172683395665,0,0,0,0,0,0,0
060014232001007,,0.2646498635513341,0,0,0,0,0,0,0
060014221002018,University,2.382342982724941,10,45,7,11,125,0,132
060014222003009,,0.4695002247876141,0,0,0,0,0,0,0
060014232001003,,0.25847222901465494,0,0,0,0,0,0,0
060014231001006,,0.30122146000847455,0,0,0,0,0,0,0
060014211001008,,8.873060037722972,49,51,0,0,0,0,0
060014215002016,,2.5175096263874805,13,14,0,0,0,0,0
060014215002000,,2.612892303633806,16,18,0,0,0,0,0
060014215001016,,3.664572807158062,18,20,0,0,0,0,0
060014215001013,,2.1713149869519817,10,10,0,0,0,0,0
060014215001019,,4.0404200923696205,24,24,0,0,0,0,0
060014215002006,,7.879943509606435,31,34,0,0,0,0,0
060014215002004,,3.065342257100186,13,15,0,0,0,0,0
060014215002015,,10.338394949823263,39,47,0,0,0,0,0
060014215003017,,3.7431523184646203,24,26,0,0,0,0,0
060014215002019,,5.423963123204279,26,11,0,0,0,0,0
060014215003021,,3.956157157289317,18,24,0,0,0,0,0
060014215003002,,5.849478590090738,33,29,0,0,0,0,0
060014215003005,,5.741246433008119,26,26,0,0,0,0,0
060014215001012,,9.095454881043421,41,40,0,0,0,0,0
060014215001009,,6.200368231774113,32,31,0,0,0,0,0
060014222003012,University,2.5357954246160506,12,80,14,22,140,0,154
060014224002012,University,2.371717451321853,13,13,0,0,169,0,169
060014239011013,,0.6298716173598045,0,0,0,0,0,0,0
060019821001010,,0.43564678752661246,0,0,0,0,0,0,0
060019821001002,,0.4492375835073066,0,0,0,0,0,0,0
060014216001005,,4.772593337656831,20,18,0,0,0,0,0
060014237002015,,1.8273442959496877,3,2,21,33,0,0,21
060014238001008,,1.101595790580623,0,0,0,0,0,0,0
060014224004006,,4.432823438139479,25,283,0,0,455,0,455
060014213003000,Solano,6.7136061090814145,35,41,189,297,84,0,273
060014230001012,,4.979420541944848,17,36,113,181,0,0,113
060014229011002,,0.8221196041412591,1,98,0,0,64,0,64
060014233001006,,4.45802818704913,28,60,104,164,161,0,265
060014239011007,Adeline,1.7020618675458348,6,16,0,0,117,0,117
060014229011004,,4.409842637663033,12,227,0,0,315,0,315
060014239011006,Adeline,5.628813484440559,9,13,6,10,611,0,617
060014239011014,Adeline,4.594183252237538,23,44,69,109,260,0,329
060019821001009,,0.32963857887719855,0,0,0,0,0,0,0
060014224003002,,4.963852902912417,35,86,195,311,50,0,245
060014224004009,,2.2039328973056476,37,136,0,0,512,0,512
060014224001002,,4.336946550130219,2,61,0,0,390,0,390
060014213004000,Solano,4.124930132831391,26,22,90,142,154,0,244
060014217002009,,4.954957109179599,32,72,157,253,63,0,220
060014213003001,Solano,5.583593199632068,22,17,117,185,111,0,228
060014220001035,,3.99075191069472,6,2,0,0,283,0,283
060014240021010,,2.221477379389816,15,32,79,127,47,0,126
060014215001026,,0.611338713749767,0,0,0,0,0,0,0
060014236012007,Telegraph,5.42915233621509,32,61,164,260,105,0,269
060014239021000,,0.681516642086442,0,0,0,0,0,0,0
060014213004013,,4.205733592571154,29,31,201,317,0,0,201
060014222001023,,3.8494076324955016,26,41,0,0,246,0,246
060014224002004,,1.2879132482068658,14,32,94,150,0,0,94
060014213004003,Solano,4.076003267300893,28,18,76,120,152,0,228
060014236022003,,4.935929994806627,17,320,27,43,226,0,253
060014236023010,Telegraph,2.4713009200531206,30,29,27,43,379,0,406
060014220001003,University,242.2146717571672,10,2,0,0,0,0,0
060014220001005,,91.19374681969443,3,53,0,0,0,0,0
060014233001005,,0.49569339522313366,0,0,0,0,0,0,0
060014220001041,,2.4381887989365203,1,0,7,11,0,0,7
060014220001054,,5.128672192351017,20,16,139,219,0,0,139
060014220001055,,5.2139235489571885,30,30,202,322,0,0,202
060014220001056,,2.9286929811488434,14,7,6,10,234,0,240
060014220001071,,2.707039453972796,1,0,0,0,115,0,115
060014233001007,,4.057717469072322,25,38,168,268,0,0,168
060014233003005,,0.7744282655180962,0,0,0,0,0,0,0
060014233003002,,4.324838386438327,38,42,262,414,0,0,262
060014233003003,,4.427634225128668,38,43,262,414,0,0,262
060014233003007,,2.798468445115647,24,25,165,261,0,0,165
060014230002005,,4.965582640582688,35,70,237,377,0,0,237
060014230002011,,4.988563441059133,36,56,246,390,0,0,246
060014234001005,,0.33878147799148367,0,0,0,0,0,0,0
060014234001001,,4.673998290451432,34,62,230,366,0,0,230
060014234001008,,4.925551568785006,37,70,247,395,0,0,247
060014230002012,,5.028347407475347,30,76,205,325,0,0,205
060014230002009,,2.8436887299241387,24,40,163,259,0,0,163
060014224002011,,1.3709406563798332,3,106,21,33,0,0,21
060014224002014,,0.5008826082339441,0,0,0,0,0,0,0
060014224002007,,1.9209972355257432,11,7,0,0,237,0,237
060014229023001,,5.638944805080713,10,2,0,0,999,0,999
060014229023002,,2.714205510035344,4,1,0,0,313,0,313
060014229023004,,5.413090486419724,9,181,0,0,513,0,513
060014239022013,Telegraph,0.6988140187891435,7,8,28,44,12,0,40
060014239022006,Telegraph,2.92202113584923,17,48,0,0,243,0,243
060014239022007,Telegraph,2.163901825507967,32,14,0,0,1806,0,1806
060014239022009,Telegraph,2.51405015104694,29,30,46,74,709,0,755
060014236011010,,0.26415565278839975,0,0,0,0,0,0,0
060014236012003,,4.971018958974965,31,72,193,309,16,0,209
060014236012002,,4.589735355371129,50,66,345,545,0,0,345
060014239021005,,8.071203074862021,47,64,290,462,25,0,315
060014236011013,,5.02637056442361,28,61,189,301,0,0,189
060014236011014,College–Elmwood,4.655465386841395,33,58,171,271,51,0,222
060014236012001,,4.288513895362654,33,54,220,352,0,0,220
060014237002009,College–Elmwood,3.3848495153372307,22,57,94,150,81,0,175
060014239021001,,2.49922382815891,20,19,135,215,0,0,135
060014239021003,College–Elmwood,5.3231441275656755,47,81,305,489,6,0,311
060014238003020,College–Elmwood,0.4850678638200456,2,2,0,0,21,0,21
060014239022015,,3.395475046740319,27,34,182,290,0,0,182
060014239022008,,5.5171218520174,29,52,182,290,0,0,182
060014219002004,,1.8797306368207267,17,17,119,187,0,0,119
060014219002003,,2.9736661605758674,22,23,154,242,0,0,154
060014222001008,,2.8550555774716284,18,25,123,195,0,0,123
060014215001024,,0.4418244220632916,0,0,0,0,0,0,0
060014215002022,,9.961065032322901,54,47,0,0,0,0,0
060014215001028,,9.482421908421003,44,39,0,0,0,0,0
060014216002002,,26.53615270499595,98,88,0,0,0,0,0
060014215001017,,5.960923117132429,27,27,0,0,0,0,0
060014216002000,,4.517333478601249,27,28,0,0,0,0,0
060014216004005,,4.955945530705468,39,60,0,0,0,0,0
060014216003013,,6.787737723521564,39,42,0,0,0,0,0
060014216003015,,3.660124910291653,17,17,0,0,0,0,0
060014216004004,,5.198603015306224,30,37,0,0,0,0,0
060014215003011,,4.558105866543332,18,27,0,0,0,0,0
060014215003019,,15.536503754366553,6,0,0,0,0,0,0
060014216004001,,2.8476424160276133,18,18,0,0,0,0,0
060014216002005,,15.602727996599754,79,69,0,0,0,0,0
060014216004008,,5.534666334101569,50,53,0,0,0,0,0
060014225001010,,4.024358242574254,22,24,152,240,0,0,152
060014225001009,,0.6832463797567121,12,14,0,0,0,0,0
060014225003005,,10.600326654178458,67,251,84,132,358,0,442
060014225001012,,4.1770693683209625,32,128,0,0,257,0,257
060014225003002,,1.0368541806362257,15,30,0,0,199,0,199
060014225001013,,3.9764197985696246,25,100,0,0,7,18,25
060014225001004,,1.6857529123690018,9,11,0,0,0,0,0
060014225003008,,3.5425027487132823,3,11,0,0,298,0,298
060014225003012,,1.696131338390623,8,92,0,0,83,0,83
060014225001001,,3.410301369628349,18,22,0,0,0,2,2
060014216001002,,6.336770402343988,36,37,0,0,0,0,0
060014228003004,,5.151405887445995,23,228,0,0,443,0,443
060014225001003,,0.5369599939281503,3,4,0,0,0,0,0
060014225001014,,3.7389515269796787,26,47,0,0,4,13,17
060014225002008,,3.326779750692447,1,13,0,0,192,0,192
060014228004002,,2.457215913309492,14,73,0,0,192,0,192
060014228003001,,2.9062063914353313,4,74,0,0,233,0,233
060014228003005,,3.185435472493228,17,88,0,0,269,0,269
060014228004000,,4.9586636899016066,17,69,0,0,508,0,508
060014228004004,,5.016239243783456,24,280,0,0,489,0,489
060014236021001,,5.036996095826698,24,215,156,248,9,0,165
060014236023007,,4.91566735352632,28,81,185,297,0,0,185
060014236021004,,5.062447950117816,125,213,866,1366,0,0,866
060014228002000,Telegraph,5.217135918916262,22,239,0,0,433,0,433
060014236021000,Telegraph,4.707110411568032,35,172,166,262,266,0,432
060014236023006,,5.096301387378817,31,135,205,329,0,0,205
060014228001000,College–Southside,5.182294060129391,11,58,0,0,455,0,455
060014236022000,College–Southside,6.537667077476793,26,399,60,96,259,0,319
060014228001008,Telegraph,1.6207641970431375,7,8,0,0,62,0,62
060014228001009,Telegraph,5.2050277552243704,8,15,0,0,473,0,473
060014236021007,,0.3130825183188985,0,0,0,0,0,0,0
060014228001005,,4.827944943105476,7,47,0,0,483,0,483
060014236022001,,5.152641414353331,23,127,75,119,287,0,362
060014236023004,,0.26366144202546543,0,0,0,0,0,0,0
060014236011009,,0.27700513262469234,0,0,0,0,0,0,0
060014237003001,College–Southside,5.0048723962359665,27,82,172,276,7,0,179
060014237003002,College–Southside,5.06566032007689,68,128,465,737,0,0,465
060014219004006,,0.5764968549628967,4,5,27,43,0,0,27
