id,address,apn,permits,net_units,vli_units,status,app_filed_date,app_complete_date,entitled_date,density_bonus,sb35_flag,sb330_flag,ab2011_flag,developer,architect
5,2425 DURANT Ave,055 187800701,"ZP2024-0162, PLN2024-0049",117,0,Pending Final Action,2024-11-15,2025-03-13,2025-10-09,1,0,1,0,Collabhome,
37,2614 TELEGRAPH Ave,055 183600800,ZP2024-0027,31,3,Corrections Pending Applicant,2024-01-01,2025-04-30,,1,0,0,0,,SDT Architects
6,2029 UNIVERSITY Ave,057 205300801,"ZP2024-0181, ZP2024-0182, PLN2024-0069, PLN2024-0070",240,0,Entitled,2024-12-19,2025-06-03,2025-11-13,1,0,0,0,,
2,2276 SHATTUCK Ave,057 202800400,"LMSAP2024-0005, ZP2024-0067",336,0,In Review,2025-08-07,2025-08-07,2025-12-04,1,0,1,0,,
42,1740 UNIVERSITY Ave,056 201102200,ZP2025-0079,12,0,Approved,2025-01-01,2025-09-15,,0,0,0,0,,
45,2200 FIFTH St,056 195800301,ZP2025-0085,8,0,Withdrawn,2025-01-01,2025-11-24,,0,0,0,0,,
