"apn","strnbr","strdirect","strname","strapart","strfract","bldsqfttaxable","lotsqft"
"058 214504000","1667",,"SHORT ST",,,"1980","3600"
"058 214504100","1661",,"SHORT ST",,,"1885","3600"
"058 214504200","1659",,"SHORT ST",,,"1623","3600"
"058 214504300","1400",,"LINCOLN ST",,,"1362","3870"
"058 214504400","1410",,"LINCOLN ST",,,"1476","3870"
"058 214504500","1420",,"LINCOLN ST",,,"1487","3870"
"058 214504600","1424",,"LINCOLN ST",,,"1729","4508"
"058 214504700","1426",,"LINCOLN ST",,,"2127","7289"
"058 214504800","1428",,"LINCOLN ST",,,"2054","6402"
"058 214504900","1430",,"LINCOLN ST",,,"1630","3840"
"058 214505000","1440",,"LINCOLN ST",,,"1571","3726"
"058 214505100","1460",,"LINCOLN ST",,,"1933","3822"
"058 214505200","1660",,"SHORT ST",,,"1936","3354"
"058 214505300","1670",,"SHORT ST",,,"1897","3608"
"058 214505400","1680",,"SHORT ST",,,"2081","3960"
"058 214505500","1690",,"SHORT ST",,,"1871","4085"
"058 214505600","1461",,"VIRGINIA ST",,,"1725","3600"
"058 214505700","1451",,"VIRGINIA ST",,,"1171","3600"
"058 214505800","1445",,"VIRGINIA ST",,,"2471","3600"
"058 214505900","1437",,"VIRGINIA ST",,,"2059","4050"
"058 214506000","1431",,"VIRGINIA ST",,,"1124","3690"
"058 214506100","1425",,"VIRGINIA ST",,,"1098","3690"
"058 214506200","1417",,"VIRGINIA ST",,,"2198","3690"
"058 214506300","1411",,"VIRGINIA ST",,,"1472","3690"
"058 214506400","1401",,"VIRGINIA ST",,,"1728","3690"
"058 214601605","0",,"ACTON ST",,,"0","108657"
"058 214701805","0",,"DELAWARE ST",,,"0","111720"
"058 214801704","1429",,"DELAWARE ST",,,"0","67511"
"058 214901904","1750",,"SACRAMENTO ST",,,"0","65561"
"058 215000100","1546",,"FRANCISCO ST",,,"1253","4100"
"058 215000300","1732",,"CALIFORNIA ST",,,"2135","4200"
"058 215000400","1734",,"CALIFORNIA ST",,,"2882","6046"
"058 215000500","1545",,"DELAWARE ST",,,"1865","4500"
"058 215000600","1543",,"DELAWARE ST",,,"1094","3400"
"058 215000700","1541",,"DELAWARE ST",,,"1154","3500"
"058 215000800","1537",,"DELAWARE ST",,,"1854","5400"
"058 215000900","1533",,"DELAWARE ST",,,"1359","5400"
"058 215001000","1531",,"DELAWARE ST",,,"2474","5400"
"058 215001100","1529",,"DELAWARE ST",,,"1655","5800"
"058 215001200","1525",,"DELAWARE ST",,,"1766","5800"
"058 215001302","1523",,"DELAWARE ST",,,"1770","5400"
"058 215002001","1739",,"SACRAMENTO ST",,,"0","28278"
"058 215002100","1731",,"SACRAMENTO ST",,,"3715","2900"
"058 215002200","1504",,"FRANCISCO ST",,,"1608","4200"
"058 215002300","1508",,"FRANCISCO ST",,,"2154","5800"
"058 215002400","1512",,"FRANCISCO ST",,,"1106","5400"
"058 215002500","1516",,"FRANCISCO ST",,,"2681","5800"
"058 215002600","1522",,"FRANCISCO ST",,,"1466","5800"
"058 215002700","1526",,"FRANCISCO ST",,,"1568","5800"
"058 215002800","1530",,"FRANCISCO ST",,,"1451","5800"
"058 215002900","1532",,"FRANCISCO ST",,,"1836","5800"
"058 215003000","1536",,"FRANCISCO ST",,,"1130","5400"
"058 215003100","1540",,"FRANCISCO ST",,,"1229","5400"
"058 215003200","1542",,"FRANCISCO ST",,,"1142","4000"
"058 215003400","1728",,"CALIFORNIA ST",,,"579","1915"
"058 215003500","1730",,"CALIFORNIA ST",,,"777","1915"
"058 215003600","1728",,"CALIFORNIA ST","COM",,"0","0"
"058 215100100","1703",,"SACRAMENTO ST",,,"2328","4000"
"058 215100200","1508",,"VIRGINIA ST",,,"1125","3800"
"058 215100300","1510",,"VIRGINIA ST",,,"1373","3700"
"058 215100400","1512",,"VIRGINIA ST",,,"1061","3700"
"058 215100500","1514",,"VIRGINIA ST",,,"1245","3700"
"058 215100600","1520",,"VIRGINIA ST",,,"1850","3000"
"058 215100700","1702",,"EOLA ST",,,"1364","3060"
"058 215100800","1704",,"EOLA ST",,,"2341","6100"
"058 215100900","1712",,"EOLA ST",,,"1027","3850"
"058 215101000","1529",,"FRANCISCO ST",,,"1576","4000"
"058 215101100","1521",,"FRANCISCO ST",,,"4505","7000"
"058 215101201","1517",,"FRANCISCO ST",,,"4854","5000"
"058 215101300","1515",,"FRANCISCO ST",,,"2840","4625"
"058 215101400","1501",,"FRANCISCO ST",,,"1941","3363"
"058 215101500","1721",,"SACRAMENTO ST",,,"1017","2700"
"058 215101600","1719",,"SACRAMENTO ST",,,"1796","2970"
"058 215101700","1715",,"SACRAMENTO ST",,,"1346","3150"
"058 215101801","1709",,"SACRAMENTO ST",,,"3054","7130"
"058 215200100","1530",,"VIRGINIA ST",,,"2583","5000"
"058 215200300","1536",,"VIRGINIA ST",,,"1045","3000"
"058 215200400","1542",,"VIRGINIA ST",,,"1471","3000"
"058 215200500","1544",,"VIRGINIA ST",,,"978","3000"
"058 215200600","1546",,"VIRGINIA ST",,,"1348","3000"
"058 215200700","1708",,"CALIFORNIA ST",,,"2066","4320"
"058 215200800","1710",,"CALIFORNIA ST",,,"1080","2640"
"058 215200900","1712",,"CALIFORNIA ST",,,"930","2640"
"058 215201001","1714",,"CALIFORNIA ST",,,"2105","5626"
"058 215201200","1541",,"FRANCISCO ST",,,"1020","5400"
"058 215201300","1539",,"FRANCISCO ST",,,"1093","3300"
"058 215201400","1535",,"FRANCISCO ST",,,"1306","3300"
"058 215201500","1533",,"FRANCISCO ST",,,"1032","3400"
"058 215201600","1715",,"EOLA ST",,,"1128","3600"
"058 215201700","1711",,"EOLA ST",,,"1989","3500"
"058 215201900","1532",,"VIRGINIA ST","A",,"799","2500"
"058 215202000","1532",,"VIRGINIA ST","B",,"800","2500"
"058 215202100","1532",,"VIRGINIA ST","COM",,"0","0"
"058 215300100","1628",,"CALIFORNIA ST",,,"1160","3840"
"058 215300200","1634",,"CALIFORNIA ST",,,"1208","4800"
"058 215300300","1636",,"CALIFORNIA ST",,,"1444","6000"
"058 215300500","1543",,"VIRGINIA ST",,,"1004","4000"
"058 215300600","1541",,"VIRGINIA ST",,,"1367","4000"
"058 215300700","1537",,"VIRGINIA ST",,,"1141","5400"
"058 215300800","1535",,"VIRGINIA ST",,,"1857","5400"
"058 215300900","1533",,"VIRGINIA ST",,,"2626","5400"
"058 215301000","1527",,"VIRGINIA ST",,,"1646","5400"
"058 215301100","1519",,"VIRGINIA ST",,,"1840","5130"
"058 215301200","1517",,"VIRGINIA ST",,,"3362","5400"
"058 215301300","1511",,"VIRGINIA ST",,,"1194","6075"
"058 215301500","1505",,"VIRGINIA ST",,,"2284","4050"
"058 215301600","1503",,"VIRGINIA ST",,,"1135","4725"
"058 215301700","1501",,"VIRGINIA ST",,,"1935","4700"
"058 215301800","1631",,"SACRAMENTO ST",,,"1134","3150"
"058 215301900","1629",,"SACRAMENTO ST",,,"1134","3150"
"058 215302000","1625",,"SACRAMENTO ST",,,"1134","3150"
"058 215302100","1510",,"LINCOLN ST",,,"2120","6000"
"058 215302200","1514",,"LINCOLN ST",,,"1196","5130"
"058 215302300","1516",,"LINCOLN ST",,,"1368","5130"
"058 215302400","1520",,"LINCOLN ST",,,"1265","5400"
"058 215302500","1526",,"LINCOLN ST",,,"1278","4680"
"058 215302600","1530",,"LINCOLN ST",,,"2298","5400"
"058 215302700","1532",,"LINCOLN ST",,,"1384","5400"
"058 215302800","1536",,"LINCOLN ST",,,"2498","5400"
"058 215302900","1540",,"LINCOLN ST",,,"1228","5400"
"058 215303000","1542",,"LINCOLN ST",,,"1188","2880"
"058 215303100","1544",,"LINCOLN ST",,,"1777","2880"
"058 215303200","1658",,"CALIFORNIA ST",,,"1352","2000"
"058 215303300","1656",,"CALIFORNIA ST",,,"1352","2000"
"058 215303400","1656",,"CALIFORNIA ST","COM",,"0","0"
"058 215303500","1509",,"VIRGINIA ST",,,"1058","3030"
"058 215303600","1509",,"VIRGINIA ST","A",,"1058","3030"
"058 215303700","1509",,"VIRGINIA ST","COM",,"0","0"
"058 215400100","1600",,"CALIFORNIA ST",,,"1244","4680"
"058 215400200","1604",,"CALIFORNIA ST",,,"1430","4560"
"058 215400300","1608",,"CALIFORNIA ST",,,"1407","4560"
"058 215400400","1612",,"CALIFORNIA ST",,,"1842","4560"
"058 215400500","1616",,"CALIFORNIA ST",,,"1596","3960"
"058 215400600","1618",,"CALIFORNIA ST",,,"1262","3420"
"058 215400700","1620",,"CALIFORNIA ST",,,"1481","3780"
"058 215400800","1539",,"LINCOLN ST",,,"1312","3000"
"058 215400900","1535",,"LINCOLN ST",,,"1646","4995"
"058 215401000","1531",,"LINCOLN ST",,,"2181","6225"
"058 215401100","1527",,"LINCOLN ST",,,"1656","4900"
"058 215401200","1525",,"LINCOLN ST",,,"1088","4725"
"058 215401300","1521",,"LINCOLN ST",,,"1731","4725"
"058 215401400","1517",,"LINCOLN ST",,,"1298","4725"
"058 215401500","1515",,"LINCOLN ST",,,"1108","5130"
"058 215401600","1511",,"LINCOLN ST",,,"1889","5130"
"058 215401700","1507",,"LINCOLN ST",,,"3130","6750"
"058 215401800","1623",,"SACRAMENTO ST",,,"1370","3360"
"058 215401900","1621",,"SACRAMENTO ST",,,"1469","3440"
"058 215402000","1617",,"SACRAMENTO ST",,,"1032","4345"
"058 215402100","1613",,"SACRAMENTO ST",,,"1364","3440"
"058 215402200","1609",,"SACRAMENTO ST",,,"1120","3440"
"058 215402301","1605",,"SACRAMENTO ST",,,"1265","4050"
"058 215402401","1502",,"CEDAR ST",,,"3556","6400"
"058 215402500","1510",,"CEDAR ST",,,"1155","5130"
"058 215402600","1514",,"CEDAR ST",,,"1154","4995"
"058 215402700","1516",,"CEDAR ST",,,"1339","4725"
"058 215402800","1520",,"CEDAR ST",,,"2157","4725"
"058 215402900","1522",,"CEDAR ST",,,"1816","4725"
"058 215403000","1526",,"CEDAR ST",,,"1410","5400"
"058 215403100","1528",,"CEDAR ST",,,"1591","5400"
"058 215403200","1530",,"CEDAR ST",,,"1290","5400"
"058 215500100","1648",,"CEDAR ST",,,"1274","2310"
"058 215500200","1604",,"MCGEE AVE",,,"920","1848"
"058 215500300","1608",,"MCGEE AVE",,,"1571","4340"
"058 215500400","1610",,"MCGEE AVE",,,"1452","4375"
"058 215500500","1641",,"LINCOLN ST",,,"2650","8300"
"058 215500600","1639",,"LINCOLN ST",,,"1033","4200"
"058 215500700","1635",,"LINCOLN ST",,,"2121","5670"
"058 215500800","1631",,"LINCOLN ST",,,"2866","5600"
"058 215500900","1629",,"LINCOLN ST",,,"2007","5670"
"058 215501000","1625",,"LINCOLN ST",,,"2256","5600"
"058 215501100","1623",,"LINCOLN ST",,,"1185","5670"
"058 215501200","1619",,"LINCOLN ST",,,"1995","5600"
"058 215501300","1617",,"LINCOLN ST",,,"1240","5670"
"058 215501400","1615",,"LINCOLN ST",,,"1282","5670"
"058 215501500","1611",,"LINCOLN ST",,,"1611","5670"
"058 215501600","1607",,"LINCOLN ST",,,"1715","5504"
"058 215501701","1601",,"LINCOLN ST",,,"1996","4692"
"058 215501900","1617",,"CALIFORNIA ST",,,"1236","3264"
"058 215502000","1615",,"CALIFORNIA ST",,,"1256","3264"
"058 215502100","1611",,"CALIFORNIA ST",,,"1117","3264"
"058 215502200","1609",,"CALIFORNIA ST",,,"2522","3366"
"058 215502300","1601",,"CALIFORNIA ST",,,"2812","4080"
"058 215502400","1608",,"CEDAR ST",,,"2067","5535"
"058 215502500","1610",,"CEDAR ST",,,"1599","5670"
"058 215502600","1612",,"CEDAR ST",,,"1488","5670"
"058 215502700","1616",,"CEDAR ST",,,"2481","5670"
"058 215502800","1620",,"CEDAR ST",,,"1608","5670"
"058 215502900","1624",,"CEDAR ST",,,"1148","5670"
"058 215503000","1628",,"CEDAR ST",,,"1440","5670"
"058 215503100","1632",,"CEDAR ST",,,"1384","5000"
"058 215503200","1636",,"CEDAR ST",,,"1433","5670"
"058 215503300","1640",,"CEDAR ST",,,"1828","4200"
"058 215503400","1642",,"CEDAR ST",,,"1414","4200"
"058 215600100","1630",,"MCGEE AVE",,,"2616","3234"
"058 215600200","1632",,"MCGEE AVE",,,"787","2970"
"058 215600300","1634",,"MCGEE AVE",,,"2541","3500"
"058 215600400","1636",,"MCGEE AVE",,,"1436","4880"
"058 215600500","1647",,"VIRGINIA ST",,,"3890","5751"
"058 215600600","1645",,"VIRGINIA ST",,,"1399","4725"
"058 215600700","1643",,"VIRGINIA ST",,,"1360","4690"
"058 215600800","1641",,"VIRGINIA ST",,,"1260","6075"
"058 215600900","1639",,"VIRGINIA ST",,,"1865","5400"
"058 215601000","1635",,"VIRGINIA ST",,,"2361","6244"
"058 215601100","1625",,"VIRGINIA ST",,,"1382","5670"
"058 215601200","1623",,"VIRGINIA ST",,,"1408","5670"
"058 215601300","1619",,"VIRGINIA ST",,,"2122","8100"
"058 215601400","1615",,"VIRGINIA ST",,,"2304","8370"
"058 215601500","1613",,"VIRGINIA ST",,,"1122","5670"
"058 215601600","1609",,"VIRGINIA ST",,,"1490","4546"
"058 215601700","1651",,"CALIFORNIA ST",,,"1248","6300"
"058 215601800","1643",,"CALIFORNIA ST",,,"1491","3100"
"058 215601900","1639",,"CALIFORNIA ST",,,"1174","3838"
"058 215602000","1635",,"CALIFORNIA ST",,,"1678","4800"
"058 215602100","1631",,"CALIFORNIA ST",,,"972","3570"
"058 215602200","1600",,"LINCOLN ST",,,"2852","4600"
"058 215602300","1620",,"LINCOLN ST",,,"1365","5670"
"058 215602400","1626",,"LINCOLN ST",,,"1546","5670"
"058 215602500","1636",,"LINCOLN ST",,,"1673","5670"
"058 215602600","1640",,"LINCOLN ST",,,"2856","5670"
"058 215602700","1644",,"LINCOLN ST",,,"1693","5535"
"058 215602800","1654",,"LINCOLN ST",,,"1843","5670"
"058 215602900","1660",,"LINCOLN ST",,,"1824","5670"
"058 215603000","1668",,"LINCOLN ST",,,"1581","6210"
"058 215603100","1672",,"LINCOLN ST",,,"2523","5130"
"058 215603200","1676",,"LINCOLN ST",,,"2166","2467"
"058 215700100","1644",,"VIRGINIA ST",,,"885","16009"
"058 215700201","1722",,"MCGEE AVE",,,"1984","4140"
"058 215700202","1641",,"FRANCISCO ST",,,"1318","5400"
"058 215700300","1639",,"FRANCISCO ST",,,"1225","4000"
"058 215700400","1637",,"FRANCISCO ST",,,"2004","4000"
"058 215700500","1635",,"FRANCISCO ST",,,"4249","5400"
"058 215700600","1631",,"FRANCISCO ST",,,"1815","5400"
"058 215700700","1629",,"FRANCISCO ST",,,"2588","5400"
"058 215700800","1625",,"FRANCISCO ST",,,"990","5400"
"058 215700900","1623",,"FRANCISCO ST",,,"3218","5400"
"058 215701000","1621",,"FRANCISCO ST",,,"2604","5400"
"058 215701100","1617",,"FRANCISCO ST",,,"2299","5400"
"058 215701200","1615",,"FRANCISCO ST",,,"2707","6750"
"058 215701300","1611",,"FRANCISCO ST",,,"1526","4000"
"058 215701400","1607",,"FRANCISCO ST",,,"2157","4000"
"058 215701500","1605",,"FRANCISCO ST",,,"1119","4000"
"058 215701600","1601",,"FRANCISCO ST",,,"1219","4000"
"058 215701700","1709",,"CALIFORNIA ST",,,"1853","4200"
"058 215701800","1705",,"CALIFORNIA ST",,,"1884","4800"
"058 215701900","1600",,"VIRGINIA ST",,,"1790","3800"
"058 215702000","1604",,"VIRGINIA ST",,,"1839","3800"
"058 215702100","1608",,"VIRGINIA ST",,,"1584","3800"
"058 215702200","1612",,"VIRGINIA ST",,,"2619","5400"
"058 215702300","1614",,"VIRGINIA ST",,,"1351","5400"
"058 215702400","1616",,"VIRGINIA ST",,,"2950","5400"
"058 215702500","1618",,"VIRGINIA ST",,,"963","5400"
"058 215702600","1622",,"VIRGINIA ST",,,"1408","5400"
"058 215702700","1624",,"VIRGINIA ST",,,"2145","5400"
"058 215702800","1626",,"VIRGINIA ST",,,"2003","5415"
"058 215702900","1628",,"VIRGINIA ST",,,"970","5400"
"058 215703000","1630",,"VIRGINIA ST",,,"2732","5400"
"058 215800100","1728",,"MCGEE AVE",,,"1848","2560"
"058 215800200","1730",,"MCGEE AVE",,,"1000","2560"
"058 215800300","1732",,"MCGEE AVE",,,"1113","2800"
"058 215800400","1734",,"MCGEE AVE",,,"1504","3200"
"058 215800500","1738",,"MCGEE AVE",,,"2275","4200"
"058 215800600","1740",,"MCGEE AVE",,,"1395","3400"
"058 215800700","1744",,"MCGEE AVE",,,"2208","3000"
"058 215800800","1641",,"DELAWARE ST",,,"1421","2100"
"058 215800900","1639",,"DELAWARE ST",,,"1064","3300"
"058 215801000","1637",,"DELAWARE ST",,,"2347","4725"
"058 215801100","1635",,"DELAWARE ST",,,"2308","4320"
"058 215801200","1625",,"DELAWARE ST",,,"1287","4320"
"058 215801300","1623",,"DELAWARE ST",,,"1263","5265"
"058 215801400","1621",,"DELAWARE ST",,,"1143","5265"
"058 215801500","1619",,"DELAWARE ST",,,"1214","4590"
"058 215801600","1617",,"DELAWARE ST",,,"1152","4590"
"058 215801700","1615",,"DELAWARE ST",,,"1178","5400"
"058 215801800","1613",,"DELAWARE ST",,,"1322","5400"
"058 215801900","1611",,"DELAWARE ST",,,"1470","5400"
"058 215802000","1609",,"DELAWARE ST",,,"1091","3800"
"058 215802100","1605",,"DELAWARE ST",,,"3207","3800"
"058 215802200","1601",,"DELAWARE ST",,,"1554","3800"
"058 215802300","1735",,"CALIFORNIA ST",,,"1459","4800"
"058 215802501","1731",,"CALIFORNIA ST",,,"5530","8113"
"058 215802600","1729",,"CALIFORNIA ST",,,"1360","3400"
"058 215802700","1608",,"FRANCISCO ST",,,"1031","4725"
"058 215802800","1612",,"FRANCISCO ST",,,"3699","6750"
"058 215802900","1616",,"FRANCISCO ST",,,"1622","6750"
"058 215803000","1618",,"FRANCISCO ST",,,"1323","5400"
"058 215803100","1622",,"FRANCISCO ST",,,"1465","5410"
"058 215803201","1626",,"FRANCISCO ST",,,"11896","8100"
"058 215803500","1634",,"FRANCISCO ST",,,"2422","5400"
"058 215803600","1636",,"FRANCISCO ST",,,"1334","4995"
"058 215803700","1640",,"FRANCISCO ST",,,"4766","5825"
"058 215804600","1632",,"FRANCISCO ST",,,"4884","5418"
"058 215900100","1746",,"FRANCISCO ST",,,"1822","4080"
"058 215900200","1726",,"GRANT ST",,,"1560","3920"
"058 215900300","1732",,"GRANT ST",,,"1425","4440"
"058 215900400","1740",,"GRANT ST",,,"2235","4600"
"058 215900500","1742",,"GRANT ST",,,"1628","2800"
"058 215900600","1751",,"DELAWARE ST",,,"1010","2400"
"058 215900700","1749",,"DELAWARE ST",,,"961","2400"
"058 215900800","1745",,"DELAWARE ST",,,"1669","4000"
"058 215901000","1743",,"DELAWARE ST",,,"2651","5415"
"058 215901100","1739",,"DELAWARE ST",,,"3355","5410"
"058 215901200","1735",,"DELAWARE ST",,,"1578","5400"
"058 215901300","1731",,"DELAWARE ST",,,"2319","5410"
"058 215901400","1727",,"DELAWARE ST",,,"2413","5415"
"058 215901600","1719",,"DELAWARE ST",,,"2181","5400"
"058 215901700","1717",,"DELAWARE ST",,,"1263","4590"
"058 215901800","1715",,"DELAWARE ST",,,"1457","4590"
"058 215901900","1709",,"DELAWARE ST",,,"1710","5400"
"058 215902000","1705",,"DELAWARE ST",,,"1566","2928"
"058 215902100","1701",,"DELAWARE ST",,,"1474","2562"
"058 215902300","1739",,"MCGEE AVE",,,"1446","3330"
"058 215902400","1700",,"FRANCISCO ST",,,"1868","5940"
"058 215902500","1704",,"FRANCISCO ST",,,"4278","7050"
"058 215902600","1706",,"FRANCISCO ST",,,"3618","5060"
"058 215902800","1712",,"FRANCISCO ST",,,"2469","5400"
"058 215902900","1714",,"FRANCISCO ST",,,"1304","4625"
"058 215903000","1716",,"FRANCISCO ST",,,"3272","4470"
"058 215903100","1724",,"FRANCISCO ST",,,"2119","5400"
"058 215903200","1726",,"FRANCISCO ST",,,"993","5400"
"058 215903300","1730",,"FRANCISCO ST",,,"2927","5400"
"058 215903500","1734",,"FRANCISCO ST",,,"3268","4725"
"058 215903600","1738",,"FRANCISCO ST",,,"2011","4000"
"058 215903700","1710",,"FRANCISCO ST",,,"1308","2633"
"058 215903800","1708",,"FRANCISCO ST",,,"1320","2633"
"058 215903900","1710",,"FRANCISCO ST","COM",,"0","0"
"058 215904000","1743",,"MCGEE AVE",,,"1152","3330"
"058 215904100","1721",,"DELAWARE ST",,,"1552","2700"
"058 215904200","1723",,"DELAWARE ST",,,"1552","2700"
"058 215904300","1721",,"DELAWARE ST","COM",,"0","0"
"058 215904500","1732",,"FRANCISCO ST",,,"838","3038"
"058 215904600","1732",,"FRANCISCO ST","A",,"843","3038"
"058 215904700","1732",,"FRANCISCO ST","COM",,"0","0"
"058 216000100","1746",,"VIRGINIA ST",,,"2643","4000"
"058 216000200","1710",,"GRANT ST",,,"3985","6029"
"058 216000400","1739",,"FRANCISCO ST",,,"9386","8122"
"058 216000500","1737",,"FRANCISCO ST",,,"2255","4515"
"058 216000801","1729",,"FRANCISCO ST",,,"1641","4620"
"058 216001000","1717",,"FRANCISCO ST",,,"1450","5130"
"058 216001100","1715",,"FRANCISCO ST",,,"1954","5130"
"058 216001200","1711",,"FRANCISCO ST",,,"1450","5078"
"058 216001300","1709",,"FRANCISCO ST",,,"2225","5130"
"058 216001400","1721",,"MCGEE AVE",,,"1256","3150"
"058 216001500","1719",,"MCGEE AVE",,,"1256","3600"
"058 216001600","1715",,"MCGEE AVE",,,"1109","3600"
"058 216001700","1711",,"MCGEE AVE",,,"1727","3600"
"058 216001800","1707",,"MCGEE AVE",,,"1256","3600"
"058 216001900","1705",,"MCGEE AVE",,,"1256","3600"
"058 216002000","1701",,"MCGEE AVE",,,"1256","3150"
"058 216002100","1708",,"VIRGINIA ST",,,"1371","5130"
"058 216002200","1710",,"VIRGINIA ST",,,"2002","5130"
"058 216002300","1714",,"VIRGINIA ST",,,"1488","5130"
"058 216002400","1718",,"VIRGINIA ST",,,"2299","5080"
"058 216002500","1720",,"VIRGINIA ST",,,"1532","4800"
"058 216002600","1722",,"VIRGINIA ST",,,"1245","5400"
"058 216002700","1726",,"VIRGINIA ST",,,"2097","5400"
"058 216002800","1730",,"VIRGINIA ST",,,"1627","5400"
"058 216002900","1732",,"VIRGINIA ST",,,"3516","5410"
"058 216003000","1738",,"VIRGINIA ST",,,"1990","5400"
"058 216003100","1742",,"VIRGINIA ST",,,"1376","4000"
"058 216003200","1744",,"VIRGINIA ST",,,"1217","4000"
"058 216003300","1733",,"FRANCISCO ST","A",,"1120","1701"
"058 216003400","1733",,"FRANCISCO ST","B",,"1120","1701"
"058 216003500","1733",,"FRANCISCO ST","C",,"1120","1701"
"058 216003600","1733",,"FRANCISCO ST","D",,"1120","1701"
"058 216003700","1733",,"FRANCISCO ST","COM",,"0","0"
"058 216003800","1745",,"FRANCISCO ST",,,"1360","3150"
"058 216003900","1714",,"GRANT ST",,,"1240","3150"
"058 216004000","1745",,"FRANCISCO ST","COM",,"0","0"
"058 216004200","1731",,"FRANCISCO ST","A",,"1105","2162"
"058 216004300","1731",,"FRANCISCO ST","B",,"1643","2162"
"058 216004400","1731",,"FRANCISCO ST","C",,"1292","2162"
"058 216004500","1731",,"FRANCISCO ST","COM",,"0","0"
"058 216004700","1721",,"FRANCISCO ST",,,"3157","4757"
"058 216004800","1723",,"FRANCISCO ST",,,"2088","4757"
"058 216004900","1721",,"FRANCISCO ST","COM",,"0","0"
"058 216100100","1631",,"MCGEE AVE",,,"2566","4100"
"058 216100200","1710",,"LINCOLN ST",,,"4422","9306"
"058 216100300","1712",,"LINCOLN ST",,,"2442","3150"
"058 216100401","1716",,"LINCOLN ST",,,"1274","3321"
"058 216100402","1634",,"EDITH ST",,,"1940","5210"
"058 216100500","1644",,"EDITH ST",,,"2558","9000"
"058 216100600","1721",,"VIRGINIA ST",,,"1394","4000"
"058 216100700","1717",,"VIRGINIA ST",,,"1660","4000"
"058 216100800","1713",,"VIRGINIA ST",,,"2432","4000"
"058 216100900","1711",,"VIRGINIA ST",,,"2174","4000"
"058 216101000","1709",,"VIRGINIA ST",,,"1830","4000"
"058 216101100","1705",,"VIRGINIA ST",,,"1717","4000"
"058 216101200","1701",,"VIRGINIA ST",,,"1478","4000"
"058 216101300","1649",,"MCGEE AVE",,,"2122","3500"
"058 216101400","1645",,"MCGEE AVE",,,"1674","3500"
"058 216101500","1635",,"MCGEE AVE",,,"1357","3000"
"058 216101600","1633",,"MCGEE AVE",,,"1661","3000"
"058 216200100","1631",,"EDITH ST",,,"3768","4075"
"058 216200200","1734",,"LINCOLN ST",,,"1286","4598"
"058 216200300","1736",,"LINCOLN ST",,,"2014","4598"
"058 216200400","1632",,"GRANT ST",,,"1577","4100"
"058 216200500","1634",,"GRANT ST",,,"1471","4000"
"058 216200600","1636",,"GRANT ST",,,"2990","4000"
"058 216200700","1638",,"GRANT ST",,,"1480","3125"
"058 216200800","1642",,"GRANT ST",,,"4308","5000"
"058 216200900","1741",,"VIRGINIA ST",,,"3719","5620"
"058 216201000","1739",,"VIRGINIA ST",,,"1901","5000"
"058 216201100","1737",,"VIRGINIA ST",,,"9843","7500"
"058 216201200","1733",,"VIRGINIA ST",,,"3005","3300"
"058 216201300","1731",,"VIRGINIA ST",,,"1355","3300"
"058 216201400","1729",,"VIRGINIA ST",,,"2720","3300"
"058 216201500","1643",,"EDITH ST",,,"3029","5000"
"058 216201600","1635",,"EDITH ST",,,"2273","4000"
"058 216201700","1633",,"EDITH ST",,,"2102","4000"
"058 216300100","1700",,"CEDAR ST",,,"1349","3500"
"058 216300200","1710",,"CEDAR ST",,,"924","4000"
"058 216300300","1712",,"CEDAR ST",,,"4600","3500"
"058 216300400","1720",,"CEDAR ST",,,"3282","3600"
