hcd_row_id,cpra_permit_number,address_hcd,address_cpra,tracking_id,co_units_hcd,co_units_d5,bp_units_hcd,bp_units_d5,agree_co,agree_bp,units_agree,match_tier,in_c1,cpra_year
571,B2019-05540,3108 DEAKIN,3108 DEAKIN St,None / B2019-05540,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
572,B2019-05475,1601 OXFORD,1601 OXFORD St,None / B2019-05475,34.0,0.0,0.0,0.0,False,True,False,tier_2_apn_current,True,2022
575,B2020-03543,828 CHANNING,828 CHANNING Way,None / B2020-03543,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
576,B2020-04134,2321 CALIFORNIA,2321 CALIFORNIA St,None / B2020-04134,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
577,B2020-04225,1255 MONTEREY,1255 MONTEREY Ave,None / B2020-04225,1.0,0.0,0.0,0.0,False,True,False,tier_2_apn_current,True,2022
578,B2021-00369,1208 PERALTA,1208 PERALTA Ave,None / B2021-00369,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
579,B2021-00470,1639 JULIA,1639 JULIA St,None / B2021-00470,1.0,0.0,0.0,0.0,False,True,False,tier_2_apn_current,True,2022
580,B2021-00628,1530 LINCOLN,1530 LINCOLN St,None / B2021-00628,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
582,B2021-00975,1279 ALCATRAZ,1279 ALCATRAZ Ave,None / B2021-00975,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
583,B2021-01114,1879 CATALINA,1879 CATALINA Ave,None / B2021-01114,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
584,B2020-00547,2823 CHERRY,2823 CHERRY St,None / B2020-00547,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
585,B2020-01536,1516 WARD,1516 WARD St,None / B2020-01536,1.0,1.0,0.0,0.0,True,True,True,tier_2_apn_current,True,2022
586,B2021-04761,1815 SIXTY-SECOND,1815 SIXTY-SECOND St,None / B2021-04761,1.0,1.0,0.0,1.0,True,False,False,tier_2_apn_current,True,2022
