hcd_row_id,cpra_permit_number,address_hcd,address_cpra,tracking_id,co_units_hcd,co_units_d5,bp_units_hcd,bp_units_d5,agree_co,agree_bp,units_agree,match_tier,in_c1,cpra_year
67,B2023-00391,1327 Ordway St,1327 ORDWAY St,B2023-00391,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
68,B2022-02784,1525 Ada St,1525 ADA St,B2022-02784,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
69,B2021-05573,1346 Haskell St,1346 HASKELL St,B2021-05573,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
70,B2021-01449,1441 Cornell Ave,1441 CORNELL Ave,B2021-01449,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
71,B2022-05138,1607 Fifth St,1607 FIFTH St,B2022-05138,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
74,B2023-02002,1630 Posen Ave,1630 POSEN Ave,B2023-02002,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
75,B2022-04253,1919 Parker St,1919 PARKER St,B2022-04253,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
76,B2022-03481,1876 San Pedro Ave,1876 SAN PEDRO Ave,B2022-03481,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
78,B2019-05135,2310 Tenth St,2310 TENTH St,B2019-05135,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
79,B2020-04487,2336 Bonar St,2336 BONAR St,B2020-04487,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
80,B2021-00697,2519 College Ave,2519 COLLEGE Ave,B2021-00697,2.0,2.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
82,B2023-03761,2853 Stanton St,2853 STANTON St,B2023-03761,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
83,B2022-00713,3107 Lewiston Ave,3107 LEWISTON Ave,B2022-00713,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
85,B2022-00005,956 Indian Rock Ave,956 INDIAN ROCK Ave,B2022-00005,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
89,B2023-01652,1341 Addison St,1341 ADDISON St,B2023-01652,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
90,B2020-02078,1600 Walnut St,1600 WALNUT St,B2020-02078,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
93,B2021-04272,1240 Cornell Ave,1240 CORNELL Ave,B2021-04272,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
94,B2022-03366,131 Avenida Dr,131 AVENIDA Dr,B2022-03366,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
95,B2023-02600,1321 Spruce St,1321 SPRUCE St,B2023-02600,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
96,B2022-03410,1332 Milvia St,1332 MILVIA St,B2022-03410,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
97,B2021-04892,2737 Durant Ave,2737 DURANT Ave,B2021-04892,0.0,0.0,4.0,0.0,True,False,False,tier_1_tracking_id,True,2023
98,B2019-04686,2028 Bancroft Way,2028 BANCROFT Way,B2019-04686,37.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
99,B2022-05880,2480 Bancroft Way,2480 BANCROFT Way,B2022-05880,0.0,0.0,28.0,28.0,True,True,True,tier_1_tracking_id,True,2023
100,B2020-04316,3000 San Pablo Ave,3000 SAN PABLO Ave,B2020-04316,78.0,78.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
101,B2020-02831,2590 Bancroft Way,2590 BANCROFT Way,B2020-02831,87.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
103,B2021-01537,1362 Hopkins St,1362 HOPKINS St,B2021-01537,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
104,B2023-00510,1429 Bancroft Way,1429 BANCROFT Way,B2023-00510,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
105,B2022-01691,1510 Russell St,1510 RUSSELL St,B2022-01691,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
106,B2022-05902,1655 Tenth St,1655 TENTH St,B2022-05902,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
107,B2023-03055,1709 Francisco St,1709 FRANCISCO St,B2023-03055,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
108,B2021-03122,1824 Curtis St,1824 CURTIS St,B2021-03122,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
109,B2022-00343,1917 Napa Ave,1917 NAPA Ave,B2022-00343,1.0,1.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
110,B2022-02837,1221 Carrison St,1221 CARRISON St,B2022-02837,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
111,B2022-00935,1327 Carleton St,1327 CARLETON St,B2022-00935,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
112,B2023-01554,1371 Curtis St,1371 CURTIS St,B2023-01554,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
113,B2023-03756,1381 Ada St,1381 ADA St,B2023-03756,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
114,B2022-03080,1404 Blake St,1404 BLAKE St,B2022-03080,1.0,0.0,1.0,0.0,False,False,False,tier_1_tracking_id,True,2023
115,B2023-03417,1449 Ordway St,1449 ORDWAY St,B2023-03417,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
116,B2023-03115,1532 Blake St,1532 BLAKE St,B2023-03115,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
117,B2019-00439,1827 Sixty-Second St,1827 SIXTY-SECOND St,B2019-00439,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
118,B2022-03086,1709 Sacramento St,1709 SACRAMENTO St,B2022-03086,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
119,B2019-01573,1884 Thousand Oaks Blvd,1884 THOUSAND OAKS Blvd,B2019-01573,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
120,B2021-00336,1894 Harmon St,1894 HARMON St,B2021-00336,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
121,B2022-05356,2150 Russell St,2150 RUSSELL St,B2022-05356,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
122,B2019-05017,2238 Curtis St,2238 CURTIS St,B2019-05017,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
123,B2022-03622,2331 Jefferson Ave,2331 JEFFERSON Ave,B2022-03622,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
124,B2023-02897,2164 Oregon St,2164 OREGON St,B2023-02897,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
126,B2022-03559,2410 Sacramento St,2410 SACRAMENTO St,B2022-03559,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
127,B2020-04419,2445 Ashby Ave,2445 ASHBY Ave,B2020-04419,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
128,B2022-05925,2411 Sixth St,2411 SIXTH St,B2022-05925,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
129,B2021-02219,2523 Piedmont Ave,2523 PIEDMONT Ave,B2021-02219,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
130,B2021-01738,2624 Regent St,2624 REGENT St,B2021-01738,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
132,B2022-06012,2614 Etna St,2614 ETNA St,B2022-06012,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
133,B2020-03494,2804 M L King Jr Way,2804 M L KING JR Way,B2020-03494,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
134,B2022-04111,2830 Cherry St,2830 CHERRY St,B2022-04111,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
135,B2022-04521,3002 Harper St,3002 HARPER St,B2022-04521,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
136,B2022-04102,3134 California St,3134 CALIFORNIA St,B2022-04102,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
137,B2022-05928,816 Colusa Ave,816 COLUSA Ave,B2022-05928,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
138,B2023-01058,2303 Grant St,2303 GRANT St,B2023-01058,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
139,B2020-01498,2339 Oregon St,2339 OREGON St,B2020-01498,2.0,2.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
140,B2023-02152,2335 Fifth St,2335 FIFTH St,B2023-02152,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
141,B2021-04655,2432 Oregon St,2432 OREGON St,B2021-04655,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
142,B2021-01297,2806 Kelsey St,2806 KELSEY St,B2021-01297,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
143,B2021-04004,2877 California St,2877 CALIFORNIA St,B2021-04004,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
145,B2023-03522,8 Brookside Ave,8 BROOKSIDE Ave,B2023-03522,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
146,B2021-02006,911 Regal Rd,911 REGAL Rd,B2021-02006,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
148,B2021-05050,1442 Fifth St,1442 FIFTH St,B2021-05050,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
149,B2023-04232,2910 Shasta Rd,2910 SHASTA Rd,B2023-04232,0.0,0.0,1.0,-1.0,True,False,False,tier_1_tracking_id,True,2023
152,B2022-02049,1825 Berkeley (1),1825 BERKELEY Way,B2022-02049,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
153,B2020-04102,2425 Ninth St,2425 NINTH St,B2020-04102,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
154,B2018-05100,1331 Ashby Ave,1331 ASHBY Ave,B2018-05100,0.0,0.0,2.0,2.0,True,True,True,tier_1_tracking_id,True,2023
155,B2020-02038,2422 Fifth St,2422 FIFTH St,B2020-02038,2.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
156,B2022-05117,2440 Shattuck Ave,2440 SHATTUCK Ave,B2022-05117,0.0,0.0,40.0,40.0,True,True,True,tier_1_tracking_id,True,2023
158,B2020-00206,1717 University Ave,1717 UNIVERSITY Ave,B2020-00206,15.0,15.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
160,B2019-01781,116 The Uplands,116 THE UPLANDS,B2019-01781,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
161,B2023-01963,1168 Miller Ave,1168 MILLER Ave,B2023-01963,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
162,B2023-04400,1215 Delaware St,1215 DELAWARE St,B2023-04400,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
163,B2022-04050,1217 Evelyn Ave,1217 EVELYN Ave,B2022-04050,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
164,B2022-04658,1339 McGee Ave,1339 MCGEE Ave,B2022-04658,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
165,B2021-03412,1414 Seventh St,1414 SEVENTH St,B2021-03412,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
166,B2021-02085,1462 San Pablo Ave,1462 SAN PABLO Ave,B2021-02085,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
167,B2022-02018,1506 Chestnut St,1506 CHESTNUT St,B2022-02018,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
168,B2021-02467,1521 Sacramento St,1521 SACRAMENTO St,B2021-02467,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
169,B2019-03683,1620 Dwight Way,1620 DWIGHT Way,B2019-03683,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
170,B2022-00304,1625 Chestnut St,1625 CHESTNUT St,B2022-00304,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
171,B2023-02047,1614 Tyler St,1614 TYLER St,B2023-02047,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
172,B2022-01995,165 Avenida Dr,165 AVENIDA Dr,B2022-01995,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
173,B2019-05420,1925 Hopkins St,1925 HOPKINS St,B2019-05420,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
174,B2021-05070,2022 Dwight Way,2022 DWIGHT Way,B2021-05070,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
175,B2021-04253,2237 Derby St,2237 DERBY St,B2021-04253,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
176,B2022-01040,2225 Hearst Ave,2225 HEARST Ave,B2022-01040,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
177,B2021-01398,2473 Prince St,2473 PRINCE St,B2021-01398,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
178,B2022-05694,2526 Piedmont Ave,2526 PIEDMONT Ave,B2022-05694,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
182,B2021-03009,3038 Benvenue Ave,3038 BENVENUE Ave,B2021-03009,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
183,B2019-05267,3139 Eton Ave,3139 ETON Ave,B2019-05267,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
184,B2022-04888,808 Camelia St,808 CAMELIA St,B2022-04888,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
185,B2021-05520-REV01,1434 Fifth St,1434 Fifth St,B2021-05520,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
248,B2020-04459,1074 Spruce St,1074 SPRUCE St,B2020-04459,2.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
249,B2022-00059,1176 Miller Ave,1176 MILLER Ave,B2022-00059,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
250,B2021-04281,1301 Blake St,1301 BLAKE St,B2021-04281,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
251,B2023-03731,1238 Stannage Ave,1238 STANNAGE Ave,B2023-03731,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
252,B2020-03772,1325 Alcatraz Ave,1325 ALCATRAZ Ave,B2020-03772,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
253,B2022-04122,1417 Northside Ave,1417 NORTHSIDE Ave,B2022-04122,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
254,B2021-01628,1575 Portland Ave,1575 PORTLAND Ave,B2021-01628,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
255,B2022-04690,1700 Walnut St,1700 WALNUT St,B2022-04690,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
256,B2023-00332,2304 Sacramento St,2304 SACRAMENTO St,B2023-00332,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
257,B2020-02495,2332 California St,2332 CALIFORNIA St,B2020-02495,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
258,B2020-00601,2429 Ninth St,2429 NINTH St,B2020-00601,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
259,B2023-01656,2607 Piedmont Ave,2607 PIEDMONT Ave,B2023-01656,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
261,B2023-00578,2736 Webster St,2734 WEBSTER St,B2023-00578,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
262,B2022-00877,2842 Fulton St,2842 FULTON St,B2022-00877,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
263,B2023-01911,3120 Deakin St,3120 DEAKIN St,B2023-01911,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
264,B2020-01463,919 Bataan Ave,919 BATAAN Ave,B2020-01463,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
265,B2021-05043,776 Page St,776 PAGE St,B2021-05043,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
277,B2020-00013,1071 Euclid Ave,1071 EUCLID Ave,B2020-00013,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
278,B2020-03209,1253 Carrison St,1253 CARRISON St,B2020-03209,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
279,B2022-04555,1278 Campus Dr,1278 CAMPUS Dr,B2022-04555,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
280,B2021-05139,1333 Blake St,1333 BLAKE St,B2021-05139,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
282,B2022-02366,1615 Tyler St,1615 TYLER St,B2022-02366,1.0,0.0,1.0,0.0,False,False,False,tier_1_tracking_id,True,2023
283,B2022-03940,1625 Seventh St,1625 SEVENTH St,B2022-03940,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
284,B2022-03063,1901 Chestnut St,1901 CHESTNUT St,B2022-03063,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
285,B2019-04140,20 Oakvale Ave,20 OAKVALE Ave,B2019-04140,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
286,B2021-04271,2424 Edwards St,2424 EDWARDS St,B2021-04271,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
287,B2021-04244,2415 Ninth St,2415 NINTH St,B2021-04244,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
288,B2021-00091,2605 Ashby Ave,2605 ASHBY Ave,B2021-00091,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
290,B2021-01835,3020 Benvenue Ave,3020 BENVENUE Ave,B2021-01835,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
291,B2019-05564,3129 Lewiston Ave,3129 LEWISTON Ave,B2019-05564,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
292,B2021-05544,734 Peralta Ave,734 PERALTA Ave,B2021-05544,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
309,B2023-02857,921 Ensenada Ave,921 ENSENADA Ave,B2023-02857,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
310,B2022-04798,956 Jones St,956 JONES St,B2022-04798,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
311,B2019-05487,0 Grizzly Peak Blvd,1024 GRIZZLY PEAK Blvd,B2019-05487,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
312,B2022-01332,1716 Seventh St,1716 SEVENTH St,B2022-01332,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
313,B2022-05275,1160 Miller Ave,1160 MILLER Ave,B2022-05275,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
315,B2023-02555,2310 Eighth St,2310 EIGHTH St,B2023-02555,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
316,B2022-04721,2327 Oregon St,2327 OREGON St,B2022-04721,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
462,B2023-02354,1773 Oxford St,1773 OXFORD St,B2023-02354,0.0,0.0,24.0,24.0,True,True,True,tier_1_tracking_id,True,2023
463,B2021-03302,2352 Shattuck Ave,2352 SHATTUCK Ave,B2021-03302,69.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2023
1863,B2020-03715,2718 Durant Ave,2718 DURANT Ave,B2020-03715,2.0,2.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1887,B2018-04293,2072 Addison St,2072 ADDISON St,B2018-04293,66.0,66.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1889,B2017-02610-REV07,2067 University Ave,2067 UNIVERSITY Ave,B2017-02610,50.0,0.0,0.0,50.0,False,False,False,tier_1_tracking_id,True,2023
1890,B2019-03689,2100 San Pablo Ave,2100 SAN PABLO Ave,B2019-03689,96.0,96.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1891,B2018-02604,1506 Bonita Ave,1506 BONITA Ave,B2018-02604,2.0,2.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1892,B2019-02956,2009 Addison St,2009 ADDISON St,B2019-02956,45.0,45.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1895,B2019-05341,1154 Josephine St,1154 JOSEPHINE St,B2019-05341,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
1896,B2021-02542,1305 Sixty-Sixth St,1305 SIXTY-SIXTH St,B2021-02542,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
1897,B2022-05670,1340 Queens Rd,1340 QUEENS Rd,B2022-05670,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
1898,B2023-00589,1386 Curtis St,1386 CURTIS St,B2023-00589,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2023
1899,B2022-02002,1426 Spruce St,1426 SPRUCE St,B2022-02002,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
1900,B2021-03341,1516 Hopkins St,1516 HOPKINS St,B2021-03341,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1901,B2023-03870,1536 Lincoln St,1536 LINCOLN St,B2023-03870,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
1902,B2022-02980,1621 Eighth St,1621 EIGHTH St,B2022-02980,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2023
1903,B2023-00291,1701 Hopkins St,1701 HOPKINS St,B2023-00291,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
1904,B2022-03233,1966 Yosemite Rd,1966 YOSEMITE Rd,B2022-03233,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2023
