Date	Permit Number	Status	Address	Occupancy Class
10/28/2025	ESR-2025-03809	Closed Expired	1735 HIGHLAND Pl, 31, BERKELEY CA 94709	R-2
10/22/2025	ESR-2025-03732	Closed Expired	1204 MILVIA St, BERKELEY CA 94709	R-2
10/21/2025	ESR-2025-03714	Closed Expired	1914 STUART St, B, BERKELEY CA 94703	R-2
10/21/2025	ESR-2025-03722	Closed Expired	2619 REGENT St, BERKELEY CA 94704	R-2
10/14/2025	ESR-2025-03628	Closed Expired	3040 TELEGRAPH Ave, BERKELEY CA 94705	R-2
10/14/2025	ESR-2025-03624	Closed Expired	1205 TALBOT Ave, BERKELEY CA 94706	R-2
10/10/2025	ESR-2025-03580	Closed Expired	650 EUCLID Ave, BERKELEY CA 94708	R-2
10/09/2025	ESR-2025-03565	Documents Uploaded	2318 PRINCE St, BERKELEY CA 94705	R-2
10/08/2025	ESR-2025-03520	Closed Expired	1350 BERKELEY Way, BERKELEY CA 94702	R-2
10/08/2025	25TMP-030220		2118 CHANNING Way, BERKELEY CA 94704	R-2
10/07/2025	ESR-2025-03505	Closed Expired	2118 CHANNING Way, BERKELEY CA 94704	R-2
10/06/2025	ESR-2025-03477	Closed Expired	2035 NINTH St, C, BERKELEY CA 94710	R-2
10/05/2025	ESR-2025-03461	Closed Expired	1810 DWIGHT Way, BERKELEY CA 94703	R-2
10/03/2025	ESR-2025-03431	Closed Expired	1224 CHANNING Way, BERKELEY CA 94702	R-2
10/02/2025	ESR-2025-03420	Closed Expired	1644 PRINCE St, BERKELEY CA 94703	R-2
10/01/2025	ESR-2025-03410	Closed Expired	1110 UNIVERSITY Ave, BERKELEY CA 94702	R-2
09/29/2025	ESR-2025-03349	Closed Expired	3211 ELLIS St, BERKELEY CA 94703	R-2
09/28/2025	ESR-2025-03344	Closed Expired	1922 GRANT St, BERKELEY CA 94703	R-2
09/27/2025	25TMP-029559		1522 OXFORD St, BERKELEY CA 94709	R-2
09/26/2025	ESR-2025-03340	Closed Expired	3014 COLLEGE Ave, BERKELEY CA 94705	R-2
09/25/2025	ESR-2025-03312	Closed Expired	1636 M L KING JR Way, BERKELEY CA 94709	R-2
09/24/2025	25TMP-029347		1518 DWIGHT Way, BERKELEY CA 94703	R-2
09/24/2025	ESR-2025-03298	Closed Expired	1729 MILVIA St, BERKELEY CA 94709	R-2
09/24/2025	ESR-2025-03291	Closed Expired	2835 REGENT St, BERKELEY CA 94705	R-2
09/24/2025	ESR-2025-03289	Closed Expired	2309 PRINCE St, BERKELEY CA 94705	R-2
09/22/2025	ESR-2025-03252	Closed Expired	723 WOODHAVEN Rd, BERKELEY CA 94708	R-2
09/22/2025	ESR-2025-03243	Closed Expired	853 CONTRA COSTA Ave, BERKELEY CA 94707	R-2
09/17/2025	ESR-2025-03178	Closed Expired	1914 STUART St, B, BERKELEY CA 94703	R-2
09/13/2025	25TMP-028813		2923 FLORENCE St, BERKELEY CA 94705	R-2
09/10/2025	ESR-2025-03088	Closed Expired	2311 LE CONTE Ave, BERKELEY CA 94709	R-2
09/10/2025	ESR-2025-03087	Closed Expired	1819 NINTH St, BERKELEY CA 94710	R-2
09/09/2025	ESR-2025-03062	Closed Expired	2417 SEVENTH St, A, BERKELEY CA 94710	R-2
09/03/2025	ESR-2025-02933	Closed Expired	1732 SAN PABLO Ave, BERKELEY CA 94702	R-2
08/30/2025	ESR-2025-02840	Closed Expired	1819 OREGON St, BERKELEY CA 94703	R-2
08/28/2025	ESR-2025-02823	Closed Expired	1817 OREGON St, A, BERKELEY CA 94703	R-2
08/27/2025	ESR-2025-02774	Closed Expired	1801 ROSE St, BERKELEY CA 94703	R-2
08/26/2025	ESR-2025-02766	Closed Expired	1914 STUART St, B, BERKELEY CA 94703	R-2
08/25/2025	ESR-2025-02748	Closed Expired	1610 MILVIA St, BERKELEY CA 94709	R-2
08/23/2025	ESR-2025-02730	Closed Expired	841 CONTRA COSTA Ave, BERKELEY CA 94707	R-2
08/23/2025	ESR-2025-02731	Closed Expired	2319 ROOSEVELT Ave, BERKELEY CA 94703	R-2
08/21/2025	ESR-2025-02696	Closed Expired	723 WOODHAVEN Rd, BERKELEY CA 94708	R-2
08/21/2025	ESR-2025-02697	Closed Expired	1918 GRANT St, BERKELEY CA 94703	R-2
08/21/2025	ESR-2025-02699	Closed Expired	1683 LA LOMA Ave, BERKELEY CA 94709	R-2
08/21/2025	ESR-2025-02705	Closed Expired	1430 JOSEPHINE St, BERKELEY CA 94703	R-2
08/18/2025	ESR-2025-02647	Closed Expired	1710 M L KING JR Way, BERKELEY CA 94709	R-2
08/16/2025	ESR-2025-02629	Closed Expired	2015 HEARST Ave, BERKELEY CA 94709	R-2
08/16/2025	ESR-2025-02628	Closed Expired	1218 DWIGHT Way, BERKELEY CA 94702	R-2
08/14/2025	ESR-2025-02597	Closed Expired	2283 HEARST Ave, BERKELEY CA 94709	R-2
08/13/2025	ESR-2025-02588	Closed Expired	1316 BONITA Ave, BERKELEY CA 94709	R-2
08/13/2025	ESR-2025-02587	Closed Expired	1735 BERKELEY Way, BERKELEY CA 94703	R-2
08/12/2025	ESR-2025-02571	Closed Expired	2550 COLLEGE Ave, 7, BERKELEY CA 94704	R-2
08/11/2025	ESR-2025-02545	Closed Expired	3101 CALIFORNIA St, BERKELEY CA 94703	R-2
08/08/2025	ESR-2025-02532	Closed Expired	1602 EDITH St, A, BERKELEY CA 94703	R-2
08/06/2025	ESR-2025-02485	Closed Expired	1330 UNIVERSITY Ave, 102, BERKELEY CA 94702	R-2
08/06/2025	25TMP-026761		1406 EUCLID Ave, 6, BERKELEY CA 94708	R-2
08/04/2025	ESR-2025-02440	Closed Expired	1319 PERALTA Ave, BERKELEY CA 94702	R-2
08/02/2025	ESR-2025-02433	Closed Expired	2147 EMERSON St, BERKELEY CA 94705	R-2
07/30/2025	ESR-2025-02386	Closed Expired	2118 CALIFORNIA St, A, BERKELEY CA 94703	R-2
07/28/2025	ESR-2025-02327	Closed Expired	1600 SIXTY-THIRD St, BERKELEY CA 94703	R-2
07/28/2025	ESR-2025-02329	Closed Expired	1739 ADDISON St, BERKELEY CA 94703	R-2
07/23/2025	25TMP-025913		1815 UNIVERSITY Ave, BERKELEY CA 94703	R-2
07/22/2025	25TMP-025860		488 KENTUCKY Ave, BERKELEY CA 94707	R-2
07/22/2025	ESR-2025-02275	Closed Expired	488 KENTUCKY Ave, BERKELEY CA 94707	R-2
07/21/2025	25TMP-025757		2410 STUART St, D, BERKELEY CA 94705	R-2
07/17/2025	ESR-2025-02231	Closed Expired	2118 CALIFORNIA St, B, BERKELEY CA 94703	R-2
07/17/2025	ESR-2025-02229	Closed Expired	2116 CALIFORNIA St, B, BERKELEY CA 94703	R-2
07/10/2025	ESR-2025-02138	Closed Expired	1313 HASKELL St, BERKELEY CA 94702	R-2
07/10/2025	ESR-2025-02143	Closed Expired	2534 DWIGHT Way, BERKELEY CA 94704	R-2
07/10/2025	ESR-2025-02140	Closed Expired	1315 HASKELL St, BERKELEY CA 94702	R-2
07/02/2025	ESR-2025-02059	Closed Expired	1600 SIXTY-THIRD St, BERKELEY CA 94703	R-2
07/02/2025	ESR-2025-02060	Closed Expired	2627 CALIFORNIA St, BERKELEY CA 94703	R-2
07/01/2025	ESR-2025-02043	Closed Expired	2908 DEAKIN St, C, BERKELEY CA 94705	R-2
06/30/2025	ESR-2025-02036	Closed Expired	1429 BONITA Ave, BERKELEY CA 94709	R-2
06/29/2025	ESR-2025-02018	Closed Expired	1036 COLUSA Ave, BERKELEY CA 94707	R-2
06/27/2025	ESR-2025-02011	Closed Expired	723 WOODHAVEN Rd, BERKELEY CA 94708	R-2
06/26/2025	ESR-2025-01987	Closed Expired	1804 SIXTY-SECOND St, BERKELEY CA 94703	R-2
06/19/2025	ESR-2025-01923	Closed Expired	1694 OXFORD St, D, BERKELEY CA 94709	R-2
06/15/2025	ESR-2025-01842	Closed Expired	1939 HASTE St, BERKELEY CA 94704	R-2
06/15/2025	ESR-2025-01841	Closed Expired	1937 HASTE St, BERKELEY CA 94704	R-2
06/10/2025	ESR-2025-01761	Closed Expired	1525 SPRUCE St, 32, BERKELEY CA 94709	R-2
06/10/2025	ESR-2025-01762	Closed Expired	2617 HILLEGASS Ave, BERKELEY CA 94704	R-2
06/10/2025	ESR-2025-01760	Closed Expired	1525 SPRUCE St, 22, BERKELEY CA 94709	R-2
06/10/2025	ESR-2025-01759	Closed Expired	1525 SPRUCE St, 2, BERKELEY CA 94709	R-2
06/04/2025	ESR-2025-01707	Closed Expired	891 VIRGINIA St, BERKELEY CA 94710	R-2
06/04/2025	ESR-2025-01702	Closed Expired	2908 DEAKIN St, C, BERKELEY CA 94705	R-2
06/03/2025	ESR-2025-01686	Closed Expired	1819 ADDISON St, BERKELEY CA 94703	R-2
06/02/2025	ESR-2025-01660	Closed Expired	854 HILLDALE Ave, BERKELEY CA 94708	R-2
05/29/2025	ESR-2025-01625	Closed Expired	1903 MCGEE Ave, BERKELEY CA 94703	R-2
05/28/2025	ESR-2025-01616	Closed Expired	2709 DWIGHT Way, BERKELEY CA 94704	R-2
05/28/2025	ESR-2025-01611	Closed Expired	711 HARRISON St, BERKELEY CA 94710	R-2
05/25/2025	ESR-2025-01593	Closed Expired	1743 BERKELEY Way, BERKELEY CA 94703	R-2
05/22/2025	ESR-2025-01573	Closed Expired	1301 HEARST Ave, BERKELEY CA 94702	R-2
05/20/2025	ESR-2025-01539	Closed Expired	2808 DERBY St, A, BERKELEY CA 94705	R-2
05/18/2025	ESR-2025-01514	Closed Expired	1611 MCGEE Ave, BERKELEY CA 94703	R-2
05/18/2025	ESR-2025-01511	Closed Expired	1406 BERKELEY Way, BERKELEY CA 94702	R-2
05/16/2025	ESR-2025-01506	Closed Expired	2626 ASHBY Ave, BERKELEY CA 94705	R-2
05/15/2025	ESR-2025-01494	Closed Expired	2222 CARLETON St, BERKELEY CA 94704	R-2
05/12/2025	ESR-2025-01453	Closed Expired	1907 CENTER St, BERKELEY CA 94704	R-2
05/12/2025	ESR-2025-01454	Closed Expired	1907 CENTER St, BERKELEY CA 94704	R-2
05/12/2025	ESR-2025-01456	Closed Expired	1907 CENTER St, 1, BERKELEY CA 94704	R-2
05/12/2025	ESR-2025-01457	Closed Expired	1907 CENTER St, 2, BERKELEY CA 94704	R-2
05/07/2025	ESR-2025-01396	Closed Expired	950 HEARST Ave, BERKELEY CA 94710	R-2
05/06/2025	ESR-2025-01376	Closed Expired	2325 SPAULDING Ave, BERKELEY CA 94703	R-2
05/05/2025	ESR-2025-01368	Closed Expired	1907 CENTER St, BERKELEY CA 94704	R-2
05/02/2025	ESR-2025-01346	Closed Expired	1625 CEDAR St, BERKELEY CA 94703	R-2
04/29/2025	ESR-2025-01307	Closed Expired	1537 Oregon St, BERKELEY CA 94703 United States	R-2
04/28/2025	ESR-2025-01300	Closed Expired	3121 COLLEGE Ave, COM, BERKELEY CA 94705	R-2
04/28/2025	ESR-2025-01285	Closed Expired	2118 CALIFORNIA St, BERKELEY CA 94703	R-2
04/24/2025	ESR-2025-01258	Closed Expired	2715 CHANNING Way, 9, BERKELEY CA 94704	R-2
04/24/2025	ESR-2025-01259	Closed Expired	2715 CHANNING Way, BERKELEY CA 94704	R-2
04/21/2025	ESR-2025-01225	Closed Expired	1819 FRANCISCO St, BERKELEY CA 94703	R-2
04/21/2025	25TMP-019997		1367 UNIVERSITY Ave, BERKELEY CA 94702	R-2
04/17/2025	ESR-2025-01181	Closed Expired	1506 SPRUCE St, BERKELEY CA 94709	R-2
04/17/2025	ESR-2025-01180	Closed Expired	1742 DERBY St, BERKELEY CA 94703	R-2
04/16/2025	ESR-2025-01156	Closed Expired	1438 BONITA Ave, BERKELEY CA 94709	R-2
04/15/2025	ESR-2025-01144	Closed Expired	1541 OXFORD St, 204, BERKELEY CA 94709	R-2
04/11/2025	ESR-2025-01109	Closed Expired	1433 DWIGHT Way, BERKELEY CA 94702	R-2
04/10/2025	ESR-2025-01106	Closed Expired	1771 HIGHLAND Pl, BERKELEY CA 94709	R-2
04/10/2025	ESR-2025-01096	Closed Expired	1329 ROSE St, C, BERKELEY CA 94702	R-2
04/08/2025	ESR-2025-01068	Closed Expired	1342 GILMAN St, BERKELEY CA 94706	R-2
03/31/2025	ESR-2025-00983	Closed Expired	2050 DELAWARE St, 103, BERKELEY CA 94709	R-2
03/31/2025	ESR-2025-00995	Closed Expired	1313 HASKELL St, BERKELEY CA 94702	R-2
03/31/2025	ESR-2025-00994	Closed Expired	2001 HASTE St, 4, BERKELEY CA 94704	R-2
03/31/2025	ESR-2025-00984	Closed Expired	2050 DELAWARE St, 401, BERKELEY CA 94709	R-2
03/28/2025	ESR-2025-00973	Closed Expired	1610 MILVIA St, 8, BERKELEY CA 94709	R-2
03/28/2025	ESR-2025-00965	Closed Expired	1625 LINCOLN St, BERKELEY CA 94703	R-2
03/27/2025	25TMP-018325		1803 BONITA Ave, BERKELEY CA 94709	R-2
03/27/2025	ESR-2025-00950	Closed Expired	1537 SIXTY-THIRD St, A, BERKELEY CA 94703	R-2
03/25/2025	ESR-2025-00911	Closed Expired	2619 BENVENUE Ave, F, BERKELEY CA 94704	R-2
03/25/2025	ESR-2025-00910	Closed Expired	2619 BENVENUE Ave, E, BERKELEY CA 94704	R-2
03/25/2025	ESR-2025-00909	Closed Expired	2619 BENVENUE Ave, D, BERKELEY CA 94704	R-2
03/25/2025	ESR-2025-00906	Closed Expired	2619 BENVENUE Ave, A, BERKELEY CA 94704	R-2
03/18/2025	ESR-2025-00836	Closed Expired	2635 FULTON St, BERKELEY CA 94704	R-2
03/13/2025	ESR-2025-00780	Closed Expired	2029 CHANNING Way, COM, BERKELEY CA 94704	R-2
03/10/2025	25TMP-016181		1542 TYLER St, BERKELEY CA 94703	R-2
03/07/2025	ESR-2025-00727	Closed Expired	1308 BURNETT St, 4, BERKELEY CA 94702	R-2
03/07/2025	ESR-2025-00724	Closed Expired	1308 BURNETT St, 3, BERKELEY CA 94702	R-2
03/07/2025	ESR-2025-00723	Closed Expired	1308 BURNETT St, 2, BERKELEY CA 94702	R-2
03/07/2025	ESR-2025-00722	Closed Expired	1308 BURNETT St, 1, BERKELEY CA 94702	R-2
03/06/2025	ESR-2025-00717	Closed Expired	2447 BONAR St, BERKELEY CA 94702	R-2
03/06/2025	ESR-2025-00710	Closed Expired	1918 GRANT St, 1, BERKELEY CA 94703	R-2
03/04/2025	ESR-2025-00684	Closed Expired	1308 BURNETT St, BERKELEY CA 94702	R-2
03/03/2025	ESR-2025-00654	Closed Expired	1438 BONITA Ave, BERKELEY CA 94709	R-2
02/28/2025	ESR-2025-00643	Closed Expired	1610 MILVIA St, BERKELEY CA 94709	R-2
02/27/2025	ESR-2025-00633	Closed Expired	1547 HOPKINS St, 5, BERKELEY CA 94707	R-2
02/26/2025	25TMP-013193		1649 JULIA St, BERKELEY CA 94703	R-2
02/26/2025	ESR-2025-00622	Closed Expired	1649 JULIA St, BERKELEY CA 94703	R-2
02/24/2025	ESR-2025-00582	Closed Expired	2325 CHANNING Way, BERKELEY CA 94704	R-2
02/21/2025	ESR-2025-00572	Closed Expired	2009 VINE St, BERKELEY CA 94709	R-2
02/21/2025	ESR-2025-00573	Closed Expired	2021 VINE St, BERKELEY CA 94709	R-2
02/13/2025	ESR-2025-00496	Closed Expired	1922 GRANT St, BERKELEY CA 94703	R-2
02/11/2025	ESR-2025-00457	Closed Expired	2323 SEVENTH St, BERKELEY CA 94710	R-2
02/10/2025	ESR-2025-00440	Closed Expired	2440 HILLSIDE Ave, BERKELEY CA 94704	R-2
02/10/2025	ESR-2025-00437	Closed Expired	1498 ADDISON St, BERKELEY CA 94702	R-2
02/06/2025	ESR-2025-00412	Closed Expired	1609 DERBY St, B, BERKELEY CA 94703	R-2
02/06/2025	ESR-2025-00411	Closed Expired	1609 DERBY St, A, BERKELEY CA 94703	R-2
02/04/2025	ESR-2025-00388	Closed Expired	2327 SEVENTH St, BERKELEY CA 94710	R-2
01/31/2025	ESR-2025-00346	Closed Expired	2629 PIEDMONT Ave, D, BERKELEY CA 94704	R-2
01/31/2025	ESR-2025-00343	Closed Expired	2267 HEARST Ave, BERKELEY CA 94709	R-2
