Date	Permit Number	Status	Address	Occupancy Class
07/30/2025	ESR-2025-02375	Closed Expired	2957 PINE Ave, BERKELEY CA 94705	R-3
07/30/2025	ESR-2025-02371	Closed Expired	1236 RUSSELL St, BERKELEY CA 94702	R-3
07/29/2025	ESR-2025-02347	Closed Expired	1246 ADDISON St, BERKELEY CA 94702	R-3
07/29/2025	ESR-2025-02364	Closed Expired	3323 CLAREMONT Ave, BERKELEY CA 94705	R-3
07/28/2025	25TMP-026166		2912 PINE Ave, BERKELEY CA 94705	R-3
07/28/2025	ESR-2025-02339	Closed Expired	1803 FIFTH St, BERKELEY CA 94710	R-3
07/28/2025	ESR-2025-02337	Closed Expired	2012 CHANNING Way, 5, BERKELEY CA 94704	R-3
07/28/2025	ESR-2025-02328	Closed Expired	1528 SACRAMENTO St, BERKELEY CA 94702	R-3
07/24/2025	25TMP-026020		1505 TYLER St, BERKELEY CA 94703	R-3
07/24/2025	ESR-2025-02310	Closed Expired	2523 ETNA St, BERKELEY CA 94704	R-3
07/24/2025	ESR-2025-02316	Closed Expired	430 VERMONT Ave, BERKELEY CA 94707	R-3
07/23/2025	ESR-2025-02291	Closed Expired	2026 EUNICE St, BERKELEY CA 94709	R-3
07/22/2025	ESR-2025-02283	Closed Expired	1406 KAINS Ave, BERKELEY CA 94702	R-3
07/21/2025	25TMP-025725		1624 WARD St, BERKELEY CA 94703	R-3
07/21/2025	ESR-2025-02261	Closed Expired	3075 SHASTA Rd, BERKELEY CA 94708	R-3
07/21/2025	ESR-2025-02264	Closed Expired	2012 CHANNING Way, 5, BERKELEY CA 94704	R-3
07/19/2025	ESR-2025-02247	Closed Expired	1941 HASTE St, BERKELEY CA 94704	R-3
07/19/2025	ESR-2025-02248	Closed Expired	2970 MAGNOLIA St, BERKELEY CA 94705	R-3
07/17/2025	ESR-2025-02235	Closed Expired	1357 NEILSON St, BERKELEY CA 94702	R-3
07/17/2025	ESR-2025-02230	Closed Expired	2011 PARKER St, BERKELEY CA 94704	R-3
07/17/2025	ESR-2025-02236	Closed Expired	726 ARLINGTON Ave, BERKELEY CA 94707	R-3
07/15/2025	ESR-2025-02200	Closed Expired	2799 PIEDMONT Ave, BERKELEY CA 94705	R-3
07/15/2025	ESR-2025-02202	Closed Expired	122 PANORAMIC Way, BERKELEY CA 94704	R-3
07/14/2025	ESR-2025-02177	Closed Expired	1805 MCGEE Ave, BERKELEY CA 94703	R-3
07/14/2025	ESR-2025-02184	Closed Expired	1506 GRANT St, BERKELEY CA 94703	R-3
07/11/2025	ESR-2025-02163	Closed Expired	3222 BAKER St, BERKELEY CA 94702	R-3
07/10/2025	ESR-2025-02146	Closed Expired	2752 MABEL St, BERKELEY CA 94702	R-3
07/09/2025	ESR-2025-02131	Closed Expired	1831 CAPISTRANO Ave, BERKELEY CA 94707	R-3
07/09/2025	ESR-2025-02130	Closed Expired	2112 GRANT St, A, BERKELEY CA 94703	R-3
07/09/2025	ESR-2025-02125	Closed Expired	1923 SACRAMENTO St, BERKELEY CA 94702	R-3
07/08/2025	ESR-2025-02108	Closed Expired	640 HILLDALE Ave, BERKELEY CA 94708	R-3
07/08/2025	ESR-2025-02116	Closed Expired	2220 ROSE St, BERKELEY CA 94709	R-3
07/07/2025	ESR-2025-02099	Closed Expired	2225 SIXTH St, BERKELEY CA 94710	R-3
07/01/2025	25TMP-024474		1635 CHANNING Way, BERKELEY CA 94703	R-3
06/28/2025	ESR-2025-02013	Closed Expired	2208 SIXTH St, BERKELEY CA 94710	R-3
06/27/2025	ESR-2025-02003	Closed Expired	1145 WALNUT St, BERKELEY CA 94707	R-3
06/27/2025	ESR-2025-02008	Closed Expired	2119 EIGHTH St, BERKELEY CA 94710	R-3
06/26/2025	ESR-2025-01993	Closed Expired	1427 CALIFORNIA St, BERKELEY CA 94703	R-3
06/26/2025	ESR-2025-01991	Closed Expired	1407 CORNELL Ave, BERKELEY CA 94702	R-3
06/25/2025	ESR-2025-01972	Closed Expired	1640 WALNUT St, A, BERKELEY CA 94709	R-3
06/25/2025	ESR-2025-01978	Closed Expired	1180 STERLING Ave, BERKELEY CA 94708	R-3
06/24/2025	ESR-2025-01956	Closed Expired	1943 HASTE St, BERKELEY CA 94704	R-3
06/23/2025	ESR-2025-01949	Closed Expired	1465 SIXTH St, BERKELEY CA 94710	R-3
06/20/2025	ESR-2025-01928	Closed Expired	538 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
06/19/2025	ESR-2025-01915	Closed Expired	1929 RUSSELL St, BERKELEY CA 94703	R-3
06/18/2025	ESR-2025-01908	Closed Expired	2022 WOOLSEY St, BERKELEY CA 94703	R-3
06/18/2025	ESR-2025-01907	Closed Expired	612 EUCLID Ave, BERKELEY CA 94708	R-3
06/18/2025	ESR-2025-01902	Closed Expired	1644 LINCOLN St, BERKELEY CA 94703	R-3
06/18/2025	ESR-2025-01901	Closed Expired	2118 CALIFORNIA St, C, BERKELEY CA 94703	R-3
06/18/2025	ESR-2025-01894	Closed Expired	1902 WARD St, BERKELEY CA 94703	R-3
06/16/2025	25TMP-023517		851 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
06/16/2025	ESR-2025-01865	Closed Expired	1864 CAPISTRANO Ave, BERKELEY CA 94707	R-3
06/12/2025	ESR-2025-01800	Closed Expired	1042 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
06/12/2025	ESR-2025-01799	Closed Expired	1298 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
06/12/2025	ESR-2025-01804	Closed Expired	2217 PARKER St, BERKELEY CA 94704	R-3
06/11/2025	ESR-2025-01783	Closed Expired	876 HILLDALE Ave, BERKELEY CA 94708	R-3
06/11/2025	ESR-2025-01779	Closed Expired	1446 FIFTH St, C, BERKELEY CA 94710	R-3
06/10/2025	ESR-2025-01756	Closed Expired	989 OVERLOOK Rd, BERKELEY CA 94708	R-3
06/09/2025	ESR-2025-01739	Closed Expired	10 GREENWOOD COMMON, BERKELEY CA 94708	R-3
06/07/2025	ESR-2025-01734	Closed Expired	2113 SIXTH St, BERKELEY CA 94710	R-3
06/07/2025	ESR-2025-01733	Closed Expired	1164 HEARST Ave, BERKELEY CA 94702	R-3
06/06/2025	ESR-2025-01722	Closed Expired	1429 BONITA Ave, BERKELEY CA 94709	R-3
06/06/2025	ESR-2025-01720	Closed Expired	2232 MCGEE Ave, BERKELEY CA 94703	R-3
06/05/2025	ESR-2025-01708	Closed Expired	2752 MABEL St, BERKELEY CA 94702	R-3
06/03/2025	ESR-2025-01674	Closed Expired	571 VISTAMONT Ave, BERKELEY CA 94708	R-3
06/02/2025	ESR-2025-01658	Closed Expired	647 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
06/02/2025	ESR-2025-01669	Closed Expired	2225 SIXTH St, BERKELEY CA 94710	R-3
06/01/2025	ESR-2025-01654	Closed Expired	1340 CURTIS St, BERKELEY CA 94702	R-3
05/30/2025	25TMP-022455		1929 RUSSELL St, BERKELEY CA 94703	R-3
05/29/2025	ESR-2025-01629	Closed Expired	747 PERALTA Ave, BERKELEY CA 94707	R-3
05/29/2025	ESR-2025-01619	Closed Expired	1160 KEITH Ave, BERKELEY CA 94708	R-3
05/28/2025	ESR-2025-01614	Closed Expired	2850 BUENA VISTA Way, BERKELEY CA 94708	R-3
05/28/2025	ESR-2025-01612	Closed Expired	1736 HIGHLAND Pl, BERKELEY CA 94709	R-3
05/27/2025	ESR-2025-01594	Closed Expired	1580 OLYMPUS Ave, BERKELEY CA 94708	R-3
05/23/2025	ESR-2025-01587	Closed Expired	2601 COLLEGE Ave, 202, BERKELEY CA 94704	R-3
05/23/2025	ESR-2025-01586	Closed Expired	747 PERALTA Ave, BERKELEY CA 94707	R-3
05/23/2025	ESR-2025-01582	Closed Expired	1737 CHANNING Way, BERKELEY CA 94703	R-3
05/23/2025	ESR-2025-01580	Closed Expired	2155 VINE St, BERKELEY CA 94709	R-3
05/22/2025	ESR-2025-01579	Closed Expired	6422 MYSTIC St, BERKELEY CA 94618	R-3
05/22/2025	ESR-2025-01578	Closed Expired	1250 ROSE St, BERKELEY CA 94702	R-3
05/21/2025	ESR-2025-01556	Closed Expired	2300 WARD St, BERKELEY CA 94705	R-3
05/19/2025	ESR-2025-01519	Closed Expired	2026 EUNICE St, BERKELEY CA 94709	R-3
05/16/2025	ESR-2025-01508	Closed Expired	815 SAN LUIS Rd, BERKELEY CA 94707	R-3
05/13/2025	ESR-2025-01469	Closed Expired	2113 SIXTH St, BERKELEY CA 94710	R-3
05/13/2025	ESR-2025-01463	Closed Expired	1164 HEARST Ave, BERKELEY CA 94702	R-3
05/13/2025	25TMP-021395		1528 SACRAMENTO St, BERKELEY CA 94702	R-3
05/12/2025	ESR-2025-01441	Closed Expired	2525 ROSE Walk, BERKELEY CA 94708	R-3
05/12/2025	ESR-2025-01440	Closed Expired	1312 PERALTA Ave, BERKELEY CA 94702	R-3
05/08/2025	ESR-2025-01417	Closed Expired	1736 HIGHLAND Pl, BERKELEY CA 94709	R-3
05/07/2025	ESR-2025-01398	Closed Expired	45 ALTA Rd, BERKELEY CA 94708	R-3
05/05/2025	25TMP-020848		United States	R-3
05/05/2025	ESR-2025-01354	Closed Expired	2752 MABEL St, BERKELEY CA 94702	R-3
05/02/2025	ESR-2025-01341	Closed Expired	1224 ASHBY Ave, A, BERKELEY CA 94702	R-3
05/02/2025	ESR-2025-01340	Closed Expired	1119 KEITH Ave, BERKELEY CA 94708	R-3
05/01/2025	ESR-2025-01338	Closed Expired	1112 FRESNO Ave, BERKELEY CA 94707	R-3
04/30/2025	ESR-2025-01335	Closed Expired	2752 MABEL St, BERKELEY CA 94702	R-3
04/30/2025	ESR-2025-01332	Closed Expired	3222 BAKER St, BERKELEY CA 94702	R-3
04/30/2025	ESR-2025-01322	Closed Expired	1409 EDITH St, BERKELEY CA 94703	R-3
04/30/2025	ESR-2025-01321	Closed Expired	2631 MABEL St, BERKELEY CA 94702	R-3
04/29/2025	ESR-2025-01314	Closed Expired	1465 SIXTH St, BERKELEY CA 94710	R-3
04/25/2025	ESR-2025-01273	Closed Expired	2631 MABEL St, BERKELEY CA 94702	R-3
04/24/2025	ESR-2025-01261	Closed Expired	1723 EIGHTH St, BERKELEY CA 94710	R-3
04/24/2025	ESR-2025-01262	Closed Expired	1723 EIGHTH St, BERKELEY CA 94710	R-3
04/24/2025	25TMP-020238		510 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
04/24/2025	25TMP-020229		1250 SPRUCE St, BERKELEY CA 94709	R-3
04/23/2025	25TMP-020164		1386 GILMAN St, BERKELEY CA 94706	R-3
04/23/2025	ESR-2025-01248	Closed Expired	762 ARLINGTON Ave, BERKELEY CA 94707	R-3
04/23/2025	ESR-2025-01243	Closed Expired	1042 MIDDLEFIELD Rd, BERKELEY CA 94708	R-3
04/23/2025	ESR-2025-01239	Closed Expired	1737 ALLSTON Way, BERKELEY CA 94703	R-3
04/22/2025	25TMP-020025		2801 ASHBY Ave, BERKELEY CA 94705	R-3
04/21/2025	25TMP-020009		1136 KEITH Ave, BERKELEY CA 94708	R-3
04/20/2025	ESR-2025-01207	Closed Expired	1106 OXFORD St, BERKELEY CA 94707	R-3
04/19/2025	ESR-2025-01205	Closed Expired	3125 LEWISTON Ave, BERKELEY CA 94705	R-3
04/19/2025	ESR-2025-01204	Closed Expired	1229 ALLSTON Way, BERKELEY CA 94702	R-3
04/18/2025	ESR-2025-01202	Closed Expired	437 MICHIGAN Ave, BERKELEY CA 94707	R-3
04/18/2025	ESR-2025-01192	Closed Expired	1160 KEITH Ave, BERKELEY CA 94708	R-3
04/18/2025	25TMP-019860		2732 CLAREMONT Blvd, BERKELEY CA 94705	R-3
04/17/2025	ESR-2025-01190	Closed Expired	2327 SEVENTH St, BERKELEY CA 94710	R-3
04/16/2025	ESR-2025-01155	Closed Expired	3206 ELLIS St, BERKELEY CA 94703	R-3
04/15/2025	ESR-2025-01138	Closed Expired	3075 SHASTA Rd, BERKELEY CA 94708	R-3
04/14/2025	ESR-2025-01130	Closed Expired	2417 SEVENTH St, A, BERKELEY CA 94710	R-3
04/14/2025	25TMP-019581		1609 BANCROFT Way, BERKELEY CA 94703	R-3
04/07/2025	ESR-2025-01056	Closed Expired	19 OAKVALE Ave, BERKELEY CA 94705	R-3
04/07/2025	25TMP-019057		1833 SONOMA Ave, BERKELEY CA 94707	R-3
04/03/2025	ESR-2025-01032	Closed Expired	1337 WARD St, BERKELEY CA 94702	R-3
04/02/2025	ESR-2025-01020	Closed Expired	2923 NEWBURY St, BERKELEY CA 94703	R-3
04/02/2025	ESR-2025-01016	Closed Expired	1634 MCGEE Ave, BERKELEY CA 94703	R-3
04/01/2025	25TMP-018690		907 KEELER Ave, BERKELEY CA 94708	R-3
03/31/2025	ESR-2025-00988	Closed Expired	1610 CARLETON St, BERKELEY CA 94703	R-3
03/31/2025	ESR-2025-00997	Closed Expired	1609 BANCROFT Way, BERKELEY CA 94703	R-3
03/31/2025	ESR-2025-00998	Closed Expired	1744 MCGEE Ave, BERKELEY CA 94703	R-3
03/28/2025	ESR-2025-00963	Closed Expired	980 KEELER Ave, BERKELEY CA 94708	R-3
03/28/2025	ESR-2025-00966	Closed Expired	980 KEELER Ave, BERKELEY CA 94708	R-3
03/28/2025	ESR-2025-00975	Closed Expired	1520 LE ROY Ave, BERKELEY CA 94708	R-3
03/28/2025	ESR-2025-00976	Closed Expired	1520 LE ROY Ave, BERKELEY CA 94708	R-3
03/27/2025	ESR-2025-00958	Closed Expired	1044 PARK HILLS Rd, BERKELEY CA 94708	R-3
03/26/2025	ESR-2025-00926	Closed Expired	3017 REGENT St, BERKELEY CA 94705	R-3
03/25/2025	ESR-2025-00924	Closed Expired	2325 SPAULDING Ave, BERKELEY CA 94703	R-3
03/25/2025	ESR-2025-00920	Closed Expired	667 EUCLID Ave, BERKELEY CA 94708	R-3
03/25/2025	ESR-2025-00918	Closed Expired	573 SANTA ROSA Ave, BERKELEY CA 94707	R-3
03/25/2025	ESR-2025-00917	Closed Expired	573 SANTA ROSA Ave, BERKELEY CA 94707	R-3
03/25/2025	ESR-2025-00904	Closed Expired	2330 JEFFERSON Ave, BERKELEY CA 94703	R-3
03/21/2025	ESR-2025-00876	Closed Expired	1380 CEDAR St, BERKELEY CA 94702	R-3
03/20/2025	ESR-2025-00864	Closed Expired	2124 PARKER St, 210, BERKELEY CA 94704	R-3
03/20/2025	ESR-2025-00851	Closed Expired	1329 CURTIS St, BERKELEY CA 94702	R-3
03/20/2025	ESR-2025-00852	Closed Expired	2631 MABEL St, BERKELEY CA 94702	R-3
03/20/2025	ESR-2025-00858	Closed Expired	1935 RUSSELL St, BERKELEY CA 94703	R-3
03/20/2025	ESR-2025-00861	Closed Expired	2225 SIXTH St, BERKELEY CA 94710	R-3
03/19/2025	ESR-2025-00847	Closed Expired	2918 NEWBURY St, BERKELEY CA 94703	R-3
03/18/2025	ESR-2025-00826	Closed Expired	152 HILLCREST Rd, BERKELEY CA 94705	R-3
03/18/2025	ESR-2025-00819	Closed Expired	1848 SAN RAMON Ave, BERKELEY CA 94707	R-3
03/12/2025	ESR-2025-00773	Closed Expired	806 JONES St, BERKELEY CA 94710	R-3
03/12/2025	ESR-2025-00774	Closed Expired	2319 WARD St, 4, BERKELEY CA 94705	R-3
03/12/2025	25TMP-016634		65 ARDEN Rd, BERKELEY CA 94704	R-3
03/12/2025	ESR-2025-00771	Closed Expired	1437 BANCROFT Way, BERKELEY CA 94702	R-3
03/11/2025	ESR-2025-00756	Closed Expired	1917 VINE St, BERKELEY CA 94709	R-3
03/11/2025	ESR-2025-00750	Closed Expired	2706 ASHBY Ave, 1, BERKELEY CA 94705	R-3
03/10/2025	ESR-2025-00737	Closed Expired	1132 PARKER St, B, BERKELEY CA 94702	R-3
03/08/2025	ESR-2025-00729	Closed Expired	1933 DELAWARE St, BERKELEY CA 94709	R-3
03/07/2025	25TMP-015652		1308 GLENDALE Ave, BERKELEY CA 94708	R-3
03/06/2025	ESR-2025-00706	Closed Expired	1935 STUART St, BERKELEY CA 94703	R-3
03/03/2025	25TMP-015011		1719 STUART St, BERKELEY CA 94703	R-3
03/02/2025	25TMP-014804		920 OXFORD St, BERKELEY CA 94707	R-3
03/01/2025	ESR-2025-00650	Closed Expired	2139 MCGEE Ave, BERKELEY CA 94703	R-3
02/28/2025	ESR-2025-00646	Closed Expired	2421 SAN PABLO Ave, BERKELEY CA 94702	R-3
02/28/2025	ESR-2025-00641	Closed Expired	104 HILL Rd, BERKELEY CA 94708	R-3
02/28/2025	25TMP-014553		63 VICENTE Rd, BERKELEY CA 94705	R-3
02/26/2025	ESR-2025-00617	Closed Expired	1711 ASHBY Ave, BERKELEY CA 94703	R-3
02/25/2025	ESR-2025-00610	Closed Expired	1509 RUSSELL St, BERKELEY CA 94703	R-3
02/22/2025	25TMP-011796		1114 DERBY St, BERKELEY CA 94702	R-3
02/21/2025	ESR-2025-00574	Closed Expired	1327 DERBY St, BERKELEY CA 94702	R-3
02/21/2025	25TMP-011400		3219 IDAHO St, BERKELEY CA 94702	R-3
02/20/2025	25TMP-011114		1905 GRANT St, BERKELEY CA 94703	R-3
02/20/2025	ESR-2025-00553	Closed Expired	425 VASSAR Ave, BERKELEY CA 94708	R-3
02/19/2025	ESR-2025-00538	Closed Expired	1030 KEITH Ave, BERKELEY CA 94708	R-3
02/19/2025	ESR-2025-00552	Closed Expired	855 INDIAN ROCK Ave, BERKELEY CA 94707	R-3
02/13/2025	ESR-2025-00493	Closed Expired	1117 PARKER St, BERKELEY CA 94702	R-3
02/12/2025	ESR-2025-00473	Closed Expired	2738 FULTON St, BERKELEY CA 94705	R-3
02/11/2025	ESR-2025-00459	Closed Expired	1532 SCENIC Ave, BERKELEY CA 94708	R-3
02/11/2025	ESR-2025-00452	Closed Expired	1361 DELAWARE St, BERKELEY CA 94702	R-3
02/11/2025	ESR-2025-00470	Closed Expired	851 REGAL Rd, BERKELEY CA 94708	R-3
02/10/2025	ESR-2025-00443	Closed Expired	560 VINCENTE Ave, BERKELEY CA 94707	R-3
02/10/2025	25TMP-008474		1336 ORDWAY St, BERKELEY CA 94702	R-3
02/06/2025	ESR-2025-00407	Closed Expired	1609 DERBY St, BERKELEY CA 94703	R-3
02/06/2025	ESR-2025-00414	Closed Expired	1415 TENTH St, BERKELEY CA 94710	R-3
02/04/2025	25TMP-007276		2413 FULTON St, BERKELEY CA 94704	R-3
02/03/2025	ESR-2025-00358	Closed Expired	1731 SIXTH St, BERKELEY CA 94710	R-3
01/30/2025	ESR-2025-00324	Closed Expired	1610 CARLETON St, BERKELEY CA 94703	R-3
01/30/2025	ESR-2025-00328	Closed Expired	1132 PARKER St, B, BERKELEY CA 94702	R-3
01/27/2025	25TMP-005808		1613 ASHBY Ave, BERKELEY CA 94703	R-3
01/27/2025	ESR-2025-00266	Closed Expired	1324 HOPKINS St, BERKELEY CA 94702	R-3
01/27/2025	ESR-2025-00272	Closed Expired	1826 SIXTY-SECOND St, BERKELEY CA 94703	R-3
01/27/2025	ESR-2025-00280	Closed Expired	60 THE CRESCENT, BERKELEY CA 94708	R-3
01/27/2025	ESR-2025-00285	Closed Expired	1012 COLUSA Ave, BERKELEY CA 94707	R-3
01/26/2025	ESR-2025-00262	Closed Expired	1051 MONTEREY Ave, BERKELEY CA 94707	R-3
01/24/2025	ESR-2025-00244	Closed Expired	1057 MARIPOSA Ave, BERKELEY CA 94707	R-3
01/23/2025	ESR-2025-00226	Closed Expired	1635 BERKELEY Way, BERKELEY CA 94703	R-3
01/23/2025	ESR-2025-00229	Closed Expired	1709 DELAWARE St, BERKELEY CA 94703	R-3
01/22/2025	ESR-2025-00206	Closed Expired	69 STEVENSON Ave, BERKELEY CA 94708	R-3
01/22/2025	ESR-2025-00217	Closed Expired	2954 MAGNOLIA St, BERKELEY CA 94705	R-3
01/21/2025	ESR-2025-00192	Closed Expired	2809 WALLACE St, BERKELEY CA 94702	R-3
01/21/2025	ESR-2025-00193	Closed Expired	830 COLUSA Ave, BERKELEY CA 94707	R-3
01/21/2025	ESR-2025-00202	Closed Expired	1424 SIXTH St, BERKELEY CA 94710	R-3
01/20/2025	25TMP-004173		1062 SPRUCE St, BERKELEY CA 94707	R-3
01/20/2025	25TMP-004139		2176 OREGON St, BERKELEY CA 94705	R-3
01/20/2025	ESR-2025-00185	Closed Expired	1404 SIXTY-SIXTH St, BERKELEY CA 94702	R-3
01/17/2025	ESR-2025-00173	Closed Expired	1408 CARLETON St, BERKELEY CA 94702	R-3
01/17/2025	ESR-2025-00163	Closed Expired	1522 CHANNING Way, BERKELEY CA 94703	R-3
01/16/2025	ESR-2025-00149	Closed Expired	2 PARK GATE, BERKELEY CA 94708	R-3
01/16/2025	ESR-2025-00160	Closed Expired	2717 RUSSELL St, BERKELEY CA 94705	R-3
01/14/2025	ESR-2025-00129	Closed Expired	1595 LA VEREDA Rd, BERKELEY CA 94708	R-3
01/14/2025	25TMP-002847		1312 BONITA Ave, BERKELEY CA 94709	R-3
01/13/2025	ESR-2025-00118	Closed Expired	3323 CLAREMONT Ave, BERKELEY CA 94705	R-3
01/13/2025	ESR-2025-00114	Closed Expired	1602 JAYNES St, BERKELEY CA 94703	R-3
01/09/2025	ESR-2025-00080	Closed Expired	2732 CLAREMONT Blvd, BERKELEY CA 94705	R-3
01/09/2025	ESR-2025-00082	Closed Expired	912 ENSENADA Ave, BERKELEY CA 94707	R-3
01/09/2025	ESR-2025-00083	Closed Expired	767 EUCLID Ave, BERKELEY CA 94708	R-3
01/09/2025	ESR-2025-00085	Closed Expired	2315 EUNICE St, BERKELEY CA 94708	R-3
01/09/2025	ESR-2025-00086	Closed Expired	680 VINCENTE Ave, BERKELEY CA 94707	R-3
01/08/2025	25TMP-001373		1008 CRAGMONT Ave, BERKELEY CA 94708	R-3
01/07/2025	ESR-2025-00049	Closed Expired	1313 HASKELL St, BERKELEY CA 94702	R-3
01/06/2025	ESR-2025-00035	Closed Expired	3031 BATEMAN St, BERKELEY CA 94705	R-3
01/02/2025	ESR-2025-00006	Closed Expired	770 CAMELIA St, A, BERKELEY CA 94710	R-3
01/02/2025	ESR-2025-00004	Closed Expired	1332 CURTIS St, BERKELEY CA 94702	R-3
12/27/2024	ESR-2024-04112	Closed Expired	1307 NORTHSIDE Ave, BERKELEY CA 94702	R-3
12/26/2024	ESR-2024-04102	Closed Expired	2233 MCKINLEY Ave, BERKELEY CA 94703	R-3
12/23/2024	ESR-2024-04076	Closed Expired	1517 ADA St, BERKELEY CA 94703	R-3
12/19/2024	ESR-2024-04046	Closed Expired	833 KEELER Ave, BERKELEY CA 94708	R-3
12/19/2024	ESR-2024-04044	Closed Expired	2224 JEFFERSON Ave, BERKELEY CA 94703	R-3
12/19/2024	ESR-2024-04042	Closed Expired	938 THE ALAMEDA, BERKELEY CA 94707	R-3
12/19/2024	ESR-2024-04051	Closed Expired	2931 FLORENCE St, BERKELEY CA 94705	R-3
12/18/2024	ESR-2024-04023	Closed Expired	3113 SHATTUCK Ave, 4, BERKELEY CA 94704	R-3
12/18/2024	ESR-2024-04017	Closed Expired	3018 MABEL St, BERKELEY CA 94702	R-3
12/17/2024	ESR-2024-04011	Closed Expired	1816 YOSEMITE Rd, BERKELEY CA 94707	R-3
12/17/2024	ESR-2024-04010	Closed Expired	18 PANORAMIC Way, BERKELEY CA 94704	R-3
12/17/2024	ESR-2024-04005	Closed Expired	1307 DERBY St, BERKELEY CA 94702	R-3
12/16/2024	ESR-2024-03998	Closed Expired	2318 ACTON St, BERKELEY CA 94702	R-3
12/16/2024	ESR-2024-03993	Closed Expired	1468 GRIZZLY PEAK Blvd, BERKELEY CA 94708	R-3
12/16/2024	ESR-2024-03992	Closed Expired	1396 SUMMIT Rd, BERKELEY CA 94708	R-3
12/16/2024	ESR-2024-03990	Closed Expired	2425 SPAULDING Ave, BERKELEY CA 94703	R-3
12/16/2024	ESR-2024-03989	Closed Expired	1873 SAN RAMON Ave, BERKELEY CA 94707	R-3
12/16/2024	ESR-2024-03985	Closed Expired	1145 ADDISON St, BERKELEY CA 94702	R-3
12/16/2024	24TMP-032489		62 EL CAMINO REAL, BERKELEY CA 94705	R-3
12/11/2024	ESR-2024-03944	Closed Expired	1549 OREGON St, BERKELEY CA 94703	R-3
12/10/2024	ESR-2024-03928	Closed Expired	1916 WOOLSEY St, BERKELEY CA 94703	R-3
12/09/2024	ESR-2024-03917	Closed Expired	2810 TENTH St, BERKELEY CA 94710	R-3
12/09/2024	ESR-2024-03906	Closed Expired	733 THE ALAMEDA, BERKELEY CA 94707	R-3
12/09/2024	24TMP-031808		1620 THOUSAND OAKS Blvd, BERKELEY CA 94707	R-3
12/06/2024	24TMP-031628		882 SANTA BARBARA Rd, BERKELEY CA 94707	R-3
12/06/2024	ESR-2024-03874	Closed Expired	1122 EUCLID Ave, BERKELEY CA 94708	R-3
12/05/2024	ESR-2024-03858	Closed Expired	938 THE ALAMEDA, BERKELEY CA 94707	R-3
12/05/2024	ESR-2024-03860	Closed Expired	815 SAN LUIS Rd, BERKELEY CA 94707	R-3
12/05/2024	ESR-2024-03865	Closed Expired	27 ALAMO Ave, BERKELEY CA 94708	R-3
12/04/2024	ESR-2024-03849	Closed Expired	1960 SAN ANTONIO Ave, BERKELEY CA 94707	R-3
12/04/2024	ESR-2024-03854	Closed Expired	1825 SAN ANTONIO Ave, BERKELEY CA 94707	R-3
12/04/2024	ESR-2024-03841	Closed Expired	3035 MABEL St, BERKELEY CA 94702	R-3
12/03/2024	ESR-2024-03837	Closed Expired	2118 MCKINLEY Ave, BERKELEY CA 94703	R-3
12/03/2024	ESR-2024-03836	Closed Expired	1225 MONTEREY Ave, BERKELEY CA 94707	R-3
12/03/2024	ESR-2024-03827	Closed Expired	2951 ASHBY Ave, BERKELEY CA 94705	R-3
12/03/2024	ESR-2024-03826	Closed Expired	1 EL CAMINO REAL, BERKELEY CA 94705, ZERO	R-3
12/03/2024	ESR-2024-03819	Closed Expired	1424 HOPKINS St, BERKELEY CA 94702	R-3
12/02/2024	ESR-2024-03802	Closed Expired	912 ENSENADA Ave, BERKELEY CA 94707	R-3
12/02/2024	ESR-2024-03808	Closed Expired	2315 EUNICE St, BERKELEY CA 94708	R-3
12/01/2024	ESR-2024-03796	Closed Expired	450 VASSAR Ave, BERKELEY CA 94708	R-3
11/27/2024	ESR-2024-03785	Closed Expired	949 THE ALAMEDA, BERKELEY CA 94707	R-3
11/27/2024	ESR-2024-03783	Closed Expired	1625 STANNAGE Ave, BERKELEY CA 94702	R-3
11/27/2024	ESR-2024-03781	Closed Expired	788 NEILSON St, BERKELEY CA 94707	R-3
11/26/2024	ESR-2024-03760	Closed Expired	2967 SHASTA Rd, BERKELEY CA 94708	R-3
11/25/2024	24TMP-031021		1320 DERBY St, BERKELEY CA 94702	R-3
11/25/2024	ESR-2024-03753	Closed Expired	1645 HARMON St, BERKELEY CA 94703	R-3
11/23/2024	ESR-2024-03742	Closed Expired	2425 SPAULDING Ave, BERKELEY CA 94703	R-3
11/22/2024	24TMP-030928		2603 BENVENUE Ave, 4, BERKELEY CA 94704	R-3
11/22/2024	ESR-2024-03729	Closed Expired	2120 MILVIA St, BERKELEY CA 94704	R-3
11/22/2024	ESR-2024-03737	Closed Expired	3027 BATEMAN St, BERKELEY CA 94705	R-3
11/21/2024	ESR-2024-03718	Closed Expired	1422 SIXTH St, BERKELEY CA 94710	R-3
11/21/2024	ESR-2024-03719	Closed Expired	1424 SIXTH St, BERKELEY CA 94710	R-3
11/21/2024	24TMP-030868		12 AJAX Pl, BERKELEY CA 94708	R-3
11/18/2024	24TMP-030647		1839 SPRUCE St, BERKELEY CA 94709	R-3
