hcd_row_id,cpra_permit_number,address_hcd,address_cpra,tracking_id,co_units_hcd,co_units_d5,bp_units_hcd,bp_units_d5,agree_co,agree_bp,units_agree,match_tier,in_c1,cpra_year
1038,B2017-03979,1040 Mariposa Ave,1040 MARIPOSA Ave,B2017-03979,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1040,B2018-02099,1014 Mariposa Ave,1014 MARIPOSA Ave,B2018-02099,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1042,B2017-04626,1204 Blake St,1204 BLAKE St,B2017-04626,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1043,B2017-02989,1214 Dwight,1214 DWIGHT Way,B2017-02989,1.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2019
1044,B2018-04819,1276 Sixty-Fifth,1276 SIXTY-FIFTH St,B2018-04819,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1045,B2018-02060,1330 Spruce St,1330 SPRUCE St,B2018-02060,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1046,B2018-04874,1353 Acton,1353 ACTON St,B2018-04874,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2019
1047,B2018-00101,1440 Parker,1440 PARKER St,B2018-00101,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2019
1048,B2018-02503,1446 Fifth St,1446 FIFTH St,B2018-02503,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1052,B2018-03725,1642 Ashby,1642 ASHBY Ave,B2018-03725,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1053,B2018-02640,1734 Spruce,1734 SPRUCE St,B2018-02640,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1054,B2018-00281,1736 Dwight,1736 DWIGHT Way,B2018-00281,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1055,B2019-01938,1873 San Ramon,1873 SAN RAMON Ave,B2019-01938,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1056,B2015-06007,2013 Second,2013 SECOND ST,B2015-06007,19.0,0.0,0.0,0.0,False,True,False,tier_1_tracking_id,True,2019
1058,B2018-04829,2225 Ward,2225 WARD St,B2018-04829,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1059,B2018-01872,2335 Sacramento,2335 SACRAMENTO St,B2018-01872,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1061,B2019-00501,2440 Grant,2440 GRANT St,B2019-00501,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1063,B2019-01052,1118 Park Hills,1118 PARK HILLS Rd,B2019-01052,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1064,B2018-01749,1127 Blake St,1127 BLAKE St,B2018-01749,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1065,B2017-04979,1157 Francisco St,1157 FRANCISCO St,B2017-04979,1.0,1.0,0.0,0.0,True,True,True,tier_1_tracking_id,True,2019
1069,B2018-03476,1442 Delaware,1442 DELAWARE St,B2018-03476,0.0,0.0,1.0,0.0,True,False,False,tier_1_tracking_id,True,2019
1070,B2019-01349,1444 Fifth,1444 FIFTH St,B2019-01349,0.0,0.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1071,B2019-01023,1472 Tenth,1472 TENTH St,B2019-01023,1.0,1.0,1.0,1.0,True,True,True,tier_1_tracking_id,True,2019
1072,B2018-02604,1506 Bonita Ave.,1506 BONITA Ave,B2018-02604,0.0,0.0,2.0,2.0,True,True,True,tier_1_tracking_id,True,2019
