JURIS_NAME,CNTY_NAME,YEAR,PRIOR_APN,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,UNIT_CAT,TENURE,ACUTELY_LOW_INCOME_DR,ACUTELY_LOW_INCOME_NDR,EXTREMELY_LOW_INCOME_DR,EXTREMELY_LOW_INCOME_NDR,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,ABOVE_MOD_INCOME,ENT_APPROVE_DT1,NO_ENTITLEMENTS,BP_ACUTELY_LOW_INCOME_DR,BP_ACUTELY_LOW_INCOME_NDR,BP_EXTREMELY_LOW_INCOME_DR,BP_EXTREMELY_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,BP_ABOVE_MOD_INCOME,BP_ISSUE_DT1,NO_BUILDING_PERMITS,CO_ACUTELY_LOW_INCOME_DR,CO_ACUTELY_LOW_INCOME_NDR,CO_EXTREMELY_LOW_INCOME_DR,CO_EXTREMELY_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,CO_ABOVE_MOD_INCOME,CO_ISSUE_DT1,NO_OTHER_FORMS_OF_READINESS,EXTR_LOW_INCOME_UNITS,APPROVE_SB35,HISTORIC_SITES,INFILL_UNITS,FIN_ASSIST_NAME,DR_TYPE,NO_FA_DR,TERM_AFF_DR,DEM_DES_UNITS,DEM_OR_DES_UNITS,DEM_DES_UNITS_OWN_RENT,DENSITY_BONUS_TOTAL,DENSITY_BONUS_NUMBER_OTHER_INCENTIVES,DENSITY_BONUS_INCENTIVES,DENSITY_BONUS_RECEIVE_REDUCTION,NOTES,LATITUDE,LONGITUDE,STD_ADDRESS,SCORE
BERKELEY,Alameda,2021,,062 289003900,620 San Miguel,,B2021-01552,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,1,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.896530,-122.282926,"620 San Miguel Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,062 286800900,652 Peralta,,B2020-04204,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-05-19,1,0,0,0,0,0,0,0,0,0,0,1,2021-05-19,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.895530,-122.285554,"652 Peralta Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,060 240907004,1218 Santa Fe,,B2017-04803,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.882543,-122.290498,"1218 Santa Fe Ave, Albany, California, 94706",98.879999999999995
BERKELEY,Alameda,2021,,059 232500501,1442 Fifth,,ZP2021-0083,SFD,Renter,0,0,0,0,0,0,0,0,0,0,3,2021-10-28,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,1,0,0,0,0,,,,37.875920,-122.301517,"1442 5th St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,056 193702300,2325 Eighth,,B2018-01154,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-05-24,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.863543,-122.293914,"2325 8th St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,059 232500301,764 Page,,B2021-01332,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-10-13,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.876035,-122.302046,"764 Page St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,062 291101100,1854 San Ramon,,B2020-03985,2 to 4,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-22,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-06,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.898514,-122.279010,"1854 San Ramon Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,057 202502300,2009 Addison,,B2019-02956,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,45,0,0,0,0,0,0,2021-06-24,45,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,Y,,Other,0,,0,0,0,0,0,,,,37.870984,-122.269928,"2009 Addison St, Berkeley, California, 94704",98.909999999999997
BERKELEY,Alameda,2021,,055 183700100,2556 Telegraph,,B2018-05067,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,24,2021-11-03,24,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.863885,-122.258703,"2556 Telegraph Ave, Berkeley, California, 94704",98.909999999999997
BERKELEY,Alameda,2021,,056 192702600,1130 Chaucer,,B2021-02706,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-10-18,1,0,0,0,0,0,0,0,0,0,0,1,2021-10-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.863811,-122.288904,"1130 Chaucer St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 240900902,1222 Evelyn,,B2019-04580,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-02-18,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.882273,-122.291851,"1222 Evelyn Ave, Albany, California, 94706",98.879999999999995
BERKELEY,Alameda,2021,,052 151504600,1248 Haskell,,B2020-00446,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-06-04,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.850947,-122.283890,"1248 Haskell St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 241701800,1248 Peralta,,B2020-03244,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-04-27,1,0,0,0,0,0,0,0,0,0,0,1,2021-04-27,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.880999,-122.287748,"1248 Peralta Ave, Albany, California, 94706",98.879999999999995
BERKELEY,Alameda,2021,,060 242301800,1315 Ordway,,B2019-03691,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-07-16,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.880052,-122.286901,"1315 Ordway St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 246608000,1332 Oxford,,B2020-02794,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-01-25,1,0,0,0,0,0,0,0,0,0,0,1,2021-01-25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.882909,-122.267357,"1332 Oxford St, Berkeley, California, 94709",98.909999999999997
BERKELEY,Alameda,2021,,052 151902200,1412 Harmon,,B2019-04125,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-09-14,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.848635,-122.279159,"1412 Harmon St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,056 199804000,1423 Acroft,,B2021-01581,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,1,2021-07-07,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.866141,-122.282852,"1423 Acroft Ct, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 239205400,1441 Cornell,,B2021-01449,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-09-28,1,0,0,0,0,0,0,0,0,0,0,1,2021-09-28,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.877862,-122.292155,"1441 Cornell Ave, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,059 225600600,1510 Spruce,,B2018-00955,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-07-09,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.880223,-122.265915,"1510 Spruce St, Berkeley, California, 94709",98.909999999999997
BERKELEY,Alameda,2021,,057 206701700,1821 Sacramento,,B2020-00943,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-03-02,1,0,0,0,0,0,0,0,0,0,0,1,2021-03-02,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-10,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.872358,-122.282062,"1821 Sacramento St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 246605900,2207 Rose,,B2021-00048,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-05-13,1,0,0,0,0,0,0,0,0,0,0,1,2021-05-13,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-22,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.882417,-122.266843,"2207 Rose St, Berkeley, California, 94709",98.909999999999997
BERKELEY,Alameda,2021,,057 201802700,2223 Mckinley,,B2020-03753,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-02-01,1,0,0,0,0,0,0,0,0,0,0,1,2021-02-01,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-09,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.867973,-122.273745,"2223 McKinley Ave, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,056 191900600,2408 Edwards,,B2020-03458,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-05-10,1,0,0,0,0,0,0,0,0,0,0,1,2021-05-10,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.863471,-122.282274,"2408 Edwards St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,056 193502603,2429 Ninth,,B2020-00601,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-09-02,1,0,0,0,0,0,0,0,0,0,0,1,2021-09-02,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.861216,-122.291983,"2429 9th St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,055 190601500,2440 Grant,,B2020-00118,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-04-15,1,0,0,0,0,0,0,0,0,0,0,1,2021-04-15,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.863451,-122.274476,"2440 Grant St, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,054 178302000,2501 Mabel,,B2020-03502,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-10-18,1,0,0,0,0,0,0,0,0,0,0,1,2021-10-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.861442,-122.285407,"2501 Mabel St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,052 156901700,2605 Ashby,,B2021-00091,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-07-15,1,0,0,0,0,0,0,0,0,0,0,1,2021-07-15,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.856794,-122.255157,"2605 Ashby Ave, Berkeley, California, 94705",98.909999999999997
BERKELEY,Alameda,2021,,055 189401600,2662 Hilgard,,B2020-04271,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-03-24,1,0,0,0,0,0,0,0,0,0,0,1,2021-03-24,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.878968,-122.258061,"2662 Hilgard Ave, Berkeley, California, 94709",98.909999999999997
BERKELEY,Alameda,2021,,053 169700800,2820 Piedmont,,B2020-03267,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-01-25,1,0,0,0,0,0,0,0,0,0,0,1,2021-01-25,1,0,0,0,0,0,0,0,0,0,0,1,2021-07-20,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.859251,-122.251234,"2820 Piedmont Ave, Berkeley, California, 94705",98.909999999999997
BERKELEY,Alameda,2021,,053 162400200,3004 Acton,,B2020-00137,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.852978,-122.281372,"3004 Acton St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,052 156316800,3139 Eton,,B2019-05267,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-08-18,1,0,0,0,0,0,0,0,0,0,0,1,2021-08-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.852791,-122.250375,"3139 Eton Ave, Berkeley, California, 94705",98.909999999999997
BERKELEY,Alameda,2021,,063 296103300,911 Regal,,B2021-02006,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-10-07,1,0,0,0,0,0,0,0,0,0,0,1,2021-10-07,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.894346,-122.264859,"911 Regal Rd, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,058 212301500,935 Delaware,,B2021-04759,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-12-20,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-20,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.871133,-122.295856,"935 Delaware St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,063 313001600,994 Wildcat Canyon,,B2020-01793,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-15,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.896199,-122.256101,"994 Wildcat Canyon Rd, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,063 296903435,0 Grizzly Peak,,B2020-00781,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-26,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.880616,-122.230108,Grizzly Peak,98.379999999999995
BERKELEY,Alameda,2021,,060 240907004,1218 Santa Fe,,B2017-04801,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-06-09,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.882543,-122.290498,"1218 Santa Fe Ave, Albany, California, 94706",98.879999999999995
BERKELEY,Alameda,2021,,060 249402001,1325 Grizzly Peak,,B2018-03587,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-05-17,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.886404,-122.250579,"1325 Grizzly Peak Blvd, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,059 231502700,1526 Sixth,,B2019-00047,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-02-09,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.874244,-122.299725,"1526 6th St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,060 246906903,2704 Shasta,,B2017-03522,SFD,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-03-09,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.885844,-122.258726,"2704 Shasta Rd, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,059 232500301,768 Page,,B2021-01330,SFD,Owner,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-10-13,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.876044,-122.302004,"768 Page St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,053 166002400,1025 Heinz,,ZP2021-0015,SFD,Owner,0,0,0,0,0,0,0,0,0,0,1,2021-08-10,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.854112,-122.288908,"1025 Heinz Ave, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,053 162801100,1241 Ashby,,ZP2018-0178,SFD,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-01,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.852534,-122.284871,"1241 Ashby Ave, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,055 189900400,1943 Haste,,B2019-04085,2 to 4,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-10-22,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.864537,-122.270329,"1943 Haste St, Berkeley, California, 94704",98.909999999999997
BERKELEY,Alameda,2021,,055 186901600,2718 Durant,,B2020-03715,2 to 4,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,2021-02-25,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,Y,,,0,,0,0,0,0,0,,,,37.868390,-122.253554,"2718 Durant Ave, Berkeley, California, 94704",98.909999999999997
BERKELEY,Alameda,2021,,055 186401000,2813 Channing,,B2018-02626,2 to 4,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,2021-01-13,2,0,0,0,0,0,0,0,0,0,0,2,2021-05-28,2,0,N,0,0,,,0,,0,0,0,0,0,,,,37.867919,-122.251059,"2813 Channing Way, Berkeley, California, 94704",98.909999999999997
BERKELEY,Alameda,2021,,053 163300101,3000 San Pablo,,B2020-04316,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,71,2021-09-30,78,0,0,0,0,0,0,0,0,0,0,0,,0,0,Y,0,Y,,DB,0,,0,0,0,35,1,Development Standards Modification,Y,,37.851943,-122.286703,"3000 San Pablo Ave, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,052 157408100,3031 Telegraph,,ZP2020-0069,5+,Renter,0,0,0,0,7,0,0,0,0,0,103,2021-04-21,110,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,DB,0,,0,0,0,35,5,Development Standards Modification,Y,,37.855098,-122.259834,"3031 Telegraph Ave, Berkeley, California, 94705",98.909999999999997
BERKELEY,Alameda,2021,,061 255902000,1015 Mariposa,,B2019-04275,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-19,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.889255,-122.270360,"1015 Mariposa Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,061 255801200,1120 Oxford,,B2018-00512,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-12-03,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.888231,-122.268390,"1120 Oxford St, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,061 256200700,1132 Amador,,B2020-00059,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-05,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.886939,-122.271466,"1132 Amador Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,061 255400300,1158 Glen,,B2021-01866,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-11-02,1,0,0,0,0,0,0,0,0,0,0,1,2021-11-02,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.887487,-122.264508,"1158 Glen Ave, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,059 233801000,1420 Fifth,,B2020-01978,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-12-09,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.876630,-122.301733,"1420 5th St, Berkeley, California, 94710",98.909999999999997
BERKELEY,Alameda,2021,,060 243000900,1433 Ada,,B2021-03915,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-12-13,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-13,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.879672,-122.283753,"1433 Ada St, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,060 247801400,1442 Campus,,B2019-02404,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-06-08,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.883072,-122.252759,"1442 Campus Dr, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,059 233100500,1462 San Pablo,,B2021-02085,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-08-16,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.876604,-122.294658,"1462 San Pablo Ave, Berkeley, California, 94702",98.909999999999997
BERKELEY,Alameda,2021,,059 225202500,1505 Arch,,B2017-01520,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-01-11,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.880572,-122.264723,"1505 Arch St, Berkeley, California, 94708",98.909999999999997
BERKELEY,Alameda,2021,,058 218300300,1612 Spruce,,B2019-04885,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-05-10,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.878329,-122.265701,"1612 Spruce St, Berkeley, California, 94709",98.909999999999997
BERKELEY,Alameda,2021,,057 206602700,1620 Delaware,,B2020-01519,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-09-23,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.873445,-122.279049,"1620 Delaware St, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,053 160900800,1639 Julia,,B2021-00470,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-21,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-21,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.854699,-122.275336,"1639 Julia St, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,061 262900500,1720 Sonoma,,B2021-02612,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-12-16,1,0,0,0,0,0,0,0,0,0,0,1,2021-12-16,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.886511,-122.281463,"1720 Sonoma Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,054 181301300,1813 Parker,,B2021-00818,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.861390,-122.273287,"1813 Parker St, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,057 206301100,1825 Berkeley,,B2021-02227,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-09-03,1,0,0,0,0,0,0,0,0,0,0,1,2021-09-03,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.872352,-122.274178,"1825 Berkeley Way, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,057 206300700,1839 Berkeley,,B2020-02131,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-04-06,1,0,N,0,0,,,0,,0,0,0,0,0,,,,37.872425,-122.273635,"1839 Berkeley Way, Berkeley, California, 94703",98.909999999999997
BERKELEY,Alameda,2021,,062 288800800,1879 Catalina,,B2021-01114,ADU,Renter,0,0,0,0,0,0,0,0,0,0,1,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,1,2021-06-18,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.892869,-122.277844,"1879 Catalina Ave, Berkeley, California, 94707",98.909999999999997
BERKELEY,Alameda,2021,,060 245102300,1929 Rose,,B2019-02517,ADU,Renter,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,2021-12-30,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,N,0,0,,,0,,0,0,0,0,0,,,,37.881653,-122.272819,"1929 Rose St, Berkeley, California, 94709",98.909999999999997
